1, -1.3820 -3.8244; -1.3603 -3.7013; -1.3386 -3.5782; -1.3168 -3.4551; -1.2951 -3.3320; -1.2734 -3.2089; -1.2517 -3.0858; -1.2300 -2.9627; -1.2083 -2.8396; -1.1866 -2.7165; -1.1649 -2.5934; -1.1432 -2.4703; -1.1215 -2.3472; -1.0998 -2.2241; -1.0781 -2.1010; -1.0564 -1.9779; -1.0347 -1.8548; -1.0130 -1.7317; -0.9913 -1.6086; -0.9696 -1.4855; -0.9478 -1.3624; -0.9261 -1.2393; -0.9044 -1.1162; -0.8827 -0.9931; -0.8610 -0.8700; -0.8393 -0.7469; -0.8176 -0.6238; -0.7959 -0.5007; -0.7742 -0.3776; -0.7525 -0.2545; -0.7308 -0.1314; -0.7091 -0.0083; -0.6874 0.1148; -0.6657 0.2379; -0.6440 0.3610; -0.6223 0.4841; -0.6005 0.6072; -0.5788 0.7303; -0.5571 0.8534; -0.5354 0.9765; -0.5137 1.0996; -0.4920 1.2227; -0.4703 1.3458; -0.4486 1.4689; -0.4269 1.5920; -0.4052 1.7151; -0.3835 1.8382; -0.3618 1.9613; -0.3401 2.0844; -0.3184 2.2075; -0.2967 2.3306; -0.2750 2.4537; -0.2533 2.5768; -0.2315 2.6999; -0.2098 2.8230; -0.1881 2.9461; -0.1664 3.0692; -0.1447 3.1923; -0.1230 3.3154; -0.1013 3.4385; -0.0796 3.5616; -0.0579 3.6847; -0.0362 3.8078; -0.0145 3.9309; 0.0072 4.0540; 0.0289 4.1771; 0.0506 4.3002; 0.0723 4.4233; 0.0940 4.5464; 0.1157 4.6695; 0.1375 4.7926; 0.1592 4.9157; 0.1809 5.0388; 0.2026 5.1619; 0.2243 5.2850; 0.2460 5.4081; 0.2677 5.5312; 0.2894 5.6543; 0.3111 5.7774; 0.3328 5.9005; 0.3545 6.0236; 0.3762 6.1467; 0.3979 6.2698; 0.4196 6.3930; 0.4413 6.5161; 0.4630 6.6392; 0.4848 6.7623; 0.5065 6.8854; 0.5282 7.0085; 0.5499 7.1316; 0.5716 7.2547; 0.5933 7.3778; 0.6150 7.5009; 0.6367 7.6240; 0.6584 7.7471; 0.6801 7.8702; 0.7018 7.9933; 0.7235 8.1164; 0.7452 8.2395; 0.7669 8.3626; 0.7886 8.4857; 0.8103 8.6088; 0.8320 8.7319; 0.8538 8.8550; 0.8755 8.9781; 0.8972 9.1012; 0.9189 9.2243; 0.9406 9.3474; 0.9623 9.4705; 0.9840 9.5936; 1.0057 9.7167; 1.0274 9.8398; 1.0491 9.9629; 1.0708 10.0860; 1.0925 10.2091; 1.1142 10.3322; 1.1359 10.4553; 1.1576 10.5784; 1.1793 10.7015; 1.2011 10.8246; 1.2228 10.9477; 1.2445 11.0708; 1.2662 11.1939; 1.2879 11.3170; 1.3096 11.4401; 1.3313 11.5632; 1.3530 11.6863; 1.3747 11.8094; 1.3964 11.9325; 1.4181 12.0556; 1.4398 12.1787; 1.4615 12.3018; 1.4832 12.4249; 1.5049 12.5480; 1.5266 12.6711; 1.5483 12.7942; 1.5701 12.9173; 1.5918 13.0404; 1.6135 13.1635; 1.6352 13.2866; 1.6569 13.4097; 1.6786 13.5328; 1.7003 13.6559; 1.7220 13.7790; 1.7437 13.9021; 1.7654 14.0252; 1.7871 14.1483; 1.8088 14.2714; 1.8305 14.3945; 1.8522 14.5176; 1.8739 14.6407; 1.8956 14.7638; 1.9173 14.8869; 1.9391 15.0100; 1.9608 15.1331; 1.9825 15.2562; 2.0042 15.3793; 2.0259 15.5024; 2.0476 15.6255; 2.0693 15.7486; 2.0910 15.8717; 2.1127 15.9948; 2.1344 16.1179; 2.1561 16.2410; 2.1778 16.3641; 2.1995 16.4872; 2.2212 16.6103; 2.2429 16.7334; 2.2646 16.8565; 2.2864 16.9796; 2.3081 17.1027; 2.3298 17.2258; 2.3515 17.3489; 2.3732 17.4720; 2.3949 17.5951; 2.4166 17.7182; 2.4383 17.8413; 2.4600 17.9644; 2.4817 18.0875; 2.5034 18.2106; 2.5251 18.3337; 2.5468 18.4568; 2.5685 18.5799; 2.5902 18.7030; 2.6119 18.8261; 2.6336 18.9492; 2.6554 19.0724; 2.6771 19.1955; 2.6988 19.3186; 2.7205 19.4417; 2.7422 19.5648; 2.7639 19.6879; 2.7856 19.8110; 2.8073 19.9341; 2.8290 20.0572; 2.8507 20.1803; 2.8724 20.3034; 2.8941 20.4265; 2.9158 20.5496; 2.9375 20.6727; 2.9592 20.7958; 2.9809 20.9189; 3.0027 21.0420; 3.0244 21.1651; 3.0461 21.2882; 3.0678 21.4113; 3.0895 21.5344; 3.1112 21.6575; 3.1329 21.7806; 3.1546 21.9037; 3.1763 22.0268; 3.1980 22.1499; 3.2197 22.2730; 3.2414 22.3961; 3.2631 22.5192; 3.2848 22.6423; 3.3065 22.7654; 3.3282 22.8885; 3.3499 23.0116; 3.3717 23.1347; 3.3934 23.2578; 3.4151 23.3809; 3.4368 23.5040; 3.4585 23.6271; 3.4802 23.7502; 3.5019 23.8733; 3.5236 23.9964; 3.5453 24.1195; 3.5670 24.2426; 3.5887 24.3657; 3.6104 24.4888; 3.6321 24.6119; 3.6538 24.7350; 3.6755 24.8581; 3.6972 24.9812; 3.7189 25.1043; 3.7407 25.2274; 3.7624 25.3505; 3.7841 25.4736; 3.8058 25.5967; 3.8275 25.7198; 3.8492 25.8429; 3.8709 25.9660; 3.8926 26.0891; 3.9143 26.2122; 3.9360 26.3353; 3.9577 26.4584; 3.9794 26.5815; 4.0011 26.7046; 4.0228 26.8277; 4.0445 26.9508; 4.0662 27.0739; 4.0880 27.1970; 4.1097 27.3201; 4.1314 27.4432; 4.1531 27.5663; 4.1748 27.6894; 4.1965 27.8125; 4.2182 27.9356; 4.2399 28.0587; 4.2616 28.1818; 4.2833 28.3049; 4.3050 28.4280; 4.3267 28.5511; 4.3484 28.6742; 4.3701 28.7973; 4.3918 28.9204; 4.4135 29.0435; 4.4352 29.1666; 4.4570 29.2897; 4.4787 29.4128; 4.5004 29.5359; 4.5221 29.6590; 4.5438 29.7821; 4.5655 29.9052; 4.5872 30.0283; 4.6089 30.1514; 4.6306 30.2745; 4.6523 30.3976; 4.6740 30.5207; 4.6957 30.6438; 4.7174 30.7669; 4.7391 30.8900; 4.7608 31.0131; 4.7652 31.0378; 4.7695 31.0624; 4.7912 31.1855; 4.7956 31.2101; 4.7999 31.2347; 4.8043 31.2593; 4.8086 31.2840; 4.8129 31.3086; 4.8173 31.3332; 4.8216 31.3578; 4.8260 31.3824; 4.8303 31.4071; 4.8346 31.4317; 4.8390 31.4563; 4.8433 31.4809; 4.8477 31.5055; 4.8520 31.5302; 4.8563 31.5548; 4.8607 31.5794; 4.8650 31.6040; 4.8694 31.6286; 4.8737 31.6533; 4.8781 31.6779; 4.8824 31.7025; 4.8867 31.7271; 4.8911 31.7518; 4.8954 31.7764; 4.8998 31.8010; 4.9041 31.8256; 4.9084 31.8502; 4.9128 31.8749; 4.9171 31.8995; 4.9215 31.9241; 4.9258 31.9487; 4.9301 31.9733; 4.9345 31.9980; 4.9388 32.0226; 4.9432 32.0472; 4.9475 32.0718; 4.9519 32.0964; 4.9562 32.1211; 4.9605 32.1457; 4.9649 32.1703; 4.9692 32.1949; 4.9736 32.2195; 4.9779 32.2442; 4.9822 32.2688; 4.9866 32.2934; 4.9909 32.3180; 4.9953 32.3426; 4.9996 32.3673; 5.0039 32.3919; 5.0083 32.4165; 5.0126 32.4411; 5.0170 32.4657; 5.0213 32.4904; 5.0257 32.5150; 5.0300 32.5396; 5.0343 32.5642; 5.0387 32.5888; 5.0430 32.6135; 5.0474 32.6381; 5.0517 32.6627; 5.0560 32.6873; 5.0604 32.7119; 5.0647 32.7366
2, -1.3820 -3.8244; -1.3603 -3.7013; -1.3386 -3.5782; -1.3168 -3.4551; -1.2951 -3.3320; -1.2734 -3.2089; -1.2517 -3.0858; -1.2300 -2.9627; -1.2083 -2.8396; -1.1866 -2.7165; -1.1649 -2.5934; -1.1432 -2.4703; -1.1215 -2.3472; -1.0998 -2.2241; -1.0781 -2.1010; -1.0564 -1.9779; -1.0347 -1.8548; -1.0130 -1.7317; -0.9913 -1.6086; -0.9696 -1.4855; -0.9478 -1.3624; -0.9261 -1.2393; -0.9044 -1.1162; -0.8827 -0.9931; -0.8610 -0.8700; -0.8393 -0.7469; -0.8176 -0.6238; -0.7959 -0.5007; -0.7742 -0.3776; -0.7525 -0.2545; -0.7308 -0.1314; -0.7091 -0.0083; -0.6874 0.1148; -0.6657 0.2379; -0.6440 0.3610; -0.6223 0.4841; -0.6005 0.6072; -0.5788 0.7303; -0.5571 0.8534; -0.5354 0.9765; -0.5137 1.0996; -0.4920 1.2227; -0.4703 1.3458; -0.4486 1.4689; -0.4269 1.5920; -0.4052 1.7151; -0.3835 1.8382; -0.3618 1.9613; -0.3401 2.0844; -0.3184 2.2075; -0.2967 2.3306; -0.2750 2.4537; -0.2533 2.5768; -0.2315 2.6999; -0.2098 2.8230; -0.1881 2.9461; -0.1664 3.0692; -0.1447 3.1923; -0.1230 3.3154; -0.1013 3.4385; -0.0796 3.5616; -0.0579 3.6847; -0.0362 3.8078; -0.0145 3.9309; 0.0072 4.0540; 0.0289 4.1771; 0.0506 4.3002; 0.0723 4.4233; 0.0940 4.5464; 0.1157 4.6695; 0.1375 4.7926; 0.1592 4.9157; 0.1809 5.0388; 0.2026 5.1619; 0.2243 5.2850; 0.2460 5.4081; 0.2677 5.5312; 0.2894 5.6543; 0.3111 5.7774; 0.3328 5.9005; 0.3545 6.0236; 0.3762 6.1467; 0.3979 6.2698; 0.4196 6.3930; 0.4413 6.5161; 0.4630 6.6392; 0.4848 6.7623; 0.5065 6.8854; 0.5282 7.0085; 0.5499 7.1316; 0.5716 7.2547; 0.5933 7.3778; 0.6150 7.5009; 0.6367 7.6240; 0.6584 7.7471; 0.6801 7.8702; 0.7018 7.9933; 0.7235 8.1164; 0.7452 8.2395; 0.7669 8.3626; 0.7886 8.4857; 0.8103 8.6088; 0.8320 8.7319; 0.8538 8.8550; 0.8755 8.9781; 0.8972 9.1012; 0.9189 9.2243; 0.9406 9.3474; 0.9623 9.4705; 0.9840 9.5936; 1.0057 9.7167; 1.0274 9.8398; 1.0491 9.9629; 1.0708 10.0860; 1.0925 10.2091; 1.1142 10.3322; 1.1359 10.4553; 1.1576 10.5784; 1.1793 10.7015; 1.2011 10.8246; 1.2228 10.9477; 1.2445 11.0708; 1.2662 11.1939; 1.2879 11.3170; 1.3096 11.4401; 1.3313 11.5632; 1.3530 11.6863; 1.3747 11.8094; 1.3964 11.9325; 1.4181 12.0556; 1.4398 12.1787; 1.4615 12.3018; 1.4832 12.4249; 1.5049 12.5480; 1.5266 12.6711; 1.5483 12.7942; 1.5701 12.9173; 1.5918 13.0404; 1.6135 13.1635; 1.6352 13.2866; 1.6569 13.4097; 1.6786 13.5328; 1.7003 13.6559; 1.7220 13.7790; 1.7437 13.9021; 1.7654 14.0252; 1.7871 14.1483; 1.8088 14.2714; 1.8305 14.3945; 1.8522 14.5176; 1.8739 14.6407; 1.8956 14.7638; 1.9173 14.8869; 1.9391 15.0100; 1.9608 15.1331; 1.9825 15.2562; 2.0042 15.3793; 2.0259 15.5024; 2.0476 15.6255; 2.0693 15.7486; 2.0910 15.8717; 2.1127 15.9948; 2.1344 16.1179; 2.1561 16.2410; 2.1778 16.3641; 2.1995 16.4872; 2.2212 16.6103; 2.2429 16.7334; 2.2646 16.8565; 2.2864 16.9796; 2.3081 17.1027; 2.3298 17.2258; 2.3515 17.3489; 2.3732 17.4720; 2.3949 17.5951; 2.4166 17.7182; 2.4383 17.8413; 2.4600 17.9644; 2.4817 18.0875; 2.5034 18.2106; 2.5251 18.3337; 2.5468 18.4568; 2.5685 18.5799; 2.5902 18.7030; 2.6119 18.8261; 2.6336 18.9492; 2.6554 19.0724; 2.6771 19.1955; 2.6988 19.3186; 2.7205 19.4417; 2.7422 19.5648; 2.7639 19.6879; 2.7856 19.8110; 2.8073 19.9341; 2.8290 20.0572; 2.8507 20.1803; 2.8724 20.3034; 2.8941 20.4265; 2.9158 20.5496; 2.9375 20.6727; 2.9592 20.7958; 2.9809 20.9189; 3.0027 21.0420; 3.0244 21.1651; 3.0461 21.2882; 3.0678 21.4113; 3.0895 21.5344; 3.1112 21.6575; 3.1329 21.7806; 3.1546 21.9037; 3.1763 22.0268; 3.1980 22.1499; 3.2197 22.2730; 3.2414 22.3961; 3.2631 22.5192; 3.2848 22.6423; 3.3065 22.7654; 3.3282 22.8885; 3.3499 23.0116; 3.3717 23.1347; 3.3934 23.2578; 3.4151 23.3809; 3.4368 23.5040; 3.4585 23.6271; 3.4802 23.7502; 3.5019 23.8733; 3.5236 23.9964; 3.5453 24.1195; 3.5670 24.2426; 3.5887 24.3657; 3.6104 24.4888; 3.6321 24.6119; 3.6538 24.7350; 3.6755 24.8581; 3.6972 24.9812; 3.7189 25.1043; 3.7407 25.2274; 3.7624 25.3505; 3.7841 25.4736; 3.8058 25.5967; 3.8275 25.7198; 3.8492 25.8429; 3.8709 25.9660; 3.8926 26.0891; 3.9143 26.2122; 3.9360 26.3353; 3.9577 26.4584; 3.9794 26.5815; 4.0011 26.7046; 4.0228 26.8277; 4.0445 26.9508; 4.0662 27.0739; 4.0880 27.1970; 4.1097 27.3201; 4.1314 27.4432; 4.1531 27.5663; 4.1748 27.6894; 4.1965 27.8125; 4.2182 27.9356; 4.2399 28.0587; 4.2616 28.1818; 4.2833 28.3049; 4.3050 28.4280; 4.3267 28.5511; 4.3484 28.6742; 4.3701 28.7973; 4.3918 28.9204; 4.4135 29.0435; 4.4352 29.1666; 4.4570 29.2897; 4.4787 29.4128; 4.5004 29.5359; 4.5221 29.6590; 4.5438 29.7821; 4.5655 29.9052; 4.5872 30.0283; 4.6089 30.1514; 4.6306 30.2745; 4.6523 30.3976; 4.6566 30.4223; 4.6610 30.4469; 4.6653 30.4715; 4.6697 30.4961; 4.6740 30.5207; 4.6784 30.5454; 4.6827 30.5700; 4.6870 30.5946; 4.6914 30.6192; 4.6957 30.6438; 4.7001 30.6685; 4.7044 30.6931; 4.7087 30.7177; 4.7131 30.7423; 4.7174 30.7669; 4.7218 30.7916; 4.7261 30.8162; 4.7304 30.8408; 4.7348 30.8654; 4.7391 30.8900; 4.7435 30.9147; 4.7478 30.9393; 4.7522 30.9639; 4.7565 30.9885; 4.7608 31.0131; 4.7652 31.0378; 4.7695 31.0624; 4.7739 31.0870; 4.7782 31.1116; 4.7825 31.1362; 4.7869 31.1609; 4.7912 31.1855; 4.7956 31.2101; 4.7999 31.2347; 4.8043 31.2593; 4.8086 31.2840; 4.8129 31.3086; 4.8173 31.3332; 4.8216 31.3578; 4.8260 31.3824; 4.8303 31.4071; 4.8346 31.4317; 4.8390 31.4563; 4.8433 31.4809; 4.8477 31.5055; 4.8520 31.5302; 4.8563 31.5548; 4.8607 31.5794; 4.8650 31.6040; 4.8694 31.6286; 4.8737 31.6533; 4.8781 31.6779; 4.8824 31.7025; 4.8867 31.7271; 4.8911 31.7518; 4.8954 31.7764; 4.8998 31.8010; 4.9041 31.8256; 4.9084 31.8502; 4.9128 31.8749; 4.9171 31.8995; 4.9215 31.9241; 4.9258 31.9487; 4.9301 31.9733; 4.9345 31.9980; 4.9388 32.0226; 4.9432 32.0472; 4.9475 32.0718; 4.9519 32.0964; 4.9562 32.1211; 4.9605 32.1457
3, -1.3820 -3.8244; -1.3603 -3.7013; -1.3386 -3.5782; -1.3168 -3.4551; -1.2951 -3.3320; -1.2734 -3.2089; -1.2517 -3.0858; -1.2300 -2.9627; -1.2083 -2.8396; -1.1866 -2.7165; -1.1649 -2.5934; -1.1432 -2.4703; -1.1215 -2.3472; -1.0998 -2.2241; -1.0781 -2.1010; -1.0564 -1.9779; -1.0347 -1.8548; -1.0130 -1.7317; -0.9913 -1.6086; -0.9696 -1.4855; -0.9478 -1.3624; -0.9261 -1.2393; -0.9044 -1.1162; -0.8827 -0.9931; -0.8610 -0.8700; -0.8393 -0.7469; -0.8176 -0.6238; -0.7959 -0.5007; -0.7742 -0.3776; -0.7525 -0.2545; -0.7308 -0.1314; -0.7091 -0.0083; -0.6874 0.1148; -0.6657 0.2379; -0.6440 0.3610; -0.6223 0.4841; -0.6005 0.6072; -0.5788 0.7303; -0.5571 0.8534; -0.5354 0.9765; -0.5137 1.0996; -0.4920 1.2227; -0.4703 1.3458; -0.4486 1.4689; -0.4269 1.5920; -0.4052 1.7151; -0.3835 1.8382; -0.3618 1.9613; -0.3401 2.0844; -0.3184 2.2075; -0.2967 2.3306; -0.2750 2.4537; -0.2533 2.5768; -0.2315 2.6999; -0.2098 2.8230; -0.1881 2.9461; -0.1664 3.0692; -0.1447 3.1923; -0.1230 3.3154; -0.1013 3.4385; -0.0796 3.5616; -0.0579 3.6847; -0.0362 3.8078; -0.0145 3.9309; 0.0072 4.0540; 0.0289 4.1771; 0.0506 4.3002; 0.0723 4.4233; 0.0940 4.5464; 0.1157 4.6695; 0.1375 4.7926; 0.1592 4.9157; 0.1809 5.0388; 0.2026 5.1619; 0.2243 5.2850; 0.2460 5.4081; 0.2677 5.5312; 0.2894 5.6543; 0.3111 5.7774; 0.3328 5.9005; 0.3545 6.0236; 0.3762 6.1467; 0.3979 6.2698; 0.4196 6.3930; 0.4413 6.5161; 0.4630 6.6392; 0.4848 6.7623; 0.5065 6.8854; 0.5282 7.0085; 0.5499 7.1316; 0.5716 7.2547; 0.5933 7.3778; 0.6150 7.5009; 0.6367 7.6240; 0.6584 7.7471; 0.6801 7.8702; 0.7018 7.9933; 0.7235 8.1164; 0.7452 8.2395; 0.7669 8.3626; 0.7886 8.4857; 0.8103 8.6088; 0.8320 8.7319; 0.8538 8.8550; 0.8755 8.9781; 0.8972 9.1012; 0.9189 9.2243; 0.9406 9.3474; 0.9623 9.4705; 0.9840 9.5936; 1.0057 9.7167; 1.0274 9.8398; 1.0491 9.9629; 1.0708 10.0860; 1.0925 10.2091; 1.1142 10.3322; 1.1359 10.4553; 1.1576 10.5784; 1.1793 10.7015; 1.2011 10.8246; 1.2228 10.9477; 1.2445 11.0708; 1.2662 11.1939; 1.2879 11.3170; 1.3096 11.4401; 1.3313 11.5632; 1.3530 11.6863; 1.3747 11.8094; 1.3964 11.9325; 1.4181 12.0556; 1.4398 12.1787; 1.4615 12.3018; 1.4832 12.4249; 1.5049 12.5480; 1.5266 12.6711; 1.5483 12.7942; 1.5701 12.9173; 1.5918 13.0404; 1.6135 13.1635; 1.6352 13.2866; 1.6569 13.4097; 1.6786 13.5328; 1.7003 13.6559; 1.7220 13.7790; 1.7437 13.9021; 1.7654 14.0252; 1.7871 14.1483; 1.8088 14.2714; 1.8305 14.3945; 1.8522 14.5176; 1.8739 14.6407; 1.8956 14.7638; 1.9173 14.8869; 1.9391 15.0100; 1.9608 15.1331; 1.9825 15.2562; 2.0042 15.3793; 2.0259 15.5024; 2.0476 15.6255; 2.0693 15.7486; 2.0910 15.8717; 2.1127 15.9948; 2.1344 16.1179; 2.1561 16.2410; 2.1778 16.3641; 2.1995 16.4872; 2.2212 16.6103; 2.2429 16.7334; 2.2646 16.8565; 2.2864 16.9796; 2.3081 17.1027; 2.3298 17.2258; 2.3515 17.3489; 2.3732 17.4720; 2.3949 17.5951; 2.4166 17.7182; 2.4383 17.8413; 2.4600 17.9644; 2.4817 18.0875; 2.5034 18.2106; 2.5251 18.3337; 2.5468 18.4568; 2.5685 18.5799; 2.5902 18.7030; 2.6119 18.8261; 2.6336 18.9492; 2.6554 19.0724; 2.6771 19.1955; 2.6988 19.3186; 2.7205 19.4417; 2.7422 19.5648; 2.7639 19.6879; 2.7856 19.8110; 2.8073 19.9341; 2.8290 20.0572; 2.8507 20.1803; 2.8724 20.3034; 2.8941 20.4265; 2.9158 20.5496; 2.9375 20.6727; 2.9592 20.7958; 2.9809 20.9189; 3.0027 21.0420; 3.0244 21.1651; 3.0461 21.2882; 3.0678 21.4113; 3.0895 21.5344; 3.1112 21.6575; 3.1329 21.7806; 3.1546 21.9037; 3.1763 22.0268; 3.1980 22.1499; 3.2197 22.2730; 3.2414 22.3961; 3.2631 22.5192; 3.2848 22.6423; 3.3065 22.7654; 3.3282 22.8885; 3.3499 23.0116; 3.3717 23.1347; 3.3934 23.2578; 3.4151 23.3809; 3.4368 23.5040; 3.4585 23.6271; 3.4802 23.7502; 3.5019 23.8733; 3.5236 23.9964; 3.5453 24.1195; 3.5670 24.2426; 3.5887 24.3657; 3.6104 24.4888; 3.6321 24.6119; 3.6538 24.7350; 3.6755 24.8581; 3.6972 24.9812; 3.7189 25.1043; 3.7407 25.2274; 3.7624 25.3505; 3.7841 25.4736; 3.8058 25.5967; 3.8275 25.7198; 3.8492 25.8429; 3.8709 25.9660; 3.8926 26.0891; 3.9143 26.2122; 3.9360 26.3353; 3.9577 26.4584; 3.9794 26.5815; 4.0011 26.7046; 4.0228 26.8277; 4.0445 26.9508; 4.0662 27.0739; 4.0880 27.1970; 4.1097 27.3201; 4.1314 27.4432; 4.1531 27.5663; 4.1748 27.6894; 4.1965 27.8125; 4.2182 27.9356; 4.2399 28.0587; 4.2616 28.1818; 4.2833 28.3049; 4.3050 28.4280; 4.3267 28.5511; 4.3484 28.6742; 4.3701 28.7973; 4.3918 28.9204; 4.4135 29.0435; 4.4352 29.1666; 4.4570 29.2897; 4.4787 29.4128; 4.5004 29.5359; 4.5221 29.6590; 4.5438 29.7821; 4.5655 29.9052; 4.5872 30.0283; 4.6089 30.1514; 4.6306 30.2745; 4.6523 30.3976; 4.6740 30.5207; 4.6957 30.6438; 4.7174 30.7669; 4.7391 30.8900; 4.7608 31.0131; 4.7825 31.1362; 4.8043 31.2593; 4.8260 31.3824; 4.8477 31.5055; 4.8694 31.6286; 4.8737 31.6533; 4.8954 31.7764; 4.8998 31.8010; 4.9215 31.9241; 4.9258 31.9487; 4.9301 31.9733; 4.9345 31.9980; 4.9388 32.0226; 4.9605 32.1457; 4.9649 32.1703; 4.9866 32.2934; 4.9909 32.3180; 4.9953 32.3426; 4.9996 32.3673; 5.0039 32.3919; 5.0083 32.4165; 5.0126 32.4411; 5.0170 32.4657; 5.0213 32.4904; 5.0257 32.5150; 5.0300 32.5396; 5.0343 32.5642; 5.0387 32.5888; 5.0430 32.6135; 5.0474 32.6381; 5.0517 32.6627; 5.0560 32.6873; 5.0604 32.7119; 5.0647 32.7366; 5.0691 32.7612; 5.0734 32.7858; 5.0777 32.8104; 5.0821 32.8350; 5.0864 32.8597; 5.0908 32.8843; 5.0951 32.9089; 5.0995 32.9335; 5.1038 32.9581; 5.1081 32.9828; 5.1125 33.0074; 5.1168 33.0320; 5.1212 33.0566; 5.1255 33.0812; 5.1298 33.1059; 5.1342 33.1305; 5.1385 33.1551; 5.1429 33.1797; 5.1472 33.2043; 5.1515 33.2290; 5.1559 33.2536; 5.1602 33.2782; 5.1646 33.3028; 5.1689 33.3274; 5.1733 33.3521; 5.1776 33.3767; 5.1819 33.4013; 5.1863 33.4259; 5.1906 33.4505; 5.1950 33.4752; 5.1993 33.4998; 5.2036 33.5244
