1, -7.2361 -1.9223; -7.2187 -2.0208; -7.2013 -2.1193; -7.1840 -2.2178; -7.1666 -2.3162; -7.1492 -2.4147; -7.1319 -2.5132; -7.1145 -2.6117; -7.0971 -2.7102; -7.0798 -2.8086; -7.0624 -2.9071; -7.0451 -3.0056; -7.0277 -3.1041; -7.0103 -3.2026; -6.9930 -3.3010; -6.9756 -3.3995; -6.9582 -3.4980; -6.9409 -3.5965; -6.9235 -3.6950; -6.9061 -3.7935; -6.8888 -3.8919; -6.8714 -3.9904; -6.8540 -4.0889; -6.8367 -4.1874; -6.8193 -4.2859; -6.8019 -4.3843; -6.7846 -4.4828; -6.7672 -4.5813; -6.7499 -4.6798; -6.7325 -4.7783; -6.7151 -4.8767; -6.6978 -4.9752; -6.6804 -5.0737; -6.6630 -5.1722; -6.6457 -5.2707; -6.6283 -5.3691; -6.6109 -5.4676; -6.5936 -5.5661; -6.5762 -5.6646; -6.5588 -5.7631; -6.5415 -5.8615; -6.5241 -5.9600; -6.5067 -6.0585; -6.4894 -6.1570; -6.4720 -6.2555; -6.4547 -6.3540; -6.4373 -6.4524; -6.4199 -6.5509; -6.4026 -6.6494; -6.3852 -6.7479; -6.3678 -6.8464; -6.3505 -6.9448; -6.3331 -7.0433; -6.3157 -7.1418; -6.2984 -7.2403; -6.2810 -7.3388; -6.2636 -7.4372; -6.2463 -7.5357; -6.2289 -7.6342; -6.2115 -7.7327; -6.1942 -7.8312; -6.1768 -7.9296; -6.1594 -8.0281; -6.1421 -8.1266; -6.1247 -8.2251; -6.0308 -8.1909; -5.9368 -8.1567; -5.8428 -8.1225; -5.7488 -8.0883; -5.6549 -8.0541; -5.5609 -8.0199; -5.4669 -7.9857; -5.3730 -7.9515; -5.2790 -7.9173; -5.1850 -7.8831; -5.0911 -7.8489; -4.9971 -7.8147; -4.9031 -7.7805; -4.8091 -7.7463; -4.7152 -7.7121; -4.6212 -7.6779; -4.5272 -7.6437; -4.4333 -7.6094; -4.3393 -7.5752; -4.2453 -7.5410; -4.1514 -7.5068; -4.0574 -7.4726; -3.9634 -7.4384; -3.8695 -7.4042; -3.7755 -7.3700; -3.6815 -7.3358; -3.5875 -7.3016; -3.4936 -7.2674; -3.3996 -7.2332; -3.3056 -7.1990; -3.2117 -7.1648; -3.1177 -7.1306; -3.0237 -7.0964; -2.9298 -7.0622; -2.8358 -7.0280; -2.7418 -6.9938; -2.6479 -6.9596; -2.5539 -6.9254; -2.4599 -6.8912; -2.3659 -6.8570; -2.2720 -6.8228; -2.1780 -6.7886; -2.0840 -6.7544; -1.9901 -6.7202; -1.8961 -6.6860; -1.8021 -6.6518; -1.7082 -6.6176; -1.6142 -6.5834; -1.5202 -6.5492; -1.4263 -6.5150; -1.3323 -6.4808; -1.2383 -6.4466; -1.1443 -6.4124; -1.0504 -6.3782; -0.9564 -6.3440; -0.8624 -6.3098; -0.7685 -6.2756; -0.6745 -6.2414; -0.5805 -6.2072; -0.4866 -6.1730; -0.3926 -6.1388; -0.2986 -6.1046; -0.2047 -6.0704; -0.1107 -6.0362; -0.0167 -6.0020; 0.0773 -5.9678; 0.1712 -5.9336; 0.2652 -5.8993; 0.3592 -5.8651; 0.4531 -5.8309; 0.5471 -5.7967; 0.6411 -5.7625; 0.7350 -5.7283; 0.8290 -5.6941; 0.9230 -5.6599; 1.0169 -5.6257; 1.1109 -5.5915; 1.2049 -5.5573; 1.2989 -5.5231; 1.3928 -5.4889; 1.4868 -5.4547; 1.5042 -5.3562; 1.5215 -5.2578; 1.5389 -5.1593; 1.6329 -5.1251; 1.6502 -5.0266; 1.6676 -4.9281; 1.7616 -4.8939; 1.7789 -4.7954; 1.7963 -4.6970; 1.8136 -4.5985; 1.9076 -4.5643; 1.9250 -4.4658; 1.9423 -4.3673; 2.0363 -4.3331; 2.0537 -4.2346; 2.0710 -4.1361; 2.1650 -4.1019; 2.1824 -4.0035; 2.1997 -3.9050; 2.2937 -3.8708; 2.3111 -3.7723; 2.3284 -3.6738; 2.3458 -3.5753; 2.4398 -3.5411; 2.4571 -3.4427; 2.4745 -3.3442; 2.4919 -3.2457; 2.5858 -3.2115; 2.6032 -3.1130; 2.6206 -3.0145; 2.6379 -2.9160; 2.6553 -2.8176; 2.7493 -2.7834; 2.7666 -2.6849; 2.7840 -2.5864; 2.8014 -2.4879; 2.8953 -2.4537; 2.9127 -2.3552; 2.9301 -2.2568; 2.9474 -2.1583; 3.0414 -2.1241; 3.0588 -2.0256; 3.0761 -1.9271; 3.1701 -1.8929; 3.1875 -1.7944; 3.2048 -1.6960; 3.2988 -1.6618; 3.3162 -1.5633; 3.3335 -1.4648; 3.4275 -1.4306; 3.4449 -1.3321; 3.4622 -1.2336; 3.5562 -1.1994; 3.5736 -1.1009; 3.5909 -1.0025; 3.6849 -0.9683; 3.7023 -0.8698; 3.7196 -0.7713; 3.7370 -0.6728; 3.8310 -0.6386; 3.8483 -0.5401; 3.8657 -0.4417; 3.9597 -0.4075; 3.9770 -0.3090; 3.9944 -0.2105; 4.0117 -0.1120; 4.1057 -0.0778; 4.1231 0.0207; 4.1404 0.1192; 4.1578 0.2176; 4.2518 0.2518; 4.2691 0.3503; 4.2865 0.4488; 4.3805 0.4830; 4.3978 0.5815; 4.4152 0.6800; 4.4326 0.7784; 4.5265 0.8126; 4.5439 0.9111; 4.5613 1.0096; 4.5786 1.1081; 4.6726 1.1423; 4.6900 1.2408; 4.7073 1.3393; 4.7247 1.4377; 4.8187 1.4719; 4.8360 1.5704; 4.8534 1.6689; 4.8708 1.7674; 4.9647 1.8016; 4.9821 1.9001; 4.9995 1.9985; 5.0168 2.0970; 5.1108 2.1312; 5.1282 2.2297; 5.1455 2.3282; 5.1629 2.4267; 5.2569 2.4609; 5.2742 2.5593; 5.2916 2.6578; 5.3090 2.7563; 5.4029 2.7905; 5.4203 2.8890; 5.4377 2.9875; 5.5316 3.0217; 5.5490 3.1202; 5.5664 3.2186; 5.6603 3.2528; 5.6777 3.3513; 5.7717 3.3855; 5.7890 3.4840; 5.8064 3.5825; 5.9004 3.6167; 5.9177 3.7152; 6.0117 3.7494; 6.0291 3.8478; 6.1230 3.8820; 6.1404 3.9805; 6.1578 4.0790; 6.2517 4.1132; 6.2691 4.2117; 6.3631 4.2459; 6.3804 4.3444; 6.4744 4.3786; 6.4918 4.4771; 6.5857 4.5113; 6.6031 4.6097; 6.6971 4.6439; 6.7144 4.7424; 6.7318 4.8409; 6.8258 4.8751; 6.8431 4.9736; 6.9371 5.0078; 6.9545 5.1063; 7.0484 5.1405; 7.0658 5.2390; 7.1598 5.2732; 7.1771 5.3716; 7.2711 5.4058; 7.2885 5.5043; 7.3824 5.5385; 7.4041 5.6616; 7.5216 5.7044; 7.5433 5.8275; 7.6608 5.8702; 7.6825 5.9933; 7.7999 6.0361; 7.8216 6.1592; 7.9391 6.2019; 8.0566 6.2447; 8.0783 6.3678; 8.1957 6.4105; 8.2174 6.5336; 8.3349 6.5764; 8.3566 6.6995; 8.4741 6.7422; 8.4958 6.8654; 8.6132 6.9081; 8.6349 7.0312; 8.5175 7.0740; 8.6349 7.1167; 8.7524 7.1595; 8.8699 7.2022; 8.7524 7.2450; 8.6349 7.2877; 8.6114 7.2963; 8.6349 7.3048; 8.7524 7.3476; 8.8699 7.3903; 8.8916 7.5134; 8.7741 7.5562; 8.7506 7.5647; 8.7271 7.5733; 8.7506 7.5818; 8.8681 7.6246; 8.9855 7.6673; 8.8681 7.7101; 8.7506 7.7528; 8.7271 7.7614; 8.7506 7.7699; 8.8681 7.8127; 8.9855 7.8554; 8.8681 7.8982; 8.8446 7.9067; 8.9620 7.9495; 9.0795 7.9923; 8.9620 8.0350; 8.8446 8.0778; 8.8211 8.0863; 8.8446 8.0949; 8.9620 8.1376; 9.0795 8.1804; 8.9620 8.2231; 8.9386 8.2317; 8.9151 8.2402; 8.9386 8.2488; 9.0560 8.2915; 9.1735 8.3343; 9.0560 8.3770; 9.0325 8.3856; 9.0090 8.3941; 8.9855 8.4027; 9.0090 8.4112; 9.1265 8.4540
2, -7.2361 -1.9223; -7.2187 -2.0208; -7.2013 -2.1193; -7.1840 -2.2178; -7.1666 -2.3162; -7.1492 -2.4147; -7.1319 -2.5132; -7.1145 -2.6117; -7.0971 -2.7102; -7.0798 -2.8086; -7.0624 -2.9071; -7.0451 -3.0056; -7.0277 -3.1041; -7.0103 -3.2026; -6.9930 -3.3010; -6.9756 -3.3995; -6.9582 -3.4980; -6.9409 -3.5965; -6.9235 -3.6950; -6.9061 -3.7935; -6.8888 -3.8919; -6.8714 -3.9904; -6.8540 -4.0889; -6.8367 -4.1874; -6.8193 -4.2859; -6.8019 -4.3843; -6.7846 -4.4828; -6.7672 -4.5813; -6.7499 -4.6798; -6.7325 -4.7783; -6.7151 -4.8767; -6.6978 -4.9752; -6.6804 -5.0737; -6.6630 -5.1722; -6.6457 -5.2707; -6.6283 -5.3691; -6.6109 -5.4676; -6.5936 -5.5661; -6.5762 -5.6646; -6.5588 -5.7631; -6.5415 -5.8615; -6.5241 -5.9600; -6.5067 -6.0585; -6.4894 -6.1570; -6.4720 -6.2555; -6.4547 -6.3540; -6.4373 -6.4524; -6.4199 -6.5509; -6.4026 -6.6494; -6.3852 -6.7479; -6.3678 -6.8464; -6.3505 -6.9448; -6.3331 -7.0433; -6.3157 -7.1418; -6.2984 -7.2403; -6.2810 -7.3388; -6.2636 -7.4372; -6.2463 -7.5357; -6.2289 -7.6342; -6.2115 -7.7327; -6.1942 -7.8312; -6.1768 -7.9296; -6.0828 -7.8954; -5.9889 -7.8612; -5.8949 -7.8270; -5.8009 -7.7928; -5.7070 -7.7586; -5.6130 -7.7244; -5.5190 -7.6902; -5.4251 -7.6560; -5.3311 -7.6218; -5.2371 -7.5876; -5.1432 -7.5534; -5.0492 -7.5192; -4.9552 -7.4850; -4.8612 -7.4508; -4.7673 -7.4166; -4.6733 -7.3824; -4.5793 -7.3482; -4.4854 -7.3140; -4.3914 -7.2798; -4.2974 -7.2456; -4.2035 -7.2114; -4.1095 -7.1772; -4.0155 -7.1430; -3.9216 -7.1088; -3.8276 -7.0746; -3.7336 -7.0404; -3.6396 -7.0062; -3.5457 -6.9720; -3.4517 -6.9378; -3.3577 -6.9036; -3.2638 -6.8694; -3.1698 -6.8352; -3.0758 -6.8010; -2.9819 -6.7668; -2.8879 -6.7326; -2.7939 -6.6984; -2.7000 -6.6642; -2.6060 -6.6300; -2.5120 -6.5958; -2.4180 -6.5616; -2.3241 -6.5274; -2.2301 -6.4932; -2.1361 -6.4590; -2.0422 -6.4248; -1.9482 -6.3906; -1.8542 -6.3564; -1.7603 -6.3221; -1.6663 -6.2879; -1.5723 -6.2537; -1.4784 -6.2195; -1.3844 -6.1853; -1.2904 -6.1511; -1.1964 -6.1169; -1.1025 -6.0827; -1.0085 -6.0485; -0.9145 -6.0143; -0.8206 -5.9801; -0.7266 -5.9459; -0.6326 -5.9117; -0.5387 -5.8775; -0.4447 -5.8433; -0.3507 -5.8091; -0.2568 -5.7749; -0.1628 -5.7407; -0.0688 -5.7065; 0.0252 -5.6723; 0.1191 -5.6381; 0.2131 -5.6039; 0.3071 -5.5697; 0.4010 -5.5355; 0.4950 -5.5013; 0.5890 -5.4671; 0.6829 -5.4329; 0.7769 -5.3987; 0.8709 -5.3645; 0.9648 -5.3303; 1.0588 -5.2961; 1.1528 -5.2619; 1.2468 -5.2277; 1.3407 -5.1935; 1.4347 -5.1593; 1.5287 -5.1251; 1.6226 -5.0909; 1.7166 -5.0567; 1.8106 -5.0225; 1.9045 -4.9883; 1.9219 -4.8898; 2.0159 -4.8556; 2.0332 -4.7571; 2.0506 -4.6586; 2.1446 -4.6244; 2.1619 -4.5259; 2.1793 -4.4275; 2.1967 -4.3290; 2.2906 -4.2948; 2.3080 -4.1963; 2.3254 -4.0978; 2.3427 -3.9993; 2.4367 -3.9651; 2.4541 -3.8667; 2.4714 -3.7682; 2.5654 -3.7340; 2.5828 -3.6355; 2.6001 -3.5370; 2.6175 -3.4385; 2.7115 -3.4043; 2.7288 -3.3058; 2.7462 -3.2074; 2.8402 -3.1732; 2.8575 -3.0747; 2.8749 -2.9762; 2.9689 -2.9420; 2.9862 -2.8435; 3.0036 -2.7450; 3.0210 -2.6466; 3.1149 -2.6124; 3.1323 -2.5139; 3.1497 -2.4154; 3.2436 -2.3812; 3.2610 -2.2827; 3.2784 -2.1842; 3.3723 -2.1500; 3.3897 -2.0515; 3.4071 -1.9531; 3.4244 -1.8546; 3.5184 -1.8204; 3.5358 -1.7219; 3.5531 -1.6234; 3.6471 -1.5892; 3.6645 -1.4907; 3.6818 -1.3923; 3.6992 -1.2938; 3.7932 -1.2596; 3.8105 -1.1611; 3.8279 -1.0626; 3.8452 -0.9641; 3.9392 -0.9299; 3.9566 -0.8315; 3.9739 -0.7330; 4.0679 -0.6988; 4.0853 -0.6003; 4.1026 -0.5018; 4.1966 -0.4676; 4.2140 -0.3691; 4.2313 -0.2706; 4.2487 -0.1722; 4.3427 -0.1380; 4.3600 -0.0395; 4.3774 0.0590; 4.3948 0.1575; 4.4887 0.1917; 4.5061 0.2902; 4.5235 0.3886; 4.5408 0.4871; 4.6348 0.5213; 4.6522 0.6198; 4.6695 0.7183; 4.7635 0.7525; 4.7809 0.8510; 4.7982 0.9495; 4.8156 1.0479; 4.8330 1.1464; 4.9269 1.1806; 4.9443 1.2791; 4.9617 1.3776; 4.9790 1.4761; 5.0730 1.5103; 5.0904 1.6087; 5.1077 1.7072; 5.1251 1.8057; 5.2191 1.8399; 5.2364 1.9384; 5.2538 2.0369; 5.2712 2.1353; 5.3651 2.1695; 5.3825 2.2680; 5.4765 2.3022; 5.4938 2.4007; 5.5112 2.4992; 5.6052 2.5334; 5.6225 2.6319; 5.7165 2.6661; 5.7339 2.7646; 5.7512 2.8630; 5.8452 2.8972; 5.8626 2.9957; 5.9565 3.0299; 5.9739 3.1284; 5.9913 3.2269; 6.0852 3.2611; 6.1026 3.3596; 6.1966 3.3938; 6.2139 3.4923; 6.2313 3.5907; 6.3253 3.6249; 6.3426 3.7234; 6.3600 3.8219; 6.4540 3.8561; 6.4713 3.9546; 6.5653 3.9888; 6.5827 4.0873; 6.6000 4.1857; 6.6940 4.2199; 6.7114 4.3184; 6.7287 4.4169; 6.8227 4.4511; 6.8400 4.5496; 6.9340 4.5838; 6.9514 4.6823; 7.0454 4.7165; 7.0627 4.8150; 7.1567 4.8492; 7.1741 4.9476; 7.2680 4.9818; 7.2854 5.0803; 7.3794 5.1145; 7.3967 5.2130; 7.4141 5.3115; 7.5081 5.3457; 7.6020 5.3799; 7.6194 5.4784; 7.7134 5.5126; 7.7307 5.6111; 7.8247 5.6453; 7.9187 5.6795; 7.9404 5.8026; 8.0578 5.8453; 8.1753 5.8881; 8.1970 6.0112; 8.3145 6.0539; 8.3362 6.1770; 8.4536 6.2198; 8.4753 6.3429; 8.5928 6.3856; 8.6145 6.5087; 8.7320 6.5515; 8.8494 6.5942; 8.8711 6.7173; 8.9886 6.7601; 9.0103 6.8832; 8.8928 6.9259; 8.7754 6.9687; 8.7989 6.9772; 8.9163 7.0200; 9.0338 7.0627; 9.1512 7.1055; 9.0338 7.1482; 8.9163 7.1910; 8.8928 7.1996; 8.9163 7.2081; 9.0338 7.2509; 9.1512 7.2936; 9.0338 7.3364; 8.9163 7.3791; 8.9398 7.3877; 9.0573 7.4304; 9.1747 7.4732; 9.0573 7.5159; 9.0338 7.5245; 9.0573 7.5330; 9.1747 7.5758; 9.0573 7.6185; 9.0338 7.6271; 9.0573 7.6356; 9.1747 7.6784; 9.2922 7.7211; 9.1747 7.7639; 9.1512 7.7724; 9.1278 7.7810; 9.1512 7.7895; 9.2687 7.8323; 9.3862 7.8750; 9.2687 7.9178; 9.2452 7.9263; 9.2217 7.9349; 9.1982 7.9434; 9.2217 7.9520; 9.3392 7.9947; 9.2217 8.0375; 9.1982 8.0461; 9.2217 8.0546; 9.3392 8.0974; 9.4566 8.1401; 9.3392 8.1829; 9.3157 8.1914; 9.2922 8.2000; 9.2687 8.2085; 9.2922 8.2171
3, -7.2361 -1.9223; -7.1421 -1.8881; -7.1247 -1.9866; -7.1074 -2.0851; -7.0900 -2.1836; -7.0726 -2.2820; -7.0553 -2.3805; -7.0379 -2.4790; -7.0205 -2.5775; -7.0032 -2.6760; -6.9858 -2.7744; -6.9685 -2.8729; -6.9511 -2.9714; -6.9337 -3.0699; -6.9164 -3.1684; -6.8990 -3.2668; -6.8816 -3.3653; -6.8643 -3.4638; -6.8469 -3.5623; -6.8295 -3.6608; -6.8122 -3.7592; -6.7948 -3.8577; -6.7774 -3.9562; -6.7601 -4.0547; -6.7427 -4.1532; -6.7253 -4.2517; -6.7080 -4.3501; -6.6906 -4.4486; -6.6732 -4.5471; -6.6559 -4.6456; -6.6385 -4.7441; -6.6212 -4.8425; -6.6038 -4.9410; -6.5864 -5.0395; -6.5691 -5.1380; -6.5517 -5.2365; -6.5343 -5.3349; -6.5170 -5.4334; -6.4996 -5.5319; -6.4822 -5.6304; -6.4649 -5.7289; -6.4475 -5.8273; -6.4301 -5.9258; -6.4128 -6.0243; -6.3954 -6.1228; -6.3780 -6.2213; -6.3607 -6.3197; -6.3433 -6.4182; -6.3260 -6.5167; -6.3086 -6.6152; -6.2912 -6.7137; -6.2739 -6.8122; -6.2565 -6.9106; -6.2391 -7.0091; -6.2218 -7.1076; -6.2044 -7.2061; -6.1870 -7.3046; -6.1697 -7.4030; -6.1523 -7.5015; -6.1349 -7.6000; -6.0410 -7.5658; -5.9470 -7.5316; -5.8530 -7.4974; -5.7591 -7.4632; -5.6651 -7.4290; -5.5711 -7.3948; -5.4772 -7.3606; -5.3832 -7.3264; -5.2892 -7.2922; -5.1952 -7.2580; -5.1013 -7.2238; -5.0073 -7.1896; -4.9133 -7.1554; -4.8194 -7.1212; -4.7254 -7.0870; -4.6314 -7.0528; -4.5375 -7.0186; -4.4435 -6.9844; -4.3495 -6.9502; -4.2556 -6.9160; -4.1616 -6.8818; -4.0676 -6.8476; -3.9736 -6.8134; -3.8797 -6.7792; -3.7857 -6.7449; -3.6917 -6.7107; -3.5978 -6.6765; -3.5038 -6.6423; -3.4098 -6.6081; -3.3159 -6.5739; -3.2219 -6.5397; -3.1279 -6.5055; -3.0340 -6.4713; -2.9400 -6.4371; -2.8460 -6.4029; -2.7520 -6.3687; -2.6581 -6.3345; -2.5641 -6.3003; -2.4701 -6.2661; -2.3762 -6.2319; -2.2822 -6.1977; -2.1882 -6.1635; -2.0943 -6.1293; -2.0003 -6.0951; -1.9063 -6.0609; -1.8124 -6.0267; -1.7184 -5.9925; -1.6244 -5.9583; -1.5304 -5.9241; -1.4365 -5.8899; -1.3425 -5.8557; -1.2485 -5.8215; -1.1546 -5.7873; -1.0606 -5.7531; -0.9666 -5.7189; -0.8727 -5.6847; -0.7787 -5.6505; -0.6847 -5.6163; -0.5908 -5.5821; -0.4968 -5.5479; -0.4028 -5.5137; -0.3088 -5.4795; -0.2149 -5.4453; -0.1209 -5.4111; -0.0269 -5.3769; 0.0670 -5.3427; 0.1610 -5.3085; 0.2550 -5.2743; 0.3489 -5.2401; 0.4429 -5.2059; 0.5369 -5.1717; 0.6308 -5.1375; 0.7248 -5.1033; 0.8188 -5.0691; 0.9128 -5.0348; 1.0067 -5.0006; 1.1007 -4.9664; 1.1947 -4.9322; 1.2886 -4.8980; 1.3826 -4.8638; 1.4766 -4.8296; 1.5705 -4.7954; 1.6645 -4.7612; 1.7585 -4.7270; 1.8524 -4.6928; 1.9464 -4.6586; 2.0404 -4.6244; 2.1344 -4.5902; 2.2283 -4.5560; 2.3223 -4.5218; 2.4163 -4.4876; 2.4336 -4.3891; 2.4510 -4.2907; 2.5450 -4.2565; 2.5623 -4.1580; 2.5797 -4.0595; 2.6737 -4.0253; 2.6910 -3.9268; 2.7084 -3.8283; 2.8024 -3.7941; 2.8197 -3.6956; 2.8371 -3.5972; 2.8545 -3.4987; 2.9484 -3.4645; 2.9658 -3.3660; 2.9832 -3.2675; 3.0771 -3.2333; 3.0945 -3.1348; 3.1119 -3.0364; 3.2058 -3.0022; 3.2232 -2.9037; 3.2406 -2.8052; 3.3345 -2.7710; 3.3519 -2.6725; 3.3693 -2.5740; 3.4632 -2.5398; 3.4806 -2.4413; 3.4979 -2.3429; 3.5919 -2.3087; 3.6093 -2.2102; 3.7033 -2.1760; 3.7206 -2.0775; 3.7380 -1.9790; 3.7553 -1.8805; 3.8493 -1.8463; 3.8667 -1.7479; 3.8840 -1.6494; 3.9014 -1.5509; 3.9954 -1.5167; 4.0127 -1.4182; 4.0301 -1.3197; 4.0475 -1.2212; 4.1414 -1.1870; 4.1588 -1.0886; 4.1762 -0.9901; 4.2701 -0.9559; 4.2875 -0.8574; 4.3815 -0.8232; 4.3988 -0.7247; 4.4162 -0.6262; 4.4336 -0.5278; 4.5275 -0.4936; 4.5449 -0.3951; 4.5623 -0.2966; 4.6562 -0.2624; 4.6736 -0.1639; 4.6910 -0.0654; 4.7083 0.0330; 4.8023 0.0673; 4.8197 0.1657; 4.8370 0.2642; 4.8544 0.3627; 4.9484 0.3969; 4.9657 0.4954; 4.9831 0.5939; 5.0005 0.6923; 5.0178 0.7908; 5.1118 0.8250; 5.1292 0.9235; 5.1465 1.0220; 5.1639 1.1205; 5.1813 1.2189; 5.2752 1.2531; 5.2926 1.3516; 5.3100 1.4501; 5.3273 1.5486; 5.3447 1.6471; 5.4387 1.6813; 5.4560 1.7798; 5.4734 1.8782; 5.4907 1.9767; 5.5847 2.0109; 5.6021 2.1094; 5.6194 2.2079; 5.6368 2.3064; 5.7308 2.3406; 5.7481 2.4390; 5.7655 2.5375; 5.7829 2.6360; 5.8768 2.6702; 5.8942 2.7687; 5.9116 2.8672; 6.0055 2.9014; 6.0229 2.9998; 6.0403 3.0983; 6.1342 3.1325; 6.1516 3.2310; 6.2456 3.2652; 6.2629 3.3637; 6.2803 3.4622; 6.3743 3.4964; 6.3916 3.5949; 6.4090 3.6933; 6.5030 3.7275; 6.5203 3.8260; 6.5377 3.9245; 6.6317 3.9587; 6.6490 4.0572; 6.6664 4.1557; 6.7604 4.1899; 6.7777 4.2883; 6.7951 4.3868; 6.8125 4.4853; 6.8298 4.5838; 6.9238 4.6180; 6.9412 4.7165; 6.9585 4.8150; 6.9759 4.9134; 7.0699 4.9476; 7.0872 5.0461; 7.1046 5.1446; 7.1220 5.2431; 7.2159 5.2773; 7.2333 5.3758; 7.2507 5.4742; 7.2680 5.5727; 7.3620 5.6069; 7.3794 5.7054; 7.3967 5.8039; 7.4141 5.9024; 7.4314 6.0008; 7.5254 6.0351; 7.5428 6.1335; 7.6368 6.1677; 7.6541 6.2662; 7.6715 6.3647; 7.6888 6.4632; 7.7062 6.5617; 7.7236 6.6601; 7.7409 6.7586; 7.7583 6.8571; 7.7757 6.9556; 7.8696 6.9898; 7.8870 7.0883; 7.9044 7.1867; 7.9983 7.2209; 8.0157 7.3194; 8.0331 7.4179; 8.0504 7.5164; 8.1444 7.5506; 8.1618 7.6491; 8.1791 7.7476; 8.2731 7.7818; 8.2905 7.8802; 8.3078 7.9787; 8.4018 8.0129; 8.4192 8.1114; 8.5131 8.1456; 8.5305 8.2441; 8.6245 8.2783; 8.6418 8.3768; 8.7358 8.4110; 8.7532 8.5094; 8.8471 8.5436; 8.8645 8.6421; 8.9585 8.6763; 8.9758 8.7748; 9.0698 8.8090; 9.0872 8.9075; 9.1811 8.9417; 9.1985 9.0402; 9.2925 9.0744; 9.4099 9.1171; 9.4316 9.2402; 9.5491 9.2830; 9.5708 9.4061; 9.6883 9.4488; 9.7100 9.5719; 9.8274 9.6147; 9.9449 9.6574; 9.9666 9.7805; 10.0841 9.8233; 10.1058 9.9464; 10.2232 9.9892; 10.2449 10.1123; 10.3624 10.1550; 10.3841 10.2781; 10.2666 10.3209; 10.1492 10.3636; 10.2666 10.4064; 10.3841 10.4491; 10.5016 10.4919; 10.3841 10.5346; 10.2666 10.5774; 10.3841 10.6201; 10.5016 10.6629; 10.3841 10.7056; 10.2666 10.7484; 10.3841 10.7911; 10.5016 10.8339
