1, -6.6180 -0.0202; -6.5180 -0.0202; -6.4930 -0.0202; -6.4680 -0.0202; -6.4430 -0.0202; -6.4180 -0.0202; -6.3930 -0.0202; -6.3680 -0.0202; -6.3430 -0.0202; -6.3180 -0.0202; -6.2930 -0.0202; -6.2680 -0.0202; -6.2430 -0.0202; -6.2180 -0.0202; -6.1930 -0.0202; -6.1680 -0.0202; -6.1430 -0.0202; -6.1180 -0.0202; -6.0930 -0.0202; -6.0680 -0.0202; -6.0430 -0.0202; -6.0180 -0.0202; -5.9930 -0.0202; -5.9680 -0.0202; -5.9430 -0.0202; -5.9180 -0.0202; -5.8930 -0.0202; -5.8680 -0.0202; -5.8430 -0.0202; -5.8180 -0.0202; -5.7930 -0.0202; -5.7680 -0.0202; -5.6680 -0.0202; -5.6430 -0.0202; -5.6180 -0.0202; -5.5180 -0.0202; -5.4930 -0.0202; -5.3930 -0.0202; -5.3680 -0.0202; -5.3430 -0.0202; -5.2430 -0.0202; -5.2180 -0.0202; -5.1180 -0.0202; -5.0930 -0.0202; -5.0680 -0.0202; -4.9680 -0.0202; -4.9430 -0.0202; -4.8430 -0.0202; -4.8180 -0.0202; -4.7930 -0.0202; -4.6930 -0.0202; -4.6680 -0.0202; -4.5680 -0.0202; -4.5430 -0.0202; -4.5180 -0.0202; -4.4180 -0.0202; -4.3930 -0.0202; -4.2930 -0.0202; -4.2680 -0.0202; -4.2430 -0.0202; -4.1430 -0.0202; -4.1180 -0.0202; -4.0180 -0.0202; -3.9930 -0.0202; -3.8930 -0.0202; -3.8680 -0.0202; -3.7680 -0.0202; -3.7430 -0.0202; -3.6430 -0.0202; -3.6180 -0.0202; -3.5180 -0.0202; -3.4930 -0.0202; -3.3930 -0.0202; -3.3680 -0.0202; -3.2680 -0.0202; -3.2430 -0.0202; -3.1430 -0.0202; -3.1180 -0.0202; -3.0180 -0.0202; -2.9930 -0.0202; -2.8930 -0.0202; -2.8680 -0.0202; -2.7680 -0.0202; -2.7430 -0.0202; -2.6430 -0.0202; -2.6180 -0.0202; -2.5930 -0.0202; -2.4930 -0.0202; -2.4680 -0.0202; -2.3680 -0.0202; -2.3430 -0.0202; -2.2430 -0.0202; -2.2180 -0.0202; -2.1180 -0.0202; -2.0930 -0.0202; -1.9930 -0.0202; -1.9680 -0.0202; -1.8680 -0.0202; -1.7680 -0.0202; -1.7430 -0.0202; -1.6430 -0.0202; -1.6180 -0.0202; -1.5180 -0.0202; -1.4930 -0.0202; -1.3930 -0.0202; -1.3680 -0.0202; -1.2680 -0.0202; -1.2430 -0.0202; -1.1430 -0.0202; -1.1180 -0.0202; -1.0180 -0.0202; -0.9930 -0.0202; -0.8930 -0.0202; -0.8680 -0.0202; -0.7680 -0.0202; -0.7430 -0.0202; -0.6430 -0.0202; -0.6180 -0.0202; -0.5180 -0.0202; -0.4930 -0.0202; -0.3930 -0.0202; -0.3680 -0.0202; -0.2680 -0.0202; -0.2430 -0.0202; -0.1430 -0.0202; -0.0430 -0.0202; -0.0180 -0.0202; 0.0820 -0.0202; 0.1070 -0.0202; 0.2070 -0.0202; 0.2320 -0.0202; 0.3320 -0.0202; 0.3570 -0.0202; 0.4570 -0.0202; 0.4820 -0.0202; 0.5820 -0.0202; 0.6070 -0.0202; 0.7070 -0.0202; 0.7320 -0.0202; 0.8320 -0.0202; 0.8570 -0.0202; 0.9570 -0.0202; 0.9820 -0.0202; 1.0820 -0.0202; 1.1070 -0.0202; 1.2070 -0.0202; 1.3070 -0.0202; 1.3320 -0.0202; 1.4320 -0.0202; 1.4570 -0.0202; 1.4743 -0.1187; 1.4787 -0.1433; 1.4960 -0.2418; 1.5134 -0.3403; 1.5308 -0.4387; 1.5481 -0.5372; 1.5655 -0.6357; 1.5829 -0.7342; 1.6002 -0.8327; 1.6176 -0.9312; 1.6350 -1.0296; 1.6523 -1.1281; 1.6697 -1.2266; 1.6870 -1.3251; 1.7044 -1.4236; 1.7218 -1.5220; 1.7391 -1.6205; 1.7565 -1.7190; 1.7609 -1.7436; 1.7652 -1.7682; 1.7695 -1.7929; 1.7739 -1.8175; 1.7782 -1.8421; 1.7826 -1.8667; 1.7869 -1.8913; 1.7912 -1.9160; 1.7956 -1.9406; 1.7999 -1.9652; 1.8043 -1.9898; 1.8086 -2.0144; 1.8129 -2.0391; 1.8173 -2.0637; 1.8216 -2.0883; 1.8260 -2.1129; 1.8303 -2.1375; 1.8477 -2.2360; 1.8650 -2.3345; 1.9590 -2.3003; 2.0530 -2.2661; 2.1469 -2.2319; 2.2409 -2.1977; 2.3349 -2.1635; 2.4289 -2.1293; 2.5228 -2.0951; 2.6168 -2.0609; 2.7108 -2.0267; 2.8047 -1.9925; 2.8987 -1.9583; 2.9927 -1.9241; 3.0866 -1.8899; 3.1806 -1.8557; 3.2746 -1.8215; 3.2919 -1.7230; 3.3093 -1.6245; 3.4033 -1.5903; 3.4206 -1.4918; 3.4380 -1.3933; 3.5320 -1.3591; 3.5493 -1.2607; 3.5667 -1.1622; 3.5841 -1.0637; 3.6780 -1.0295; 3.6954 -0.9310; 3.7128 -0.8325; 3.8067 -0.7983; 3.8241 -0.6999; 3.8415 -0.6014; 3.9354 -0.5672; 3.9528 -0.4687; 3.9702 -0.3702; 4.0641 -0.3360; 4.0815 -0.2375; 4.0989 -0.1390; 4.1928 -0.1048; 4.2102 -0.0064; 4.2276 0.0921; 4.2449 0.1906; 4.3389 0.2248; 4.3563 0.3233; 4.3736 0.4218; 4.4911 0.4645; 4.5128 0.5876; 4.5345 0.7107; 4.6520 0.7535; 4.6737 0.8766; 4.7911 0.9193; 4.8128 1.0424; 4.6954 1.0852; 4.6719 1.0937; 4.7893 1.1365; 4.8111 1.2596; 4.6936 1.3023; 4.7171 1.3109; 4.8345 1.3536; 4.8562 1.4767; 4.7388 1.5195; 4.7623 1.5280; 4.8797 1.5708; 4.9014 1.6939; 4.7840 1.7366; 4.7605 1.7452; 4.7840 1.7537; 4.9014 1.7965; 5.0189 1.8392; 5.0406 1.9624; 4.9232 2.0051; 4.8997 2.0137; 4.8762 2.0222; 4.8997 2.0308; 5.0171 2.0735; 5.1346 2.1163; 5.0171 2.1590; 4.9936 2.1676; 5.0171 2.1761; 5.1346 2.2189; 5.2520 2.2616; 5.2738 2.3847; 5.1563 2.4275; 5.1798 2.4360; 5.2972 2.4788; 5.4147 2.5215; 5.4364 2.6446; 5.3190 2.6874; 5.2955 2.6959; 5.3190 2.7045; 5.4364 2.7472; 5.5539 2.7900; 5.5756 2.9131; 5.4581 2.9558; 5.4816 2.9644; 5.5991 3.0071; 5.7165 3.0499; 5.8340 3.0926; 5.7165 3.1354; 5.6930 3.1440; 5.5756 3.1867; 5.5991 3.1953; 5.7165 3.2380; 5.8340 3.2808; 5.8557 3.4039; 5.7382 3.4466; 5.7617 3.4552; 5.8792 3.4979; 5.9967 3.5407; 6.1141 3.5834; 5.9967 3.6262; 5.9732 3.6347; 6.0906 3.6775; 6.1123 3.8006; 5.9949 3.8433; 6.0184 3.8519; 6.1358 3.8946; 6.2533 3.9374; 6.1358 3.9801; 6.1123 3.9887; 6.1358 3.9972; 6.2533 4.0400; 6.3707 4.0827; 6.3925 4.2058; 6.2750 4.2486; 6.2515 4.2571; 6.2280 4.2657; 6.2515 4.2742; 6.3690 4.3170; 6.4864 4.3598; 6.3690 4.4025; 6.3455 4.4111; 6.4629 4.4538; 6.4846 4.5769; 6.3672 4.6197; 6.3437 4.6282; 6.3672 4.6368; 6.4846 4.6795; 6.6021 4.7223; 6.4846 4.7650; 6.4611 4.7736; 6.3437 4.8163; 6.3672 4.8249; 6.4846 4.8676; 6.6021 4.9104; 6.4846 4.9531; 6.4611 4.9617; 6.4846 4.9702; 6.6021 5.0130; 6.4846 5.0557; 6.4611 5.0643; 6.4846 5.0728; 6.6021 5.1156; 6.7196 5.1583; 6.6021 5.2011; 6.5786 5.2096; 6.5551 5.2182; 6.5786 5.2267; 6.6961 5.2695; 6.8135 5.3123; 6.6961 5.3550; 6.6726 5.3636; 6.6491 5.3721; 6.6256 5.3807; 6.6491 5.3892
2, -6.6180 -0.0202; -6.5180 -0.0202; -6.4930 -0.0202; -6.4680 -0.0202; -6.4430 -0.0202; -6.4180 -0.0202; -6.3930 -0.0202; -6.3680 -0.0202; -6.3430 -0.0202; -6.3180 -0.0202; -6.2930 -0.0202; -6.2680 -0.0202; -6.2430 -0.0202; -6.2180 -0.0202; -6.1930 -0.0202; -6.1680 -0.0202; -6.1430 -0.0202; -6.1180 -0.0202; -6.0180 -0.0202; -5.9930 -0.0202; -5.9680 -0.0202; -5.8680 -0.0202; -5.8430 -0.0202; -5.7430 -0.0202; -5.7180 -0.0202; -5.6930 -0.0202; -5.5930 -0.0202; -5.5680 -0.0202; -5.4680 -0.0202; -5.4430 -0.0202; -5.4180 -0.0202; -5.3180 -0.0202; -5.2930 -0.0202; -5.1930 -0.0202; -5.1680 -0.0202; -5.1430 -0.0202; -5.0430 -0.0202; -5.0180 -0.0202; -4.9180 -0.0202; -4.8930 -0.0202; -4.8680 -0.0202; -4.7680 -0.0202; -4.7430 -0.0202; -4.6430 -0.0202; -4.6180 -0.0202; -4.5930 -0.0202; -4.4930 -0.0202; -4.4680 -0.0202; -4.3680 -0.0202; -4.3430 -0.0202; -4.3180 -0.0202; -4.2180 -0.0202; -4.1930 -0.0202; -4.0930 -0.0202; -4.0680 -0.0202; -4.0430 -0.0202; -3.9430 -0.0202; -3.9180 -0.0202; -3.8180 -0.0202; -3.7930 -0.0202; -3.7680 -0.0202; -3.6680 -0.0202; -3.6430 -0.0202; -3.5430 -0.0202; -3.5180 -0.0202; -3.4180 -0.0202; -3.3930 -0.0202; -3.2930 -0.0202; -3.1930 -0.0202; -3.1680 -0.0202; -3.0680 -0.0202; -3.0430 -0.0202; -2.9430 -0.0202; -2.9180 -0.0202; -2.8180 -0.0202; -2.7930 -0.0202; -2.6930 -0.0202; -2.6680 -0.0202; -2.5680 -0.0202; -2.5430 -0.0202; -2.4430 -0.0202; -2.4180 -0.0202; -2.3180 -0.0202; -2.2930 -0.0202; -2.1930 -0.0202; -2.1680 -0.0202; -2.0680 -0.0202; -2.0430 -0.0202; -1.9430 -0.0202; -1.9180 -0.0202; -1.8180 -0.0202; -1.7930 -0.0202; -1.6930 -0.0202; -1.6680 -0.0202; -1.5680 -0.0202; -1.5430 -0.0202; -1.4430 -0.0202; -1.4180 -0.0202; -1.3180 -0.0202; -1.2930 -0.0202; -1.1930 -0.0202; -1.1680 -0.0202; -1.0680 -0.0202; -1.0430 -0.0202; -0.9430 -0.0202; -0.9180 -0.0202; -0.8180 -0.0202; -0.7930 -0.0202; -0.6930 -0.0202; -0.6680 -0.0202; -0.5680 -0.0202; -0.5430 -0.0202; -0.4430 -0.0202; -0.4180 -0.0202; -0.3180 -0.0202; -0.2930 -0.0202; -0.1930 -0.0202; -0.1680 -0.0202; -0.0680 -0.0202; -0.0430 -0.0202; 0.0570 -0.0202; 0.0820 -0.0202; 0.1820 -0.0202; 0.2070 -0.0202; 0.3070 -0.0202; 0.3320 -0.0202; 0.3570 -0.0202; 0.4570 -0.0202; 0.4820 -0.0202; 0.5820 -0.0202; 0.6070 -0.0202; 0.7070 -0.0202; 0.7320 -0.0202; 0.8320 -0.0202; 0.8570 -0.0202; 0.9570 -0.0202; 0.9820 -0.0202; 1.0820 -0.0202; 1.1070 -0.0202; 1.2070 -0.0202; 1.2320 -0.0202; 1.3320 -0.0202; 1.4320 -0.0202; 1.4570 -0.0202; 1.5570 -0.0202; 1.5820 -0.0202; 1.6820 -0.0202; 1.7070 -0.0202; 1.8070 -0.0202; 1.8320 -0.0202; 1.9320 -0.0202; 1.9570 -0.0202; 2.0570 -0.0202; 2.0820 -0.0202; 2.1820 -0.0202; 2.2070 -0.0202; 2.3070 -0.0202; 2.3320 -0.0202; 2.4320 -0.0202; 2.4570 -0.0202; 2.5570 -0.0202; 2.5820 -0.0202; 2.6820 -0.0202; 2.7070 -0.0202; 2.7320 -0.0202; 2.8320 -0.0202; 2.8570 -0.0202; 2.9570 -0.0202; 2.9820 -0.0202; 3.0070 -0.0202; 3.1070 -0.0202; 3.1320 -0.0202; 3.2320 -0.0202; 3.2570 -0.0202; 3.3570 -0.0202; 3.3820 -0.0202; 3.4070 -0.0202; 3.4243 -0.1187; 3.4287 -0.1433; 3.4460 -0.2418; 3.4634 -0.3403; 3.4808 -0.4387; 3.4981 -0.5372; 3.5025 -0.5618; 3.5068 -0.5865; 3.5112 -0.6111; 3.5155 -0.6357; 3.5198 -0.6603; 3.5242 -0.6849; 3.5285 -0.7096; 3.5329 -0.7342; 3.5372 -0.7588; 3.5415 -0.7834; 3.5459 -0.8080; 3.5502 -0.8327; 3.5546 -0.8573; 3.5589 -0.8819; 3.5632 -0.9065; 3.6572 -0.8723; 3.7512 -0.8381; 3.8452 -0.8039; 3.9391 -0.7697; 4.0331 -0.7355; 4.1271 -0.7013; 4.2210 -0.6671; 4.2384 -0.5686; 4.3324 -0.5344; 4.3497 -0.4360; 4.3671 -0.3375; 4.3845 -0.2390; 4.4784 -0.2048; 4.4958 -0.1063; 4.5132 -0.0078; 4.6071 0.0264; 4.6245 0.1249; 4.6462 0.2480; 4.7637 0.2907; 4.7854 0.4138; 4.9028 0.4566; 4.9245 0.5797; 4.9462 0.7028; 4.8288 0.7455; 4.8523 0.7541; 4.9697 0.7968; 4.9914 0.9199; 5.1089 0.9627; 5.1306 1.0858; 5.0131 1.1285; 4.8957 1.1713; 4.9192 1.1798; 5.0366 1.2226; 5.1541 1.2653; 5.0366 1.3081; 4.9192 1.3508; 4.9427 1.3594; 5.0601 1.4021; 5.1776 1.4449; 5.2951 1.4876; 5.1776 1.5304; 5.0601 1.5732; 5.0366 1.5817; 5.0601 1.5903; 5.1776 1.6330; 5.2951 1.6758; 5.1776 1.7185; 5.1541 1.7271; 5.1776 1.7356; 5.2951 1.7784; 5.4125 1.8211; 5.2951 1.8639; 5.1776 1.9066; 5.2011 1.9152; 5.3185 1.9579; 5.4360 2.0007; 5.3185 2.0434; 5.2951 2.0520; 5.3185 2.0605; 5.4360 2.1033; 5.5535 2.1460; 5.4360 2.1888; 5.3185 2.2315; 5.3420 2.2401; 5.4595 2.2828; 5.5770 2.3256; 5.4595 2.3683; 5.3420 2.4111; 5.3655 2.4197; 5.4830 2.4624; 5.6005 2.5052; 5.7179 2.5479; 5.6005 2.5907; 5.4830 2.6334; 5.5065 2.6420; 5.6239 2.6847; 5.7414 2.7275; 5.8589 2.7702; 5.7414 2.8130; 5.6239 2.8557; 5.6474 2.8643; 5.7649 2.9070; 5.8824 2.9498; 5.9998 2.9925; 5.8824 3.0353; 5.7649 3.0780; 5.7884 3.0866; 5.8119 3.0951; 5.8354 3.1037; 5.9528 3.1464; 6.0703 3.1892; 6.1878 3.2320; 6.0703 3.2747; 6.0468 3.2833; 6.0703 3.2918; 6.1878 3.3346; 6.3052 3.3773; 6.1878 3.4201; 6.3052 3.4628; 6.4227 3.5056; 6.3052 3.5483; 6.2817 3.5569; 6.3992 3.5996; 6.5167 3.6424; 6.3992 3.6851; 6.2817 3.7279; 6.3052 3.7364; 6.4227 3.7792; 6.5401 3.8219; 6.4227 3.8647; 6.3992 3.8732; 6.4227 3.8818; 6.5401 3.9245; 6.6576 3.9673; 6.5401 4.0100; 6.4227 4.0528; 6.4462 4.0613; 6.5636 4.1041; 6.6811 4.1469; 6.5636 4.1896; 6.5401 4.1982; 6.5636 4.2067; 6.6811 4.2495; 6.5636 4.2922; 6.5401 4.3008; 6.5636 4.3093; 6.6811 4.3521; 6.7986 4.3948; 6.6811 4.4376; 6.6576 4.4461; 6.6341 4.4547; 6.6576 4.4632; 6.7751 4.5060; 6.8925 4.5487; 6.7751 4.5915; 6.7516 4.6000; 6.7281 4.6086; 6.7046 4.6171; 6.7281 4.6257; 6.8455 4.6684; 6.9630 4.7112; 6.8455 4.7539; 6.7281 4.7967; 6.7046 4.8052; 6.7281 4.8138; 6.8455 4.8565; 6.9630 4.8993; 6.8455 4.9421; 6.8221 4.9506; 6.7986 4.9592; 6.8221 4.9677; 6.9395 5.0105
3, -6.6180 -0.0202; -6.5414 0.0441; -6.4414 0.0441; -6.3414 0.0441; -6.3164 0.0441; -6.2164 0.0441; -6.1914 0.0441; -6.1664 0.0441; -6.0664 0.0441; -6.0414 0.0441; -6.0164 0.0441; -5.9164 0.0441; -5.8914 0.0441; -5.7914 0.0441; -5.7664 0.0441; -5.7414 0.0441; -5.6414 0.0441; -5.6164 0.0441; -5.5164 0.0441; -5.4914 0.0441; -5.4664 0.0441; -5.3664 0.0441; -5.3414 0.0441; -5.2414 0.0441; -5.2164 0.0441; -5.1914 0.0441; -5.0914 0.0441; -5.0664 0.0441; -4.9664 0.0441; -4.9414 0.0441; -4.9164 0.0441; -4.8164 0.0441; -4.7914 0.0441; -4.6914 0.0441; -4.6664 0.0441; -4.6414 0.0441; -4.5414 0.0441; -4.5164 0.0441; -4.4164 0.0441; -4.3914 0.0441; -4.3664 0.0441; -4.2664 0.0441; -4.2414 0.0441; -4.2164 0.0441; -4.1164 0.0441; -4.0914 0.0441; -3.9914 0.0441; -3.9664 0.0441; -3.9414 0.0441; -3.8414 0.0441; -3.8164 0.0441; -3.7164 0.0441; -3.6914 0.0441; -3.6664 0.0441; -3.5664 0.0441; -3.5414 0.0441; -3.4414 0.0441; -3.4164 0.0441; -3.3914 0.0441; -3.2914 0.0441; -3.2664 0.0441; -3.1664 0.0441; -3.1414 0.0441; -3.0414 0.0441; -3.0164 0.0441; -2.9164 0.0441; -2.8164 0.0441; -2.7914 0.0441; -2.6914 0.0441; -2.6664 0.0441; -2.5664 0.0441; -2.4664 0.0441; -2.4414 0.0441; -2.3414 0.0441; -2.3164 0.0441; -2.2164 0.0441; -2.1914 0.0441; -2.0914 0.0441; -2.0664 0.0441; -1.9664 0.0441; -1.9414 0.0441; -1.8414 0.0441; -1.8164 0.0441; -1.7164 0.0441; -1.6914 0.0441; -1.5914 0.0441; -1.5664 0.0441; -1.4664 0.0441; -1.4414 0.0441; -1.3414 0.0441; -1.3164 0.0441; -1.2164 0.0441; -1.1914 0.0441; -1.0914 0.0441; -1.0664 0.0441; -1.0414 0.0441; -0.9414 0.0441; -0.9164 0.0441; -0.8164 0.0441; -0.7914 0.0441; -0.6914 0.0441; -0.6664 0.0441; -0.5664 0.0441; -0.5414 0.0441; -0.4414 0.0441; -0.4164 0.0441; -0.3164 0.0441; -0.2914 0.0441; -0.1914 0.0441; -0.1664 0.0441; -0.0664 0.0441; -0.0414 0.0441; -0.0164 0.0441; 0.0836 0.0441; 0.1086 0.0441; 0.2086 0.0441; 0.2336 0.0441; 0.3336 0.0441; 0.3586 0.0441; 0.4586 0.0441; 0.4836 0.0441; 0.5836 0.0441; 0.6086 0.0441; 0.7086 0.0441; 0.7336 0.0441; 0.8336 0.0441; 0.8586 0.0441; 0.8836 0.0441; 0.9836 0.0441; 1.0086 0.0441; 1.1086 0.0441; 1.1336 0.0441; 1.2336 0.0441; 1.2586 0.0441; 1.3586 0.0441; 1.3836 0.0441; 1.4836 0.0441; 1.5086 0.0441; 1.6086 0.0441; 1.6336 0.0441; 1.7336 0.0441; 1.7586 0.0441; 1.8586 0.0441; 1.8836 0.0441; 1.9836 0.0441; 2.0086 0.0441; 2.1086 0.0441; 2.1336 0.0441; 2.2336 0.0441; 2.2586 0.0441; 2.3586 0.0441; 2.3836 0.0441; 2.4086 0.0441; 2.5086 0.0441; 2.5336 0.0441; 2.6336 0.0441; 2.6586 0.0441; 2.7586 0.0441; 2.7836 0.0441; 2.8836 0.0441; 2.9086 0.0441; 3.0086 0.0441; 3.1086 0.0441; 3.1336 0.0441; 3.2336 0.0441; 3.2586 0.0441; 3.3586 0.0441; 3.4586 0.0441; 3.4836 0.0441; 3.5836 0.0441; 3.6086 0.0441; 3.7086 0.0441; 3.8086 0.0441; 3.8336 0.0441; 3.9336 0.0441; 3.9586 0.0441; 4.0586 0.0441; 4.1586 0.0441; 4.1836 0.0441; 4.2836 0.0441; 4.3836 0.0441; 4.4836 0.0441; 4.4644 0.0601; 4.4453 0.0762; 4.3687 0.1405; 4.4687 0.1405; 4.5687 0.1405; 4.6687 0.1405; 4.5921 0.2048; 4.5155 0.2691; 4.6155 0.2691; 4.7155 0.2691; 4.6389 0.3333; 4.6562 0.2348; 4.6736 0.1364; 4.6909 0.0379; 4.7083 -0.0606; 4.7257 -0.1591; 4.8196 -0.1249; 4.9136 -0.0907; 5.0076 -0.0565; 5.1016 -0.0223; 5.1189 0.0762; 5.1363 0.1747; 5.1536 0.2732; 5.2476 0.3074; 5.2650 0.4059; 5.2867 0.5290; 5.4041 0.5717; 5.4259 0.6948; 5.4476 0.8179; 5.3518 0.8983; 5.4693 0.9410; 5.5867 0.9838; 5.6084 1.1069; 5.5127 1.1872; 5.4169 1.2676; 5.3212 1.3479; 5.4151 1.3821; 5.5091 1.4163; 5.6266 1.4591; 5.7440 1.5018; 5.7657 1.6249; 5.6700 1.7053; 5.5742 1.7856; 5.6917 1.8284; 5.8091 1.8711; 5.9266 1.9139; 5.9891 2.0221; 5.8934 2.1025; 5.7976 2.1828; 5.7018 2.2632; 5.8193 2.3059; 5.9368 2.3487; 6.0542 2.3914; 5.9368 2.4342; 5.8193 2.4769; 5.9368 2.5197; 6.0542 2.5624; 6.1717 2.6052; 6.1934 2.7283; 6.0759 2.7711; 5.9585 2.8138; 6.0759 2.8566; 6.1934 2.8993; 6.3109 2.9421; 6.4283 2.9848; 6.4500 3.1079; 6.3326 3.1507; 6.2151 3.1934; 6.3326 3.2362; 6.4500 3.2789; 6.5675 3.3217; 6.5892 3.4448; 6.4717 3.4875; 6.3543 3.5303; 6.2368 3.5730; 6.3543 3.6158; 6.4717 3.6585; 6.5892 3.7013; 6.4717 3.7440; 6.3543 3.7868; 6.4717 3.8296; 6.5892 3.8723; 6.7067 3.9151; 6.5892 3.9578; 6.4717 4.0006; 6.3543 4.0433; 6.4717 4.0861; 6.5892 4.1288; 6.7067 4.1716; 6.7284 4.2947; 6.6109 4.3374; 6.4934 4.3802; 6.6109 4.4229; 6.7284 4.4657; 6.8458 4.5084; 6.8675 4.6315; 6.7501 4.6743; 6.6326 4.7170; 6.7501 4.7598; 6.8675 4.8025; 6.9850 4.8453; 7.0067 4.9684; 6.8892 5.0112; 6.7718 5.0539; 6.8892 5.0967; 7.0067 5.1394; 7.0284 5.2625; 6.9109 5.3053; 6.7935 5.3480; 6.9109 5.3908; 7.0284 5.4335; 7.0501 5.5566; 7.1676 5.5994; 7.1893 5.7225; 7.0718 5.7652; 6.9543 5.8080; 6.8369 5.8507; 6.9543 5.8935; 7.0718 5.9362; 7.1893 5.9790; 7.0718 6.0217; 6.9543 6.0645; 7.0718 6.1072; 7.1893 6.1500; 7.3067 6.1928; 7.1893 6.2355; 7.0718 6.2783; 7.1893 6.3210; 7.3067 6.3638; 7.1893 6.4065; 7.0718 6.4493; 7.1893 6.4920; 7.3067 6.5348; 7.1893 6.5775; 7.0718 6.6203; 7.0953 6.6288; 7.1188 6.6374; 7.2363 6.6801; 7.3537 6.7229; 7.4712 6.7656; 7.3537 6.8084; 7.3302 6.8169; 7.4477 6.8597; 7.3302 6.9024; 7.3537 6.9110; 7.3772 6.9195; 7.4947 6.9623; 7.6121 7.0051; 7.4947 7.0478; 7.4712 7.0564; 7.4947 7.0649; 7.5182 7.0735; 7.6356 7.1162; 7.7531 7.1590; 7.6356 7.2017; 7.6121 7.2103; 7.6356 7.2188; 7.7531 7.2616; 7.8706 7.3043; 7.7531 7.3471; 7.7296 7.3556; 7.7531 7.3642; 7.8706 7.4069; 7.9880 7.4497; 7.8706 7.4924; 7.7531 7.5352; 7.7766 7.5437; 7.8940 7.5865
