1, -3.0000 -5.0000; -2.9783 -4.8769; -2.9566 -4.7538; -2.9349 -4.6307; -2.9132 -4.5076; -2.8915 -4.3845; -2.8698 -4.2614; -2.8481 -4.1383; -2.8264 -4.0152; -2.8046 -3.8921; -2.7829 -3.7690; -2.7612 -3.6459; -2.7395 -3.5228; -2.7178 -3.3997; -2.6961 -3.2766; -2.6744 -3.1535; -2.6527 -3.0304; -2.6310 -2.9073; -2.6093 -2.7842; -2.5876 -2.6611; -2.5659 -2.5380; -2.5442 -2.4149; -2.5225 -2.2918; -2.5008 -2.1687; -2.4791 -2.0456; -2.4573 -1.9225; -2.4356 -1.7994; -2.4139 -1.6763; -2.3922 -1.5532; -2.3705 -1.4301; -2.3488 -1.3070; -2.3271 -1.1839; -2.3054 -1.0608; -2.2837 -0.9377; -2.2620 -0.8146; -2.2403 -0.6915; -2.2186 -0.5684; -2.1969 -0.4453; -2.1752 -0.3222; -2.1535 -0.1991; -2.1318 -0.0760; -2.1101 0.0471; -2.0883 0.1702; -2.0666 0.2933; -2.0449 0.4164; -2.0232 0.5395; -2.0015 0.6626; -1.9798 0.7857; -1.9581 0.9088; -1.9364 1.0319; -1.9147 1.1550; -1.8930 1.2781; -1.8713 1.4013; -1.8496 1.5244; -1.8279 1.6475; -1.8062 1.7706; -1.7845 1.8937; -1.7628 2.0168; -1.7411 2.1399; -1.7193 2.2630; -1.6976 2.3861; -1.6759 2.5092; -1.6542 2.6323; -1.6325 2.7554; -1.6108 2.8785; -1.5891 3.0016; -1.5674 3.1247; -1.5457 3.2478; -1.5240 3.3709; -1.5023 3.4940; -1.4806 3.6171; -1.4589 3.7402; -1.4372 3.8633; -1.4155 3.9864; -1.3938 4.1095; -1.3720 4.2326; -1.3503 4.3557; -1.3286 4.4788; -1.3069 4.6019; -1.2852 4.7250; -1.2635 4.8481; -1.2418 4.9712; -1.2201 5.0943; -1.1984 5.2174; -1.1767 5.3405; -1.1550 5.4636; -1.1333 5.5867; -1.1116 5.7098; -1.0899 5.8329; -1.0682 5.9560; -1.0465 6.0791; -1.0248 6.2022; -1.0030 6.3253; -0.9813 6.4484; -0.9596 6.5715; -0.9379 6.6946; -0.9162 6.8177; -0.8945 6.9408; -0.8728 7.0639; -0.8511 7.1870; -0.8294 7.3101; -0.8077 7.4332; -0.7860 7.5563; -0.7643 7.6794; -0.7426 7.8025; -0.7209 7.9256; -0.6992 8.0487; -0.6775 8.1718; -0.6557 8.2949; -0.6340 8.4180; -0.6123 8.5411; -0.5906 8.6642; -0.5689 8.7873; -0.5472 8.9104; -0.5255 9.0335; -0.5038 9.1566; -0.4821 9.2797; -0.4604 9.4028; -0.4387 9.5259; -0.4170 9.6490; -0.3953 9.7721; -0.3736 9.8952; -0.3519 10.0183; -0.3302 10.1414; -0.3085 10.2645; -0.2867 10.3876; -0.2650 10.5107; -0.2433 10.6338; -0.2216 10.7569; -0.1999 10.8800; -0.1782 11.0031; -0.1565 11.1262; -0.1348 11.2493; -0.1131 11.3724; -0.0914 11.4955; -0.0697 11.6186; -0.0480 11.7417; -0.0263 11.8648; -0.0046 11.9879; 0.0171 12.1110; 0.0388 12.2341; 0.0605 12.3572; 0.0823 12.4803; 0.1040 12.6034; 0.1257 12.7265; 0.1474 12.8496; 0.1691 12.9727; 0.1908 13.0958; 0.2125 13.2189; 0.2342 13.3420; 0.2559 13.4651; 0.2776 13.5882; 0.2993 13.7113; 0.3210 13.8344; 0.3427 13.9575; 0.3644 14.0807; 0.3861 14.2038; 0.4078 14.3269; 0.4296 14.4500; 0.4513 14.5731; 0.4730 14.6962; 0.4947 14.8193; 0.5164 14.9424; 0.5381 15.0655; 0.5598 15.1886; 0.5815 15.3117; 0.6032 15.4348; 0.6249 15.5579; 0.6466 15.6810; 0.6683 15.8041; 0.6900 15.9272; 0.7117 16.0503; 0.7334 16.1734; 0.7551 16.2965; 0.7768 16.4196; 0.7986 16.5427; 0.8203 16.6658; 0.8420 16.7889; 0.8637 16.9120; 0.8854 17.0351; 0.9071 17.1582; 0.9288 17.2813; 0.9505 17.4044; 0.9722 17.5275; 0.9939 17.6506; 1.0156 17.7737; 1.0373 17.8968; 1.0590 18.0199; 1.0807 18.1430; 1.1024 18.2661; 1.1241 18.3892; 1.1459 18.5123; 1.1676 18.6354; 1.1893 18.7585; 1.2110 18.8816; 1.2327 19.0047; 1.2544 19.1278; 1.2761 19.2509; 1.2978 19.3740; 1.3195 19.4971; 1.3412 19.6202; 1.3629 19.7433; 1.3846 19.8664; 1.4063 19.9895; 1.4280 20.1126; 1.4497 20.2357; 1.4714 20.3588; 1.4931 20.4819; 1.5149 20.6050; 1.5366 20.7281; 1.5583 20.8512; 1.5800 20.9743; 1.6017 21.0974; 1.6234 21.2205; 1.6451 21.3436; 1.6668 21.4667; 1.6885 21.5898; 1.7102 21.7129; 1.7319 21.8360; 1.7536 21.9591; 1.7753 22.0822; 1.7970 22.2053; 1.8187 22.3284; 1.8404 22.4515; 1.8621 22.5746; 1.8839 22.6977; 1.9056 22.8208; 1.9099 22.8454; 1.9142 22.8701; 1.9186 22.8947; 1.9403 23.0178; 1.9446 23.0424; 1.9490 23.0670; 1.9533 23.0916; 1.9750 23.2147; 1.9794 23.2394; 1.9837 23.2640; 1.9880 23.2886; 2.0097 23.4117; 2.0141 23.4363; 2.0184 23.4609; 2.0228 23.4856; 2.0445 23.6087; 2.0488 23.6333; 2.0532 23.6579; 2.0575 23.6825; 2.0792 23.8056; 2.0836 23.8302; 2.0879 23.8549; 2.0922 23.8795; 2.0966 23.9041; 2.1009 23.9287; 2.1226 24.0518; 2.1461 24.0604; 2.1505 24.0850; 2.1548 24.1096; 2.1591 24.1342; 2.1635 24.1589; 2.1678 24.1835; 2.1722 24.2081; 2.1765 24.2327; 2.2000 24.2413; 2.2217 24.3644; 2.2452 24.3729; 2.2687 24.3815; 2.2904 24.5046; 2.3139 24.5131; 2.3374 24.5217; 2.3609 24.5302; 2.3826 24.6533; 2.4061 24.6619; 2.4296 24.6704; 2.4531 24.6790; 2.4748 24.8021; 2.4982 24.8106; 2.5200 24.9337; 2.5434 24.9423; 2.5669 24.9508; 2.5904 24.9594; 2.6121 25.0825; 2.6356 25.0910; 2.6591 25.0996; 2.6826 25.1081; 2.7043 25.2312; 2.7278 25.2398; 2.7513 25.2483; 2.7730 25.3714; 2.7965 25.3800; 2.8200 25.3885; 2.9375 25.4313; 2.9592 25.5544; 2.9809 25.6775; 3.0044 25.6860; 3.0279 25.6946; 3.0513 25.7031; 3.0731 25.8262; 3.0965 25.8348; 3.1200 25.8433; 3.2375 25.8861; 3.2592 26.0092; 3.2827 26.0177; 3.3044 26.1409; 3.3279 26.1494; 3.3514 26.1580; 3.3731 26.2811; 3.3966 26.2896; 3.4183 26.4127; 3.4418 26.4213; 3.4653 26.4298; 3.4888 26.4384; 3.5105 26.5615; 3.5340 26.5700; 3.5575 26.5786; 3.5792 26.7017; 3.6027 26.7102; 3.6262 26.7188; 3.6305 26.7434; 3.6348 26.7680; 3.6583 26.7766; 3.6800 26.8997; 3.7035 26.9082; 3.7252 27.0313; 3.7487 27.0399; 3.7722 27.0484; 3.7939 27.1715; 3.8174 27.1801; 3.8218 27.2047; 3.8261 27.2293; 3.8496 27.2378; 3.8713 27.3609; 3.8948 27.3695; 3.8991 27.3941; 3.9035 27.4187; 3.9078 27.4434; 3.9122 27.4680; 3.9165 27.4926; 3.9400 27.5012; 3.9443 27.5258; 3.9678 27.5343; 3.9895 27.6574; 4.0130 27.6660; 4.0365 27.6745; 4.0408 27.6991; 4.0643 27.7077; 4.0687 27.7323; 4.0922 27.7409; 4.1139 27.8640; 4.1374 27.8725; 4.1609 27.8811; 4.1844 27.8896
2, -3.0000 -5.0000; -2.9783 -4.8769; -2.9566 -4.7538; -2.9349 -4.6307; -2.9132 -4.5076; -2.8915 -4.3845; -2.8698 -4.2614; -2.8481 -4.1383; -2.8264 -4.0152; -2.8046 -3.8921; -2.7829 -3.7690; -2.7612 -3.6459; -2.7395 -3.5228; -2.7178 -3.3997; -2.6961 -3.2766; -2.6744 -3.1535; -2.6527 -3.0304; -2.6310 -2.9073; -2.6093 -2.7842; -2.5876 -2.6611; -2.5659 -2.5380; -2.5442 -2.4149; -2.5225 -2.2918; -2.5008 -2.1687; -2.4791 -2.0456; -2.4573 -1.9225; -2.4356 -1.7994; -2.4139 -1.6763; -2.3922 -1.5532; -2.3705 -1.4301; -2.3488 -1.3070; -2.3271 -1.1839; -2.3054 -1.0608; -2.2837 -0.9377; -2.2620 -0.8146; -2.2403 -0.6915; -2.2186 -0.5684; -2.1969 -0.4453; -2.1752 -0.3222; -2.1535 -0.1991; -2.1318 -0.0760; -2.1101 0.0471; -2.0883 0.1702; -2.0666 0.2933; -2.0449 0.4164; -2.0232 0.5395; -2.0015 0.6626; -1.9798 0.7857; -1.9581 0.9088; -1.9364 1.0319; -1.9147 1.1550; -1.8930 1.2781; -1.8713 1.4013; -1.8496 1.5244; -1.8279 1.6475; -1.8062 1.7706; -1.7845 1.8937; -1.7628 2.0168; -1.7411 2.1399; -1.7193 2.2630; -1.6976 2.3861; -1.6759 2.5092; -1.6542 2.6323; -1.6325 2.7554; -1.6108 2.8785; -1.5891 3.0016; -1.5674 3.1247; -1.5457 3.2478; -1.5240 3.3709; -1.5023 3.4940; -1.4806 3.6171; -1.4589 3.7402; -1.4372 3.8633; -1.4155 3.9864; -1.3938 4.1095; -1.3720 4.2326; -1.3503 4.3557; -1.3286 4.4788; -1.3069 4.6019; -1.2852 4.7250; -1.2635 4.8481; -1.2418 4.9712; -1.2201 5.0943; -1.1984 5.2174; -1.1767 5.3405; -1.1550 5.4636; -1.1333 5.5867; -1.1116 5.7098; -1.0899 5.8329; -1.0682 5.9560; -1.0465 6.0791; -1.0248 6.2022; -1.0030 6.3253; -0.9813 6.4484; -0.9596 6.5715; -0.9379 6.6946; -0.9162 6.8177; -0.8945 6.9408; -0.8728 7.0639; -0.8511 7.1870; -0.8294 7.3101; -0.8077 7.4332; -0.7860 7.5563; -0.7643 7.6794; -0.7426 7.8025; -0.7209 7.9256; -0.6992 8.0487; -0.6775 8.1718; -0.6557 8.2949; -0.6340 8.4180; -0.6123 8.5411; -0.5906 8.6642; -0.5689 8.7873; -0.5472 8.9104; -0.5255 9.0335; -0.5038 9.1566; -0.4821 9.2797; -0.4604 9.4028; -0.4387 9.5259; -0.4170 9.6490; -0.3953 9.7721; -0.3736 9.8952; -0.3519 10.0183; -0.3302 10.1414; -0.3085 10.2645; -0.2867 10.3876; -0.2650 10.5107; -0.2433 10.6338; -0.2216 10.7569; -0.1999 10.8800; -0.1782 11.0031; -0.1565 11.1262; -0.1348 11.2493; -0.1131 11.3724; -0.0914 11.4955; -0.0697 11.6186; -0.0480 11.7417; -0.0263 11.8648; -0.0046 11.9879; 0.0171 12.1110; 0.0388 12.2341; 0.0605 12.3572; 0.0823 12.4803; 0.1040 12.6034; 0.1257 12.7265; 0.1474 12.8496; 0.1691 12.9727; 0.1908 13.0958; 0.2125 13.2189; 0.2342 13.3420; 0.2559 13.4651; 0.2776 13.5882; 0.2993 13.7113; 0.3210 13.8344; 0.3427 13.9575; 0.3644 14.0807; 0.3861 14.2038; 0.4078 14.3269; 0.4296 14.4500; 0.4513 14.5731; 0.4730 14.6962; 0.4947 14.8193; 0.5164 14.9424; 0.5381 15.0655; 0.5598 15.1886; 0.5815 15.3117; 0.6032 15.4348; 0.6249 15.5579; 0.6466 15.6810; 0.6683 15.8041; 0.6900 15.9272; 0.7117 16.0503; 0.7334 16.1734; 0.7551 16.2965; 0.7768 16.4196; 0.7986 16.5427; 0.8203 16.6658; 0.8420 16.7889; 0.8637 16.9120; 0.8854 17.0351; 0.9071 17.1582; 0.9288 17.2813; 0.9505 17.4044; 0.9722 17.5275; 0.9939 17.6506; 1.0156 17.7737; 1.0373 17.8968; 1.0590 18.0199; 1.0807 18.1430; 1.1024 18.2661; 1.1241 18.3892; 1.1459 18.5123; 1.1676 18.6354; 1.1893 18.7585; 1.2110 18.8816; 1.2327 19.0047; 1.2544 19.1278; 1.2761 19.2509; 1.2978 19.3740; 1.3195 19.4971; 1.3412 19.6202; 1.3629 19.7433; 1.3846 19.8664; 1.4063 19.9895; 1.4280 20.1126; 1.4497 20.2357; 1.4714 20.3588; 1.4931 20.4819; 1.5149 20.6050; 1.5366 20.7281; 1.5583 20.8512; 1.5800 20.9743; 1.6017 21.0974; 1.6190 21.1959; 1.6364 21.2944; 1.6538 21.3928; 1.6711 21.4913; 1.6885 21.5898; 1.7059 21.6883; 1.7232 21.7868; 1.7406 21.8853; 1.7580 21.9837; 1.7753 22.0822; 1.7927 22.1807; 1.8101 22.2792; 1.8274 22.3777; 1.8448 22.4761; 1.8621 22.5746; 1.8795 22.6731; 1.8969 22.7716; 1.8752 22.8947; 1.8708 22.9193; 1.8943 22.9279; 1.8726 23.0510; 1.8961 23.0595; 1.9196 23.0681; 1.8979 23.1912; 1.9214 23.1997; 1.9449 23.2083; 1.9684 23.2168; 1.9919 23.2254; 1.9702 23.3485; 1.9937 23.3570; 2.0171 23.3656; 2.0406 23.3741; 2.0641 23.3827; 2.0424 23.5058; 2.0659 23.5143; 2.0894 23.5229; 2.1129 23.5314; 2.1364 23.5400; 2.1147 23.6631; 2.1382 23.6716; 2.1617 23.6802; 2.1852 23.6887; 2.2087 23.6973; 2.1869 23.8204; 2.2104 23.8289; 2.2339 23.8375; 2.2574 23.8460; 2.2401 23.9445; 2.2636 23.9530; 2.2870 23.9616; 2.2697 24.0601; 2.2932 24.0686; 2.3167 24.0772; 2.3402 24.0857; 2.3228 24.1842; 2.3463 24.1928; 2.3698 24.2013; 2.4637 24.2355; 2.4420 24.3586; 2.4655 24.3672; 2.4890 24.3757; 2.5125 24.3843; 2.6065 24.4185; 2.5891 24.5170; 2.6126 24.5255; 2.5953 24.6240; 2.6187 24.6325; 2.7127 24.6667; 2.6910 24.7898; 2.7145 24.7984; 2.7380 24.8069; 2.7615 24.8155; 2.7850 24.8240; 2.8085 24.8326; 2.8320 24.8411; 2.9259 24.8753; 3.0199 24.9095; 3.0416 25.0326; 3.0651 25.0412; 3.0434 25.1643; 3.0669 25.1728; 3.0904 25.1814; 3.1139 25.1899; 3.2313 25.2327; 3.2530 25.3558; 3.2765 25.3643; 3.3000 25.3729; 3.2783 25.4960; 3.3018 25.5046; 3.3253 25.5131; 3.3488 25.5217; 3.3271 25.6448; 3.3506 25.6533; 3.3741 25.6619; 3.3976 25.6704; 3.5150 25.7132; 3.5367 25.8363; 3.5602 25.8448; 3.5385 25.9679; 3.5620 25.9765; 3.5855 25.9850; 3.6090 25.9936; 3.5873 26.1167; 3.6108 26.1252; 3.6343 26.1338; 3.6578 26.1423; 3.6813 26.1509; 3.7030 26.2740; 3.7265 26.2825; 3.7499 26.2911; 3.7734 26.2996; 3.7951 26.4227; 3.8186 26.4313; 3.8421 26.4398; 3.8656 26.4484; 3.8873 26.5715; 3.9108 26.5800; 3.9343 26.5886; 3.9578 26.5971; 3.9813 26.6057; 4.0030 26.7288; 4.0265 26.7373; 4.0500 26.7459; 4.0717 26.8690; 4.0952 26.8775; 4.1187 26.8861; 4.1230 26.9107; 4.1465 26.9192; 4.1682 27.0423; 4.1447 27.0509; 4.1212 27.0594; 4.1447 27.0680; 4.1682 27.0765; 4.1917 27.0851; 4.1961 27.1097; 4.2004 27.1343; 4.2239 27.1429
3, -3.0000 -5.0000; -2.9783 -4.8769; -2.9566 -4.7538; -2.9349 -4.6307; -2.9132 -4.5076; -2.8915 -4.3845; -2.8698 -4.2614; -2.8481 -4.1383; -2.8264 -4.0152; -2.8046 -3.8921; -2.7829 -3.7690; -2.7612 -3.6459; -2.7395 -3.5228; -2.7178 -3.3997; -2.6961 -3.2766; -2.6744 -3.1535; -2.6527 -3.0304; -2.6310 -2.9073; -2.6093 -2.7842; -2.5876 -2.6611; -2.5659 -2.5380; -2.5442 -2.4149; -2.5225 -2.2918; -2.5008 -2.1687; -2.4791 -2.0456; -2.4573 -1.9225; -2.4356 -1.7994; -2.4139 -1.6763; -2.3922 -1.5532; -2.3705 -1.4301; -2.3488 -1.3070; -2.3271 -1.1839; -2.3054 -1.0608; -2.2837 -0.9377; -2.2620 -0.8146; -2.2403 -0.6915; -2.2186 -0.5684; -2.1969 -0.4453; -2.1752 -0.3222; -2.1535 -0.1991; -2.1318 -0.0760; -2.1101 0.0471; -2.0883 0.1702; -2.0666 0.2933; -2.0449 0.4164; -2.0232 0.5395; -2.0015 0.6626; -1.9798 0.7857; -1.9581 0.9088; -1.9364 1.0319; -1.9147 1.1550; -1.8930 1.2781; -1.8713 1.4013; -1.8496 1.5244; -1.8279 1.6475; -1.8062 1.7706; -1.7845 1.8937; -1.7628 2.0168; -1.7411 2.1399; -1.7193 2.2630; -1.6976 2.3861; -1.6759 2.5092; -1.6542 2.6323; -1.6325 2.7554; -1.6108 2.8785; -1.5891 3.0016; -1.5674 3.1247; -1.5457 3.2478; -1.5240 3.3709; -1.5023 3.4940; -1.4806 3.6171; -1.4589 3.7402; -1.4372 3.8633; -1.4155 3.9864; -1.3938 4.1095; -1.3720 4.2326; -1.3503 4.3557; -1.3286 4.4788; -1.3069 4.6019; -1.2852 4.7250; -1.2635 4.8481; -1.2418 4.9712; -1.2201 5.0943; -1.1984 5.2174; -1.1767 5.3405; -1.1550 5.4636; -1.1333 5.5867; -1.1116 5.7098; -1.0899 5.8329; -1.0682 5.9560; -1.0465 6.0791; -1.0248 6.2022; -1.0030 6.3253; -0.9813 6.4484; -0.9596 6.5715; -0.9379 6.6946; -0.9162 6.8177; -0.8945 6.9408; -0.8728 7.0639; -0.8511 7.1870; -0.8294 7.3101; -0.8077 7.4332; -0.7860 7.5563; -0.7643 7.6794; -0.7426 7.8025; -0.7209 7.9256; -0.6992 8.0487; -0.6775 8.1718; -0.6557 8.2949; -0.6340 8.4180; -0.6123 8.5411; -0.5906 8.6642; -0.5689 8.7873; -0.5472 8.9104; -0.5255 9.0335; -0.5038 9.1566; -0.4821 9.2797; -0.4604 9.4028; -0.4387 9.5259; -0.4170 9.6490; -0.3953 9.7721; -0.3736 9.8952; -0.3519 10.0183; -0.3302 10.1414; -0.3085 10.2645; -0.2867 10.3876; -0.2650 10.5107; -0.2433 10.6338; -0.2216 10.7569; -0.1999 10.8800; -0.1782 11.0031; -0.1565 11.1262; -0.1348 11.2493; -0.1131 11.3724; -0.0914 11.4955; -0.0697 11.6186; -0.0480 11.7417; -0.0263 11.8648; -0.0046 11.9879; 0.0171 12.1110; 0.0388 12.2341; 0.0605 12.3572; 0.0823 12.4803; 0.1040 12.6034; 0.1257 12.7265; 0.1474 12.8496; 0.1691 12.9727; 0.1908 13.0958; 0.2125 13.2189; 0.2342 13.3420; 0.2559 13.4651; 0.2776 13.5882; 0.2993 13.7113; 0.3210 13.8344; 0.3427 13.9575; 0.3644 14.0807; 0.3861 14.2038; 0.4078 14.3269; 0.4296 14.4500; 0.4513 14.5731; 0.4730 14.6962; 0.4947 14.8193; 0.5164 14.9424; 0.5381 15.0655; 0.5598 15.1886; 0.5815 15.3117; 0.6032 15.4348; 0.6249 15.5579; 0.6466 15.6810; 0.6683 15.8041; 0.6900 15.9272; 0.7117 16.0503; 0.7334 16.1734; 0.7551 16.2965; 0.7768 16.4196; 0.7986 16.5427; 0.8203 16.6658; 0.8420 16.7889; 0.8637 16.9120; 0.8854 17.0351; 0.9071 17.1582; 0.9288 17.2813; 0.9505 17.4044; 0.9722 17.5275; 0.9939 17.6506; 1.0156 17.7737; 1.0373 17.8968; 1.0590 18.0199; 1.0807 18.1430; 1.1024 18.2661; 1.1241 18.3892; 1.1415 18.4877; 1.1589 18.5861; 1.1762 18.6846; 1.1936 18.7831; 1.2110 18.8816; 1.2283 18.9801; 1.2457 19.0786; 1.2631 19.1770; 1.2804 19.2755; 1.2978 19.3740; 1.3152 19.4725; 1.3325 19.5710; 1.3499 19.6694; 1.3673 19.7679; 1.3846 19.8664; 1.4020 19.9649; 1.4193 20.0634; 1.4367 20.1618; 1.4541 20.2603; 1.4714 20.3588; 1.4888 20.4573; 1.5062 20.5558; 1.5235 20.6542; 1.5409 20.7527; 1.5583 20.8512; 1.5756 20.9497; 1.5930 21.0482; 1.6104 21.1466; 1.6277 21.2451; 1.6451 21.3436; 1.6625 21.4421; 1.6798 21.5406; 1.6972 21.6390; 1.7145 21.7375; 1.7319 21.8360; 1.7493 21.9345; 1.7666 22.0330; 1.7840 22.1315; 1.8014 22.2299; 1.8187 22.3284; 1.8361 22.4269; 1.8535 22.5254; 1.8708 22.6239; 1.8882 22.7223; 1.9056 22.8208; 1.9229 22.9193; 1.9403 23.0178; 1.9577 23.1163; 1.9750 23.2147; 1.9924 23.3132; 2.0097 23.4117; 2.1037 23.4459; 2.1211 23.5444; 2.1384 23.6429; 2.2324 23.6771; 2.2498 23.7756; 2.3438 23.8098; 2.3611 23.9082; 2.4551 23.9424; 2.4725 24.0409; 2.4898 24.1394; 2.5072 24.2379; 2.6012 24.2721; 2.6185 24.3706; 2.7125 24.4048; 2.7298 24.5032; 2.7125 24.6017; 2.8065 24.6359; 2.7891 24.7344; 2.8831 24.7686; 2.8657 24.8671; 2.8483 24.9656; 2.9423 24.9998; 2.9249 25.0983; 3.0189 25.1325; 3.0015 25.2309; 2.9842 25.3294; 3.0781 25.3636; 3.0608 25.4621; 3.0434 25.5606; 3.1374 25.5948; 3.1200 25.6933; 3.2140 25.7275; 3.1966 25.8259; 3.2906 25.8601; 3.2732 25.9586; 3.3672 25.9928; 3.3498 26.0913; 3.3325 26.1898; 3.4264 26.2240; 3.4091 26.3225; 3.5030 26.3567; 3.4857 26.4552; 3.5796 26.4894; 3.5623 26.5878; 3.5449 26.6863; 3.5275 26.7848; 3.5510 26.7934; 3.5337 26.8918; 3.5572 26.9004; 3.5398 26.9989; 3.6338 27.0331; 3.6164 27.1315; 3.6399 27.1401; 3.6225 27.2386; 3.6460 27.2471; 3.6287 27.3456; 3.6522 27.3542; 3.6348 27.4526; 3.6583 27.4612; 3.7523 27.4954; 3.7349 27.5939; 3.7584 27.6024; 3.7410 27.7009; 3.7645 27.7095; 3.7471 27.8079; 3.7706 27.8165; 3.7941 27.8250; 3.8881 27.8592; 3.8707 27.9577; 3.8942 27.9663; 3.9177 27.9748; 3.9004 28.0733; 3.9238 28.0819; 3.9473 28.0904; 3.9708 28.0990; 4.0648 28.1332; 4.0431 28.2563; 4.0666 28.2648; 4.0901 28.2734; 4.1136 28.2819; 4.1371 28.2905; 4.2310 28.3247; 4.2093 28.4478; 4.2328 28.4563; 4.2563 28.4649; 4.2798 28.4734; 4.3033 28.4820; 4.3268 28.4905; 4.4208 28.5247; 4.3990 28.6478; 4.4225 28.6564; 4.4460 28.6649; 4.4695 28.6735; 4.4930 28.6820; 4.4757 28.7805; 4.4991 28.7891; 4.5226 28.7976; 4.5009 28.9207; 4.5244 28.9293; 4.5479 28.9378; 4.5714 28.9464; 4.5949 28.9549; 4.6184 28.9635; 4.7124 28.9977; 4.6950 29.0961; 4.7185 29.1047; 4.6968 29.2278; 4.7203 29.2363
