1, -6.6180 -3.8244; -6.6007 -3.9229; -6.5833 -4.0214; -6.5659 -4.1199; -6.5486 -4.2184; -6.5312 -4.3168; -6.5138 -4.4153; -6.4965 -4.5138; -6.4791 -4.6123; -6.4618 -4.7108; -6.4444 -4.8092; -6.4270 -4.9077; -6.4097 -5.0062; -6.3923 -5.1047; -6.3749 -5.2032; -6.3576 -5.3016; -6.3402 -5.4001; -6.2462 -5.4343; -6.1523 -5.4685; -6.0583 -5.5027; -5.9643 -5.5369; -5.8704 -5.5711; -5.7764 -5.6053; -5.6824 -5.5711; -5.5884 -5.5369; -5.4945 -5.5027; -5.4005 -5.4685; -5.3065 -5.4343; -5.2126 -5.4001; -5.1186 -5.3659; -5.0246 -5.3317; -4.9307 -5.2975; -4.8367 -5.2633; -4.7427 -5.2291; -4.6488 -5.1949; -4.5548 -5.1607; -4.4608 -5.1265; -4.3668 -5.0923; -4.2729 -5.0581; -4.1789 -5.0239; -4.0849 -4.9897; -3.9910 -4.9555; -3.8970 -4.9213; -3.8030 -4.8871; -3.7091 -4.8529; -3.6151 -4.8187; -3.5211 -4.7845; -3.4271 -4.7503; -3.3332 -4.7161; -3.2392 -4.6819; -3.1452 -4.6477; -3.0513 -4.6135; -2.9573 -4.5793; -2.8633 -4.5451; -2.7694 -4.5109; -2.6754 -4.4767; -2.5814 -4.4425; -2.4875 -4.4083; -2.3935 -4.3741; -2.2995 -4.3399; -2.2055 -4.3057; -2.1116 -4.2715; -2.0176 -4.2373; -1.9236 -4.2031; -1.8297 -4.1688; -1.7357 -4.1346; -1.6417 -4.1004; -1.5478 -4.0662; -1.4538 -4.0320; -1.3598 -3.9978; -1.2659 -3.9636; -1.1719 -3.9294; -1.0779 -3.8952; -0.9839 -3.8610; -0.9666 -3.7626; -0.8726 -3.7283; -0.8553 -3.6299; -0.8379 -3.5314; -0.8205 -3.4329; -0.7266 -3.3987; -0.7092 -3.3002; -0.6918 -3.2017; -0.5979 -3.1675; -0.5805 -3.0691; -0.5631 -2.9706; -0.5458 -2.8721; -0.4518 -2.8379; -0.4344 -2.7394; -0.4171 -2.6409; -0.3997 -2.5425; -0.3057 -2.5083; -0.2884 -2.4098; -0.2710 -2.3113; -0.2536 -2.2128; -0.1597 -2.1786; -0.1423 -2.0801; -0.1249 -1.9816; -0.0310 -1.9474; -0.0136 -1.8490; 0.0038 -1.7505; 0.0211 -1.6520; 0.1151 -1.6178; 0.1325 -1.5193; 0.1498 -1.4208; 0.2438 -1.3866; 0.2612 -1.2882; 0.2785 -1.1897; 0.2959 -1.0912; 0.3899 -1.0570; 0.4072 -0.9585; 0.4246 -0.8600; 0.5186 -0.8258; 0.5359 -0.7273; 0.5533 -0.6289; 0.6473 -0.5947; 0.6646 -0.4962; 0.6820 -0.3977; 0.7760 -0.3635; 0.7933 -0.2650; 0.8107 -0.1665; 0.9047 -0.1323; 0.9220 -0.0339; 0.9394 0.0646; 1.0334 0.0988; 1.0507 0.1973; 1.0681 0.2958; 1.1621 0.3300; 1.1794 0.4285; 1.1968 0.5270; 1.2908 0.5612; 1.3081 0.6596; 1.4021 0.6938; 1.4195 0.7923; 1.4368 0.8908; 1.5308 0.9250; 1.5482 1.0235; 1.6421 1.0577; 1.6595 1.1562; 1.7535 1.1904; 1.7708 1.2888; 1.7882 1.3873; 1.8822 1.4215; 1.8995 1.5200; 1.9935 1.5542; 2.0109 1.6527; 2.1048 1.6869; 2.1222 1.7854; 2.2162 1.8196; 2.2335 1.9181; 2.3275 1.9523; 2.3449 2.0507; 2.4388 2.0849; 2.4562 2.1834; 2.4736 2.2819; 2.5675 2.3161; 2.5849 2.4146; 2.6789 2.4488; 2.6962 2.5473; 2.7197 2.5558; 2.7414 2.6789; 2.7649 2.6875; 2.7866 2.8106; 2.8101 2.8191; 2.8318 2.9422; 2.8553 2.9508; 2.8770 3.0739; 2.9005 3.0824; 3.0180 3.1252; 3.0397 3.2483; 3.0632 3.2568; 3.0849 3.3799; 3.1084 3.3885; 3.1301 3.5116; 3.1536 3.5201; 3.1753 3.6432; 3.1988 3.6518; 3.2205 3.7749; 3.2440 3.7834; 3.2657 3.9065; 3.2892 3.9151; 3.4066 3.9578; 3.4283 4.0809; 3.4518 4.0895; 3.4735 4.2126; 3.4970 4.2211; 3.5187 4.3442; 3.4952 4.3528; 3.4717 4.3613; 3.4482 4.3699; 3.4717 4.3784; 3.5892 4.4212; 3.6109 4.5443; 3.6344 4.5528; 3.6561 4.6760; 3.6796 4.6845; 3.7013 4.8076; 3.7248 4.8162; 3.7483 4.8247; 3.8658 4.8675; 3.8875 4.9906; 3.8640 4.9991; 3.8405 5.0077; 3.8170 5.0162; 3.7935 5.0248; 3.8170 5.0333; 3.8387 5.1564; 3.8622 5.1650; 3.8839 5.2881; 3.9074 5.2966; 3.9291 5.4197; 3.9526 5.4283; 3.9743 5.5514; 3.9978 5.5599; 4.0213 5.5685; 4.0430 5.6916; 4.0665 5.7001; 4.1839 5.7429; 4.2056 5.8660; 4.1821 5.8745; 4.1586 5.8831; 4.1352 5.8916; 4.1117 5.9002; 4.0882 5.9087; 4.1117 5.9173; 4.1334 6.0404; 4.1569 6.0489; 4.1786 6.1720; 4.2021 6.1806; 4.2238 6.3037; 4.2473 6.3122; 4.2690 6.4353; 4.2925 6.4439; 4.4099 6.4866; 4.4316 6.6097; 4.4081 6.6183; 4.3846 6.6268; 4.3611 6.6354; 4.3377 6.6439; 4.3142 6.6525; 4.2907 6.6610; 4.3142 6.6696; 4.3359 6.7927; 4.3594 6.8012; 4.3811 6.9243; 4.4046 6.9329; 4.4263 7.0560; 4.4028 7.0645; 4.3793 7.0731; 4.3558 7.0816; 4.3793 7.0902; 4.4010 7.2133; 4.4245 7.2218; 4.5419 7.2646; 4.5636 7.3877; 4.5402 7.3962; 4.5167 7.4048; 4.4932 7.4133; 4.4697 7.4219; 4.4462 7.4304; 4.4697 7.4390; 4.5871 7.4818; 4.7046 7.5245; 4.7263 7.6476; 4.7028 7.6562; 4.6793 7.6647; 4.6558 7.6733; 4.6323 7.6818; 4.6558 7.6904; 4.7733 7.7331; 4.7950 7.8562; 4.7715 7.8648; 4.7480 7.8733; 4.7715 7.8819; 4.8890 7.9246; 4.9107 8.0477; 4.8872 8.0563; 4.8637 8.0648; 4.8402 8.0734; 4.8637 8.0819; 4.9811 8.1247; 5.0986 8.1674; 5.1203 8.2905; 5.0968 8.2991; 5.0733 8.3076; 5.0498 8.3162; 5.0263 8.3247; 5.0498 8.3333; 5.1673 8.3760; 5.1890 8.4991; 5.2125 8.5077; 5.3300 8.5504; 5.3517 8.6735; 5.3282 8.6821; 5.3047 8.6906; 5.2812 8.6992; 5.2577 8.7077; 5.2342 8.7163; 5.2577 8.7248; 5.3752 8.7676; 5.4926 8.8103; 5.5143 8.9334; 5.4908 8.9420; 5.4673 8.9505; 5.4439 8.9591; 5.4204 8.9676; 5.4439 8.9762; 5.5613 9.0189; 5.6788 9.0617; 5.7005 9.1848; 5.6770 9.1934; 5.6535 9.2019; 5.6300 9.2105; 5.6065 9.2190; 5.5830 9.2276; 5.5595 9.2361; 5.5830 9.2447; 5.7005 9.2874; 5.7222 9.4105; 5.6987 9.4191; 5.6752 9.4276; 5.6517 9.4362; 5.6282 9.4447; 5.6517 9.4533; 5.6734 9.5764; 5.6969 9.5849; 5.8144 9.6277; 5.8361 9.7508; 5.8126 9.7593; 5.7891 9.7679; 5.7656 9.7764; 5.7421 9.7850; 5.7186 9.7935; 5.6951 9.8021; 5.6716 9.8106; 5.6951 9.8192; 5.8126 9.8619; 5.9300 9.9047; 5.9518 10.0278; 5.9283 10.0363; 5.9048 10.0449; 5.8813 10.0534; 5.8578 10.0620; 5.8343 10.0705; 5.8108 10.0791; 5.7873 10.0876; 5.7638 10.0962; 5.7873 10.1047; 5.9048 10.1475; 6.0222 10.1902; 5.9048 10.2330
2, -6.6180 -3.8244; -6.6007 -3.9229; -6.5833 -4.0214; -6.5659 -4.1199; -6.5486 -4.2184; -6.5312 -4.3168; -6.5138 -4.4153; -6.4965 -4.5138; -6.4791 -4.6123; -6.4618 -4.7108; -6.4444 -4.8092; -6.3504 -4.7750; -6.2564 -4.7408; -6.1625 -4.7066; -6.0685 -4.6724; -5.9745 -4.6382; -5.8806 -4.6040; -5.7866 -4.5698; -5.6926 -4.5356; -5.5987 -4.5014; -5.5047 -4.4672; -5.4107 -4.4330; -5.3168 -4.3988; -5.2228 -4.3646; -5.1288 -4.3304; -5.0348 -4.2962; -4.9409 -4.2620; -4.8469 -4.2278; -4.7529 -4.1936; -4.6590 -4.1594; -4.5650 -4.1252; -4.4710 -4.0910; -4.3771 -4.0568; -4.2831 -4.0226; -4.1891 -3.9884; -4.0952 -3.9542; -4.0012 -3.9200; -3.9072 -3.8858; -3.8132 -3.8516; -3.7193 -3.8174; -3.6253 -3.7832; -3.5313 -3.7490; -3.4374 -3.7148; -3.3434 -3.6806; -3.2494 -3.6464; -3.1555 -3.6122; -3.0615 -3.5780; -2.9675 -3.5438; -2.8736 -3.5096; -2.7796 -3.4754; -2.6856 -3.4412; -2.5916 -3.4070; -2.4977 -3.3728; -2.4037 -3.3386; -2.3097 -3.3043; -2.2158 -3.2701; -2.1218 -3.2359; -2.0278 -3.2017; -1.9339 -3.1675; -1.8399 -3.1333; -1.7459 -3.0991; -1.6520 -3.0649; -1.5580 -3.0307; -1.4640 -2.9965; -1.3700 -2.9623; -1.2761 -2.9281; -1.1821 -2.8939; -1.0881 -2.8597; -0.9942 -2.8255; -0.9002 -2.7913; -0.8062 -2.7571; -0.7123 -2.7229; -0.6183 -2.6887; -0.5243 -2.6545; -0.4304 -2.6203; -0.3364 -2.5861; -0.2424 -2.5519; -0.1484 -2.5177; -0.0545 -2.4835; 0.0395 -2.4493; 0.1335 -2.4151; 0.2274 -2.3809; 0.2448 -2.2824; 0.2622 -2.1839; 0.2795 -2.0855; 0.3735 -2.0512; 0.3909 -1.9528; 0.4082 -1.8543; 0.4256 -1.7558; 0.5196 -1.7216; 0.5369 -1.6231; 0.5543 -1.5246; 0.5717 -1.4262; 0.6656 -1.3920; 0.6830 -1.2935; 0.7004 -1.1950; 0.7177 -1.0965; 0.8117 -1.0623; 0.8291 -0.9638; 0.8464 -0.8654; 0.9404 -0.8312; 0.9578 -0.7327; 0.9751 -0.6342; 0.9925 -0.5357; 1.0864 -0.5015; 1.1038 -0.4030; 1.1212 -0.3045; 1.2151 -0.2703; 1.2325 -0.1719; 1.2499 -0.0734; 1.2672 0.0251; 1.3612 0.0593; 1.3786 0.1578; 1.3959 0.2563; 1.4899 0.2905; 1.5073 0.3889; 1.5246 0.4874; 1.6186 0.5216; 1.6360 0.6201; 1.6533 0.7186; 1.7473 0.7528; 1.7647 0.8513; 1.7820 0.9498; 1.7994 1.0482; 1.8934 1.0824; 1.9107 1.1809; 1.9281 1.2794; 2.0221 1.3136; 2.0394 1.4121; 2.0568 1.5106; 2.1508 1.5448; 2.1681 1.6432; 2.1855 1.7417; 2.2029 1.8402; 2.2968 1.8744; 2.3142 1.9729; 2.3316 2.0714; 2.4255 2.1056; 2.4429 2.2040; 2.4603 2.3025; 2.5542 2.3367; 2.5716 2.4352; 2.5890 2.5337; 2.6829 2.5679; 2.7003 2.6664; 2.7177 2.7649; 2.8116 2.7991; 2.8290 2.8975; 2.9230 2.9317; 2.9403 3.0302; 2.9577 3.1287; 3.0517 3.1629; 3.0690 3.2614; 3.0864 3.3599; 3.1804 3.3941; 3.1977 3.4926; 3.2917 3.5268; 3.3091 3.6252; 3.3264 3.7237; 3.4204 3.7579; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564; 3.4378 3.8564
3, -6.6180 -3.8244; -6.5241 -3.7902; -6.4301 -3.7560; -6.3361 -3.7218; -6.2422 -3.6876; -6.1482 -3.6534; -6.0542 -3.6192; -5.9602 -3.5850; -5.8663 -3.5508; -5.7723 -3.5166; -5.6783 -3.4824; -5.5844 -3.4482; -5.4904 -3.4140; -5.3964 -3.3798; -5.3025 -3.3456; -5.2085 -3.3114; -5.1145 -3.2772; -5.0206 -3.2430; -4.9266 -3.2088; -4.8326 -3.1746; -4.7386 -3.1404; -4.6447 -3.1062; -4.5507 -3.0720; -4.4567 -3.0378; -4.3628 -3.0036; -4.2688 -2.9694; -4.1748 -2.9352; -4.0809 -2.9010; -3.9869 -2.8668; -3.8929 -2.8326; -3.7990 -2.7984; -3.7050 -2.7642; -3.6110 -2.7300; -3.5170 -2.6958; -3.4231 -2.6616; -3.3291 -2.6274; -3.2351 -2.5932; -3.1412 -2.5590; -3.0472 -2.5248; -2.9532 -2.4906; -2.8593 -2.4563; -2.7653 -2.4221; -2.6713 -2.3879; -2.5774 -2.3537; -2.4834 -2.3195; -2.3894 -2.2853; -2.2954 -2.2511; -2.2015 -2.2169; -2.1075 -2.1827; -2.0135 -2.1485; -1.9196 -2.1143; -1.8256 -2.0801; -1.7316 -2.0459; -1.6377 -2.0117; -1.5437 -1.9775; -1.4497 -1.9433; -1.3558 -1.9091; -1.2618 -1.8749; -1.1678 -1.8407; -1.0738 -1.8065; -0.9799 -1.7723; -0.8859 -1.7381; -0.7919 -1.7039; -0.6980 -1.6697; -0.6040 -1.6355; -0.5100 -1.6013; -0.4161 -1.5671; -0.3221 -1.5329; -0.2281 -1.4987; -0.1342 -1.4645; -0.0402 -1.4303; 0.0538 -1.3961; 0.1478 -1.3619; 0.2417 -1.3277; 0.3357 -1.2935; 0.4297 -1.2593; 0.5236 -1.2251; 0.6176 -1.1909; 0.7116 -1.1567; 0.8055 -1.1225; 0.8995 -1.0883; 0.9935 -1.0541; 1.0874 -1.0199; 1.1814 -0.9857; 1.2754 -0.9515; 1.3694 -0.9173; 1.3520 -0.8188; 1.4460 -0.7846; 1.4286 -0.6861; 1.5226 -0.6519; 1.5052 -0.5534; 1.4878 -0.4549; 1.5818 -0.4207; 1.5644 -0.3222; 1.6584 -0.2880; 1.6410 -0.1896; 1.6237 -0.0911; 1.7176 -0.0569; 1.7003 0.0416; 1.7943 0.0758; 1.7769 0.1743; 1.7595 0.2728; 1.8535 0.3070; 1.8361 0.4054; 1.9301 0.4396; 1.9127 0.5381; 1.8954 0.6366; 1.9893 0.6708; 1.9720 0.7693; 2.0659 0.8035; 2.0486 0.9020; 2.1425 0.9362; 2.1252 1.0347; 2.1078 1.1331; 2.2018 1.1673; 2.1844 1.2658; 2.2784 1.3000; 2.2610 1.3985; 2.3550 1.4327; 2.3376 1.5312; 2.3203 1.6297; 2.4142 1.6639; 2.3969 1.7623; 2.4908 1.7966; 2.4735 1.8950; 2.5674 1.9292; 2.5501 2.0277; 2.5327 2.1262; 2.6267 2.1604; 2.6093 2.2589; 2.7033 2.2931; 2.6859 2.3916; 2.6686 2.4900; 2.7625 2.5242; 2.7452 2.6227; 2.8391 2.6569; 2.8218 2.7554; 2.9157 2.7896; 2.8984 2.8881; 2.8810 2.9866; 2.9750 3.0208; 2.9576 3.1193; 3.0516 3.1535; 3.0342 3.2519; 3.1282 3.2861; 3.1108 3.3846; 3.2048 3.4188; 3.1874 3.5173; 3.1701 3.6158; 3.2640 3.6500; 3.3580 3.6842; 3.3406 3.7827; 3.3233 3.8811; 3.4172 3.9154; 3.5112 3.9496; 3.4938 4.0480; 3.4765 4.1465; 3.5704 4.1807; 3.6644 4.2149; 3.6470 4.3134; 3.6297 4.4119; 3.7237 4.4461; 3.8176 4.4803; 3.8003 4.5788; 3.8942 4.6130; 3.9882 4.6472; 3.9708 4.7456; 4.0648 4.7799; 4.0474 4.8783; 4.1414 4.9125; 4.2354 4.9467; 4.2180 5.0452; 4.2006 5.1437; 4.2946 5.1779; 4.3886 5.2121; 4.3712 5.3106; 4.4652 5.3448; 4.4478 5.4433; 4.5418 5.4775; 4.6358 5.5117; 4.6184 5.6101; 4.6010 5.7086; 4.6950 5.7428; 4.6776 5.8413; 4.7716 5.8755; 4.7542 5.9740; 4.8482 6.0082; 4.8308 6.1067; 4.9248 6.1409; 4.9074 6.2394; 5.0249 6.2821; 5.0032 6.4052; 5.1207 6.4480; 5.2381 6.4907; 5.2164 6.6138; 5.3339 6.6566; 5.4513 6.6993; 5.5138 6.8076; 5.5763 6.9158; 5.6013 6.9591; 5.6638 7.0674; 5.6888 7.1107; 5.7138 7.1540; 5.7388 7.1973; 5.7638 7.2406; 5.7888 7.2839; 5.8513 7.3921; 5.8763 7.4354; 5.9013 7.4787; 5.9263 7.5221; 5.9513 7.5654; 5.9763 7.6087; 6.0013 7.6520; 6.0263 7.6953; 6.0888 7.8035; 6.1138 7.8468; 6.1388 7.8901; 6.1638 7.9334; 6.1888 7.9767; 6.2138 8.0200; 6.2763 8.1283; 6.3013 8.1716; 6.3263 8.2149; 6.3513 8.2582; 6.3763 8.3015; 6.4013 8.3448; 6.4638 8.4530; 6.4888 8.4963; 6.5138 8.5396; 6.5388 8.5829; 6.5638 8.6262; 6.5888 8.6695; 6.6513 8.7778; 6.6763 8.8211; 6.7013 8.8644; 6.7263 8.9077; 6.7513 8.9510; 6.7763 8.9943; 6.8013 9.0376; 6.8263 9.0809; 6.8513 9.1242; 6.8763 9.1675; 6.9013 9.2108; 6.9263 9.2541; 6.9513 9.2974; 6.9763 9.3407; 7.0013 9.3840; 7.0263 9.4273; 7.0513 9.4706; 7.0763 9.5139; 7.1013 9.5572; 7.1263 9.6005; 7.1513 9.6438; 7.1763 9.6871; 7.2013 9.7304; 7.2263 9.7737; 7.2513 9.8170; 7.2763 9.8603; 7.3013 9.9036; 7.2544 9.9207; 7.2074 9.9378; 7.1604 9.9549; 7.1134 9.9720; 7.0664 9.9891; 7.0194 10.0062; 6.9725 10.0233; 6.9255 10.0404; 6.8785 10.0575; 6.7610 10.1003; 6.6436 10.1430; 6.5261 10.1858; 6.6436 10.2285; 6.7610 10.2713; 6.7827 10.3944; 6.6653 10.4371; 6.6183 10.4542; 6.7357 10.4970; 6.8532 10.5398; 6.8749 10.6629; 6.7574 10.7056; 6.7105 10.7227; 6.8279 10.7655; 6.9454 10.8082; 6.9671 10.9313; 6.8496 10.9741; 6.8026 10.9912; 6.6852 11.0339; 6.8026 11.0767; 6.9201 11.1194; 6.9418 11.2425; 6.8244 11.2853; 6.7774 11.3024; 6.8948 11.3451; 7.0123 11.3879; 7.0748 11.4961; 6.9573 11.5389; 6.9103 11.5560; 6.7929 11.5987; 6.9103 11.6415; 7.0278 11.6842; 7.0903 11.7925; 6.9728 11.8353; 6.9259 11.8524; 6.8789 11.8695; 6.9259 11.8866; 7.0433 11.9293; 7.1608 11.9721; 7.0433 12.0148; 6.9963 12.0319; 6.9494 12.0490; 7.0668 12.0918; 7.1843 12.1345; 7.0668 12.1773; 7.0198 12.1944; 7.0668 12.2115; 7.1843 12.2542; 7.3017 12.2970; 7.1843 12.3397; 7.1373 12.3568; 7.0903 12.3739; 7.1373 12.3910; 7.2548 12.4338; 7.3722 12.4765; 7.3252 12.4936; 7.2782 12.5107; 7.2313 12.5278; 7.1843 12.5449; 7.2313 12.5620; 7.3487 12.6048; 7.3957 12.6219; 7.5132 12.6647; 7.4662 12.6818; 7.4192 12.6989; 7.3722 12.7160; 7.3252 12.7331; 7.3722 12.7502; 7.4897 12.7929; 7.6071 12.8357; 7.5602 12.8528; 7.5132 12.8699; 7.4662 12.8870; 7.5132 12.9041; 7.6306 12.9468; 7.7481 12.9896; 7.7011 13.0067; 7.6541 13.0238; 7.6071 13.0409; 7.5602 13.0580; 7.6071 13.0751; 7.7246 13.1178
