1, -3.0000 -5.0000; -3.0174 -4.9015; -3.0347 -4.8030; -3.0521 -4.7046; -3.0695 -4.6061; -3.0868 -4.5076; -3.1042 -4.4091; -3.1216 -4.3106; -3.1389 -4.2122; -3.1563 -4.1137; -3.1736 -4.0152; -3.1910 -3.9167; -3.2084 -3.8182; -3.2257 -3.7197; -3.2431 -3.6213; -3.2605 -3.5228; -3.2778 -3.4243; -3.2995 -3.3012; -3.3212 -3.1781; -3.3430 -3.0550; -3.3647 -2.9319; -3.3864 -2.8088; -3.4081 -2.6857; -3.4298 -2.5626; -3.4515 -2.4395; -3.4732 -2.3164; -3.4949 -2.1933; -3.5166 -2.0702; -3.5383 -1.9471; -3.5600 -1.8240; -3.5817 -1.7009; -3.6034 -1.5778; -3.6251 -1.4547; -3.6468 -1.3316; -3.6685 -1.2085; -3.6903 -1.0854; -3.7120 -0.9623; -3.7337 -0.8392; -3.7554 -0.7161; -3.7771 -0.5930; -3.7988 -0.4699; -3.8205 -0.3468; -3.8422 -0.2237; -3.8639 -0.1006; -3.8856 0.0225; -3.9073 0.1456; -3.9290 0.2687; -3.9507 0.3918; -3.9724 0.5149; -3.9941 0.6380; -4.0158 0.7611; -4.0375 0.8842; -4.0593 1.0073; -4.0810 1.1304; -4.1027 1.2535; -4.1244 1.3766; -4.1461 1.4997; -4.1678 1.6228; -4.1895 1.7459; -4.2112 1.8690; -4.2329 1.9921; -4.2546 2.1152; -4.2763 2.2383; -4.2980 2.3614; -4.3197 2.4845; -4.3414 2.6076; -4.3631 2.7307; -4.3848 2.8538; -4.4066 2.9769; -4.4283 3.1000; -4.4500 3.2231; -4.4717 3.3462; -4.4934 3.4693; -4.5151 3.5924; -4.5368 3.7155; -4.5585 3.8386; -4.5802 3.9618; -4.6019 4.0849; -4.6236 4.2080; -4.6453 4.3311; -4.6670 4.4542; -4.6887 4.5773; -4.7104 4.7004; -4.7321 4.8235; -4.7538 4.9466; -4.7756 5.0697; -4.7973 5.1928; -4.8190 5.3159; -4.8407 5.4390; -4.8624 5.5621; -4.8841 5.6852; -4.9058 5.8083; -4.9275 5.9314; -4.9492 6.0545; -4.9709 6.1776; -4.9926 6.3007; -5.0143 6.4238; -5.0360 6.5469; -5.0577 6.6700; -5.0794 6.7931; -5.1011 6.9162; -5.1228 7.0393; -5.1446 7.1624; -5.1663 7.2855; -5.1880 7.4086; -5.2097 7.5317; -5.2314 7.6548; -5.2531 7.7779; -5.1573 7.8582; -5.1790 7.9813; -5.0833 8.0617; -5.1050 8.1848; -5.0092 8.2651; -5.0309 8.3882; -4.9352 8.4686; -4.9569 8.5917; -4.9786 8.7148; -4.8828 8.7951; -4.9045 8.9182; -4.9262 9.0413; -4.8305 9.1217; -4.8522 9.2448; -4.7564 9.3251; -4.7782 9.4482; -4.6824 9.5286; -4.7041 9.6517; -4.7258 9.7748; -4.6301 9.8551; -4.6518 9.9782; -4.5560 10.0586; -4.5777 10.1817; -4.5994 10.3048; -4.5037 10.3851; -4.5254 10.5082; -4.4296 10.5886; -4.4513 10.7117; -4.4730 10.8348; -4.3773 10.9151; -4.3990 11.0382; -4.3032 11.1186; -4.3249 11.2417; -4.3466 11.3648; -4.2509 11.4451; -4.2726 11.5682; -4.1768 11.6486; -4.1985 11.7717; -4.2202 11.8948; -4.1245 11.9751; -4.1462 12.0982; -4.0504 12.1786; -4.0721 12.3017; -3.9764 12.3820; -3.9981 12.5051; -4.0198 12.6282; -3.9240 12.7086; -3.9457 12.8317; -3.8500 12.9120; -3.8717 13.0351; -3.7759 13.1155; -3.7976 13.2386; -3.8193 13.3617; -3.7236 13.4420; -3.6278 13.5224; -3.6495 13.6455; -3.6713 13.7686; -3.5755 13.8489; -3.5972 13.9720; -3.5014 14.0524; -3.5232 14.1755; -3.4274 14.2558; -3.4491 14.3789; -3.3533 14.4593; -3.3751 14.5824; -3.2793 14.6627; -3.3010 14.7858; -3.2052 14.8662; -3.1095 14.9465; -3.1312 15.0696; -3.0354 15.1500; -3.0571 15.2731; -2.9614 15.3534; -2.9831 15.4765; -3.0048 15.5996; -2.9090 15.6800; -2.9308 15.8031; -2.8350 15.8834; -2.8567 16.0065; -2.7610 16.0869; -2.7827 16.2100; -2.6869 16.2903; -2.7086 16.4134; -2.6129 16.4938; -2.6346 16.6169; -2.5388 16.6972; -2.5605 16.8203; -2.4648 16.9007; -2.4865 17.0238; -2.3907 17.1041; -2.2949 17.1845; -2.3167 17.3076; -2.2209 17.3879; -2.2426 17.5110; -2.1468 17.5914; -2.1686 17.7145; -2.0728 17.7948; -2.0945 17.9179; -1.9987 17.9983; -2.0205 18.1214; -1.9247 18.2017; -1.9464 18.3248; -1.8506 18.4052; -1.8724 18.5283; -1.7766 18.6086; -1.7983 18.7317; -1.7026 18.8121; -1.7243 18.9352; -1.6285 19.0155; -1.6502 19.1386; -1.6719 19.2617; -1.5762 19.3421; -1.5979 19.4652; -1.5021 19.5455; -1.5238 19.6686; -1.4281 19.7490; -1.3323 19.8293; -1.3540 19.9524; -1.2583 20.0328; -1.2800 20.1559; -1.1842 20.2362; -1.2059 20.3593; -1.1102 20.4397; -1.0144 20.5200; -1.0361 20.6431; -0.9403 20.7235; -0.9621 20.8466; -0.8663 20.9269; -0.8880 21.0500; -0.7923 21.1304; -0.8140 21.2535; -0.7182 21.3338; -0.7399 21.4569; -0.6442 21.5372; -0.5484 21.6176; -0.5701 21.7407; -0.5918 21.8638; -0.4961 21.9441; -0.5178 22.0672; -0.4220 22.1476; -0.4437 22.2707; -0.4654 22.3938; -0.3697 22.4741; -0.3914 22.5972; -0.2956 22.6776; -0.3173 22.8007; -0.3390 22.9238; -0.2433 23.0041; -0.2650 23.1272; -0.1692 23.2076; -0.1909 23.3307; -0.2126 23.4538; -0.1169 23.5341; -0.1386 23.6572; -0.0428 23.7376; -0.0645 23.8607; -0.0862 23.9838; 0.0095 24.0641; -0.0078 24.1626; 0.0688 24.2269; 0.0514 24.3254; 0.1280 24.3897; 0.1106 24.4881; 0.1872 24.5524; 0.1699 24.6509; 0.2465 24.7152; 0.2291 24.8137; 0.3057 24.8779; 0.2884 24.9764; 0.3650 25.0407; 0.3476 25.1392; 0.4242 25.2035; 0.5008 25.2677; 0.4834 25.3662; 0.5600 25.4305; 0.6366 25.4948; 0.6193 25.5933; 0.6959 25.6575; 0.7725 25.7218; 0.7551 25.8203; 0.6785 25.8846; 0.7551 25.9489; 0.8317 26.0131; 0.7551 26.0774; 0.8317 26.1417; 0.7551 26.2060; 0.8317 26.2703; 0.9083 26.3345; 0.8317 26.3988; 0.7551 26.4631; 0.8317 26.5274; 0.7551 26.5916; 0.8317 26.6559; 0.7551 26.7202; 0.8317 26.7845; 0.7551 26.8488; 0.8317 26.9130; 0.7551 26.9773; 0.8317 27.0416; 0.7551 27.1059; 0.8317 27.1702; 0.7551 27.2344; 0.6785 27.2987; 0.7551 27.3630; 0.6785 27.4273; 0.6019 27.4915; 0.5253 27.5558; 0.6019 27.6201; 0.5253 27.6844; 0.6019 27.7487; 0.5253 27.8129; 0.4487 27.8772; 0.5253 27.9415; 0.4487 28.0058; 0.5253 28.0701; 0.4487 28.1343; 0.3721 28.1986; 0.4487 28.2629; 0.3721 28.3272; 0.4487 28.3915; 0.3721 28.4557; 0.2955 28.5200; 0.3721 28.5843; 0.2955 28.6486; 0.3721 28.7128; 0.2955 28.7771; 0.3721 28.8414; 0.2955 28.9057; 0.2189 28.9700; 0.2955 29.0342; 0.2189 29.0985; 0.1423 29.1628; 0.2189 29.2271; 0.1423 29.2914; 0.2189 29.3556; 0.1423 29.4199; 0.0657 29.4842; 0.1423 29.5485; 0.0657 29.6127; 0.1423 29.6770; 0.0657 29.7413; -0.0109 29.8056
2, -3.0000 -5.0000; -3.0174 -4.9015; -3.0347 -4.8030; -3.0521 -4.7046; -3.0695 -4.6061; -3.0868 -4.5076; -3.1042 -4.4091; -3.1216 -4.3106; -3.1389 -4.2122; -3.1563 -4.1137; -3.1736 -4.0152; -3.1910 -3.9167; -3.2084 -3.8182; -3.2257 -3.7197; -3.2431 -3.6213; -3.2648 -3.4982; -3.2865 -3.3751; -3.3082 -3.2520; -3.3299 -3.1289; -3.3516 -3.0058; -3.3733 -2.8827; -3.3950 -2.7596; -3.4168 -2.6365; -3.4385 -2.5134; -3.4602 -2.3903; -3.4819 -2.2672; -3.5036 -2.1441; -3.5253 -2.0210; -3.5470 -1.8979; -3.5687 -1.7748; -3.5904 -1.6517; -3.6121 -1.5286; -3.6338 -1.4055; -3.6555 -1.2824; -3.6772 -1.1592; -3.6989 -1.0361; -3.7206 -0.9130; -3.7423 -0.7899; -3.7641 -0.6668; -3.7858 -0.5437; -3.8075 -0.4206; -3.8292 -0.2975; -3.8509 -0.1744; -3.8726 -0.0513; -3.8943 0.0718; -3.9160 0.1949; -3.9377 0.3180; -3.9594 0.4411; -3.9811 0.5642; -4.0028 0.6873; -4.0245 0.8104; -4.0462 0.9335; -4.0679 1.0566; -4.0896 1.1797; -4.1113 1.3028; -4.1331 1.4259; -4.1548 1.5490; -4.1765 1.6721; -4.1982 1.7952; -4.2199 1.9183; -4.2416 2.0414; -4.2633 2.1645; -4.2850 2.2876; -4.3067 2.4107; -4.3284 2.5338; -4.3501 2.6569; -4.3718 2.7800; -4.3935 2.9031; -4.4152 3.0262; -4.4369 3.1493; -4.4586 3.2724; -4.4804 3.3955; -4.5021 3.5186; -4.5238 3.6417; -4.5455 3.7648; -4.5672 3.8879; -4.5889 4.0110; -4.6106 4.1341; -4.6323 4.2572; -4.6540 4.3803; -4.6757 4.5034; -4.6974 4.6265; -4.7191 4.7496; -4.7408 4.8727; -4.7625 4.9958; -4.7842 5.1189; -4.8059 5.2420; -4.8276 5.3651; -4.8494 5.4882; -4.8711 5.6113; -4.8928 5.7344; -4.9145 5.8575; -4.9362 5.9806; -4.9579 6.1037; -4.9796 6.2268; -5.0013 6.3499; -5.0230 6.4730; -5.0447 6.5961; -5.0664 6.7192; -5.0881 6.8423; -5.1098 6.9654; -5.1315 7.0885; -5.1532 7.2116; -5.1749 7.3347; -5.1966 7.4578; -5.2184 7.5809; -5.1226 7.6613; -5.1443 7.7844; -5.1660 7.9075; -5.0703 7.9878; -5.0920 8.1109; -4.9962 8.1913; -5.0179 8.3144; -5.0396 8.4375; -4.9439 8.5178; -4.9656 8.6409; -4.8698 8.7213; -4.8915 8.8444; -4.9132 8.9675; -4.8175 9.0478; -4.8392 9.1709; -4.7434 9.2513; -4.7651 9.3744; -4.6694 9.4547; -4.6911 9.5778; -4.7128 9.7009; -4.6170 9.7813; -4.6387 9.9044; -4.5430 9.9847; -4.5647 10.1078; -4.5864 10.2309; -4.4906 10.3113; -4.5123 10.4344; -4.4166 10.5147; -4.4383 10.6378; -4.3425 10.7182; -4.3642 10.8413; -4.3859 10.9644; -4.2902 11.0447; -4.3119 11.1678; -4.2161 11.2482; -4.2378 11.3713; -4.1421 11.4516; -4.1638 11.5747; -4.1855 11.6978; -4.0897 11.7782; -4.1115 11.9013; -4.0157 11.9816; -4.0374 12.1047; -4.0591 12.2278; -3.9634 12.3082; -3.9851 12.4313; -3.8893 12.5116; -3.9110 12.6347; -3.8153 12.7151; -3.8370 12.8382; -3.7412 12.9185; -3.7629 13.0416; -3.6672 13.1220; -3.6889 13.2451; -3.5931 13.3254; -3.6148 13.4485; -3.5191 13.5289; -3.5408 13.6520; -3.4450 13.7323; -3.4667 13.8554; -3.3710 13.9358; -3.3927 14.0589; -3.2969 14.1392; -3.3186 14.2623; -3.2229 14.3427; -3.2446 14.4658; -3.1488 14.5461; -3.1705 14.6692; -3.0748 14.7496; -3.0965 14.8727; -3.0007 14.9530; -3.0224 15.0761; -2.9267 15.1565; -2.9484 15.2796; -2.8526 15.3599; -2.8743 15.4830; -2.7786 15.5634; -2.8003 15.6865; -2.7045 15.7668; -2.6088 15.8472; -2.6305 15.9703; -2.5347 16.0506; -2.5564 16.1737; -2.4607 16.2541; -2.4824 16.3772; -2.3866 16.4575; -2.4083 16.5806; -2.3126 16.6610; -2.3343 16.7841; -2.2385 16.8644; -2.2602 16.9875; -2.1645 17.0679; -2.0687 17.1482; -2.0904 17.2713; -1.9947 17.3516; -2.0164 17.4747; -1.9206 17.5551; -1.9423 17.6782; -1.8466 17.7585; -1.8683 17.8816; -1.7725 17.9620; -1.7942 18.0851; -1.6985 18.1654; -1.6027 18.2458; -1.6244 18.3689; -1.5287 18.4492; -1.4329 18.5296; -1.4546 18.6527; -1.3588 18.7330; -1.3806 18.8561; -1.2848 18.9365; -1.3065 19.0596; -1.2107 19.1399; -1.1150 19.2203; -1.1367 19.3434; -1.0409 19.4237; -1.0627 19.5468; -0.9669 19.6272; -0.9886 19.7503; -0.8928 19.8306; -0.9146 19.9537; -0.8188 20.0341; -0.7230 20.1144; -0.7447 20.2375; -0.6490 20.3179; -0.6707 20.4410; -0.5749 20.5213; -0.5966 20.6444; -0.5009 20.7248; -0.4051 20.8051; -0.4268 20.9282; -0.3311 21.0086; -0.3528 21.1317; -0.2570 21.2120; -0.2787 21.3351; -0.1830 21.4155; -0.2004 21.5140; -0.1237 21.5782; -0.1411 21.6767; -0.0645 21.7410; 0.0121 21.8053; -0.0053 21.9038; 0.0713 21.9680; 0.1479 22.0323; 0.1306 22.1308; 0.2072 22.1951; 0.1306 22.2594; 0.2072 22.3236; 0.1306 22.3879; 0.0306 22.3879; 0.1072 22.4522; 0.0072 22.4522; 0.0838 22.5165; -0.0162 22.5165; 0.0604 22.5807; -0.0396 22.5807; 0.0604 22.5807; -0.0396 22.5807; 0.0370 22.6450; -0.0130 22.6450; -0.0630 22.6450; 0.0310 22.6108; 0.1076 22.6751; 0.0076 22.6751; 0.1076 22.6751; 0.1842 22.7394; 0.1342 22.7394; 0.0842 22.7394; 0.0342 22.7394; 0.1108 22.8037; 0.0608 22.8037; 0.0108 22.8037; 0.1047 22.7695; 0.1813 22.8337; 0.0813 22.8337; -0.0187 22.8337; 0.0753 22.7995; 0.1519 22.8638; 0.0519 22.8638; 0.1459 22.8296; 0.2225 22.8939; 0.1225 22.8939; 0.1991 22.9582; 0.1491 22.9582; 0.0991 22.9582; 0.1491 22.9582; 0.2491 22.9582; 0.1491 22.9582; 0.2491 22.9582; 0.1491 22.9582; 0.2257 23.0224; 0.1757 23.0224; 0.1257 23.0224; 0.2197 22.9882; 0.2963 23.0525; 0.1963 23.0525; 0.1463 23.0525; 0.2229 23.1168; 0.1729 23.1168; 0.1229 23.1168; 0.1699 23.0997; 0.2199 23.0997; 0.2965 23.1640; 0.2465 23.1640; 0.1965 23.1640; 0.2435 23.1469; 0.1935 23.1469; 0.2701 23.2112; 0.1701 23.2112; 0.2170 23.1941; 0.2670 23.1941; 0.3437 23.2583; 0.2937 23.2583; 0.2437 23.2583; 0.2906 23.2412; 0.2406 23.2412; 0.3346 23.2070; 0.4112 23.2713; 0.3112 23.2713; 0.4112 23.2713; 0.3112 23.2713; 0.4052 23.2371; 0.4818 23.3014; 0.3818 23.3014; 0.3318 23.3014; 0.4258 23.2672; 0.3258 23.2672; 0.4024 23.3315; 0.5024 23.3315; 0.4024 23.3315; 0.4963 23.2973; 0.5729 23.3615; 0.4729 23.3615; 0.5495 23.4258; 0.4995 23.4258; 0.4495 23.4258; 0.4965 23.4087; 0.4465 23.4087; 0.5405 23.3745; 0.6171 23.4388; 0.5171 23.4388; 0.4671 23.4388; 0.5611 23.4046; 0.4611 23.4046
3, -3.0000 -5.0000; -3.0174 -4.9015; -3.0347 -4.8030; -3.0521 -4.7046; -3.0695 -4.6061; -3.0868 -4.5076; -3.1042 -4.4091; -3.1216 -4.3106; -3.1389 -4.2122; -3.1563 -4.1137; -3.1780 -3.9906; -3.1997 -3.8675; -3.2214 -3.7444; -3.2431 -3.6213; -3.2648 -3.4982; -3.2865 -3.3751; -3.3082 -3.2520; -3.3299 -3.1289; -3.3516 -3.0058; -3.3733 -2.8827; -3.3950 -2.7596; -3.4168 -2.6365; -3.4385 -2.5134; -3.4602 -2.3903; -3.4819 -2.2672; -3.5036 -2.1441; -3.5253 -2.0210; -3.5470 -1.8979; -3.5687 -1.7748; -3.5904 -1.6517; -3.6121 -1.5286; -3.6338 -1.4055; -3.6555 -1.2824; -3.6772 -1.1592; -3.6989 -1.0361; -3.7206 -0.9130; -3.7423 -0.7899; -3.7641 -0.6668; -3.7858 -0.5437; -3.8075 -0.4206; -3.8292 -0.2975; -3.8509 -0.1744; -3.8726 -0.0513; -3.8943 0.0718; -3.9160 0.1949; -3.9377 0.3180; -3.9594 0.4411; -3.9811 0.5642; -4.0028 0.6873; -4.0245 0.8104; -4.0462 0.9335; -4.0679 1.0566; -4.0896 1.1797; -4.1113 1.3028; -4.1331 1.4259; -4.1548 1.5490; -4.1765 1.6721; -4.1982 1.7952; -4.2199 1.9183; -4.2416 2.0414; -4.2633 2.1645; -4.2850 2.2876; -4.3067 2.4107; -4.3284 2.5338; -4.3501 2.6569; -4.3718 2.7800; -4.3935 2.9031; -4.4152 3.0262; -4.4369 3.1493; -4.4586 3.2724; -4.4804 3.3955; -4.5021 3.5186; -4.5238 3.6417; -4.5455 3.7648; -4.5672 3.8879; -4.5889 4.0110; -4.6106 4.1341; -4.6323 4.2572; -4.6540 4.3803; -4.6757 4.5034; -4.6974 4.6265; -4.7191 4.7496; -4.7408 4.8727; -4.7625 4.9958; -4.7842 5.1189; -4.8059 5.2420; -4.8276 5.3651; -4.8494 5.4882; -4.8711 5.6113; -4.8928 5.7344; -4.9145 5.8575; -4.9362 5.9806; -4.9579 6.1037; -4.9796 6.2268; -5.0013 6.3499; -5.0230 6.4730; -5.0447 6.5961; -5.0664 6.7192; -5.0881 6.8423; -5.1098 6.9654; -5.1315 7.0885; -5.1532 7.2116; -5.1749 7.3347; -5.1966 7.4578; -5.1009 7.5382; -5.1226 7.6613; -5.0268 7.7416; -5.0486 7.8647; -4.9528 7.9451; -4.9745 8.0682; -4.9962 8.1913; -4.9005 8.2716; -4.9222 8.3947; -4.8264 8.4751; -4.8481 8.5982; -4.8698 8.7213; -4.7741 8.8016; -4.7958 8.9247; -4.7000 9.0051; -4.7217 9.1282; -4.7434 9.2513; -4.6477 9.3316; -4.6694 9.4547; -4.5736 9.5351; -4.5953 9.6582; -4.4996 9.7385; -4.5213 9.8616; -4.5430 9.9847; -4.4472 10.0651; -4.4689 10.1882; -4.3732 10.2685; -4.3949 10.3916; -4.4166 10.5147; -4.3208 10.5951; -4.3425 10.7182; -4.2468 10.7985; -4.2685 10.9216; -4.2902 11.0447; -4.1944 11.1251; -4.2161 11.2482; -4.1204 11.3285; -4.1421 11.4516; -4.1638 11.5747; -4.0680 11.6551; -4.0897 11.7782; -3.9940 11.8585; -4.0157 11.9816; -3.9199 12.0620; -3.9417 12.1851; -3.9634 12.3082; -3.8676 12.3885; -3.8893 12.5116; -3.7936 12.5920; -3.8153 12.7151; -3.7195 12.7954; -3.7412 12.9185; -3.6455 12.9989; -3.6672 13.1220; -3.5714 13.2023; -3.5931 13.3254; -3.4974 13.4058; -3.5191 13.5289; -3.4233 13.6092; -3.4450 13.7323; -3.3493 13.8127; -3.3710 13.9358; -3.2752 14.0161; -3.2969 14.1392; -3.2012 14.2196; -3.2229 14.3427; -3.1271 14.4230; -3.1488 14.5461; -3.0531 14.6265; -3.0748 14.7496; -2.9790 14.8299; -3.0007 14.9530; -2.9050 15.0334; -2.9267 15.1565; -2.8309 15.2368; -2.8526 15.3599; -2.7569 15.4403; -2.7786 15.5634; -2.6828 15.6437; -2.7045 15.7668; -2.6088 15.8472; -2.6305 15.9703; -2.5347 16.0506; -2.5564 16.1737; -2.4607 16.2541; -2.4824 16.3772; -2.3866 16.4575; -2.2909 16.5378; -2.3126 16.6610; -2.2168 16.7413; -2.2385 16.8644; -2.1428 16.9447; -2.1645 17.0679; -2.1862 17.1910; -2.0904 17.2713; -2.1121 17.3944; -2.0164 17.4747; -2.0381 17.5978; -1.9423 17.6782; -1.9640 17.8013; -1.8683 17.8816; -1.8900 18.0047; -1.7942 18.0851; -1.8159 18.2082; -1.7202 18.2885; -1.7419 18.4116; -1.6461 18.4920; -1.6678 18.6151; -1.5721 18.6954; -1.5938 18.8185; -1.4980 18.8989; -1.5197 19.0220; -1.4240 19.1023; -1.4457 19.2254; -1.3499 19.3058; -1.3716 19.4289; -1.2759 19.5092; -1.2976 19.6323; -1.2018 19.7127; -1.2235 19.8358; -1.1278 19.9161; -1.1495 20.0392; -1.0537 20.1196; -0.9580 20.1999; -0.9797 20.3230; -0.8839 20.4034; -0.9056 20.5265; -0.8099 20.6068; -0.8316 20.7299; -0.7358 20.8103; -0.7575 20.9334; -0.6618 21.0137; -0.6835 21.1368; -0.5877 21.2172; -0.6094 21.3403; -0.5137 21.4206; -0.5354 21.5437; -0.4396 21.6241; -0.4613 21.7472; -0.3656 21.8275; -0.3873 21.9506; -0.2915 22.0310; -0.3132 22.1541; -0.2175 22.2344; -0.2392 22.3575; -0.2609 22.4806; -0.1651 22.5610; -0.1868 22.6841; -0.0911 22.7644; -0.1128 22.8875; -0.1345 23.0106; -0.0387 23.0910; -0.0604 23.2141; 0.0353 23.2944; 0.0136 23.4175; 0.1094 23.4979; 0.0877 23.6210; 0.0660 23.7441; 0.1617 23.8244; 0.1400 23.9475; 0.2358 24.0279; 0.2141 24.1510; 0.3098 24.2313; 0.4056 24.3117; 0.3882 24.4102; 0.4648 24.4744; 0.4474 24.5729; 0.5240 24.6372; 0.6006 24.7015; 0.5833 24.8000; 0.6599 24.8642; 0.6425 24.9627; 0.7191 25.0270; 0.7018 25.1255; 0.7784 25.1898; 0.7610 25.2882; 0.8376 25.3525; 0.8202 25.4510; 0.8968 25.5153; 0.9735 25.5796; 0.9561 25.6780; 1.0327 25.7423; 1.0153 25.8408; 1.0919 25.9051; 1.0746 26.0036; 1.1512 26.0678; 1.1338 26.1663; 1.2104 26.2306; 1.1338 26.2949; 1.2104 26.3591; 1.2870 26.4234; 1.2104 26.4877; 1.2870 26.5520; 1.2104 26.6163; 1.2870 26.6805; 1.2104 26.7448; 1.2870 26.8091; 1.3636 26.8734; 1.2870 26.9377; 1.3636 27.0019; 1.2870 27.0662; 1.3636 27.1305; 1.2870 27.1948; 1.3636 27.2591; 1.2870 27.3233; 1.3636 27.3876; 1.2870 27.4519; 1.3636 27.5162; 1.2870 27.5804; 1.3636 27.6447; 1.2870 27.7090; 1.3636 27.7733; 1.2870 27.8376; 1.3636 27.9018; 1.2870 27.9661; 1.2104 28.0304; 1.2870 28.0947; 1.2104 28.1590; 1.2870 28.2232; 1.2104 28.2875; 1.2870 28.3518; 1.2104 28.4161; 1.1338 28.4804; 1.2104 28.5446; 1.1338 28.6089; 1.2104 28.6732; 1.1338 28.7375; 1.0572 28.8017; 1.1338 28.8660; 1.0572 28.9303; 1.1338 28.9946; 1.0572 29.0589; 1.1338 29.1231; 1.0572 29.1874; 1.1338 29.2517; 1.0572 29.3160; 1.1338 29.3803; 1.0572 29.4445; 0.9806 29.5088; 1.0572 29.5731; 0.9806 29.6374; 1.0572 29.7016; 0.9806 29.7659; 0.9040 29.8302; 0.9806 29.8945; 0.9040 29.9588
