1, -1.3820 -3.8244; -1.3993 -3.7259; -1.4167 -3.6275; -1.4341 -3.5290; -1.4514 -3.4305; -1.4688 -3.3320; -1.4862 -3.2335; -1.5035 -3.1351; -1.5209 -3.0366; -1.5382 -2.9381; -1.5556 -2.8396; -1.5730 -2.7411; -1.5903 -2.6427; -1.6077 -2.5442; -1.6251 -2.4457; -1.6424 -2.3472; -1.6598 -2.2487; -1.6772 -2.1503; -1.6945 -2.0518; -1.7119 -1.9533; -1.7293 -1.8548; -1.7466 -1.7563; -1.7640 -1.6579; -1.7814 -1.5594; -1.7987 -1.4609; -1.8161 -1.3624; -1.8335 -1.2639; -1.8508 -1.1654; -1.8682 -1.0670; -1.8855 -0.9685; -1.9029 -0.8700; -1.9203 -0.7715; -1.9376 -0.6730; -1.9550 -0.5746; -1.9724 -0.4761; -1.9897 -0.3776; -2.0071 -0.2791; -2.0245 -0.1806; -2.0418 -0.0822; -2.0592 0.0163; -2.0766 0.1148; -2.0939 0.2133; -2.1113 0.3118; -2.1287 0.4102; -2.1460 0.5087; -2.1634 0.6072; -2.1807 0.7057; -2.1981 0.8042; -2.2155 0.9026; -2.2328 1.0011; -2.2502 1.0996; -2.2676 1.1981; -2.2849 1.2966; -2.3023 1.3951; -2.3197 1.4935; -2.3370 1.5920; -2.3544 1.6905; -2.3718 1.7890; -2.3891 1.8875; -2.4065 1.9859; -2.4239 2.0844; -2.4412 2.1829; -2.4586 2.2814; -2.4759 2.3799; -2.4933 2.4783; -2.5107 2.5768; -2.5280 2.6753; -2.5454 2.7738; -2.5628 2.8723; -2.5801 2.9707; -2.5975 3.0692; -2.6149 3.1677; -2.6322 3.2662; -2.6496 3.3647; -2.6670 3.4631; -2.6843 3.5616; -2.7017 3.6601; -2.7191 3.7586; -2.7364 3.8571; -2.7538 3.9556; -2.7712 4.0540; -2.7885 4.1525; -2.8059 4.2510; -2.8232 4.3495; -2.8406 4.4480; -2.8580 4.5464; -2.8753 4.6449; -2.8927 4.7434; -2.9101 4.8419; -2.9274 4.9404; -2.9448 5.0388; -2.9622 5.1373; -2.9795 5.2358; -2.9969 5.3343; -3.0143 5.4328; -3.0316 5.5312; -3.0490 5.6297; -3.0664 5.7282; -3.0837 5.8267; -3.1011 5.9252; -3.1184 6.0236; -3.1358 6.1221; -3.1532 6.2206; -3.1705 6.3191; -3.1879 6.4176; -3.2053 6.5161; -3.2226 6.6145; -3.2400 6.7130; -3.2574 6.8115; -3.2747 6.9100; -3.2921 7.0085; -3.3095 7.1069; -3.3268 7.2054; -3.3442 7.3039; -3.3616 7.4024; -3.3789 7.5009; -3.3963 7.5993; -3.4136 7.6978; -3.4310 7.7963; -3.4484 7.8948; -3.4657 7.9933; -3.4831 8.0917; -3.5005 8.1902; -3.5178 8.2887; -3.5352 8.3872; -3.5526 8.4857; -3.5699 8.5841; -3.5873 8.6826; -3.6047 8.7811; -3.6220 8.8796; -3.6394 8.9781; -3.6568 9.0766; -3.6741 9.1750; -3.6915 9.2735; -3.7089 9.3720; -3.7262 9.4705; -3.7436 9.5690; -3.7609 9.6674; -3.7783 9.7659; -3.7957 9.8644; -3.8130 9.9629; -3.8304 10.0614; -3.8478 10.1598; -3.8651 10.2583; -3.8825 10.3568; -3.8999 10.4553; -3.9172 10.5538; -3.9346 10.6522; -3.9520 10.7507; -3.9693 10.8492; -3.9867 10.9477; -4.0041 11.0462; -4.0214 11.1446; -4.0388 11.2431; -4.0561 11.3416; -4.0735 11.4401; -4.0909 11.5386; -4.1082 11.6371; -4.1256 11.7355; -4.1430 11.8340; -4.1603 11.9325; -4.1777 12.0310; -4.1951 12.1295; -4.2124 12.2279; -4.2298 12.3264; -4.2472 12.4249; -4.2645 12.5234; -4.2819 12.6219; -4.2993 12.7203; -4.3166 12.8188; -4.3340 12.9173; -4.3513 13.0158; -4.3687 13.1143; -4.3861 13.2127; -4.4034 13.3112; -4.4208 13.4097; -4.4382 13.5082; -4.4555 13.6067; -4.4729 13.7051; -4.4903 13.8036; -4.5076 13.9021; -4.5250 14.0006; -4.5424 14.0991; -4.5597 14.1976; -4.5771 14.2960; -4.5945 14.3945; -4.6118 14.4930; -4.6292 14.5915; -4.6466 14.6900; -4.6639 14.7884; -4.6813 14.8869; -4.6986 14.9854; -4.7160 15.0839; -4.7334 15.1824; -4.7507 15.2808; -4.7681 15.3793; -4.7855 15.4778; -4.8028 15.5763; -4.8202 15.6748; -4.8376 15.7732; -4.8549 15.8717; -4.8723 15.9702; -4.8897 16.0687; -4.9070 16.1672; -4.9287 16.2903; -4.9504 16.4134; -4.9721 16.5365; -4.9938 16.6596; -5.0156 16.7827; -5.0373 16.9058; -5.0590 17.0289; -5.0807 17.1520; -5.1024 17.2751; -5.1241 17.3982; -5.1458 17.5213; -5.1675 17.6444; -5.1892 17.7675; -5.2109 17.8906; -5.2326 18.0137; -5.2543 18.1368; -5.2760 18.2599; -5.1803 18.3402; -5.2020 18.4633; -5.1062 18.5437; -5.0105 18.6240; -5.0322 18.7471; -4.9364 18.8275; -4.9581 18.9506; -4.8624 19.0309; -4.8841 19.1540; -4.7883 19.2344; -4.6926 19.3147; -4.7143 19.4378; -4.6185 19.5182; -4.6402 19.6413; -4.5445 19.7216; -4.5662 19.8447; -4.4704 19.9251; -4.4921 20.0482; -4.3964 20.1285; -4.4181 20.2516; -4.3223 20.3320; -4.2266 20.4123; -4.2483 20.5354; -4.2700 20.6585; -4.1742 20.7389; -4.1959 20.8620; -4.1002 20.9423; -4.1175 21.0408; -4.1349 21.1393; -4.0583 21.2036; -4.0757 21.3020; -3.9991 21.3663; -4.0164 21.4648; -4.0338 21.5633; -3.9572 21.6276; -3.9745 21.7260; -3.8979 21.7903; -3.9153 21.8888; -3.8387 21.9531; -3.8561 22.0516; -3.8734 22.1500; -3.7968 22.2143; -3.8142 22.3128; -3.7376 22.3771; -3.7549 22.4756; -3.6783 22.5398; -3.6957 22.6383; -3.6191 22.7026; -3.6365 22.8011; -3.5599 22.8654; -3.6365 22.9296; -3.5599 22.9939; -3.4833 23.0582; -3.5599 23.1225; -3.4833 23.1868; -3.4067 23.2510; -3.4833 23.3153; -3.4067 23.3796; -3.4833 23.4439; -3.4067 23.5081; -3.4833 23.5724; -3.4067 23.6367; -3.3301 23.7010; -3.2534 23.7653; -3.3301 23.8295; -3.2534 23.8938; -3.3301 23.9581; -3.2534 24.0224; -3.1768 24.0867; -3.2534 24.1509; -3.1768 24.2152; -3.2534 24.2795; -3.1768 24.3438; -3.1002 24.4081; -3.1768 24.4723; -3.1002 24.5366; -3.1768 24.6009; -3.2768 24.6009; -3.2002 24.6652; -3.1236 24.7294; -3.2002 24.7937; -3.1236 24.8580; -3.2002 24.9223; -3.1236 24.9866; -3.2002 25.0508; -3.1236 25.1151; -3.2002 25.1794; -3.1236 25.2437; -3.2002 25.3080; -3.2768 25.3722; -3.2002 25.4365; -3.2768 25.5008; -3.3534 25.5651; -3.2768 25.6293; -3.3534 25.6936; -3.4301 25.7579; -3.3534 25.8222; -3.4301 25.8865; -3.5067 25.9507; -3.4301 26.0150; -3.5067 26.0793; -3.4301 26.1436; -3.5067 26.2079; -3.4301 26.2721; -3.5067 26.3364; -3.4301 26.4007; -3.5067 26.4650; -3.5833 26.5292; -3.5067 26.5935; -3.5833 26.6578; -3.6599 26.7221; -3.5833 26.7864; -3.6599 26.8506; -3.5833 26.9149; -3.6599 26.9792; -3.7599 26.9792; -3.6833 27.0435; -3.7599 27.1078; -3.6833 27.1720; -3.7599 27.2363; -3.6833 27.3006; -3.7599 27.3649; -3.6833 27.4292; -3.7599 27.4934; -3.8365 27.5577; -3.7599 27.6220; -3.8365 27.6863; -3.7365 27.6863; -3.8131 27.7505
2, -1.3820 -3.8244; -1.3993 -3.7259; -1.4167 -3.6275; -1.4341 -3.5290; -1.4514 -3.4305; -1.4688 -3.3320; -1.4862 -3.2335; -1.5035 -3.1351; -1.5209 -3.0366; -1.5382 -2.9381; -1.5556 -2.8396; -1.5730 -2.7411; -1.5903 -2.6427; -1.6077 -2.5442; -1.6251 -2.4457; -1.6424 -2.3472; -1.6598 -2.2487; -1.6772 -2.1503; -1.6945 -2.0518; -1.7119 -1.9533; -1.7293 -1.8548; -1.7466 -1.7563; -1.7640 -1.6579; -1.7814 -1.5594; -1.7987 -1.4609; -1.8161 -1.3624; -1.8335 -1.2639; -1.8508 -1.1654; -1.8682 -1.0670; -1.8855 -0.9685; -1.9029 -0.8700; -1.9203 -0.7715; -1.9376 -0.6730; -1.9550 -0.5746; -1.9724 -0.4761; -1.9897 -0.3776; -2.0071 -0.2791; -2.0245 -0.1806; -2.0418 -0.0822; -2.0592 0.0163; -2.0766 0.1148; -2.0939 0.2133; -2.1113 0.3118; -2.1287 0.4102; -2.1460 0.5087; -2.1634 0.6072; -2.1807 0.7057; -2.1981 0.8042; -2.2155 0.9026; -2.2328 1.0011; -2.2502 1.0996; -2.2676 1.1981; -2.2849 1.2966; -2.3023 1.3951; -2.3197 1.4935; -2.3370 1.5920; -2.3544 1.6905; -2.3718 1.7890; -2.3891 1.8875; -2.4065 1.9859; -2.4239 2.0844; -2.4412 2.1829; -2.4586 2.2814; -2.4759 2.3799; -2.4933 2.4783; -2.5107 2.5768; -2.5280 2.6753; -2.5454 2.7738; -2.5628 2.8723; -2.5801 2.9707; -2.5975 3.0692; -2.6149 3.1677; -2.6322 3.2662; -2.6496 3.3647; -2.6670 3.4631; -2.6843 3.5616; -2.7017 3.6601; -2.7191 3.7586; -2.7364 3.8571; -2.7538 3.9556; -2.7712 4.0540; -2.7885 4.1525; -2.8059 4.2510; -2.8232 4.3495; -2.8406 4.4480; -2.8580 4.5464; -2.8753 4.6449; -2.8927 4.7434; -2.9101 4.8419; -2.9274 4.9404; -2.9448 5.0388; -2.9622 5.1373; -2.9795 5.2358; -2.9969 5.3343; -3.0143 5.4328; -3.0316 5.5312; -3.0490 5.6297; -3.0664 5.7282; -3.0837 5.8267; -3.1011 5.9252; -3.1184 6.0236; -3.1358 6.1221; -3.1532 6.2206; -3.1705 6.3191; -3.1879 6.4176; -3.2053 6.5161; -3.2226 6.6145; -3.2400 6.7130; -3.2574 6.8115; -3.2747 6.9100; -3.2921 7.0085; -3.3095 7.1069; -3.3268 7.2054; -3.3442 7.3039; -3.3616 7.4024; -3.3789 7.5009; -3.3963 7.5993; -3.4136 7.6978; -3.4310 7.7963; -3.4484 7.8948; -3.4657 7.9933; -3.4831 8.0917; -3.5005 8.1902; -3.5178 8.2887; -3.5352 8.3872; -3.5526 8.4857; -3.5699 8.5841; -3.5873 8.6826; -3.6047 8.7811; -3.6220 8.8796; -3.6394 8.9781; -3.6568 9.0766; -3.6741 9.1750; -3.6915 9.2735; -3.7089 9.3720; -3.7262 9.4705; -3.7436 9.5690; -3.7609 9.6674; -3.7783 9.7659; -3.7957 9.8644; -3.8130 9.9629; -3.8304 10.0614; -3.8478 10.1598; -3.8651 10.2583; -3.8825 10.3568; -3.8999 10.4553; -3.9172 10.5538; -3.9346 10.6522; -3.9520 10.7507; -3.9693 10.8492; -3.9867 10.9477; -4.0041 11.0462; -4.0214 11.1446; -4.0388 11.2431; -4.0561 11.3416; -4.0735 11.4401; -4.0909 11.5386; -4.1082 11.6371; -4.1256 11.7355; -4.1430 11.8340; -4.1603 11.9325; -4.1777 12.0310; -4.1951 12.1295; -4.2124 12.2279; -4.2298 12.3264; -4.2472 12.4249; -4.2645 12.5234; -4.2819 12.6219; -4.2993 12.7203; -4.3166 12.8188; -4.3340 12.9173; -4.3513 13.0158; -4.3687 13.1143; -4.3861 13.2127; -4.4034 13.3112; -4.4208 13.4097; -4.4382 13.5082; -4.4555 13.6067; -4.4729 13.7051; -4.4903 13.8036; -4.5076 13.9021; -4.5250 14.0006; -4.5424 14.0991; -4.5597 14.1976; -4.5771 14.2960; -4.5945 14.3945; -4.6118 14.4930; -4.6292 14.5915; -4.6466 14.6900; -4.6639 14.7884; -4.6813 14.8869; -4.6986 14.9854; -4.7160 15.0839; -4.7334 15.1824; -4.7507 15.2808; -4.7681 15.3793; -4.7855 15.4778; -4.8028 15.5763; -4.8202 15.6748; -4.8419 15.7979; -4.8636 15.9210; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441; -4.8853 16.0441
3, -1.3820 -3.8244; -1.3993 -3.7259; -1.4167 -3.6275; -1.4341 -3.5290; -1.4514 -3.4305; -1.4688 -3.3320; -1.4862 -3.2335; -1.5035 -3.1351; -1.5209 -3.0366; -1.5382 -2.9381; -1.5556 -2.8396; -1.5730 -2.7411; -1.5903 -2.6427; -1.6077 -2.5442; -1.6251 -2.4457; -1.6424 -2.3472; -1.6598 -2.2487; -1.6772 -2.1503; -1.6945 -2.0518; -1.7119 -1.9533; -1.7293 -1.8548; -1.7466 -1.7563; -1.7640 -1.6579; -1.7814 -1.5594; -1.7987 -1.4609; -1.8161 -1.3624; -1.8335 -1.2639; -1.8508 -1.1654; -1.8682 -1.0670; -1.8855 -0.9685; -1.9029 -0.8700; -1.9203 -0.7715; -1.9376 -0.6730; -1.9550 -0.5746; -1.9724 -0.4761; -1.9897 -0.3776; -2.0071 -0.2791; -2.0245 -0.1806; -2.0418 -0.0822; -2.0592 0.0163; -2.0766 0.1148; -2.0939 0.2133; -2.1113 0.3118; -2.1287 0.4102; -2.1460 0.5087; -2.1634 0.6072; -2.1807 0.7057; -2.1981 0.8042; -2.2155 0.9026; -2.2328 1.0011; -2.2502 1.0996; -2.2676 1.1981; -2.2849 1.2966; -2.3023 1.3951; -2.3197 1.4935; -2.3370 1.5920; -2.3544 1.6905; -2.3718 1.7890; -2.3891 1.8875; -2.4065 1.9859; -2.4239 2.0844; -2.4412 2.1829; -2.4586 2.2814; -2.4759 2.3799; -2.4933 2.4783; -2.5107 2.5768; -2.5280 2.6753; -2.5454 2.7738; -2.5628 2.8723; -2.5801 2.9707; -2.5975 3.0692; -2.6149 3.1677; -2.6322 3.2662; -2.6496 3.3647; -2.6670 3.4631; -2.6843 3.5616; -2.7017 3.6601; -2.7191 3.7586; -2.7364 3.8571; -2.7538 3.9556; -2.7712 4.0540; -2.7885 4.1525; -2.8059 4.2510; -2.8232 4.3495; -2.8406 4.4480; -2.8580 4.5464; -2.8753 4.6449; -2.8927 4.7434; -2.9101 4.8419; -2.9274 4.9404; -2.9448 5.0388; -2.9622 5.1373; -2.9795 5.2358; -2.9969 5.3343; -3.0143 5.4328; -3.0316 5.5312; -3.0490 5.6297; -3.0664 5.7282; -3.0837 5.8267; -3.1011 5.9252; -3.1184 6.0236; -3.1358 6.1221; -3.1532 6.2206; -3.1705 6.3191; -3.1879 6.4176; -3.2053 6.5161; -3.2226 6.6145; -3.2400 6.7130; -3.2574 6.8115; -3.2747 6.9100; -3.2921 7.0085; -3.3095 7.1069; -3.3268 7.2054; -3.3442 7.3039; -3.3616 7.4024; -3.3789 7.5009; -3.3963 7.5993; -3.4136 7.6978; -3.4310 7.7963; -3.4484 7.8948; -3.4657 7.9933; -3.4831 8.0917; -3.5005 8.1902; -3.5178 8.2887; -3.5352 8.3872; -3.5526 8.4857; -3.5699 8.5841; -3.5873 8.6826; -3.6047 8.7811; -3.6220 8.8796; -3.6394 8.9781; -3.6568 9.0766; -3.6741 9.1750; -3.6915 9.2735; -3.7089 9.3720; -3.7262 9.4705; -3.7436 9.5690; -3.7609 9.6674; -3.7783 9.7659; -3.7957 9.8644; -3.8130 9.9629; -3.8304 10.0614; -3.8478 10.1598; -3.8651 10.2583; -3.8825 10.3568; -3.8999 10.4553; -3.9172 10.5538; -3.9346 10.6522; -3.9520 10.7507; -3.9693 10.8492; -3.9867 10.9477; -4.0041 11.0462; -4.0214 11.1446; -4.0388 11.2431; -4.0561 11.3416; -4.0735 11.4401; -4.0909 11.5386; -4.1082 11.6371; -4.1256 11.7355; -4.1430 11.8340; -4.1603 11.9325; -4.1777 12.0310; -4.1951 12.1295; -4.2124 12.2279; -4.2298 12.3264; -4.2472 12.4249; -4.2645 12.5234; -4.2819 12.6219; -4.2993 12.7203; -4.3166 12.8188; -4.3340 12.9173; -4.3513 13.0158; -4.3687 13.1143; -4.3861 13.2127; -4.4034 13.3112; -4.4208 13.4097; -4.4382 13.5082; -4.4555 13.6067; -4.4729 13.7051; -4.4903 13.8036; -4.5076 13.9021; -4.5250 14.0006; -4.5424 14.0991; -4.5597 14.1976; -4.5771 14.2960; -4.5945 14.3945; -4.6118 14.4930; -4.6292 14.5915; -4.6466 14.6900; -4.6639 14.7884; -4.6813 14.8869; -4.6986 14.9854; -4.7160 15.0839; -4.7334 15.1824; -4.7551 15.3055; -4.7768 15.4286; -4.7985 15.5517; -4.8202 15.6748; -4.8419 15.7979; -4.8636 15.9210; -4.8853 16.0441; -4.9070 16.1672; -4.9287 16.2903; -4.9504 16.4134; -4.9721 16.5365; -4.9938 16.6596; -5.0156 16.7827; -5.0373 16.9058; -5.0590 17.0289; -5.0807 17.1520; -5.1024 17.2751; -5.1241 17.3982; -5.1458 17.5213; -5.1675 17.6444; -5.1892 17.7675; -5.2109 17.8906; -5.1152 17.9709; -5.1369 18.0940; -5.0411 18.1744; -4.9453 18.2547; -4.9671 18.3778; -4.8713 18.4582; -4.8930 18.5813; -4.7972 18.6616; -4.8190 18.7847; -4.7232 18.8651; -4.7449 18.9882; -4.6491 19.0685; -4.6709 19.1916; -4.5751 19.2720; -4.4793 19.3523; -4.5011 19.4754; -4.4053 19.5558; -4.4270 19.6789; -4.3312 19.7592; -4.3530 19.8823; -4.2572 19.9627; -4.2789 20.0858; -4.1831 20.1661; -4.2049 20.2892; -4.1091 20.3696; -4.1308 20.4927; -4.0350 20.5730; -4.0568 20.6961; -3.9610 20.7765; -3.9827 20.8996; -3.8869 20.9799; -3.9087 21.1030; -3.9260 21.2015; -3.8494 21.2658; -3.8668 21.3643; -3.7902 21.4285; -3.8075 21.5270; -3.7309 21.5913; -3.7483 21.6898; -3.7657 21.7883; -3.6891 21.8525; -3.7064 21.9510; -3.6298 22.0153; -3.6472 22.1138; -3.5706 22.1781; -3.5879 22.2765; -3.5113 22.3408; -3.5287 22.4393; -3.4521 22.5036; -3.3755 22.5679; -3.3929 22.6663; -3.3163 22.7306; -3.2397 22.7949; -3.2570 22.8934; -3.1804 22.9577; -3.0804 22.9577; -3.0978 23.0561; -3.1151 23.1546; -3.0151 23.1546; -3.0325 23.2531; -2.9325 23.2531; -2.9499 23.3516; -2.9672 23.4501; -2.8672 23.4501; -2.8846 23.5485; -2.9020 23.6470; -2.8020 23.6470; -2.8193 23.7455; -2.8367 23.8440; -2.7367 23.8440; -2.7541 23.9425; -2.7714 24.0409; -2.6714 24.0409; -2.6888 24.1394; -2.7654 24.2037; -2.6654 24.2037; -2.6828 24.3022; -2.7001 24.4007; -2.6001 24.4007; -2.6175 24.4991; -2.6941 24.5634; -2.5941 24.5634; -2.6115 24.6619; -2.6288 24.7604; -2.5288 24.7604; -2.5462 24.8589; -2.5636 24.9573; -2.6402 25.0216; -2.5636 25.0859; -2.6402 25.1502; -2.5636 25.2145; -2.6402 25.2787; -2.5636 25.3430; -2.6402 25.4073; -2.5636 25.4716; -2.6402 25.5359; -2.5636 25.6001; -2.5809 25.6986; -2.4809 25.6986; -2.4983 25.7971; -2.5156 25.8956; -2.5923 25.9599; -2.4923 25.9599; -2.5096 26.0583; -2.5862 26.1226; -2.6628 26.1869; -2.5628 26.1869; -2.5802 26.2854; -2.5976 26.3839; -2.6742 26.4481; -2.7508 26.5124; -2.6508 26.5124; -2.6681 26.6109; -2.7447 26.6752; -2.6447 26.6752; -2.6621 26.7737; -2.6795 26.8721; -2.7561 26.9364; -2.8327 27.0007; -2.7327 27.0007; -2.7500 27.0992; -2.8266 27.1635; -2.7266 27.1635; -2.7440 27.2619; -2.7614 27.3604; -2.8380 27.4247; -2.9146 27.4890; -2.8146 27.4890; -2.8319 27.5875; -2.9086 27.6517; -2.8086 27.6517; -2.8259 27.7502; -2.8433 27.8487; -2.9199 27.9130
