1, -6.6180 -0.0202; -6.5945 -0.0117; -6.5710 -0.0031; -6.5476 0.0054; -6.5241 0.0140; -6.5006 0.0225; -6.4771 0.0311; -6.4536 0.0397; -6.4301 0.0482; -6.4066 0.0568; -6.3831 0.0653; -6.3596 0.0739; -6.3361 0.0824; -6.3126 0.0910; -6.2891 0.0995; -6.2656 0.1081; -6.2422 0.1166; -6.2187 0.1252; -6.1952 0.1337; -6.1717 0.1423; -6.1482 0.1508; -6.1247 0.1594; -6.1012 0.1679; -6.0777 0.1765; -6.0542 0.1850; -6.0307 0.1936; -6.0072 0.2021; -5.9837 0.2107; -5.9602 0.2192; -5.9368 0.2278; -5.9133 0.2363; -5.8898 0.2449; -5.8663 0.2534; -5.8428 0.2620; -5.8193 0.2705; -5.7958 0.2791; -5.7723 0.2876; -5.7488 0.2962; -5.7253 0.3047; -5.7018 0.3133; -5.6783 0.3218; -5.6548 0.3304; -5.6314 0.3389; -5.6079 0.3475; -5.5844 0.3560; -5.5609 0.3646; -5.5374 0.3731; -5.5139 0.3817; -5.4904 0.3902; -5.4669 0.3988; -5.4434 0.4073; -5.4199 0.4159; -5.3964 0.4244; -5.3729 0.4330; -5.3494 0.4415; -5.3260 0.4501; -5.3025 0.4586; -5.2790 0.4672; -5.2555 0.4757; -5.2320 0.4843; -5.2085 0.4928; -5.1850 0.5014; -5.1615 0.5099; -5.1380 0.5185; -5.1145 0.5270; -5.0910 0.5356; -5.0675 0.5441; -5.0440 0.5527; -5.0206 0.5612; -4.9971 0.5698; -4.9736 0.5783; -4.9501 0.5869; -4.9266 0.5954; -4.9031 0.6040; -4.8796 0.6125; -4.8561 0.6211; -4.8326 0.6296; -4.8091 0.6382; -4.7856 0.6467; -4.7621 0.6553; -4.7386 0.6638; -4.7152 0.6724; -4.6917 0.6809; -4.6682 0.6895; -4.6447 0.6980; -4.6212 0.7066; -4.5977 0.7151; -4.5742 0.7237; -4.5507 0.7322; -4.5272 0.7408; -4.5037 0.7493; -4.4802 0.7579; -4.4567 0.7664; -4.4332 0.7750; -4.4098 0.7835; -4.3863 0.7921; -4.3628 0.8006; -4.3393 0.8092; -4.3158 0.8177; -4.2923 0.8263; -4.2688 0.8348; -4.2453 0.8434; -4.2218 0.8519; -4.1983 0.8605; -4.1748 0.8690; -4.1513 0.8776; -4.1278 0.8861; -4.1044 0.8947; -4.0809 0.9033; -4.0574 0.9118; -4.0339 0.9204; -4.0104 0.9289; -3.9869 0.9375; -3.9634 0.9460; -3.9399 0.9546; -3.9164 0.9631; -3.8929 0.9717; -3.8694 0.9802; -3.8459 0.9888; -3.8224 0.9973; -3.7990 1.0059; -3.7755 1.0144; -3.7520 1.0230; -3.7285 1.0315; -3.7050 1.0401; -3.6815 1.0486; -3.6580 1.0572; -3.6345 1.0657; -3.6110 1.0743; -3.5875 1.0828; -3.5640 1.0914; -3.5405 1.0999; -3.5170 1.1085; -3.4936 1.1170; -3.4701 1.1256; -3.4466 1.1341; -3.4231 1.1427; -3.3996 1.1512; -3.3761 1.1598; -3.3526 1.1683; -3.3291 1.1769; -3.3056 1.1854; -3.2821 1.1940; -3.2586 1.2025; -3.2351 1.2111; -3.2116 1.2196; -3.1882 1.2282; -3.1647 1.2367; -3.1412 1.2453; -3.1177 1.2538; -3.0942 1.2624; -3.0707 1.2709; -3.0472 1.2795; -3.0237 1.2880; -3.0002 1.2966; -2.9767 1.3051; -2.9532 1.3137; -2.9297 1.3222; -2.9062 1.3308; -2.8828 1.3393; -2.8593 1.3479; -2.8358 1.3564; -2.8123 1.3650; -2.7888 1.3735; -2.7653 1.3821; -2.7418 1.3906; -2.7183 1.3992; -2.6948 1.4077; -2.6713 1.4163; -2.6478 1.4248; -2.6243 1.4334; -2.6008 1.4419; -2.5774 1.4505; -2.5539 1.4590; -2.5304 1.4676; -2.5069 1.4761; -2.4834 1.4847; -2.4599 1.4932; -2.4364 1.5018; -2.4129 1.5103; -2.3894 1.5189; -2.3659 1.5274; -2.3424 1.5360; -2.3189 1.5445; -2.2954 1.5531; -2.2720 1.5616; -2.2485 1.5702; -2.2250 1.5787; -2.2015 1.5873; -2.1780 1.5958; -2.1545 1.6044; -2.1310 1.6129; -2.1075 1.6215; -2.0840 1.6300; -2.0605 1.6386; -2.0370 1.6471; -2.0135 1.6557; -1.9900 1.6642; -1.9666 1.6728; -1.9431 1.6813; -1.9196 1.6899; -1.8961 1.6984; -1.8726 1.7070; -1.8491 1.7155; -1.8256 1.7241; -1.8021 1.7326; -1.7786 1.7412; -1.7551 1.7498; -1.7316 1.7583; -1.7081 1.7669; -1.6846 1.7754; -1.6612 1.7840; -1.6377 1.7925; -1.6142 1.8011; -1.5907 1.8096; -1.5672 1.8182; -1.5437 1.8267; -1.5202 1.8353; -1.4967 1.8438; -1.4732 1.8524; -1.4497 1.8609; -1.4262 1.8695; -1.4027 1.8780; -1.3792 1.8866; -1.3558 1.8951; -1.3323 1.9037; -1.3088 1.9122; -1.2853 1.9208; -1.2618 1.9293; -1.2383 1.9379; -1.2148 1.9464; -1.1913 1.9550; -1.1678 1.9635; -1.1443 1.9721; -1.1208 1.9806; -1.0973 1.9892; -1.0738 1.9977; -1.0504 2.0063; -1.0269 2.0148; -1.0034 2.0234; -0.9799 2.0319; -0.9564 2.0405; -0.9329 2.0490; -0.9094 2.0576; -0.8859 2.0661; -0.8624 2.0747; -0.8389 2.0832; -0.8154 2.0918; -0.7919 2.1003; -0.7684 2.1089; -0.7450 2.1174; -0.7215 2.1260; -0.6980 2.1345; -0.6745 2.1431; -0.6510 2.1516; -0.6275 2.1602; -0.6040 2.1687; -0.5805 2.1773; -0.5570 2.1858; -0.5335 2.1944; -0.5100 2.2029; -0.4865 2.2115; -0.4630 2.2200; -0.4396 2.2286; -0.3221 2.2713; -0.2046 2.3141; -0.0872 2.3568; 0.0303 2.3996; 0.1478 2.4423; 0.2652 2.4851; 0.3827 2.5278; 0.5001 2.5706; 0.6176 2.6134; 0.7351 2.6561; 0.8525 2.6989; 0.9700 2.7416; 1.0874 2.7844; 1.2049 2.8271; 1.3224 2.8699; 1.4398 2.9126; 1.5573 2.9554; 1.6748 2.9981; 1.7922 3.0409; 1.9097 3.0836; 2.0054 3.1640; 2.1012 3.2443; 2.1969 3.3247; 2.2927 3.4050; 2.3885 3.4854; 2.4842 3.5657; 2.5800 3.6461; 2.6757 3.7264; 2.7715 3.8068; 2.8672 3.8871; 2.9630 3.9675; 3.0587 4.0478; 3.1545 4.1282; 3.2503 4.2085; 3.3460 4.2889; 3.4418 4.3692; 3.5375 4.4496; 3.6333 4.5299; 3.6159 4.6284; 3.7117 4.7087; 3.6943 4.8072; 3.6177 4.8715; 3.5219 4.9518; 3.6177 5.0322; 3.5219 5.1125; 3.4262 5.1929; 3.5219 5.2732; 3.4262 5.3536; 3.3304 5.4339; 3.2347 5.5143; 3.3304 5.5946; 3.2347 5.6750; 3.1172 5.7177; 3.2130 5.7981; 3.1172 5.8784; 2.9998 5.9212; 3.1172 5.8784; 3.2130 5.9588; 3.1172 6.0391; 3.2130 6.1195; 3.1172 6.1998; 3.0215 6.2802; 3.1172 6.3605; 3.0215 6.4409; 2.9257 6.5212; 3.0215 6.6016; 2.9257 6.6819; 2.9022 6.6905; 2.9980 6.7708; 2.9022 6.8512; 2.7847 6.8939; 2.9022 6.8512; 2.9980 6.9315; 2.9022 7.0119; 2.8065 7.0922; 2.9022 7.1725; 2.8065 7.2529; 2.6890 7.2957; 2.8065 7.2529; 2.9022 7.3332; 2.8065 7.4136; 2.7107 7.4939; 2.8065 7.5743; 2.7107 7.6546; 2.6149 7.7350; 2.7324 7.6922
2, -6.6180 -0.0202; -6.5945 -0.0117; -6.5710 -0.0031; -6.5476 0.0054; -6.5241 0.0140; -6.5006 0.0225; -6.4771 0.0311; -6.4536 0.0397; -6.4301 0.0482; -6.4066 0.0568; -6.3831 0.0653; -6.3596 0.0739; -6.3361 0.0824; -6.3126 0.0910; -6.2891 0.0995; -6.2656 0.1081; -6.2422 0.1166; -6.2187 0.1252; -6.1952 0.1337; -6.1717 0.1423; -6.1482 0.1508; -6.1247 0.1594; -6.1012 0.1679; -6.0777 0.1765; -6.0542 0.1850; -6.0307 0.1936; -6.0072 0.2021; -5.9837 0.2107; -5.9602 0.2192; -5.9368 0.2278; -5.9133 0.2363; -5.8898 0.2449; -5.8663 0.2534; -5.8428 0.2620; -5.8193 0.2705; -5.7958 0.2791; -5.7723 0.2876; -5.7488 0.2962; -5.7253 0.3047; -5.7018 0.3133; -5.6783 0.3218; -5.6548 0.3304; -5.6314 0.3389; -5.6079 0.3475; -5.5844 0.3560; -5.5609 0.3646; -5.5374 0.3731; -5.5139 0.3817; -5.4904 0.3902; -5.4669 0.3988; -5.4434 0.4073; -5.4199 0.4159; -5.3964 0.4244; -5.3729 0.4330; -5.3494 0.4415; -5.3260 0.4501; -5.3025 0.4586; -5.2790 0.4672; -5.2555 0.4757; -5.2320 0.4843; -5.2085 0.4928; -5.1850 0.5014; -5.1615 0.5099; -5.1380 0.5185; -5.1145 0.5270; -5.0910 0.5356; -5.0675 0.5441; -5.0440 0.5527; -5.0206 0.5612; -4.9971 0.5698; -4.9736 0.5783; -4.9501 0.5869; -4.9266 0.5954; -4.9031 0.6040; -4.8796 0.6125; -4.8561 0.6211; -4.8326 0.6296; -4.8091 0.6382; -4.7856 0.6467; -4.7621 0.6553; -4.7386 0.6638; -4.7152 0.6724; -4.6917 0.6809; -4.6682 0.6895; -4.6447 0.6980; -4.6212 0.7066; -4.5977 0.7151; -4.5742 0.7237; -4.5507 0.7322; -4.5272 0.7408; -4.5037 0.7493; -4.4802 0.7579; -4.4567 0.7664; -4.4332 0.7750; -4.4098 0.7835; -4.3863 0.7921; -4.3628 0.8006; -4.3393 0.8092; -4.3158 0.8177; -4.2923 0.8263; -4.2688 0.8348; -4.2453 0.8434; -4.2218 0.8519; -4.1983 0.8605; -4.1748 0.8690; -4.1513 0.8776; -4.1278 0.8861; -4.1044 0.8947; -4.0809 0.9033; -4.0574 0.9118; -4.0339 0.9204; -4.0104 0.9289; -3.9869 0.9375; -3.9634 0.9460; -3.9399 0.9546; -3.9164 0.9631; -3.8929 0.9717; -3.8694 0.9802; -3.8459 0.9888; -3.8224 0.9973; -3.7990 1.0059; -3.7755 1.0144; -3.7520 1.0230; -3.7285 1.0315; -3.7050 1.0401; -3.6815 1.0486; -3.6580 1.0572; -3.6345 1.0657; -3.6110 1.0743; -3.5875 1.0828; -3.5640 1.0914; -3.5405 1.0999; -3.5170 1.1085; -3.4936 1.1170; -3.4701 1.1256; -3.4466 1.1341; -3.4231 1.1427; -3.3996 1.1512; -3.3761 1.1598; -3.3526 1.1683; -3.3291 1.1769; -3.3056 1.1854; -3.2821 1.1940; -3.2586 1.2025; -3.2351 1.2111; -3.2116 1.2196; -3.1882 1.2282; -3.1647 1.2367; -3.1412 1.2453; -3.1177 1.2538; -3.0942 1.2624; -3.0707 1.2709; -3.0472 1.2795; -3.0237 1.2880; -3.0002 1.2966; -2.9767 1.3051; -2.9532 1.3137; -2.9297 1.3222; -2.9062 1.3308; -2.8828 1.3393; -2.8593 1.3479; -2.8358 1.3564; -2.8123 1.3650; -2.7888 1.3735; -2.7653 1.3821; -2.7418 1.3906; -2.7183 1.3992; -2.6948 1.4077; -2.6713 1.4163; -2.6478 1.4248; -2.6243 1.4334; -2.6008 1.4419; -2.5774 1.4505; -2.5539 1.4590; -2.5304 1.4676; -2.5069 1.4761; -2.4834 1.4847; -2.4599 1.4932; -2.4364 1.5018; -2.4129 1.5103; -2.3894 1.5189; -2.3659 1.5274; -2.3424 1.5360; -2.3189 1.5445; -2.2954 1.5531; -2.2720 1.5616; -2.2485 1.5702; -2.2250 1.5787; -2.2015 1.5873; -2.1780 1.5958; -2.1545 1.6044; -2.1310 1.6129; -2.1075 1.6215; -2.0840 1.6300; -2.0605 1.6386; -2.0370 1.6471; -2.0135 1.6557; -1.9900 1.6642; -1.9666 1.6728; -1.9431 1.6813; -1.9196 1.6899; -1.8961 1.6984; -1.8726 1.7070; -1.8491 1.7155; -1.8256 1.7241; -1.8021 1.7326; -1.7786 1.7412; -1.7551 1.7498; -1.7316 1.7583; -1.7081 1.7669; -1.6846 1.7754; -1.6612 1.7840; -1.6377 1.7925; -1.6142 1.8011; -1.5907 1.8096; -1.5672 1.8182; -1.5437 1.8267; -1.5202 1.8353; -1.4967 1.8438; -1.4732 1.8524; -1.4497 1.8609; -1.4262 1.8695; -1.4027 1.8780; -1.3792 1.8866; -1.3558 1.8951; -1.3323 1.9037; -1.3088 1.9122; -1.2853 1.9208; -1.2618 1.9293; -1.2383 1.9379; -1.2148 1.9464; -1.1913 1.9550; -1.1678 1.9635; -1.1443 1.9721; -1.1208 1.9806; -1.0973 1.9892; -1.0738 1.9977; -1.0504 2.0063; -1.0269 2.0148; -1.0034 2.0234; -0.9799 2.0319; -0.9564 2.0405; -0.9329 2.0490; -0.9094 2.0576; -0.8859 2.0661; -0.8624 2.0747; -0.8389 2.0832; -0.8154 2.0918; -0.7919 2.1003; -0.7684 2.1089; -0.7450 2.1174; -0.7215 2.1260; -0.6980 2.1345; -0.6745 2.1431; -0.6510 2.1516; -0.6275 2.1602; -0.6040 2.1687; -0.5805 2.1773; -0.5570 2.1858; -0.5335 2.1944; -0.5100 2.2029; -0.4865 2.2115; -0.4630 2.2200; -0.4396 2.2286; -0.4161 2.2371; -0.3926 2.2457; -0.3691 2.2542; -0.3456 2.2628; -0.3221 2.2713; -0.2986 2.2799; -0.2751 2.2884; -0.2516 2.2970; -0.2281 2.3055; -0.2046 2.3141; -0.1811 2.3226; -0.1576 2.3312; -0.1342 2.3397; -0.1107 2.3483; -0.0872 2.3568; -0.0637 2.3654; -0.0402 2.3739; -0.0167 2.3825; 0.0068 2.3910; 0.0303 2.3996; 0.0538 2.4081; 0.0773 2.4167; 0.1008 2.4252; 0.1243 2.4338; 0.1478 2.4423; 0.1712 2.4509; 0.1947 2.4594; 0.2182 2.4680; 0.2417 2.4765; 0.2652 2.4851; 0.2887 2.4936; 0.3122 2.5022; 0.3357 2.5107; 0.3592 2.5193; 0.3827 2.5278; 0.4062 2.5364; 0.4297 2.5449; 0.4532 2.5535; 0.4766 2.5620; 0.5001 2.5706; 0.5236 2.5791; 0.5471 2.5877; 0.5706 2.5963; 0.5941 2.6048; 0.6176 2.6134; 0.6411 2.6219; 0.6646 2.6305; 0.6881 2.6390; 0.7116 2.6476; 0.7351 2.6561; 0.7586 2.6647; 0.7820 2.6732; 0.8055 2.6818; 0.8290 2.6903; 0.8525 2.6989; 0.8760 2.7074; 0.8995 2.7160; 0.9230 2.7245; 0.9465 2.7331; 0.9700 2.7416; 0.9935 2.7502; 1.0170 2.7587; 1.0405 2.7673; 1.0640 2.7758; 1.0874 2.7844; 1.1109 2.7929; 1.1344 2.8015; 1.1579 2.8100; 1.1814 2.8186; 1.2049 2.8271; 1.2284 2.8357; 1.2519 2.8442; 1.2754 2.8528; 1.2989 2.8613; 1.3224 2.8699; 1.3459 2.8784; 1.3694 2.8870; 1.3928 2.8955; 1.4163 2.9041; 1.4398 2.9126; 1.4633 2.9212; 1.4868 2.9297; 1.5103 2.9383; 1.5338 2.9468; 1.5573 2.9554; 1.5808 2.9639
3, -6.6180 -0.0202; -6.5945 -0.0117; -6.5710 -0.0031; -6.5476 0.0054; -6.5241 0.0140; -6.5006 0.0225; -6.4771 0.0311; -6.4536 0.0397; -6.4301 0.0482; -6.4066 0.0568; -6.3831 0.0653; -6.3596 0.0739; -6.3361 0.0824; -6.3126 0.0910; -6.2891 0.0995; -6.2656 0.1081; -6.2422 0.1166; -6.2187 0.1252; -6.1952 0.1337; -6.1717 0.1423; -6.1482 0.1508; -6.1247 0.1594; -6.1012 0.1679; -6.0777 0.1765; -6.0542 0.1850; -6.0307 0.1936; -6.0072 0.2021; -5.9837 0.2107; -5.9602 0.2192; -5.9368 0.2278; -5.9133 0.2363; -5.8898 0.2449; -5.8663 0.2534; -5.8428 0.2620; -5.8193 0.2705; -5.7958 0.2791; -5.7723 0.2876; -5.7488 0.2962; -5.7253 0.3047; -5.7018 0.3133; -5.6783 0.3218; -5.6548 0.3304; -5.6314 0.3389; -5.6079 0.3475; -5.5844 0.3560; -5.5609 0.3646; -5.5374 0.3731; -5.5139 0.3817; -5.4904 0.3902; -5.4669 0.3988; -5.4434 0.4073; -5.4199 0.4159; -5.3964 0.4244; -5.3729 0.4330; -5.3494 0.4415; -5.3260 0.4501; -5.3025 0.4586; -5.2790 0.4672; -5.2555 0.4757; -5.2320 0.4843; -5.2085 0.4928; -5.1850 0.5014; -5.1615 0.5099; -5.1380 0.5185; -5.1145 0.5270; -5.0910 0.5356; -5.0675 0.5441; -5.0440 0.5527; -5.0206 0.5612; -4.9971 0.5698; -4.9736 0.5783; -4.9501 0.5869; -4.9266 0.5954; -4.9031 0.6040; -4.8796 0.6125; -4.8561 0.6211; -4.8326 0.6296; -4.8091 0.6382; -4.7856 0.6467; -4.7621 0.6553; -4.7386 0.6638; -4.7152 0.6724; -4.6917 0.6809; -4.6682 0.6895; -4.6447 0.6980; -4.6212 0.7066; -4.5977 0.7151; -4.5742 0.7237; -4.5507 0.7322; -4.5272 0.7408; -4.5037 0.7493; -4.4802 0.7579; -4.4567 0.7664; -4.4332 0.7750; -4.4098 0.7835; -4.3863 0.7921; -4.3628 0.8006; -4.3393 0.8092; -4.3158 0.8177; -4.2923 0.8263; -4.2688 0.8348; -4.2453 0.8434; -4.2218 0.8519; -4.1983 0.8605; -4.1748 0.8690; -4.1513 0.8776; -4.1278 0.8861; -4.1044 0.8947; -4.0809 0.9033; -4.0574 0.9118; -4.0339 0.9204; -4.0104 0.9289; -3.9869 0.9375; -3.9634 0.9460; -3.9399 0.9546; -3.9164 0.9631; -3.8929 0.9717; -3.8694 0.9802; -3.8459 0.9888; -3.8224 0.9973; -3.7990 1.0059; -3.7755 1.0144; -3.7520 1.0230; -3.7285 1.0315; -3.7050 1.0401; -3.6815 1.0486; -3.6580 1.0572; -3.6345 1.0657; -3.6110 1.0743; -3.5875 1.0828; -3.5640 1.0914; -3.5405 1.0999; -3.5170 1.1085; -3.4936 1.1170; -3.4701 1.1256; -3.4466 1.1341; -3.4231 1.1427; -3.3996 1.1512; -3.3761 1.1598; -3.3526 1.1683; -3.3291 1.1769; -3.3056 1.1854; -3.2821 1.1940; -3.2586 1.2025; -3.2351 1.2111; -3.2116 1.2196; -3.1882 1.2282; -3.1647 1.2367; -3.1412 1.2453; -3.1177 1.2538; -3.0942 1.2624; -3.0707 1.2709; -3.0472 1.2795; -3.0237 1.2880; -3.0002 1.2966; -2.9767 1.3051; -2.9532 1.3137; -2.9297 1.3222; -2.9062 1.3308; -2.8828 1.3393; -2.8593 1.3479; -2.8358 1.3564; -2.8123 1.3650; -2.7888 1.3735; -2.7653 1.3821; -2.7418 1.3906; -2.7183 1.3992; -2.6948 1.4077; -2.6713 1.4163; -2.6478 1.4248; -2.6243 1.4334; -2.6008 1.4419; -2.5774 1.4505; -2.5539 1.4590; -2.5304 1.4676; -2.5069 1.4761; -2.4834 1.4847; -2.4599 1.4932; -2.4364 1.5018; -2.4129 1.5103; -2.3894 1.5189; -2.3659 1.5274; -2.3424 1.5360; -2.3189 1.5445; -2.2954 1.5531; -2.2720 1.5616; -2.2485 1.5702; -2.2250 1.5787; -2.2015 1.5873; -2.1780 1.5958; -2.1545 1.6044; -2.1310 1.6129; -2.1075 1.6215; -2.0840 1.6300; -2.0605 1.6386; -2.0370 1.6471; -2.0135 1.6557; -1.9900 1.6642; -1.9666 1.6728; -1.9431 1.6813; -1.9196 1.6899; -1.8961 1.6984; -1.8726 1.7070; -1.8491 1.7155; -1.8256 1.7241; -1.8021 1.7326; -1.7786 1.7412; -1.7551 1.7498; -1.7316 1.7583; -1.7081 1.7669; -1.6846 1.7754; -1.6612 1.7840; -1.6377 1.7925; -1.6142 1.8011; -1.5907 1.8096; -1.5672 1.8182; -1.5437 1.8267; -1.5202 1.8353; -1.4967 1.8438; -1.4732 1.8524; -1.4497 1.8609; -1.4262 1.8695; -1.4027 1.8780; -1.3792 1.8866; -1.3558 1.8951; -1.3323 1.9037; -1.3088 1.9122; -1.2853 1.9208; -1.2618 1.9293; -1.2383 1.9379; -1.2148 1.9464; -1.1913 1.9550; -1.1678 1.9635; -1.1443 1.9721; -1.1208 1.9806; -1.0973 1.9892; -1.0738 1.9977; -1.0504 2.0063; -1.0269 2.0148; -1.0034 2.0234; -0.9799 2.0319; -0.9564 2.0405; -0.9329 2.0490; -0.9094 2.0576; -0.8859 2.0661; -0.8624 2.0747; -0.8389 2.0832; -0.8154 2.0918; -0.7919 2.1003; -0.7684 2.1089; -0.7450 2.1174; -0.7215 2.1260; -0.6980 2.1345; -0.6745 2.1431; -0.6510 2.1516; -0.6275 2.1602; -0.6040 2.1687; -0.5805 2.1773; -0.5570 2.1858; -0.5335 2.1944; -0.4161 2.2371; -0.2986 2.2799; -0.1811 2.3226; -0.0637 2.3654; 0.0538 2.4081; 0.1712 2.4509; 0.2887 2.4936; 0.4062 2.5364; 0.5236 2.5791; 0.6411 2.6219; 0.7586 2.6647; 0.8760 2.7074; 0.9935 2.7502; 1.1109 2.7929; 1.2284 2.8357; 1.3459 2.8784; 1.4633 2.9212; 1.5808 2.9639; 1.6982 3.0067; 1.8157 3.0494; 1.9332 3.0922; 2.0506 3.1349; 2.1681 3.1777; 2.2856 3.2204; 2.3813 3.3008; 2.4771 3.3811; 2.5728 3.4615; 2.6686 3.5418; 2.7643 3.6222; 2.8601 3.7025; 2.9558 3.7829; 3.0516 3.8632; 3.1474 3.9436; 3.2431 4.0239; 3.3389 4.1043; 3.4346 4.1846; 3.5304 4.2650; 3.6261 4.3453; 3.7219 4.4257; 3.8176 4.5060; 3.9134 4.5864; 4.0092 4.6667; 3.9874 4.7898; 3.9657 4.9129; 4.0615 4.9933; 4.0441 5.0917; 4.0268 5.1902; 4.1034 5.2545; 4.0860 5.3530; 4.0686 5.4515; 3.9920 5.5157; 4.0878 5.5961; 4.0112 5.6604; 3.9346 5.7246; 4.0303 5.8050; 3.9537 5.8693; 4.0495 5.9496; 3.9729 6.0139; 3.8963 6.0782; 3.9920 6.1585; 3.9154 6.2228; 3.8197 6.3032; 3.9154 6.3835; 3.8388 6.4478; 3.9346 6.5281; 3.8580 6.5924; 3.7622 6.6728; 3.6665 6.7531; 3.7839 6.7959; 3.6882 6.8762; 3.7839 6.9566; 3.7073 7.0208; 3.6116 7.1012; 3.6351 7.0926; 3.7308 7.1730; 3.6542 7.2373; 3.7500 7.3176; 3.6734 7.3819; 3.5776 7.4622; 3.6951 7.4195; 3.5993 7.4998; 3.6951 7.5802; 3.6185 7.6445; 3.5419 7.7087; 3.6376 7.7891; 3.5610 7.8534; 3.4653 7.9337; 3.5827 7.8910; 3.4870 7.9713; 3.5827 8.0517
