1, -5.0000 -5.0000; -4.9042 -4.9197; -4.8085 -4.8393; -4.7127 -4.7590; -4.6170 -4.6786; -4.5212 -4.5983; -4.4255 -4.5179; -4.3297 -4.4376; -4.2340 -4.3572; -4.1382 -4.2769; -4.0424 -4.1965; -3.9467 -4.1162; -3.8509 -4.0358; -3.7552 -3.9555; -3.6594 -3.8751; -3.5637 -3.7948; -3.4679 -3.7144; -3.3722 -3.6341; -3.2764 -3.5537; -3.1806 -3.4734; -3.0849 -3.3930; -2.9891 -3.3127; -3.0108 -3.1896; -2.9151 -3.1092; -2.9368 -2.9861; -2.8410 -2.9058; -2.8627 -2.7827; -2.7670 -2.7023; -2.7887 -2.5792; -2.6929 -2.4989; -2.7146 -2.3758; -2.6189 -2.2954; -2.6406 -2.1723; -2.5448 -2.0920; -2.5665 -1.9689; -2.4708 -1.8885; -2.4925 -1.7654; -2.3967 -1.6851; -2.4184 -1.5620; -2.3227 -1.4816; -2.3444 -1.3585; -2.2486 -1.2782; -2.2703 -1.1551; -2.1746 -1.0747; -2.1963 -0.9516; -2.1005 -0.8713; -2.1222 -0.7482; -2.0265 -0.6678; -2.0482 -0.5447; -1.9524 -0.4644; -1.9741 -0.3413; -1.8784 -0.2609; -1.9001 -0.1378; -1.8043 -0.0575; -1.8260 0.0656; -1.7303 0.1460; -1.7520 0.2691; -1.6562 0.3494; -1.6779 0.4725; -1.5822 0.5529; -1.6039 0.6760; -1.5081 0.7563; -1.5298 0.8794; -1.4341 0.9598; -1.4558 1.0829; -1.3600 1.1632; -1.3817 1.2863; -1.2860 1.3667; -1.3077 1.4898; -1.2119 1.5701; -1.2337 1.6932; -1.1379 1.7736; -1.1596 1.8967; -1.0638 1.9770; -1.0856 2.1001; -1.1073 2.2232; -1.0115 2.3036; -1.0332 2.4267; -0.9375 2.5070; -0.9592 2.6301; -0.8634 2.7105; -0.8851 2.8336; -0.7894 2.9139; -0.8111 3.0370; -0.8328 3.1601; -0.7370 3.2405; -0.7587 3.3636; -0.6630 3.4439; -0.6847 3.5670; -0.7064 3.6901; -0.6106 3.7705; -0.6323 3.8936; -0.5366 3.9739; -0.5583 4.0970; -0.5800 4.2201; -0.4842 4.3005; -0.5059 4.4236; -0.5276 4.5467; -0.4319 4.6270; -0.4536 4.7501; -0.4753 4.8732; -0.3795 4.9536; -0.4012 5.0767; -0.3055 5.1570; -0.3272 5.2801; -0.3489 5.4032; -0.2531 5.4836; -0.2748 5.6067; -0.2966 5.7298; -0.2008 5.8101; -0.2225 5.9332; -0.1268 6.0136; -0.1485 6.1367; -0.0527 6.2170; -0.0744 6.3401; -0.0961 6.4632; -0.0004 6.5436; -0.0221 6.6667; -0.0438 6.7898; 0.0520 6.8701; 0.0303 6.9932; 0.1260 7.0736; 0.1043 7.1967; 0.2001 7.2770; 0.1784 7.4001; 0.1567 7.5232; 0.2524 7.6036; 0.2307 7.7267; 0.3265 7.8070; 0.3048 7.9301; 0.4005 8.0104; 0.3788 8.1336; 0.3571 8.2567; 0.4529 8.3370; 0.4312 8.4601; 0.5269 8.5404; 0.5052 8.6636; 0.4835 8.7867; 0.5793 8.8670; 0.5576 8.9901; 0.5359 9.1132; 0.6316 9.1936; 0.6099 9.3167; 0.7057 9.3970; 0.6840 9.5201; 0.6622 9.6432; 0.7580 9.7235; 0.7363 9.8467; 0.8321 9.9270; 0.8103 10.0501; 0.9061 10.1304; 0.8844 10.2535; 0.8627 10.3767; 0.9584 10.4570; 0.9367 10.5801; 1.0325 10.6604; 1.0108 10.7835; 1.1065 10.8639; 1.0848 10.9870; 1.0631 11.1101; 1.1589 11.1904; 1.1372 11.3135; 1.2329 11.3939; 1.3287 11.4742; 1.3070 11.5973; 1.2853 11.7204; 1.3810 11.8008; 1.3593 11.9239; 1.4551 12.0042; 1.4334 12.1273; 1.5291 12.2077; 1.5074 12.3308; 1.6032 12.4111; 1.5815 12.5342; 1.6772 12.6146; 1.6555 12.7377; 1.7513 12.8180; 1.8470 12.8984; 1.8253 13.0215; 1.9211 13.1018; 1.8994 13.2249; 1.8777 13.3480; 1.9734 13.4284; 1.9517 13.5515; 2.0475 13.6318; 2.0258 13.7549; 2.1215 13.8353; 2.0998 13.9584; 2.1956 14.0387; 2.1739 14.1618; 2.2696 14.2422; 2.2479 14.3653; 2.3437 14.4456; 2.3220 14.5687; 2.4177 14.6491; 2.3960 14.7722; 2.4918 14.8525; 2.4701 14.9756; 2.5658 15.0560; 2.6616 15.1363; 2.6399 15.2594; 2.7356 15.3398; 2.7139 15.4629; 2.8097 15.5432; 2.7880 15.6663; 2.8837 15.7467; 2.8620 15.8698; 2.9578 15.9501; 2.9361 16.0732; 3.0318 16.1536; 3.0101 16.2767; 3.1059 16.3570; 3.0842 16.4801; 3.1799 16.5605; 3.1582 16.6836; 3.2540 16.7639; 3.2323 16.8870; 3.2106 17.0101; 3.3063 17.0905; 3.2846 17.2136; 3.3804 17.2939; 3.3587 17.4170; 3.4544 17.4974; 3.4327 17.6205; 3.5285 17.7008; 3.6242 17.7812; 3.6025 17.9043; 3.6983 17.9846; 3.6766 18.1077; 3.7723 18.1881; 3.7506 18.3112; 3.8464 18.3915; 3.9421 18.4719; 3.9204 18.5950; 4.0162 18.6753; 3.9945 18.7984; 4.0902 18.8788; 4.0685 19.0019; 4.1643 19.0822; 4.1426 19.2053; 4.2383 19.2857; 4.2166 19.4088; 4.3124 19.4891; 4.4081 19.5695; 4.3864 19.6926; 4.3647 19.8157; 4.4605 19.8960; 4.4388 20.0191; 4.5345 20.0995; 4.5128 20.2226; 4.4911 20.3457; 4.5869 20.4260; 4.5652 20.5491; 4.5435 20.6722; 4.6392 20.7526; 4.6175 20.8757; 4.7133 20.9560; 4.6916 21.0791; 4.7873 21.1595; 4.7656 21.2826; 4.7439 21.4057; 4.8397 21.4860; 4.8180 21.6091; 4.9137 21.6895; 4.8920 21.8126; 4.8703 21.9357; 4.9660 22.0160; 4.9443 22.1391; 5.0401 22.2195; 5.0184 22.3426; 5.1141 22.4229; 5.0968 22.5214; 5.1734 22.5857; 5.1560 22.6842; 5.2326 22.7484; 5.2153 22.8469; 5.2919 22.9112; 5.2745 23.0097; 5.3511 23.0740; 5.3337 23.1724; 5.4103 23.2367; 5.3930 23.3352; 5.4696 23.3995; 5.5462 23.4638; 5.5288 23.5622; 5.6054 23.6265; 5.6820 23.6908; 5.6647 23.7893; 5.7413 23.8536; 5.7239 23.9520; 5.8005 24.0163; 5.7831 24.1148; 5.7065 24.1791; 5.7831 24.2434; 5.8598 24.3076; 5.7831 24.3719; 5.8598 24.4362; 5.7831 24.5005; 5.7065 24.5647; 5.7831 24.6290; 5.7065 24.6933; 5.7831 24.7576; 5.7065 24.8219; 5.7831 24.8861; 5.7065 24.9504; 5.7831 25.0147; 5.7065 25.0790; 5.7831 25.1433; 5.7065 25.2075; 5.6299 25.2718; 5.7065 25.3361; 5.6299 25.4004; 5.5533 25.4646; 5.6299 25.5289; 5.5533 25.5932; 5.4767 25.6575; 5.5533 25.7218; 5.4767 25.7860; 5.5533 25.8503; 5.4767 25.9146; 5.4001 25.9789; 5.4767 26.0432; 5.4001 26.1074; 5.3235 26.1717; 5.4001 26.2360; 5.3235 26.3003; 5.4001 26.3645; 5.3235 26.4288; 5.4001 26.4931; 5.3235 26.5574; 5.2469 26.6217; 5.1703 26.6859; 5.2469 26.7502; 5.3235 26.8145; 5.2469 26.8788; 5.1703 26.9431; 5.0937 27.0073; 5.1703 27.0716; 5.0937 27.1359; 5.0171 27.2002; 5.0937 27.2645; 5.0171 27.3287; 5.0937 27.3930; 5.0171 27.4573; 4.9405 27.5216; 5.0171 27.5858; 4.9405 27.6501; 5.0171 27.7144; 4.9405 27.7787; 4.8639 27.8430
2, -5.0000 -5.0000; -4.9042 -4.9197; -4.8085 -4.8393; -4.7127 -4.7590; -4.6170 -4.6786; -4.5212 -4.5983; -4.4255 -4.5179; -4.3297 -4.4376; -4.2340 -4.3572; -4.1382 -4.2769; -4.0424 -4.1965; -3.9467 -4.1162; -3.8509 -4.0358; -3.7552 -3.9555; -3.6594 -3.8751; -3.5637 -3.7948; -3.4679 -3.7144; -3.3722 -3.6341; -3.2764 -3.5537; -3.1806 -3.4734; -3.0849 -3.3930; -2.9891 -3.3127; -2.8934 -3.2323; -2.7976 -3.1520; -2.8193 -3.0289; -2.7236 -2.9485; -2.7453 -2.8254; -2.6495 -2.7451; -2.6712 -2.6220; -2.5755 -2.5416; -2.5972 -2.4185; -2.5014 -2.3382; -2.5231 -2.2151; -2.4274 -2.1347; -2.4491 -2.0116; -2.3533 -1.9313; -2.3750 -1.8082; -2.2793 -1.7278; -2.3010 -1.6047; -2.2052 -1.5244; -2.2269 -1.4013; -2.2486 -1.2782; -2.1529 -1.1978; -2.1746 -1.0747; -2.0788 -0.9944; -2.1005 -0.8713; -2.0048 -0.7909; -2.0265 -0.6678; -1.9307 -0.5875; -1.9524 -0.4644; -1.8567 -0.3840; -1.8784 -0.2609; -1.7826 -0.1806; -1.8043 -0.0575; -1.7086 0.0229; -1.7303 0.1460; -1.6345 0.2263; -1.6562 0.3494; -1.5605 0.4298; -1.5822 0.5529; -1.4864 0.6332; -1.5081 0.7563; -1.4124 0.8367; -1.4341 0.9598; -1.3383 1.0401; -1.3600 1.1632; -1.2643 1.2436; -1.2860 1.3667; -1.1902 1.4470; -1.2119 1.5701; -1.1162 1.6505; -1.1379 1.7736; -1.0421 1.8539; -1.0638 1.9770; -0.9681 2.0574; -0.9898 2.1805; -0.8940 2.2608; -0.9157 2.3839; -0.8200 2.4642; -0.8417 2.5874; -0.8634 2.7105; -0.7676 2.7908; -0.7894 2.9139; -0.6936 2.9942; -0.7153 3.1174; -0.7370 3.2405; -0.6413 3.3208; -0.6630 3.4439; -0.6847 3.5670; -0.5889 3.6474; -0.6106 3.7705; -0.6323 3.8936; -0.5366 3.9739; -0.5583 4.0970; -0.4625 4.1774; -0.4842 4.3005; -0.5059 4.4236; -0.4102 4.5039; -0.4319 4.6270; -0.4536 4.7501; -0.3578 4.8305; -0.3795 4.9536; -0.4012 5.0767; -0.3055 5.1570; -0.3272 5.2801; -0.3489 5.4032; -0.2531 5.4836; -0.2748 5.6067; -0.1791 5.6870; -0.2008 5.8101; -0.2225 5.9332; -0.1268 6.0136; -0.1485 6.1367; -0.0527 6.2170; -0.0744 6.3401; 0.0213 6.4205; -0.0004 6.5436; -0.0221 6.6667; 0.0737 6.7470; 0.0520 6.8701; 0.1477 6.9504; 0.1260 7.0736; 0.1043 7.1967; 0.2001 7.2770; 0.1784 7.4001; 0.2741 7.4805; 0.2524 7.6036; 0.3482 7.6839; 0.3265 7.8070; 0.3048 7.9301; 0.4005 8.0104; 0.3788 8.1336; 0.4746 8.2139; 0.4529 8.3370; 0.4312 8.4601; 0.5269 8.5404; 0.5052 8.6636; 0.6010 8.7439; 0.5793 8.8670; 0.6750 8.9473; 0.6533 9.0704; 0.6316 9.1936; 0.7274 9.2739; 0.7057 9.3970; 0.8014 9.4773; 0.7797 9.6004; 0.7580 9.7235; 0.8538 9.8039; 0.8321 9.9270; 0.9278 10.0073; 0.9061 10.1304; 1.0019 10.2108; 0.9801 10.3339; 1.0759 10.4142; 1.0542 10.5373; 1.1500 10.6177; 1.1282 10.7408; 1.1065 10.8639; 1.2023 10.9442; 1.1806 11.0673; 1.2763 11.1477; 1.2546 11.2708; 1.3504 11.3511; 1.3287 11.4742; 1.4244 11.5546; 1.4027 11.6777; 1.4985 11.7580; 1.4768 11.8811; 1.5725 11.9615; 1.6683 12.0418; 1.6466 12.1649; 1.7424 12.2453; 1.7206 12.3684; 1.8164 12.4487; 1.7947 12.5718; 1.8904 12.6522; 1.8687 12.7753; 1.9645 12.8556; 1.9428 12.9787; 2.0385 13.0591; 2.0168 13.1822; 2.1126 13.2625; 2.0909 13.3856; 2.1866 13.4660; 2.1649 13.5891; 2.2607 13.6694; 2.2390 13.7925; 2.3347 13.8729; 2.4305 13.9532; 2.4088 14.0763; 2.5046 14.1567; 2.4828 14.2798; 2.5786 14.3601; 2.5569 14.4832; 2.6527 14.5636; 2.6309 14.6867; 2.7267 14.7670; 2.7050 14.8901; 2.8008 14.9705; 2.7790 15.0936; 2.8748 15.1739; 2.8531 15.2970; 2.9488 15.3774; 2.9271 15.5005; 3.0229 15.5808; 3.0012 15.7039; 3.0969 15.7843; 3.1927 15.8646; 3.1710 15.9877; 3.2668 16.0681; 3.3625 16.1484; 3.3408 16.2715; 3.4366 16.3519; 3.5323 16.4322; 3.5106 16.5553; 3.4889 16.6784; 3.5847 16.7588; 3.6804 16.8391; 3.6587 16.9622; 3.7545 17.0426; 3.7328 17.1657; 3.8285 17.2460; 3.9243 17.3264; 3.9026 17.4495; 3.9983 17.5298; 3.9766 17.6529; 4.0724 17.7333; 4.0507 17.8564; 4.1464 17.9367; 4.1247 18.0598; 4.2205 18.1402; 4.3162 18.2205; 4.2945 18.3436; 4.3903 18.4240; 4.3686 18.5471; 4.4643 18.6274; 4.4426 18.7505; 4.5384 18.8309; 4.5167 18.9540; 4.6124 19.0343; 4.7082 19.1147; 4.6865 19.2378; 4.7822 19.3181; 4.7605 19.4412; 4.8563 19.5216; 4.8389 19.6200; 4.9155 19.6843; 4.8981 19.7828; 4.9748 19.8471; 4.9574 19.9456; 5.0340 20.0098; 5.0166 20.1083; 5.0932 20.1726; 5.1698 20.2369; 5.0932 20.3012; 5.1698 20.3654; 5.0932 20.4297; 5.0166 20.4940; 4.9227 20.5282; 5.0166 20.4940; 4.9400 20.5583; 5.0340 20.5241; 4.9574 20.5883; 5.0514 20.5541; 4.9748 20.6184; 4.8808 20.6526; 4.9043 20.6441; 4.9278 20.6355; 4.9513 20.6270; 5.0452 20.5928; 5.1218 20.6571; 5.0452 20.7213; 4.9513 20.7555; 4.9748 20.7470; 4.9982 20.7384; 5.0217 20.7299; 5.1157 20.6957; 5.0391 20.7600; 5.1157 20.8242; 5.0157 20.8242; 5.1097 20.7900; 5.0157 20.8242; 5.1097 20.7900; 5.0331 20.8543; 5.1270 20.8201; 5.0331 20.8543; 5.1270 20.8201; 5.2036 20.8844; 5.1270 20.9487; 5.1020 20.9487; 5.1255 20.9401; 5.1020 20.9487; 5.1960 20.9145; 5.1194 20.9787; 5.2134 20.9445; 5.1194 20.9787; 5.2134 20.9445; 5.1368 21.0088; 5.2307 20.9746; 5.1541 21.0389; 5.2481 21.0047; 5.1541 21.0389; 5.2481 21.0047; 5.1715 21.0690; 5.2655 21.0348; 5.1889 21.0991; 5.0949 21.1333; 5.1184 21.1247; 5.1419 21.1162; 5.1654 21.1076; 5.2593 21.0734; 5.3359 21.1377; 5.2593 21.2020; 5.2343 21.2020; 5.2109 21.2105; 5.2343 21.2020; 5.2109 21.2105; 5.3048 21.1763; 5.2109 21.2105; 5.3048 21.1763; 5.2282 21.2406; 5.3222 21.2064; 5.2282 21.2406; 5.3222 21.2064; 5.3988 21.2707; 5.2988 21.2707; 5.3928 21.2365; 5.2988 21.2707; 5.3928 21.2365; 5.2988 21.2707; 5.3928 21.2365; 5.3162 21.3007; 5.3396 21.2922; 5.3631 21.2836; 5.4571 21.2494; 5.5337 21.3137; 5.4571 21.3780; 5.4321 21.3780; 5.4556 21.3694; 5.4321 21.3780; 5.5261 21.3438; 5.4321 21.3780; 5.5261 21.3438; 5.4495 21.4081; 5.5434 21.3739; 5.4495 21.4081; 5.5434 21.3739; 5.4495 21.4081; 5.5434 21.3739; 5.4495 21.4081
3, -5.0000 -5.0000; -4.9042 -4.9197; -4.8085 -4.8393; -4.7127 -4.7590; -4.6170 -4.6786; -4.5212 -4.5983; -4.4255 -4.5179; -4.3297 -4.4376; -4.2340 -4.3572; -4.1382 -4.2769; -4.0424 -4.1965; -3.9467 -4.1162; -3.8509 -4.0358; -3.7552 -3.9555; -3.6594 -3.8751; -3.5637 -3.7948; -3.4679 -3.7144; -3.3722 -3.6341; -3.2764 -3.5537; -3.1806 -3.4734; -3.0849 -3.3930; -2.9891 -3.3127; -2.8934 -3.2323; -2.7976 -3.1520; -2.7019 -3.0716; -2.7236 -2.9485; -2.6278 -2.8682; -2.6495 -2.7451; -2.5538 -2.6647; -2.5755 -2.5416; -2.4797 -2.4613; -2.5014 -2.3382; -2.4057 -2.2578; -2.4274 -2.1347; -2.3316 -2.0544; -2.3533 -1.9313; -2.2576 -1.8509; -2.2793 -1.7278; -2.1835 -1.6475; -2.2052 -1.5244; -2.1095 -1.4440; -2.1312 -1.3209; -2.0354 -1.2406; -2.0571 -1.1175; -1.9614 -1.0371; -1.9831 -0.9140; -1.8873 -0.8337; -1.9090 -0.7106; -1.8133 -0.6302; -1.8350 -0.5071; -1.7392 -0.4268; -1.7609 -0.3037; -1.6652 -0.2233; -1.6869 -0.1002; -1.5911 -0.0199; -1.6128 0.1032; -1.5171 0.1836; -1.5388 0.3067; -1.4430 0.3870; -1.4647 0.5101; -1.4864 0.6332; -1.3907 0.7136; -1.4124 0.8367; -1.3166 0.9170; -1.3383 1.0401; -1.2426 1.1205; -1.2643 1.2436; -1.1685 1.3239; -1.1902 1.4470; -1.0945 1.5274; -1.1162 1.6505; -1.0204 1.7308; -1.0421 1.8539; -0.9464 1.9342; -0.9681 2.0574; -0.8723 2.1377; -0.8940 2.2608; -0.9157 2.3839; -0.8200 2.4642; -0.8417 2.5874; -0.7459 2.6677; -0.7676 2.7908; -0.7894 2.9139; -0.6936 2.9942; -0.7153 3.1174; -0.6195 3.1977; -0.6413 3.3208; -0.6630 3.4439; -0.5672 3.5242; -0.5889 3.6474; -0.6106 3.7705; -0.5149 3.8508; -0.5366 3.9739; -0.5583 4.0970; -0.4625 4.1774; -0.4842 4.3005; -0.3885 4.3808; -0.4102 4.5039; -0.4319 4.6270; -0.3361 4.7073; -0.3578 4.8305; -0.3795 4.9536; -0.2838 5.0339; -0.3055 5.1570; -0.3272 5.2801; -0.2314 5.3605; -0.2531 5.4836; -0.1574 5.5639; -0.1791 5.6870; -0.0833 5.7673; -0.1050 5.8905; -0.1268 6.0136; -0.0310 6.0939; -0.0527 6.2170; 0.0431 6.2973; 0.0213 6.4205; -0.0004 6.5436; 0.0954 6.6239; 0.0737 6.7470; 0.1694 6.8273; 0.1477 6.9504; 0.2435 7.0308; 0.2218 7.1539; 0.2001 7.2770; 0.2958 7.3573; 0.2741 7.4805; 0.3699 7.5608; 0.3482 7.6839; 0.3265 7.8070; 0.4222 7.8873; 0.4005 8.0104; 0.4963 8.0908; 0.4746 8.2139; 0.4529 8.3370; 0.5486 8.4173; 0.5269 8.5404; 0.6227 8.6208; 0.6010 8.7439; 0.6967 8.8242; 0.6750 8.9473; 0.6533 9.0704; 0.7491 9.1508; 0.7274 9.2739; 0.8231 9.3542; 0.8014 9.4773; 0.7797 9.6004; 0.8755 9.6808; 0.8538 9.8039; 0.9495 9.8842; 0.9278 10.0073; 0.9061 10.1304; 1.0019 10.2108; 0.9801 10.3339; 1.0759 10.4142; 1.0542 10.5373; 1.1500 10.6177; 1.1282 10.7408; 1.2240 10.8211; 1.2023 10.9442; 1.2981 11.0246; 1.2763 11.1477; 1.3721 11.2280; 1.3504 11.3511; 1.4462 11.4315; 1.4244 11.5546; 1.5202 11.6349; 1.4985 11.7580; 1.5943 11.8384; 1.5725 11.9615; 1.6683 12.0418; 1.6466 12.1649; 1.7424 12.2453; 1.7206 12.3684; 1.8164 12.4487; 1.7947 12.5718; 1.8904 12.6522; 1.8687 12.7753; 1.9645 12.8556; 1.9428 12.9787; 2.0385 13.0591; 2.1343 13.1394; 2.1126 13.2625; 2.2084 13.3429; 2.1866 13.4660; 2.2824 13.5463; 2.2607 13.6694; 2.3565 13.7498; 2.3347 13.8729; 2.4305 13.9532; 2.4088 14.0763; 2.5046 14.1567; 2.4828 14.2798; 2.5786 14.3601; 2.5569 14.4832; 2.6527 14.5636; 2.6309 14.6867; 2.7267 14.7670; 2.7050 14.8901; 2.8008 14.9705; 2.7790 15.0936; 2.8748 15.1739; 2.8531 15.2970; 2.9488 15.3774; 2.9271 15.5005; 3.0229 15.5808; 3.0012 15.7039; 3.0969 15.7843; 3.0752 15.9074; 3.1710 15.9877; 3.1493 16.1108; 3.1276 16.2339; 3.2233 16.3143; 3.2016 16.4374; 3.2974 16.5177; 3.2757 16.6408; 3.3714 16.7212; 3.3497 16.8443; 3.4455 16.9246; 3.4238 17.0477; 3.5195 17.1281; 3.6153 17.2084; 3.5936 17.3315; 3.6893 17.4119; 3.6676 17.5350; 3.7634 17.6153; 3.7417 17.7384; 3.8374 17.8188; 3.8157 17.9419; 3.9115 18.0222; 3.8898 18.1453; 3.9855 18.2257; 4.0813 18.3060; 4.0596 18.4291; 4.1553 18.5095; 4.1336 18.6326; 4.2294 18.7129; 4.2077 18.8360; 4.3034 18.9164; 4.2817 19.0395; 4.3775 19.1198; 4.3558 19.2429; 4.4515 19.3233; 4.4298 19.4464; 4.5256 19.5267; 4.5039 19.6498; 4.4822 19.7729; 4.5779 19.8533; 4.5562 19.9764; 4.6520 20.0567; 4.6303 20.1798; 4.6086 20.3029; 4.7043 20.3833; 4.6826 20.5064; 4.7784 20.5867; 4.7567 20.7098; 4.8524 20.7902; 4.8307 20.9133; 4.8090 21.0364; 4.9048 21.1167; 4.8831 21.2398; 4.9788 21.3202; 4.9571 21.4433; 5.0529 21.5236; 5.0312 21.6467; 5.1269 21.7271; 5.1052 21.8502; 5.2010 21.9305; 5.1793 22.0536; 5.2750 22.1340; 5.2533 22.2571; 5.3491 22.3374; 5.4448 22.4178; 5.4231 22.5409; 5.5189 22.6212; 5.4972 22.7443; 5.5929 22.8247; 5.5756 22.9231; 5.6713 23.0035; 5.6540 23.1020; 5.7306 23.1663; 5.7132 23.2647; 5.7898 23.3290; 5.7724 23.4275; 5.8490 23.4918; 5.8317 23.5903; 5.8143 23.6887; 5.8909 23.7530; 5.9675 23.8173; 5.9502 23.9158; 6.0268 23.9800; 6.0094 24.0785; 6.0860 24.1428; 6.0686 24.2413; 6.1452 24.3056; 6.1279 24.4040; 6.2045 24.4683; 6.1871 24.5668; 6.1697 24.6653; 6.2463 24.7296; 6.1697 24.7938; 6.2463 24.8581; 6.1697 24.9224; 6.2463 24.9867; 6.1697 25.0510; 6.2463 25.1152; 6.3230 25.1795; 6.2463 25.2438; 6.3230 25.3081; 6.2463 25.3724; 6.3230 25.4366; 6.3056 25.5351; 6.2290 25.5994; 6.3056 25.6637; 6.2290 25.7280; 6.3056 25.7922; 6.2290 25.8565; 6.3056 25.9208; 6.2290 25.9851; 6.1524 26.0493; 6.2290 26.1136; 6.1524 26.1779; 6.2290 26.2422; 6.1524 26.3065; 6.2290 26.3707; 6.1524 26.4350; 6.0758 26.4993; 6.1524 26.5636; 6.0758 26.6279; 6.1524 26.6921; 6.0758 26.7564; 5.9992 26.8207; 6.0758 26.8850; 5.9992 26.9492; 6.0758 27.0135; 5.9992 27.0778; 6.0758 27.1421; 5.9992 27.2064; 6.0758 27.2706; 5.9992 27.3349; 5.9226 27.3992; 5.9992 27.4635; 5.9226 27.5278; 5.9992 27.5920; 5.9226 27.6563; 5.8460 27.7206; 5.9226 27.7849; 5.8460 27.8491; 5.7694 27.9134; 5.8460 27.9777; 5.7694 28.0420
