1, -5.0000 1.1554; -4.9765 1.1639; -4.9530 1.1725; -4.9295 1.1810; -4.9060 1.1896; -4.8825 1.1981; -4.8590 1.2067; -4.8356 1.2152; -4.8121 1.2238; -4.7886 1.2323; -4.7651 1.2409; -4.7416 1.2494; -4.7181 1.2580; -4.6946 1.2665; -4.6711 1.2751; -4.6476 1.2836; -4.6241 1.2922; -4.6006 1.3007; -4.5771 1.3093; -4.5536 1.3178; -4.5302 1.3264; -4.5067 1.3349; -4.4832 1.3435; -4.4597 1.3520; -4.4362 1.3606; -4.4127 1.3691; -4.3892 1.3777; -4.3657 1.3862; -4.3422 1.3948; -4.3187 1.4033; -4.2952 1.4119; -4.2717 1.4204; -4.2482 1.4290; -4.2248 1.4375; -4.2013 1.4461; -4.1778 1.4546; -4.1543 1.4632; -4.1308 1.4717; -4.1073 1.4803; -4.0838 1.4888; -4.0603 1.4974; -4.0368 1.5059; -4.0133 1.5145; -3.9898 1.5230; -3.9663 1.5316; -3.9428 1.5401; -3.9194 1.5487; -3.8959 1.5572; -3.8724 1.5658; -3.8489 1.5743; -3.8254 1.5829; -3.8019 1.5914; -3.7784 1.6000; -3.7549 1.6085; -3.7314 1.6171; -3.7079 1.6256; -3.6844 1.6342; -3.6609 1.6427; -3.6374 1.6513; -3.6140 1.6598; -3.5905 1.6684; -3.5670 1.6769; -3.5435 1.6855; -3.5200 1.6940; -3.4965 1.7026; -3.4730 1.7111; -3.4495 1.7197; -3.4260 1.7283; -3.4025 1.7368; -3.3790 1.7454; -3.3555 1.7539; -3.3320 1.7625; -3.3086 1.7710; -3.2851 1.7796; -3.2616 1.7881; -3.2381 1.7967; -3.2146 1.8052; -3.1911 1.8138; -3.1676 1.8223; -3.1441 1.8309; -3.1206 1.8394; -3.0971 1.8480; -3.0736 1.8565; -3.0501 1.8651; -3.0266 1.8736; -3.0032 1.8822; -2.9797 1.8907; -2.9562 1.8993; -2.9327 1.9078; -2.9092 1.9164; -2.8857 1.9249; -2.8622 1.9335; -2.8387 1.9420; -2.8152 1.9506; -2.7917 1.9591; -2.7682 1.9677; -2.7447 1.9762; -2.7212 1.9848; -2.6978 1.9933; -2.6743 2.0019; -2.6508 2.0104; -2.6273 2.0190; -2.6038 2.0275; -2.5803 2.0361; -2.5568 2.0446; -2.5333 2.0532; -2.5098 2.0617; -2.4863 2.0703; -2.4628 2.0788; -2.4393 2.0874; -2.4158 2.0959; -2.3924 2.1045; -2.3689 2.1130; -2.3454 2.1216; -2.3219 2.1301; -2.2984 2.1387; -2.2749 2.1472; -2.2514 2.1558; -2.2279 2.1643; -2.2044 2.1729; -2.1809 2.1814; -2.1574 2.1900; -2.1339 2.1985; -2.1104 2.2071; -2.0870 2.2156; -2.0635 2.2242; -2.0400 2.2327; -2.0165 2.2413; -1.9930 2.2498; -1.9695 2.2584; -1.9460 2.2669; -1.9225 2.2755; -1.8990 2.2840; -1.8755 2.2926; -1.8520 2.3011; -1.8285 2.3097; -1.8050 2.3182; -1.7816 2.3268; -1.7581 2.3353; -1.7346 2.3439; -1.7111 2.3524; -1.6876 2.3610; -1.6641 2.3695; -1.6406 2.3781; -1.6171 2.3866; -1.5936 2.3952; -1.5701 2.4037; -1.5466 2.4123; -1.5231 2.4208; -1.4996 2.4294; -1.4762 2.4379; -1.4527 2.4465; -1.4292 2.4550; -1.4057 2.4636; -1.3822 2.4721; -1.3587 2.4807; -1.3352 2.4892; -1.3117 2.4978; -1.2882 2.5063; -1.2647 2.5149; -1.2412 2.5234; -1.2177 2.5320; -1.1942 2.5405; -1.1708 2.5491; -1.1473 2.5576; -1.1238 2.5662; -1.1003 2.5748; -1.0768 2.5833; -1.0533 2.5919; -1.0298 2.6004; -1.0063 2.6090; -0.9828 2.6175; -0.9593 2.6261; -0.9358 2.6346; -0.9123 2.6432; -0.8888 2.6517; -0.8654 2.6603; -0.8419 2.6688; -0.8184 2.6774; -0.7949 2.6859; -0.7714 2.6945; -0.7479 2.7030; -0.7244 2.7116; -0.7009 2.7201; -0.6774 2.7287; -0.6539 2.7372; -0.6304 2.7458; -0.6069 2.7543; -0.5834 2.7629; -0.5600 2.7714; -0.5365 2.7800; -0.5130 2.7885; -0.4895 2.7971; -0.4660 2.8056; -0.4425 2.8142; -0.4190 2.8227; -0.3955 2.8313; -0.3720 2.8398; -0.3485 2.8484; -0.3250 2.8569; -0.3015 2.8655; -0.2780 2.8740; -0.2546 2.8826; -0.2311 2.8911; -0.2076 2.8997; -0.1841 2.9082; -0.1606 2.9168; -0.1371 2.9253; -0.1136 2.9339; -0.0901 2.9424; -0.0666 2.9510; -0.0431 2.9595; -0.0196 2.9681; 0.0039 2.9766; 0.0274 2.9852; 0.0508 2.9937; 0.0743 3.0023; 0.0978 3.0108; 0.1213 3.0194; 0.1463 3.0194; 0.1713 3.0194; 0.1963 3.0194; 0.2213 3.0194; 0.2463 3.0194; 0.2713 3.0194; 0.2963 3.0194; 0.3213 3.0194; 0.3463 3.0194; 0.3713 3.0194; 0.3963 3.0194; 0.4213 3.0194; 0.4463 3.0194; 0.4713 3.0194; 0.4963 3.0194; 0.5213 3.0194; 0.5463 3.0194; 0.5713 3.0194; 0.5963 3.0194; 0.5920 3.0440; 0.5876 3.0686; 0.5833 3.0932; 0.5790 3.1179; 0.5746 3.1425; 0.5703 3.1671; 0.5659 3.1917; 0.5616 3.2163; 0.5573 3.2410; 0.5529 3.2656; 0.5486 3.2902; 0.5442 3.3148; 0.5399 3.3394; 0.5355 3.3641; 0.5312 3.3887; 0.5269 3.4133; 0.5225 3.4379; 0.5182 3.4625; 0.5138 3.4872; 0.5095 3.5118; 0.5052 3.5364; 0.5008 3.5610; 0.4965 3.5856; 0.4921 3.6103; 0.4878 3.6349; 0.4835 3.6595; 0.4791 3.6841; 0.4748 3.7087; 0.4704 3.7334; 0.4661 3.7580; 0.4617 3.7826; 0.4574 3.8072; 0.4531 3.8318; 0.4487 3.8565; 0.4444 3.8811; 0.4400 3.9057; 0.4357 3.9303; 0.4314 3.9549; 0.4270 3.9796; 0.4227 4.0042; 0.4183 4.0288; 0.4140 4.0534; 0.4097 4.0780; 0.4053 4.1027; 0.4010 4.1273; 0.3966 4.1519; 0.3923 4.1765; 0.3879 4.2011; 0.3836 4.2258; 0.3749 4.2750; 0.3662 4.3242; 0.3576 4.3735; 0.3193 4.4056; 0.3001 4.4217; 0.2618 4.4538; 0.2235 4.4860; 0.1852 4.5181; 0.1469 4.5503; 0.1086 4.5824; 0.0703 4.6145; 0.0320 4.6467; -0.0446 4.7110; -0.0829 4.7431; -0.1595 4.8074; -0.2553 4.8877; -0.3510 4.9681; -0.4685 5.0108; -0.3510 4.9681; -0.2553 5.0484; -0.1787 5.1127; -0.1960 5.2112; -0.2726 5.2755; -0.3492 5.3397; -0.4450 5.4201; -0.3492 5.5004; -0.4259 5.5647; -0.5216 5.6451; -0.6174 5.7254; -0.5216 5.8058; -0.6174 5.8861; -0.7348 5.9289; -0.6174 5.8861; -0.5216 5.9664; -0.5982 6.0307; -0.5025 6.1111; -0.5791 6.1754; -0.6557 6.2396; -0.5599 6.3200; -0.6365 6.3843; -0.7323 6.4646; -0.6365 6.5450; -0.7131 6.6092; -0.8089 6.6896; -0.9046 6.7699; -0.7872 6.7272; -0.6914 6.8075; -0.7680 6.8718; -0.8446 6.9361; -0.7489 7.0164; -0.8255 7.0807; -0.9021 7.1450; -0.9978 7.2253; -0.8804 7.1826; -0.7846 7.2629; -0.8612 7.3272; -0.9378 7.3915; -0.8612 7.4558; -0.9378 7.5201; -1.0144 7.5843; -0.9378 7.6486; -1.0144 7.7129; -1.0910 7.7772
2, -5.0000 1.1554; -4.9765 1.1639; -4.9530 1.1725; -4.9295 1.1810; -4.9060 1.1896; -4.8825 1.1981; -4.8590 1.2067; -4.8356 1.2152; -4.8121 1.2238; -4.7886 1.2323; -4.7651 1.2409; -4.7416 1.2494; -4.7181 1.2580; -4.6946 1.2665; -4.6711 1.2751; -4.6476 1.2836; -4.6241 1.2922; -4.6006 1.3007; -4.5771 1.3093; -4.5536 1.3178; -4.5302 1.3264; -4.5067 1.3349; -4.4832 1.3435; -4.4597 1.3520; -4.4362 1.3606; -4.4127 1.3691; -4.3892 1.3777; -4.3657 1.3862; -4.3422 1.3948; -4.3187 1.4033; -4.2952 1.4119; -4.2717 1.4204; -4.2482 1.4290; -4.2248 1.4375; -4.2013 1.4461; -4.1778 1.4546; -4.1543 1.4632; -4.1308 1.4717; -4.1073 1.4803; -4.0838 1.4888; -4.0603 1.4974; -4.0368 1.5059; -4.0133 1.5145; -3.9898 1.5230; -3.9663 1.5316; -3.9428 1.5401; -3.9194 1.5487; -3.8959 1.5572; -3.8724 1.5658; -3.8489 1.5743; -3.8254 1.5829; -3.8019 1.5914; -3.7784 1.6000; -3.7549 1.6085; -3.7314 1.6171; -3.7079 1.6256; -3.6844 1.6342; -3.6609 1.6427; -3.6374 1.6513; -3.6140 1.6598; -3.5905 1.6684; -3.5670 1.6769; -3.5435 1.6855; -3.5200 1.6940; -3.4965 1.7026; -3.4730 1.7111; -3.4495 1.7197; -3.4260 1.7283; -3.4025 1.7368; -3.3790 1.7454; -3.3555 1.7539; -3.3320 1.7625; -3.3086 1.7710; -3.2851 1.7796; -3.2616 1.7881; -3.2381 1.7967; -3.2146 1.8052; -3.1911 1.8138; -3.1676 1.8223; -3.1441 1.8309; -3.1206 1.8394; -3.0971 1.8480; -3.0736 1.8565; -3.0501 1.8651; -3.0266 1.8736; -3.0032 1.8822; -2.9797 1.8907; -2.9562 1.8993; -2.9327 1.9078; -2.9092 1.9164; -2.8857 1.9249; -2.8622 1.9335; -2.8387 1.9420; -2.8152 1.9506; -2.7917 1.9591; -2.7682 1.9677; -2.7447 1.9762; -2.7212 1.9848; -2.6978 1.9933; -2.6743 2.0019; -2.6508 2.0104; -2.6273 2.0190; -2.6038 2.0275; -2.5803 2.0361; -2.5568 2.0446; -2.5333 2.0532; -2.5098 2.0617; -2.4863 2.0703; -2.4628 2.0788; -2.4393 2.0874; -2.4158 2.0959; -2.3924 2.1045; -2.3689 2.1130; -2.3454 2.1216; -2.3219 2.1301; -2.2984 2.1387; -2.2749 2.1472; -2.2514 2.1558; -2.2279 2.1643; -2.2044 2.1729; -2.1809 2.1814; -2.1574 2.1900; -2.1339 2.1985; -2.1104 2.2071; -2.0870 2.2156; -2.0635 2.2242; -2.0400 2.2327; -2.0165 2.2413; -1.9930 2.2498; -1.9695 2.2584; -1.9460 2.2669; -1.9225 2.2755; -1.8990 2.2840; -1.8755 2.2926; -1.8520 2.3011; -1.8285 2.3097; -1.8050 2.3182; -1.7816 2.3268; -1.7581 2.3353; -1.7346 2.3439; -1.7111 2.3524; -1.6876 2.3610; -1.6641 2.3695; -1.6406 2.3781; -1.6171 2.3866; -1.5936 2.3952; -1.5701 2.4037; -1.5466 2.4123; -1.5231 2.4208; -1.4996 2.4294; -1.4762 2.4379; -1.4527 2.4465; -1.4292 2.4550; -1.4057 2.4636; -1.3822 2.4721; -1.3587 2.4807; -1.3352 2.4892; -1.3117 2.4978; -1.2882 2.5063; -1.2647 2.5149; -1.2412 2.5234; -1.2177 2.5320; -1.1942 2.5405; -1.1708 2.5491; -1.1473 2.5576; -1.1238 2.5662; -1.1003 2.5748; -1.0768 2.5833; -1.0533 2.5919; -1.0298 2.6004; -1.0063 2.6090; -0.9828 2.6175; -0.9593 2.6261; -0.9358 2.6346; -0.9123 2.6432; -0.8888 2.6517; -0.8654 2.6603; -0.8419 2.6688; -0.8184 2.6774; -0.7949 2.6859; -0.7714 2.6945; -0.7479 2.7030; -0.7244 2.7116; -0.7009 2.7201; -0.6774 2.7287; -0.6539 2.7372; -0.6304 2.7458; -0.6069 2.7543; -0.5834 2.7629; -0.5600 2.7714; -0.5365 2.7800; -0.5130 2.7885; -0.4895 2.7971; -0.4660 2.8056; -0.4425 2.8142; -0.4190 2.8227; -0.3955 2.8313; -0.3720 2.8398; -0.3485 2.8484; -0.3250 2.8569; -0.3015 2.8655; -0.2780 2.8740; -0.2546 2.8826; -0.2311 2.8911; -0.2076 2.8997; -0.1841 2.9082; -0.1606 2.9168; -0.1371 2.9253; -0.1136 2.9339; -0.0901 2.9424; -0.0666 2.9510; -0.0431 2.9595; -0.0196 2.9681; 0.0039 2.9766; 0.0274 2.9852; 0.0508 2.9937; 0.0743 3.0023; 0.0978 3.0108; 0.1213 3.0194; 0.1448 3.0279; 0.1683 3.0365; 0.1918 3.0450; 0.2153 3.0536; 0.2388 3.0621; 0.2623 3.0707; 0.2858 3.0792; 0.3093 3.0878; 0.3328 3.0963; 0.3562 3.1049; 0.3797 3.1134; 0.4032 3.1220; 0.4267 3.1305; 0.4502 3.1391; 0.4737 3.1476; 0.4972 3.1562; 0.5207 3.1647; 0.5442 3.1733; 0.5677 3.1818; 0.5912 3.1904; 0.6147 3.1989; 0.6382 3.2075; 0.6616 3.2160; 0.6851 3.2246; 0.7086 3.2331; 0.7321 3.2417; 0.7556 3.2502; 0.7791 3.2588; 0.8026 3.2673; 0.8261 3.2759; 0.8496 3.2844; 0.8746 3.2844; 0.8996 3.2844; 0.9246 3.2844; 0.9496 3.2844; 0.9746 3.2844; 0.9996 3.2844; 1.0246 3.2844; 1.0496 3.2844; 1.0746 3.2844; 1.0996 3.2844; 1.1246 3.2844; 1.1496 3.2844; 1.1746 3.2844; 1.1996 3.2844; 1.2246 3.2844; 1.2496 3.2844; 1.2746 3.2844; 1.2996 3.2844; 1.3246 3.2844; 1.3496 3.2844; 1.3746 3.2844; 1.3996 3.2844; 1.3952 3.3091; 1.3909 3.3337; 1.4159 3.3337; 1.4116 3.3583; 1.4366 3.3583; 1.4322 3.3829; 1.4279 3.4075; 1.4529 3.4075; 1.4485 3.4322; 1.4442 3.4568; 1.4692 3.4568; 1.4649 3.4814; 1.4899 3.4814; 1.4855 3.5060; 1.5105 3.5060; 1.5062 3.5306; 1.5312 3.5306; 1.5268 3.5553; 1.5225 3.5799; 1.5475 3.5799; 1.5432 3.6045; 1.5682 3.6045; 1.5638 3.6291; 1.5888 3.6291; 1.5845 3.6537; 1.6095 3.6537; 1.6051 3.6784; 1.6008 3.7030; 1.6258 3.7030; 1.6508 3.7030; 1.6464 3.7276; 1.6421 3.7522; 1.6378 3.7768; 1.6628 3.7768; 1.6584 3.8015; 1.6541 3.8261; 1.6791 3.8261; 1.6747 3.8507; 1.6997 3.8507; 1.7247 3.8507; 1.7204 3.8753; 1.7161 3.8999; 1.7117 3.9246; 1.7367 3.9246; 1.7324 3.9492; 1.7574 3.9492; 1.7824 3.9492; 1.7780 3.9738; 1.7737 3.9984; 1.7987 3.9984; 1.7944 4.0230; 1.8194 4.0230; 1.8444 4.0230; 1.8400 4.0477; 1.8650 4.0477; 1.8900 4.0477; 1.8857 4.0723; 1.9107 4.0723; 1.9063 4.0969; 1.9313 4.0969; 1.9270 4.1215; 1.9520 4.1215; 1.9476 4.1461; 1.9726 4.1461; 1.9976 4.1461; 1.9933 4.1708; 2.0183 4.1708; 2.0140 4.1954; 2.0390 4.1954; 2.0346 4.2200; 2.0303 4.2446; 2.0553 4.2446; 2.0509 4.2693; 2.0759 4.2693; 2.1009 4.2693; 2.0966 4.2939; 2.1216 4.2939; 2.1173 4.3185
3, -5.0000 1.1554; -4.9765 1.1639; -4.9530 1.1725; -4.9295 1.1810; -4.9060 1.1896; -4.8825 1.1981; -4.8590 1.2067; -4.8356 1.2152; -4.8121 1.2238; -4.7886 1.2323; -4.7651 1.2409; -4.7416 1.2494; -4.7181 1.2580; -4.6946 1.2665; -4.6711 1.2751; -4.6476 1.2836; -4.6241 1.2922; -4.6006 1.3007; -4.5771 1.3093; -4.5536 1.3178; -4.5302 1.3264; -4.5067 1.3349; -4.4832 1.3435; -4.4597 1.3520; -4.4362 1.3606; -4.4127 1.3691; -4.3892 1.3777; -4.3657 1.3862; -4.3422 1.3948; -4.3187 1.4033; -4.2952 1.4119; -4.2717 1.4204; -4.2482 1.4290; -4.2248 1.4375; -4.2013 1.4461; -4.1778 1.4546; -4.1543 1.4632; -4.1308 1.4717; -4.1073 1.4803; -4.0838 1.4888; -4.0603 1.4974; -4.0368 1.5059; -4.0133 1.5145; -3.9898 1.5230; -3.9663 1.5316; -3.9428 1.5401; -3.9194 1.5487; -3.8959 1.5572; -3.8724 1.5658; -3.8489 1.5743; -3.8254 1.5829; -3.8019 1.5914; -3.7784 1.6000; -3.7549 1.6085; -3.7314 1.6171; -3.7079 1.6256; -3.6844 1.6342; -3.6609 1.6427; -3.6374 1.6513; -3.6140 1.6598; -3.5905 1.6684; -3.5670 1.6769; -3.5435 1.6855; -3.5200 1.6940; -3.4965 1.7026; -3.4730 1.7111; -3.4495 1.7197; -3.4260 1.7283; -3.4025 1.7368; -3.3790 1.7454; -3.3555 1.7539; -3.3320 1.7625; -3.3086 1.7710; -3.2851 1.7796; -3.2616 1.7881; -3.2381 1.7967; -3.2146 1.8052; -3.1911 1.8138; -3.1676 1.8223; -3.1441 1.8309; -3.1206 1.8394; -3.0971 1.8480; -3.0736 1.8565; -3.0501 1.8651; -3.0266 1.8736; -3.0032 1.8822; -2.9797 1.8907; -2.9562 1.8993; -2.9327 1.9078; -2.9092 1.9164; -2.8857 1.9249; -2.8622 1.9335; -2.8387 1.9420; -2.8152 1.9506; -2.7917 1.9591; -2.7682 1.9677; -2.7447 1.9762; -2.7212 1.9848; -2.6978 1.9933; -2.6743 2.0019; -2.6508 2.0104; -2.6273 2.0190; -2.6038 2.0275; -2.5803 2.0361; -2.5568 2.0446; -2.5333 2.0532; -2.5098 2.0617; -2.4863 2.0703; -2.4628 2.0788; -2.4393 2.0874; -2.4158 2.0959; -2.3924 2.1045; -2.3689 2.1130; -2.3454 2.1216; -2.3219 2.1301; -2.2984 2.1387; -2.2749 2.1472; -2.2514 2.1558; -2.2279 2.1643; -2.2044 2.1729; -2.1809 2.1814; -2.1574 2.1900; -2.1339 2.1985; -2.1104 2.2071; -2.0870 2.2156; -2.0635 2.2242; -2.0400 2.2327; -2.0165 2.2413; -1.9930 2.2498; -1.9695 2.2584; -1.9460 2.2669; -1.9225 2.2755; -1.8990 2.2840; -1.8755 2.2926; -1.8520 2.3011; -1.8285 2.3097; -1.8050 2.3182; -1.7816 2.3268; -1.7581 2.3353; -1.7346 2.3439; -1.7111 2.3524; -1.6876 2.3610; -1.6641 2.3695; -1.6406 2.3781; -1.6171 2.3866; -1.5936 2.3952; -1.5701 2.4037; -1.5466 2.4123; -1.5231 2.4208; -1.4996 2.4294; -1.4762 2.4379; -1.4527 2.4465; -1.4292 2.4550; -1.4057 2.4636; -1.3822 2.4721; -1.3587 2.4807; -1.3352 2.4892; -1.3117 2.4978; -1.2882 2.5063; -1.2647 2.5149; -1.2412 2.5234; -1.2177 2.5320; -1.1942 2.5405; -1.1708 2.5491; -1.1473 2.5576; -1.1238 2.5662; -1.1003 2.5748; -1.0768 2.5833; -1.0533 2.5919; -1.0298 2.6004; -1.0063 2.6090; -0.9828 2.6175; -0.9593 2.6261; -0.9358 2.6346; -0.9123 2.6432; -0.8888 2.6517; -0.8654 2.6603; -0.8419 2.6688; -0.8184 2.6774; -0.7949 2.6859; -0.7714 2.6945; -0.7479 2.7030; -0.7244 2.7116; -0.7009 2.7201; -0.6774 2.7287; -0.6539 2.7372; -0.6304 2.7458; -0.6069 2.7543; -0.5834 2.7629; -0.5600 2.7714; -0.5365 2.7800; -0.5130 2.7885; -0.4895 2.7971; -0.4660 2.8056; -0.4425 2.8142; -0.4190 2.8227; -0.3955 2.8313; -0.3720 2.8398; -0.3485 2.8484; -0.3250 2.8569; -0.3015 2.8655; -0.2780 2.8740; -0.2546 2.8826; -0.2311 2.8911; -0.2076 2.8997; -0.1841 2.9082; -0.1606 2.9168; -0.1371 2.9253; -0.1136 2.9339; -0.0901 2.9424; -0.0666 2.9510; -0.0431 2.9595; -0.0196 2.9681; 0.0039 2.9766; 0.0274 2.9852; 0.0508 2.9937; 0.0743 3.0023; 0.0978 3.0108; 0.1213 3.0194; 0.1448 3.0279; 0.1683 3.0365; 0.1918 3.0450; 0.2153 3.0536; 0.2388 3.0621; 0.2623 3.0707; 0.2858 3.0792; 0.3093 3.0878; 0.3328 3.0963; 0.3562 3.1049; 0.3797 3.1134; 0.4032 3.1220; 0.4267 3.1305; 0.4502 3.1391; 0.4737 3.1476; 0.4972 3.1562; 0.5222 3.1562; 0.5472 3.1562; 0.5722 3.1562; 0.5972 3.1562; 0.6222 3.1562; 0.6472 3.1562; 0.6722 3.1562; 0.6972 3.1562; 0.7222 3.1562; 0.7472 3.1562; 0.7722 3.1562; 0.7679 3.1808; 0.7635 3.2054; 0.7592 3.2300; 0.7548 3.2547; 0.7505 3.2793; 0.7462 3.3039; 0.7418 3.3285; 0.7375 3.3531; 0.7331 3.3778; 0.7288 3.4024; 0.7244 3.4270; 0.7201 3.4516; 0.7158 3.4762; 0.7114 3.5009; 0.7071 3.5255; 0.7027 3.5501; 0.6984 3.5747; 0.6941 3.5993; 0.6897 3.6240; 0.6854 3.6486; 0.6810 3.6732; 0.6767 3.6978; 0.6724 3.7224; 0.6680 3.7471; 0.6637 3.7717; 0.6593 3.7963; 0.6550 3.8209; 0.6506 3.8456; 0.6463 3.8702; 0.6420 3.8948; 0.6376 3.9194; 0.6289 3.9687; 0.6203 4.0179; 0.6116 4.0671; 0.6029 4.1164; 0.5942 4.1656; 0.5855 4.2149; 0.5768 4.2641; 0.5682 4.3133; 0.5595 4.3626; 0.5508 4.4118; 0.5421 4.4611; 0.5334 4.5103; 0.5248 4.5595; 0.5161 4.6088; 0.5074 4.6580; 0.4691 4.6902; 0.4308 4.7223; 0.3925 4.7544; 0.3542 4.7866; 0.4042 4.7866; 0.3659 4.8187; 0.3276 4.8509; 0.2893 4.8830; 0.2127 4.9473; 0.2893 5.0115; 0.3659 5.0758; 0.3485 5.1743; 0.2719 5.2386; 0.3485 5.3029; 0.2719 5.3671; 0.3485 5.4314; 0.2719 5.4957; 0.3485 5.5600; 0.3311 5.6585; 0.2928 5.6906; 0.3694 5.7549; 0.3521 5.8534; 0.2755 5.9176; 0.3138 5.9498; 0.2372 6.0141; 0.3138 6.0783; 0.2372 6.1426; 0.3138 6.2069; 0.2372 6.2712; 0.3138 6.3355; 0.2372 6.3997; 0.3138 6.4640; 0.2372 6.5283; 0.1606 6.5926; 0.2372 6.6568; 0.1606 6.7211; 0.1989 6.7533; 0.1223 6.8175; 0.1989 6.8818; 0.1223 6.9461; 0.0457 7.0104; 0.1223 7.0747; 0.0457 7.1389; 0.1223 7.2032; 0.0457 7.2675; 0.1223 7.3318; 0.0457 7.3961; 0.0840 7.4282; 0.0074 7.4925; 0.0840 7.5567; 0.0074 7.6210; 0.0840 7.6853; 0.0074 7.7496; 0.0840 7.8139; 0.0074 7.8781; -0.0309 7.9103; -0.1075 7.9746; -0.0309 8.0388
