1, -1.3820 -0.0202; -1.3906 0.0290; -1.3993 0.0783; -1.4080 0.1275; -1.4167 0.1768; -1.4254 0.2260; -1.4341 0.2752; -1.4427 0.3245; -1.4514 0.3737; -1.4601 0.4230; -1.4688 0.4722; -1.4775 0.5214; -1.4862 0.5707; -1.4948 0.6199; -1.5035 0.6692; -1.5122 0.7184; -1.5209 0.7676; -1.5296 0.8169; -1.5382 0.8661; -1.5469 0.9154; -1.5556 0.9646; -1.5643 1.0138; -1.5730 1.0631; -1.5817 1.1123; -1.5903 1.1616; -1.5990 1.2108; -1.6077 1.2600; -1.6164 1.3093; -1.6251 1.3585; -1.6338 1.4078; -1.6424 1.4570; -1.6511 1.5062; -1.6598 1.5555; -1.6685 1.6047; -1.6772 1.6540; -1.6859 1.7032; -1.6945 1.7525; -1.7032 1.8017; -1.7119 1.8509; -1.7206 1.9002; -1.7293 1.9494; -1.7379 1.9987; -1.7466 2.0479; -1.7553 2.0971; -1.7640 2.1464; -1.7727 2.1956; -1.7814 2.2449; -1.7900 2.2941; -1.7987 2.3433; -1.8074 2.3926; -1.8161 2.4418; -1.8248 2.4911; -1.8335 2.5403; -1.8421 2.5895; -1.8508 2.6388; -1.8595 2.6880; -1.8682 2.7373; -1.8769 2.7865; -1.8855 2.8357; -1.8942 2.8850; -1.9029 2.9342; -1.9116 2.9835; -1.9203 3.0327; -1.9290 3.0819; -1.9376 3.1312; -1.9463 3.1804; -1.9550 3.2297; -1.9637 3.2789; -1.9724 3.3281; -1.9811 3.3774; -1.9897 3.4266; -1.9984 3.4759; -2.0071 3.5251; -2.0158 3.5743; -2.0245 3.6236; -2.0331 3.6728; -2.0418 3.7221; -2.0505 3.7713; -2.0592 3.8205; -2.0679 3.8698; -2.0766 3.9190; -2.0852 3.9683; -2.0939 4.0175; -2.1026 4.0667; -2.1113 4.1160; -2.1200 4.1652; -2.1287 4.2145; -2.1373 4.2637; -2.1460 4.3130; -2.1547 4.3622; -2.1634 4.4114; -2.1721 4.4607; -2.1807 4.5099; -2.1894 4.5592; -2.1981 4.6084; -2.2068 4.6576; -2.2155 4.7069; -2.2242 4.7561; -2.2328 4.8054; -2.2415 4.8546; -2.2502 4.9038; -2.2589 4.9531; -2.2676 5.0023; -2.2763 5.0516; -2.2849 5.1008; -2.2936 5.1500; -2.3023 5.1993; -2.3110 5.2485; -2.3197 5.2978; -2.3283 5.3470; -2.3370 5.3962; -2.3457 5.4455; -2.3544 5.4947; -2.3631 5.5440; -2.3718 5.5932; -2.3804 5.6424; -2.3891 5.6917; -2.3978 5.7409; -2.4065 5.7902; -2.4152 5.8394; -2.4239 5.8886; -2.4325 5.9379; -2.4412 5.9871; -2.4499 6.0364; -2.4586 6.0856; -2.4673 6.1348; -2.4759 6.1841; -2.4846 6.2333; -2.4933 6.2826; -2.5020 6.3318; -2.5107 6.3810; -2.5194 6.4303; -2.5280 6.4795; -2.5367 6.5288; -2.5454 6.5780; -2.5541 6.6272; -2.5628 6.6765; -2.5715 6.7257; -2.5801 6.7750; -2.5888 6.8242; -2.5975 6.8735; -2.6062 6.9227; -2.6149 6.9719; -2.6236 7.0212; -2.6322 7.0704; -2.6409 7.1197; -2.6496 7.1689; -2.6583 7.2181; -2.6670 7.2674; -2.6756 7.3166; -2.6843 7.3659; -2.6930 7.4151; -2.7017 7.4643; -2.7104 7.5136; -2.7191 7.5628; -2.7277 7.6121; -2.7364 7.6613; -2.7451 7.7105; -2.7538 7.7598; -2.7625 7.8090; -2.7712 7.8583; -2.7798 7.9075; -2.7885 7.9567; -2.7972 8.0060; -2.8059 8.0552; -2.8146 8.1045; -2.8232 8.1537; -2.8319 8.2029; -2.8406 8.2522; -2.8493 8.3014; -2.8580 8.3507; -2.8667 8.3999; -2.8753 8.4491; -2.8840 8.4984; -2.8927 8.5476; -2.9014 8.5969; -2.9101 8.6461; -2.9188 8.6953; -2.9274 8.7446; -2.9361 8.7938; -2.9448 8.8431; -2.9535 8.8923; -2.9622 8.9415; -2.9708 8.9908; -2.9795 9.0400; -2.9882 9.0893; -2.9969 9.1385; -3.0056 9.1877; -3.0143 9.2370; -3.0229 9.2862; -3.0316 9.3355; -2.9816 9.3355; -2.9903 9.3847; -2.9403 9.3847; -2.9490 9.4340; -2.9577 9.4832; -2.9077 9.4832; -2.9164 9.5324; -2.8664 9.5324; -2.8750 9.5817; -2.9133 9.6138; -2.8633 9.6138; -2.8807 9.7123; -2.7807 9.7123; -2.7981 9.8108; -2.8154 9.9093; -2.8920 9.9735; -2.7920 9.9735; -2.8686 10.0378; -2.7920 10.1021; -2.8686 10.1664; -2.7920 10.2306; -2.7154 10.2949; -2.7920 10.3592; -2.7154 10.4235; -2.6388 10.4878; -2.7154 10.5520; -2.6388 10.6163; -2.7154 10.6806; -2.6388 10.7449; -2.5622 10.8092; -2.6388 10.8734; -2.5622 10.9377; -2.4856 11.0020; -2.5622 11.0663; -2.4856 11.1306; -2.4090 11.1948; -2.3324 11.2591; -2.4090 11.3234; -2.3324 11.3877; -2.2558 11.4519; -2.3324 11.5162; -2.2558 11.5805; -2.1792 11.6448; -2.2558 11.7091; -2.1792 11.7733; -2.1026 11.8376; -2.1792 11.9019; -2.1026 11.9662; -2.0260 12.0305; -2.1026 12.0947; -2.0260 12.1590; -1.9494 12.2233; -2.0260 12.2876; -1.9494 12.3518; -2.0260 12.4161; -1.9494 12.4804; -1.8728 12.5447; -1.9494 12.6090; -1.8728 12.6732; -1.9494 12.7375; -1.8728 12.8018; -1.9494 12.8661; -1.8728 12.9304; -1.7962 12.9946; -1.8728 13.0589; -1.7962 13.1232; -1.8728 13.1875; -1.7962 13.2517; -1.8728 13.3160; -1.7962 13.3803; -1.8728 13.4446; -1.7962 13.5089; -1.7196 13.5731; -1.7962 13.6374; -1.7196 13.7017; -1.7962 13.7660; -1.7196 13.8303; -1.7962 13.8945; -1.7196 13.9588; -1.6430 14.0231; -1.5664 14.0874; -1.6430 14.1517; -1.5664 14.2159; -1.6430 14.2802; -1.5664 14.3445; -1.6430 14.4088; -1.5664 14.4730; -1.6430 14.5373; -1.5664 14.6016; -1.6664 14.6016; -1.5898 14.6659; -1.5132 14.7302; -1.4366 14.7944; -1.3599 14.8587; -1.4366 14.9230; -1.5366 14.9230; -1.4599 14.9873; -1.3833 15.0516; -1.3067 15.1158; -1.2301 15.1801; -1.3067 15.2444; -1.2301 15.3087; -1.3067 15.3729; -1.2301 15.4372; -1.3067 15.5015; -1.2301 15.5658; -1.3067 15.6301; -1.4067 15.6301; -1.3301 15.6943; -1.2535 15.7586; -1.1769 15.8229; -1.2535 15.8872; -1.1769 15.9515; -1.2535 16.0157; -1.3301 16.0800; -1.2535 16.1443; -1.3301 16.2086; -1.2535 16.2729; -1.3301 16.3371; -1.4067 16.4014; -1.3301 16.4657; -1.4067 16.5300; -1.4833 16.5942; -1.4067 16.6585; -1.4833 16.7228; -1.4067 16.7871; -1.4833 16.8514; -1.5599 16.9156; -1.4833 16.9799; -1.5599 17.0442; -1.6366 17.1085; -1.5599 17.1728; -1.6366 17.2370; -1.5599 17.3013; -1.6366 17.3656; -1.5599 17.4299; -1.6366 17.4941; -1.7132 17.5584; -1.6366 17.6227; -1.7132 17.6870; -1.7898 17.7513; -1.7132 17.8155; -1.6366 17.8798; -1.7132 17.9441; -1.7898 18.0084; -1.8898 18.0084; -1.8132 18.0727; -1.7366 18.1369; -1.8132 18.2012; -1.8898 18.2655; -1.8132 18.3298; -1.8898 18.3941; -1.8132 18.4583; -1.8898 18.5226; -1.9664 18.5869; -1.8898 18.6512; -1.9664 18.7154; -1.8898 18.7797; -1.9664 18.8440
2, -1.3820 -0.0202; -1.3906 0.0290; -1.3993 0.0783; -1.4080 0.1275; -1.4167 0.1768; -1.4254 0.2260; -1.4341 0.2752; -1.4427 0.3245; -1.4514 0.3737; -1.4601 0.4230; -1.4688 0.4722; -1.4775 0.5214; -1.4862 0.5707; -1.4948 0.6199; -1.5035 0.6692; -1.5122 0.7184; -1.5209 0.7676; -1.5296 0.8169; -1.5382 0.8661; -1.5469 0.9154; -1.5556 0.9646; -1.5643 1.0138; -1.5730 1.0631; -1.5817 1.1123; -1.5903 1.1616; -1.5990 1.2108; -1.6077 1.2600; -1.6164 1.3093; -1.6251 1.3585; -1.6338 1.4078; -1.6424 1.4570; -1.6511 1.5062; -1.6598 1.5555; -1.6685 1.6047; -1.6772 1.6540; -1.6859 1.7032; -1.6945 1.7525; -1.7032 1.8017; -1.7119 1.8509; -1.7206 1.9002; -1.7293 1.9494; -1.7379 1.9987; -1.7466 2.0479; -1.7553 2.0971; -1.7640 2.1464; -1.7727 2.1956; -1.7814 2.2449; -1.7900 2.2941; -1.7987 2.3433; -1.8074 2.3926; -1.8161 2.4418; -1.8248 2.4911; -1.8335 2.5403; -1.8421 2.5895; -1.8508 2.6388; -1.8595 2.6880; -1.8682 2.7373; -1.8769 2.7865; -1.8855 2.8357; -1.8942 2.8850; -1.9029 2.9342; -1.9116 2.9835; -1.9203 3.0327; -1.9290 3.0819; -1.9376 3.1312; -1.9463 3.1804; -1.9550 3.2297; -1.9637 3.2789; -1.9724 3.3281; -1.9811 3.3774; -1.9897 3.4266; -1.9984 3.4759; -2.0071 3.5251; -2.0158 3.5743; -2.0245 3.6236; -2.0331 3.6728; -2.0418 3.7221; -2.0505 3.7713; -2.0592 3.8205; -2.0679 3.8698; -2.0766 3.9190; -2.0852 3.9683; -2.0939 4.0175; -2.1026 4.0667; -2.1113 4.1160; -2.1200 4.1652; -2.1287 4.2145; -2.1373 4.2637; -2.1460 4.3130; -2.1547 4.3622; -2.1634 4.4114; -2.1721 4.4607; -2.1807 4.5099; -2.1894 4.5592; -2.1981 4.6084; -2.2068 4.6576; -2.2155 4.7069; -2.2242 4.7561; -2.2328 4.8054; -2.2415 4.8546; -2.2502 4.9038; -2.2589 4.9531; -2.2676 5.0023; -2.2763 5.0516; -2.2849 5.1008; -2.2936 5.1500; -2.3023 5.1993; -2.3110 5.2485; -2.3197 5.2978; -2.3283 5.3470; -2.3370 5.3962; -2.3457 5.4455; -2.3544 5.4947; -2.3631 5.5440; -2.3718 5.5932; -2.3804 5.6424; -2.3891 5.6917; -2.3978 5.7409; -2.4065 5.7902; -2.4152 5.8394; -2.4239 5.8886; -2.4325 5.9379; -2.4412 5.9871; -2.4499 6.0364; -2.4586 6.0856; -2.4673 6.1348; -2.4759 6.1841; -2.4846 6.2333; -2.4933 6.2826; -2.5020 6.3318; -2.5107 6.3810; -2.5194 6.4303; -2.5280 6.4795; -2.5367 6.5288; -2.5454 6.5780; -2.5541 6.6272; -2.5628 6.6765; -2.5715 6.7257; -2.5801 6.7750; -2.5888 6.8242; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735; -2.5975 6.8735
3, -1.3820 -0.0202; -1.3906 0.0290; -1.3993 0.0783; -1.4080 0.1275; -1.4167 0.1768; -1.4254 0.2260; -1.4341 0.2752; -1.4427 0.3245; -1.4514 0.3737; -1.4601 0.4230; -1.4688 0.4722; -1.4775 0.5214; -1.4862 0.5707; -1.4948 0.6199; -1.5035 0.6692; -1.5122 0.7184; -1.5209 0.7676; -1.5296 0.8169; -1.5382 0.8661; -1.5469 0.9154; -1.5556 0.9646; -1.5643 1.0138; -1.5730 1.0631; -1.5817 1.1123; -1.5903 1.1616; -1.5990 1.2108; -1.6077 1.2600; -1.6164 1.3093; -1.6251 1.3585; -1.6338 1.4078; -1.6424 1.4570; -1.6511 1.5062; -1.6598 1.5555; -1.6685 1.6047; -1.6772 1.6540; -1.6859 1.7032; -1.6945 1.7525; -1.7032 1.8017; -1.7119 1.8509; -1.7206 1.9002; -1.7293 1.9494; -1.7379 1.9987; -1.7466 2.0479; -1.7553 2.0971; -1.7640 2.1464; -1.7727 2.1956; -1.7814 2.2449; -1.7900 2.2941; -1.7987 2.3433; -1.8074 2.3926; -1.8161 2.4418; -1.8248 2.4911; -1.8335 2.5403; -1.8421 2.5895; -1.8508 2.6388; -1.8595 2.6880; -1.8682 2.7373; -1.8769 2.7865; -1.8855 2.8357; -1.8942 2.8850; -1.9029 2.9342; -1.9116 2.9835; -1.9203 3.0327; -1.9290 3.0819; -1.9376 3.1312; -1.9463 3.1804; -1.9550 3.2297; -1.9637 3.2789; -1.9724 3.3281; -1.9811 3.3774; -1.9897 3.4266; -1.9984 3.4759; -2.0071 3.5251; -2.0158 3.5743; -2.0245 3.6236; -2.0331 3.6728; -2.0418 3.7221; -2.0505 3.7713; -2.0592 3.8205; -2.0679 3.8698; -2.0766 3.9190; -2.0852 3.9683; -2.0939 4.0175; -2.1026 4.0667; -2.1113 4.1160; -2.1200 4.1652; -2.1287 4.2145; -2.1373 4.2637; -2.1460 4.3130; -2.1547 4.3622; -2.1634 4.4114; -2.1721 4.4607; -2.1807 4.5099; -2.1894 4.5592; -2.1981 4.6084; -2.2068 4.6576; -2.2155 4.7069; -2.2242 4.7561; -2.2328 4.8054; -2.2415 4.8546; -2.2502 4.9038; -2.2589 4.9531; -2.2676 5.0023; -2.2763 5.0516; -2.2849 5.1008; -2.2936 5.1500; -2.3023 5.1993; -2.3110 5.2485; -2.3197 5.2978; -2.3283 5.3470; -2.3370 5.3962; -2.3457 5.4455; -2.3544 5.4947; -2.3631 5.5440; -2.3718 5.5932; -2.3804 5.6424; -2.3891 5.6917; -2.3978 5.7409; -2.4065 5.7902; -2.4152 5.8394; -2.4239 5.8886; -2.4325 5.9379; -2.4412 5.9871; -2.4499 6.0364; -2.4586 6.0856; -2.4673 6.1348; -2.4759 6.1841; -2.4846 6.2333; -2.4933 6.2826; -2.5020 6.3318; -2.5107 6.3810; -2.5194 6.4303; -2.5280 6.4795; -2.5367 6.5288; -2.5454 6.5780; -2.5541 6.6272; -2.5628 6.6765; -2.5715 6.7257; -2.5801 6.7750; -2.5888 6.8242; -2.5975 6.8735; -2.6062 6.9227; -2.6149 6.9719; -2.6236 7.0212; -2.6322 7.0704; -2.6409 7.1197; -2.6496 7.1689; -2.6583 7.2181; -2.6670 7.2674; -2.6756 7.3166; -2.6843 7.3659; -2.6930 7.4151; -2.7017 7.4643; -2.7104 7.5136; -2.7191 7.5628; -2.7277 7.6121; -2.7364 7.6613; -2.7451 7.7105; -2.7538 7.7598; -2.7625 7.8090; -2.7712 7.8583; -2.7798 7.9075; -2.7885 7.9567; -2.7972 8.0060; -2.8059 8.0552; -2.8146 8.1045; -2.8232 8.1537; -2.8319 8.2029; -2.8406 8.2522; -2.8493 8.3014; -2.8580 8.3507; -2.8667 8.3999; -2.8753 8.4491; -2.8840 8.4984; -2.8927 8.5476; -2.8427 8.5476; -2.8514 8.5969; -2.8601 8.6461; -2.8101 8.6461; -2.8188 8.6953; -2.8274 8.7446; -2.7774 8.7446; -2.7861 8.7938; -2.7361 8.7938; -2.7448 8.8431; -2.7535 8.8923; -2.7035 8.8923; -2.7122 8.9415; -2.7208 8.9908; -2.6708 8.9908; -2.6795 9.0400; -2.6882 9.0893; -2.6382 9.0893; -2.6469 9.1385; -2.6556 9.1877; -2.6686 9.2616; -2.6773 9.3109; -2.6860 9.3601; -2.6946 9.4093; -2.7033 9.4586; -2.7207 9.5571; -2.6707 9.5571; -2.6881 9.6555; -2.5881 9.6555; -2.6054 9.7540; -2.6228 9.8525; -2.5228 9.8525; -2.5402 9.9510; -2.5575 10.0495; -2.4575 10.0495; -2.4749 10.1479; -2.4922 10.2464; -2.3922 10.2464; -2.4096 10.3449; -2.4270 10.4434; -2.3270 10.4434; -2.3443 10.5419; -2.3617 10.6403; -2.2617 10.6403; -2.2791 10.7388; -2.2964 10.8373; -2.1964 10.8373; -2.2138 10.9358; -2.2312 11.0343; -2.1312 11.0343; -2.1485 11.1327; -2.0485 11.1327; -2.0659 11.2312; -2.0833 11.3297; -1.9833 11.3297; -2.0006 11.4282; -2.0180 11.5267; -1.9180 11.5267; -1.9354 11.6251; -1.8588 11.6894; -1.8761 11.7879; -1.7761 11.7879; -1.7935 11.8864; -1.8108 11.9849; -1.7108 11.9849; -1.7282 12.0834; -1.7456 12.1818; -1.6456 12.1818; -1.6629 12.2803; -1.6803 12.3788; -1.5803 12.3788; -1.5977 12.4773; -1.6150 12.5758; -1.5150 12.5758; -1.5324 12.6742; -1.5498 12.7727; -1.4498 12.7727; -1.4671 12.8712; -1.4845 12.9697; -1.3845 12.9697; -1.4019 13.0682; -1.4192 13.1666; -1.4366 13.2651; -1.3866 13.2651; -1.4040 13.3636; -1.3540 13.3636; -1.3713 13.4621; -1.3887 13.5606; -1.3387 13.5606; -1.3560 13.6590; -1.2560 13.6590; -1.2734 13.7575; -1.2908 13.8560; -1.1908 13.8560; -1.2081 13.9545; -1.1081 13.9545; -1.1255 14.0530; -1.1429 14.1514; -1.0429 14.1514; -1.0602 14.2499; -0.9602 14.2499; -0.9776 14.3484; -0.9950 14.4469; -0.8950 14.4469; -0.9123 14.5454; -0.9297 14.6439; -0.8297 14.6439; -0.8471 14.7423; -0.8644 14.8408; -0.7644 14.8408; -0.7818 14.9393; -0.8584 15.0036; -0.7584 15.0036; -0.7758 15.1021; -0.8524 15.1663; -0.7758 15.2306; -0.7931 15.3291; -0.6931 15.3291; -0.7105 15.4276; -0.7871 15.4918; -0.7105 15.5561; -0.7871 15.6204; -0.7105 15.6847; -0.6339 15.7490; -0.7105 15.8132; -0.6339 15.8775; -0.7105 15.9418; -0.6339 16.0061; -0.7105 16.0704; -0.6339 16.1346; -0.7105 16.1989; -0.6339 16.2632; -0.7105 16.3275; -0.6339 16.3918; -0.7105 16.4560; -0.6339 16.5203; -0.7105 16.5846; -0.6339 16.6489; -0.7105 16.7131; -0.6339 16.7774; -0.7105 16.8417; -0.6339 16.9060; -0.7105 16.9703; -0.6339 17.0345; -0.7105 17.0988; -0.6339 17.1631; -0.7105 17.2274; -0.7871 17.2917; -0.7105 17.3559; -0.7871 17.4202; -0.7105 17.4845; -0.7871 17.5488; -0.6871 17.5488; -0.7045 17.6473; -0.7811 17.7115; -0.8577 17.7758; -0.7811 17.8401; -0.8577 17.9044; -0.7811 17.9686; -0.8577 18.0329; -0.7577 18.0329; -0.7750 18.1314; -0.8516 18.1957; -0.9282 18.2600; -0.8516 18.3242; -0.9282 18.3885; -0.8516 18.4528; -0.9282 18.5171; -1.0048 18.5814; -0.9282 18.6456; -1.0048 18.7099; -0.9282 18.7742; -1.0048 18.8385; -0.9048 18.8385; -0.9222 18.9370
