1, -3.0000 1.1554; -2.9500 1.2420; -2.9000 1.3286; -2.8500 1.4152; -2.8000 1.5018; -2.7500 1.5884; -2.7000 1.6750; -2.6500 1.7616; -2.6000 1.8482; -2.5500 1.9348; -2.5000 2.0214; -2.4500 2.1080; -2.4000 2.1946; -2.3500 2.2812; -2.3000 2.3678; -2.2500 2.4544; -2.2000 2.5410; -2.1500 2.6276; -2.1000 2.7142; -2.0500 2.8008; -2.0000 2.8874; -1.9500 2.9740; -1.9000 3.0606; -1.8500 3.1472; -1.8000 3.2338; -1.7500 3.3204; -1.7000 3.4070; -1.6500 3.4936; -1.6000 3.5802; -1.5500 3.6668; -1.5000 3.7534; -1.4500 3.8400; -1.4000 3.9266; -1.3500 4.0133; -1.3000 4.0999; -1.2500 4.1865; -1.2000 4.2731; -1.1500 4.3597; -1.1000 4.4463; -1.0500 4.5329; -1.0000 4.6195; -0.9500 4.7061; -0.9000 4.7927; -0.8500 4.8793; -0.8000 4.9659; -0.7500 5.0525; -0.7000 5.1391; -0.6826 5.2376; -0.6653 5.3360; -0.6479 5.4345; -0.6305 5.5330; -0.6132 5.6315; -0.5958 5.7300; -0.5784 5.8284; -0.5611 5.9269; -0.5437 6.0254; -0.5264 6.1239; -0.5090 6.2224; -0.4916 6.3209; -0.4743 6.4193; -0.4569 6.5178; -0.4395 6.6163; -0.4222 6.7148; -0.4048 6.8133; -0.3874 6.9117; -0.3701 7.0102; -0.3527 7.1087; -0.3353 7.2072; -0.3180 7.3057; -0.3006 7.4041; -0.2832 7.5026; -0.2659 7.6011; -0.2485 7.6996; -0.2311 7.7981; -0.2181 7.8719; -0.2094 7.9212; -0.2008 7.9704; -0.1921 8.0196; -0.1834 8.0689; -0.1747 8.1181; -0.1660 8.1674; -0.1573 8.2166; -0.1487 8.2658; -0.1400 8.3151; -0.1313 8.3643; -0.1226 8.4136; -0.1139 8.4628; -0.1053 8.5121; -0.0966 8.5613; -0.0879 8.6105; -0.0792 8.6598; -0.0705 8.7090; -0.0618 8.7583; -0.0532 8.8075; -0.0445 8.8567; -0.0358 8.9060; -0.0271 8.9552; -0.0184 9.0045; -0.0097 9.0537; -0.0011 9.1029; 0.0076 9.1522; 0.0163 9.2014; 0.0250 9.2507; 0.0337 9.2999; 0.0423 9.3491; 0.0510 9.3984; 0.0597 9.4476; 0.0684 9.4969; 0.0771 9.5461; 0.0858 9.5953; 0.0944 9.6446; 0.1031 9.6938; 0.1118 9.7431; 0.1205 9.7923; 0.1292 9.8415; 0.1379 9.8908; 0.1465 9.9400; 0.1552 9.9893; 0.1639 10.0385; 0.1726 10.0877; 0.1813 10.1370; 0.1899 10.1862; 0.1986 10.2355; 0.2073 10.2847; 0.2160 10.3339; 0.2247 10.3832; 0.2334 10.4324; 0.2420 10.4817; 0.2507 10.5309; 0.2594 10.5801; 0.2977 10.6123; 0.3360 10.6444; 0.3743 10.6766; 0.4126 10.7087; 0.4509 10.7408; 0.4892 10.7730; 0.5275 10.8051; 0.5658 10.8373; 0.6041 10.8694; 0.6424 10.9015; 0.6807 10.9337; 0.7190 10.9658; 0.7573 10.9980; 0.7956 11.0301; 0.8339 11.0622; 0.8722 11.0944; 0.9105 11.1265; 0.9488 11.1587; 0.9871 11.1908; 1.0255 11.2229; 1.0638 11.2551; 1.1021 11.2872; 1.1404 11.3194; 1.1787 11.3515; 1.2170 11.3836; 1.2553 11.4158; 1.2936 11.4479; 1.3319 11.4800; 1.3702 11.5122; 1.4085 11.5443; 1.4468 11.5765; 1.4851 11.6086; 1.5234 11.6407; 1.5617 11.6729; 1.6000 11.7050; 1.6383 11.7372; 1.6766 11.7693; 1.7149 11.8014; 1.7532 11.8336; 1.7915 11.8657; 1.8298 11.8979; 1.8681 11.9300; 1.9064 11.9621; 1.9447 11.9943; 1.9830 12.0264; 2.0213 12.0586; 2.0596 12.0907; 2.0979 12.1228; 2.1362 12.1550; 2.1745 12.1871; 2.2128 12.2193; 2.2511 12.2514; 2.2894 12.2835; 2.3277 12.3157; 2.3660 12.3478; 2.3852 12.3639; 2.4235 12.3960; 2.4618 12.4282; 2.5001 12.4603; 2.5384 12.4924; 2.5575 12.5085; 2.5767 12.5246; 2.6150 12.5567; 2.6533 12.5889; 2.6916 12.6210; 2.7107 12.6371; 2.7491 12.6692; 2.7874 12.7013; 2.8065 12.7174; 2.8257 12.7335; 2.8640 12.7656; 2.9023 12.7978; 2.9406 12.8299; 2.9789 12.8620; 3.0172 12.8942; 3.0555 12.9263; 3.0938 12.9585; 3.1321 12.9906; 3.1704 13.0227; 3.2087 13.0549; 3.2470 13.0870; 3.2853 13.1192; 3.3236 13.1513; 3.3619 13.1834; 3.4002 13.2156; 3.4385 13.2477; 3.4768 13.2799; 3.5151 13.3120; 3.5534 13.3441; 3.5917 13.3763; 3.6300 13.4084; 3.6683 13.4406; 3.7066 13.4727; 3.7449 13.5048; 3.7832 13.5370; 3.8215 13.5691; 3.8598 13.6012; 3.8981 13.6334; 3.9364 13.6655; 3.9747 13.6977; 4.0130 13.7298; 4.0513 13.7619; 4.0896 13.7941; 4.1279 13.8262; 4.1662 13.8584; 4.2045 13.8905; 4.2428 13.9226; 4.2811 13.9548; 4.3194 13.9869; 4.3577 14.0191; 4.3960 14.0512; 4.4343 14.0833; 4.4727 14.1155; 4.5110 14.1476; 4.5493 14.1798; 4.5876 14.2119; 4.6259 14.2440; 4.6642 14.2762; 4.7025 14.3083; 4.7408 14.3405; 4.7791 14.3726; 4.8174 14.4047; 4.8557 14.4369; 4.8940 14.4690; 4.9323 14.5012; 4.9706 14.5333; 5.0089 14.5654; 5.0472 14.5976; 5.0855 14.6297; 5.1238 14.6618; 5.1621 14.6940; 5.2004 14.7261; 5.2091 14.7754; 5.2178 14.8246; 5.2561 14.8567; 5.2647 14.9060; 5.3030 14.9381; 5.3117 14.9874; 5.3500 15.0195; 5.3587 15.0687; 5.3674 15.1180; 5.3761 15.1672; 5.4144 15.1994; 5.4231 15.2486; 5.4317 15.2978; 5.4700 15.3300; 5.4787 15.3792; 5.5170 15.4114; 5.5553 15.4435; 5.5640 15.4927; 5.6023 15.5249; 5.6406 15.5570; 5.6493 15.6063; 5.6876 15.6384; 5.6963 15.6876; 5.7346 15.7198; 5.7729 15.7519; 5.8112 15.7841; 5.8495 15.8162; 5.8878 15.8483; 5.9261 15.8805; 5.9644 15.9126; 6.0027 15.9448; 6.0410 15.9769; 6.0793 16.0090; 6.1176 16.0412; 6.1559 16.0733; 6.1942 16.1055; 6.2325 16.1376; 6.2708 16.1697; 6.3091 16.2019; 6.3474 16.2340; 6.3857 16.2662; 6.4240 16.2983; 6.4623 16.3304; 6.5006 16.3626; 6.5389 16.3947; 6.5772 16.4269; 6.6155 16.4590; 6.6538 16.4911; 6.6921 16.5233; 6.7304 16.5554; 6.7687 16.5875; 6.8071 16.6197; 6.8454 16.6518; 6.8837 16.6840; 6.9220 16.7161; 6.9603 16.7482; 6.9986 16.7804; 7.0369 16.8125; 7.0455 16.8618; 7.0542 16.9110; 7.0925 16.9431; 7.1308 16.9753; 7.1691 17.0074; 7.1778 17.0567; 7.1865 17.1059; 7.1952 17.1551; 7.2039 17.2044; 7.2125 17.2536; 7.2212 17.3029; 7.2299 17.3521; 7.2386 17.4013; 7.2473 17.4506; 7.2560 17.4998; 7.2943 17.5320; 7.3029 17.5812; 7.3116 17.6304; 7.3203 17.6797; 7.3290 17.7289; 7.3377 17.7782; 7.3464 17.8274; 7.3847 17.8595; 7.3933 17.9088; 7.4020 17.9580; 7.4403 17.9902; 7.4490 18.0394; 7.4577 18.0886; 7.4664 18.1379; 7.4751 18.1871
2, -3.0000 1.1554; -2.9500 1.2420; -2.9000 1.3286; -2.8500 1.4152; -2.8000 1.5018; -2.7500 1.5884; -2.7000 1.6750; -2.6500 1.7616; -2.6000 1.8482; -2.5500 1.9348; -2.5000 2.0214; -2.4500 2.1080; -2.4000 2.1946; -2.3500 2.2812; -2.3000 2.3678; -2.2500 2.4544; -2.2000 2.5410; -2.1500 2.6276; -2.1000 2.7142; -2.0500 2.8008; -2.0000 2.8874; -1.9500 2.9740; -1.9000 3.0606; -1.8500 3.1472; -1.8000 3.2338; -1.7500 3.3204; -1.7000 3.4070; -1.6500 3.4936; -1.6000 3.5802; -1.5500 3.6668; -1.5000 3.7534; -1.4500 3.8400; -1.4000 3.9266; -1.3500 4.0133; -1.3000 4.0999; -1.2500 4.1865; -1.2000 4.2731; -1.1500 4.3597; -1.1000 4.4463; -1.0500 4.5329; -1.0000 4.6195; -0.9500 4.7061; -0.9000 4.7927; -0.8500 4.8793; -0.8000 4.9659; -0.7500 5.0525; -0.7326 5.1510; -0.7153 5.2494; -0.6979 5.3479; -0.6805 5.4464; -0.6632 5.5449; -0.6458 5.6434; -0.6284 5.7418; -0.6111 5.8403; -0.5937 5.9388; -0.5764 6.0373; -0.5590 6.1358; -0.5416 6.2343; -0.5243 6.3327; -0.5069 6.4312; -0.4895 6.5297; -0.4722 6.6282; -0.4548 6.7267; -0.4374 6.8251; -0.4201 6.9236; -0.4027 7.0221; -0.3853 7.1206; -0.3680 7.2191; -0.3506 7.3175; -0.3332 7.4160; -0.3159 7.5145; -0.2985 7.6130; -0.2811 7.7115; -0.2638 7.8099; -0.2508 7.8838; -0.2377 7.9577; -0.2291 8.0069; -0.2204 8.0561; -0.2117 8.1054; -0.2030 8.1546; -0.1943 8.2039; -0.1856 8.2531; -0.1770 8.3023; -0.1683 8.3516; -0.1596 8.4008; -0.1509 8.4501; -0.1422 8.4993; -0.1335 8.5485; -0.1249 8.5978; -0.1162 8.6470; -0.1075 8.6963; -0.0988 8.7455; -0.0901 8.7948; -0.0815 8.8440; -0.0728 8.8932; -0.0641 8.9425; -0.0554 8.9917; -0.0467 9.0410; -0.0380 9.0902; -0.0294 9.1394; -0.0207 9.1887; -0.0120 9.2379; -0.0033 9.2872; 0.0054 9.3364; 0.0141 9.3856; 0.0227 9.4349; 0.0314 9.4841; 0.0401 9.5334; 0.0488 9.5826; 0.0575 9.6318; 0.0661 9.6811; 0.0748 9.7303; 0.0835 9.7796; 0.0922 9.8288; 0.1009 9.8780; 0.1096 9.9273; 0.1182 9.9765; 0.1269 10.0258; 0.1356 10.0750; 0.1443 10.1242; 0.1530 10.1735; 0.1617 10.2227; 0.1703 10.2720; 0.1790 10.3212; 0.1877 10.3704; 0.1964 10.4197; 0.2051 10.4689; 0.2137 10.5182; 0.2224 10.5674; 0.2311 10.6166; 0.2694 10.6488; 0.3077 10.6809; 0.3460 10.7131; 0.3843 10.7452; 0.4226 10.7773; 0.4609 10.8095; 0.4992 10.8416; 0.5375 10.8738; 0.5758 10.9059; 0.6141 10.9380; 0.6524 10.9702; 0.6907 11.0023; 0.7290 11.0345; 0.7673 11.0666; 0.8056 11.0987; 0.8439 11.1309; 0.8822 11.1630; 0.9206 11.1952; 0.9589 11.2273; 0.9972 11.2594; 1.0355 11.2916; 1.0738 11.3237; 1.1121 11.3559; 1.1504 11.3880; 1.1887 11.4201; 1.2270 11.4523; 1.2653 11.4844; 1.3036 11.5165; 1.3419 11.5487; 1.3802 11.5808; 1.4185 11.6130; 1.4568 11.6451; 1.4951 11.6772; 1.5334 11.7094; 1.5717 11.7415; 1.6100 11.7737; 1.6483 11.8058; 1.6866 11.8379; 1.7249 11.8701; 1.7632 11.9022; 1.8015 11.9344; 1.8398 11.9665; 1.8781 11.9986; 1.9164 12.0308; 1.9547 12.0629; 1.9930 12.0951; 2.0313 12.1272; 2.0696 12.1593; 2.1079 12.1915; 2.1462 12.2236; 2.1845 12.2558; 2.2228 12.2879; 2.2611 12.3200; 2.2994 12.3522; 2.3377 12.3843; 2.3760 12.4165; 2.4143 12.4486; 2.4526 12.4807; 2.4909 12.5129; 2.5292 12.5450; 2.5675 12.5771; 2.6058 12.6093; 2.6442 12.6414; 2.6633 12.6575; 2.7016 12.6896; 2.7399 12.7218; 2.7782 12.7539; 2.8165 12.7861; 2.8357 12.8021; 2.8740 12.8343; 2.9123 12.8664; 2.9506 12.8985; 2.9889 12.9307; 3.0272 12.9628; 3.0655 12.9950; 3.1038 13.0271; 3.1421 13.0592; 3.1804 13.0914; 3.2187 13.1235; 3.2570 13.1557; 3.2953 13.1878; 3.3336 13.2199; 3.3719 13.2521; 3.4102 13.2842; 3.4485 13.3164; 3.4868 13.3485; 3.5251 13.3806; 3.5634 13.4128; 3.6017 13.4449; 3.6400 13.4770; 3.6783 13.5092; 3.7166 13.5413; 3.7549 13.5735; 3.7932 13.6056; 3.8315 13.6377; 3.8698 13.6699; 3.9081 13.7020; 3.9464 13.7342; 3.9847 13.7663; 4.0230 13.7984; 4.0613 13.8306; 4.0996 13.8627; 4.1379 13.8949; 4.1762 13.9270; 4.2145 13.9591; 4.2528 13.9913; 4.2911 14.0234; 4.3295 14.0556; 4.3678 14.0877; 4.4061 14.1198; 4.4444 14.1520; 4.4827 14.1841; 4.5210 14.2163; 4.5593 14.2484; 4.5976 14.2805; 4.6359 14.3127; 4.6742 14.3448; 4.7125 14.3770; 4.7508 14.4091; 4.7891 14.4412; 4.8274 14.4734; 4.8657 14.5055; 4.8744 14.5548; 4.9127 14.5869; 4.9213 14.6361; 4.9300 14.6854; 4.9387 14.7346; 4.9474 14.7839; 4.9857 14.8160; 4.9944 14.8652; 5.0031 14.9145; 5.0117 14.9637; 5.0204 15.0130; 5.0291 15.0622; 5.0378 15.1114; 5.0465 15.1607; 5.0848 15.1928; 5.0935 15.2421; 5.1021 15.2913; 5.1108 15.3405; 5.1491 15.3727; 5.1578 15.4219; 5.1961 15.4541; 5.2048 15.5033; 5.2135 15.5525; 5.2222 15.6018; 5.2605 15.6339; 5.2988 15.6661; 5.3074 15.7153; 5.3457 15.7474; 5.3840 15.7796; 5.4224 15.8117; 5.4607 15.8439; 5.4693 15.8931; 5.5076 15.9252; 5.5163 15.9745; 5.5546 16.0066; 5.5929 16.0387; 5.6016 16.0880; 5.6103 16.1372; 5.6190 16.1865; 5.6573 16.2186; 5.6660 16.2679; 5.7043 16.3000; 5.7129 16.3492; 5.7216 16.3985; 5.7599 16.4306; 5.7982 16.4627; 5.8365 16.4949; 5.8748 16.5270; 5.9131 16.5592; 5.9514 16.5913; 5.9601 16.6405; 5.9688 16.6898; 6.0071 16.7219; 6.0158 16.7712; 6.0541 16.8033; 6.0924 16.8354; 6.1307 16.8676; 6.1690 16.8997; 6.2073 16.9319; 6.2456 16.9640; 6.2839 16.9961; 6.3222 17.0283; 6.3605 17.0604; 6.3988 17.0926; 6.4371 17.1247; 6.4754 17.1568; 6.5137 17.1890; 6.5520 17.2211; 6.5903 17.2533; 6.6286 17.2854; 6.6669 17.3175; 6.7052 17.3497; 6.7435 17.3818; 6.7818 17.4140; 6.8201 17.4461; 6.8584 17.4782; 6.8967 17.5104; 6.9350 17.5425; 6.9733 17.5747; 7.0116 17.6068; 7.0499 17.6389; 7.0882 17.6711; 7.1266 17.7032; 7.1649 17.7353; 7.2032 17.7675; 7.2415 17.7996; 7.2798 17.8318; 7.3181 17.8639; 7.3564 17.8960; 7.3947 17.9282; 7.4330 17.9603; 7.4713 17.9925; 7.5096 18.0246; 7.5479 18.0567; 7.5862 18.0889; 7.6245 18.1210; 7.6628 18.1532; 7.7011 18.1853
3, -3.0000 1.1554; -2.9500 1.2420; -2.9000 1.3286; -2.8500 1.4152; -2.8000 1.5018; -2.7500 1.5884; -2.7000 1.6750; -2.6500 1.7616; -2.6000 1.8482; -2.5500 1.9348; -2.5000 2.0214; -2.4500 2.1080; -2.4000 2.1946; -2.3500 2.2812; -2.3000 2.3678; -2.2500 2.4544; -2.2000 2.5410; -2.1500 2.6276; -2.1000 2.7142; -2.0500 2.8008; -2.0000 2.8874; -1.9500 2.9740; -1.9000 3.0606; -1.8500 3.1472; -1.8000 3.2338; -1.7500 3.3204; -1.7000 3.4070; -1.6500 3.4936; -1.6000 3.5802; -1.5500 3.6668; -1.5000 3.7534; -1.4500 3.8400; -1.4000 3.9266; -1.3500 4.0133; -1.3000 4.0999; -1.2500 4.1865; -1.2000 4.2731; -1.1500 4.3597; -1.1000 4.4463; -1.0500 4.5329; -1.0000 4.6195; -0.9500 4.7061; -0.9000 4.7927; -0.8500 4.8793; -0.8000 4.9659; -0.7826 5.0644; -0.7653 5.1628; -0.7479 5.2613; -0.7305 5.3598; -0.7132 5.4583; -0.6958 5.5568; -0.6784 5.6552; -0.6611 5.7537; -0.6437 5.8522; -0.6264 5.9507; -0.6090 6.0492; -0.5916 6.1476; -0.5743 6.2461; -0.5569 6.3446; -0.5395 6.4431; -0.5222 6.5416; -0.5048 6.6401; -0.4874 6.7385; -0.4701 6.8370; -0.4527 6.9355; -0.4353 7.0340; -0.4180 7.1325; -0.4006 7.2309; -0.3832 7.3294; -0.3659 7.4279; -0.3485 7.5264; -0.3311 7.6249; -0.3138 7.7233; -0.3008 7.7972; -0.2877 7.8711; -0.2747 7.9449; -0.2617 8.0188; -0.2530 8.0680; -0.2443 8.1173; -0.2356 8.1665; -0.2270 8.2157; -0.2183 8.2650; -0.2096 8.3142; -0.2009 8.3635; -0.1922 8.4127; -0.1835 8.4619; -0.1749 8.5112; -0.1662 8.5604; -0.1575 8.6097; -0.1488 8.6589; -0.1401 8.7081; -0.1315 8.7574; -0.1228 8.8066; -0.1141 8.8559; -0.1054 8.9051; -0.0967 8.9544; -0.0880 9.0036; -0.0794 9.0528; -0.0707 9.1021; -0.0620 9.1513; -0.0533 9.2006; -0.0446 9.2498; -0.0359 9.2990; -0.0273 9.3483; -0.0186 9.3975; -0.0099 9.4468; -0.0012 9.4960; 0.0075 9.5452; 0.0161 9.5945; 0.0248 9.6437; 0.0335 9.6930; 0.0422 9.7422; 0.0509 9.7914; 0.0596 9.8407; 0.0682 9.8899; 0.0769 9.9392; 0.0856 9.9884; 0.0943 10.0376; 0.1030 10.0869; 0.1117 10.1361; 0.1203 10.1854; 0.1290 10.2346; 0.1377 10.2838; 0.1464 10.3331; 0.1551 10.3823; 0.1637 10.4316; 0.1724 10.4808; 0.1811 10.5300; 0.1898 10.5793; 0.1985 10.6285; 0.2072 10.6778; 0.2455 10.7099; 0.2838 10.7420; 0.3221 10.7742; 0.3604 10.8063; 0.3987 10.8385; 0.4370 10.8706; 0.4753 10.9027; 0.5136 10.9349; 0.5519 10.9670; 0.5902 10.9992; 0.6285 11.0313; 0.6668 11.0634; 0.7051 11.0956; 0.7434 11.1277; 0.7817 11.1599; 0.8200 11.1920; 0.8583 11.2241; 0.8966 11.2563; 0.9349 11.2884; 0.9732 11.3206; 1.0115 11.3527; 1.0498 11.3848; 1.0881 11.4170; 1.1264 11.4491; 1.1647 11.4812; 1.2030 11.5134; 1.2413 11.5455; 1.2796 11.5777; 1.3179 11.6098; 1.3562 11.6419; 1.3945 11.6741; 1.4328 11.7062; 1.4711 11.7384; 1.5094 11.7705; 1.5477 11.8026; 1.5860 11.8348; 1.6243 11.8669; 1.6626 11.8991; 1.7009 11.9312; 1.7392 11.9633; 1.7776 11.9955; 1.8159 12.0276; 1.8542 12.0598; 1.8925 12.0919; 1.9308 12.1240; 1.9691 12.1562; 2.0074 12.1883; 2.0457 12.2205; 2.0648 12.2365; 2.0840 12.2526; 2.1031 12.2687; 2.1223 12.2847; 2.1414 12.3008; 2.1606 12.3169; 2.1797 12.3329; 2.1989 12.3490; 2.2180 12.3651; 2.2372 12.3812; 2.2563 12.3972; 2.2755 12.4133; 2.2946 12.4294; 2.3138 12.4454; 2.3329 12.4615; 2.3521 12.4776; 2.3712 12.4936; 2.3904 12.5097; 2.4095 12.5258; 2.4478 12.5579; 2.4861 12.5901; 2.5244 12.6222; 2.5627 12.6543; 2.6010 12.6865; 2.6394 12.7186; 2.6777 12.7508; 2.7160 12.7829; 2.7543 12.8150; 2.7926 12.8472; 2.8309 12.8793; 2.8692 12.9115; 2.9075 12.9436; 2.9458 12.9757; 2.9841 13.0079; 3.0224 13.0400; 3.0607 13.0721; 3.0990 13.1043; 3.1373 13.1364; 3.1756 13.1686; 3.2139 13.2007; 3.2522 13.2328; 3.2905 13.2650; 3.3288 13.2971; 3.3671 13.3293; 3.4054 13.3614; 3.4437 13.3935; 3.4820 13.4257; 3.5203 13.4578; 3.5586 13.4900; 3.5969 13.5221; 3.6352 13.5542; 3.6735 13.5864; 3.7118 13.6185; 3.7501 13.6507; 3.7884 13.6828; 3.8267 13.7149; 3.8650 13.7471; 3.9033 13.7792; 3.9416 13.8114; 3.9799 13.8435; 4.0182 13.8756; 4.0565 13.9078; 4.0948 13.9399; 4.1331 13.9721; 4.1714 14.0042; 4.2097 14.0363; 4.2480 14.0685; 4.2863 14.1006; 4.3246 14.1327; 4.3630 14.1649; 4.4013 14.1970; 4.4396 14.2292; 4.4779 14.2613; 4.5162 14.2934; 4.5545 14.3256; 4.5928 14.3577; 4.6311 14.3899; 4.6694 14.4220; 4.7077 14.4541; 4.7460 14.4863; 4.7843 14.5184; 4.8226 14.5506; 4.8609 14.5827; 4.8696 14.6319; 4.8782 14.6812; 4.8869 14.7304; 4.9252 14.7626; 4.9339 14.8118; 4.9722 14.8439; 5.0105 14.8761; 5.0488 14.9082; 5.0871 14.9404; 5.1254 14.9725; 5.1637 15.0046; 5.2020 15.0368; 5.2403 15.0689; 5.2786 15.1011; 5.3169 15.1332; 5.3552 15.1653; 5.3935 15.1975; 5.4318 15.2296; 5.4701 15.2618; 5.5084 15.2939; 5.5467 15.3260; 5.5850 15.3582; 5.6234 15.3903; 5.6617 15.4224; 5.7000 15.4546; 5.7383 15.4867; 5.7766 15.5189; 5.8149 15.5510; 5.8532 15.5831; 5.8915 15.6153; 5.9298 15.6474; 5.9681 15.6796; 6.0064 15.7117; 6.0447 15.7438; 6.0830 15.7760; 6.1213 15.8081; 6.1596 15.8403; 6.1979 15.8724; 6.2362 15.9045; 6.2745 15.9367; 6.3128 15.9688; 6.3511 16.0010; 6.3894 16.0331; 6.4277 16.0652; 6.4660 16.0974; 6.5043 16.1295; 6.5426 16.1617; 6.5809 16.1938; 6.6192 16.2259; 6.6575 16.2581; 6.6958 16.2902; 6.7341 16.3223; 6.7724 16.3545; 6.8107 16.3866; 6.8490 16.4188; 6.8873 16.4509; 6.9256 16.4830; 6.9639 16.5152; 7.0022 16.5473; 7.0405 16.5795; 7.0788 16.6116; 7.1171 16.6437; 7.1554 16.6759; 7.1937 16.7080; 7.2320 16.7402; 7.2703 16.7723; 7.3086 16.8044; 7.3470 16.8366; 7.3661 16.8526; 7.3853 16.8687; 7.4044 16.8848; 7.4236 16.9009; 7.4427 16.9169; 7.4619 16.9330; 7.4810 16.9491; 7.5002 16.9651; 7.5193 16.9812; 7.5385 16.9973; 7.5576 17.0133; 7.5768 17.0294; 7.5959 17.0455; 7.6151 17.0616; 7.6342 17.0776; 7.6534 17.0937; 7.6725 17.1098; 7.6917 17.1258; 7.7108 17.1419; 7.7300 17.1580
