1, -1.3820 -0.0202; -1.3320 0.0664; -1.2820 0.1530; -1.2320 0.2396; -1.1820 0.3262; -1.1320 0.4128; -1.0820 0.4994; -1.0320 0.5860; -0.9820 0.6726; -0.9320 0.7592; -0.8820 0.8458; -0.8320 0.9324; -0.7820 1.0190; -0.7320 1.1056; -0.6820 1.1922; -0.6320 1.2788; -0.5820 1.3654; -0.5320 1.4520; -0.4820 1.5386; -0.4320 1.6252; -0.3820 1.7118; -0.3320 1.7984; -0.2820 1.8851; -0.2320 1.9717; -0.1820 2.0583; -0.1320 2.1449; -0.0820 2.2315; -0.0320 2.3181; 0.0180 2.4047; 0.0680 2.4913; 0.1180 2.5779; 0.1680 2.6645; 0.2180 2.7511; 0.2680 2.8377; 0.3180 2.9243; 0.3680 3.0109; 0.4180 3.0975; 0.4680 3.1841; 0.5180 3.2707; 0.5680 3.3573; 0.6180 3.4439; 0.6680 3.5305; 0.7180 3.6171; 0.7680 3.7037; 0.8180 3.7903; 0.8680 3.8769; 0.9180 3.9635; 0.9680 4.0501; 1.0180 4.1367; 1.0680 4.2233; 1.1180 4.3099; 1.1680 4.3965; 1.2180 4.4831; 1.2680 4.5697; 1.3180 4.6563; 1.3680 4.7429; 1.4180 4.8295; 1.4680 4.9161; 1.5180 5.0027; 1.5680 5.0893; 1.6180 5.1759; 1.6680 5.2626; 1.7180 5.3492; 1.7680 5.4358; 1.8180 5.5224; 1.8680 5.6090; 1.9180 5.6956; 1.9680 5.7822; 2.0180 5.8688; 2.0680 5.9554; 2.1180 6.0420; 2.1680 6.1286; 2.2180 6.2152; 2.2680 6.3018; 2.3180 6.3884; 2.3680 6.4750; 2.4180 6.5616; 2.4680 6.6482; 2.5180 6.7348; 2.5680 6.8214; 2.6180 6.9080; 2.6680 6.9946; 2.7180 7.0812; 2.7680 7.1678; 2.8180 7.2544; 2.8680 7.3410; 2.9180 7.4276; 2.9680 7.5142; 3.0180 7.6008; 3.0680 7.6874; 3.1180 7.7740; 3.1680 7.8606; 3.2180 7.9472; 3.2680 8.0338; 3.3180 8.1204; 3.3680 8.2070; 3.4180 8.2936; 3.4680 8.3802; 3.5180 8.4668; 3.5680 8.5534; 3.6180 8.6401; 3.6680 8.7267; 3.7180 8.8133; 3.7680 8.8999; 3.8180 8.9865; 3.8680 9.0731; 3.9180 9.1597; 3.9680 9.2463; 4.0180 9.3329; 4.0680 9.4195; 4.1180 9.5061; 4.1680 9.5927; 4.2180 9.6793; 4.2680 9.7659; 4.3180 9.8525; 4.3680 9.9391; 4.4180 10.0257; 4.4680 10.1123; 4.5180 10.1989; 4.5680 10.2855; 4.6180 10.3721; 4.6680 10.4587; 4.7180 10.5453; 4.7680 10.6319; 4.8180 10.7185; 4.8680 10.8051; 4.9180 10.8917; 4.9680 10.9783; 5.0180 11.0649; 5.0680 11.1515; 5.1180 11.2381; 5.1680 11.3247; 5.2180 11.4113; 5.2680 11.4979; 5.3180 11.5845; 5.3680 11.6711; 5.4180 11.7577; 5.4680 11.8443; 5.5180 11.9309; 5.5680 12.0175; 5.6180 12.1042; 5.6680 12.1908; 5.7180 12.2774; 5.7680 12.3640; 5.8180 12.4506; 5.8680 12.5372; 5.9180 12.6238; 5.9680 12.7104; 6.0180 12.7970; 6.0680 12.8836; 6.1180 12.9702; 6.1680 13.0568; 6.2180 13.1434; 6.2354 13.2419; 6.2528 13.3403; 6.2701 13.4388; 6.2875 13.5373; 6.3049 13.6358; 6.3222 13.7343; 6.3396 13.8327; 6.3570 13.9312; 6.3743 14.0297; 6.3917 14.1282; 6.4090 14.2267; 6.4264 14.3252; 6.4438 14.4236; 6.4611 14.5221; 6.4785 14.6206; 6.4959 14.7191; 6.5132 14.8176; 6.5306 14.9160; 6.5480 15.0145; 6.5653 15.1130; 6.5827 15.2115; 6.6001 15.3100; 6.6174 15.4084; 6.6348 15.5069; 6.6522 15.6054; 6.6695 15.7039; 6.6782 15.7531; 6.6869 15.8024; 6.6956 15.8516; 6.7042 15.9008; 6.7129 15.9501; 6.7216 15.9993; 6.7303 16.0486; 6.7390 16.0978; 6.7477 16.1470; 6.7563 16.1963; 6.7650 16.2455; 6.7737 16.2948; 6.7824 16.3440; 6.7911 16.3932; 6.7998 16.4425; 6.8084 16.4917; 6.8171 16.5410; 6.8258 16.5902; 6.8345 16.6395; 6.8432 16.6887; 6.8519 16.7379; 6.8605 16.7872; 6.8692 16.8364; 6.8779 16.8857; 6.8866 16.9349; 6.8953 16.9841; 6.9039 17.0334; 6.9126 17.0826; 6.9213 17.1319; 6.9300 17.1811; 6.9387 17.2303; 6.9474 17.2796; 6.9560 17.3288; 6.9647 17.3781; 6.9734 17.4273; 6.9821 17.4765; 6.9908 17.5258; 6.9995 17.5750; 7.0081 17.6243; 7.0168 17.6735; 7.0255 17.7227; 7.0342 17.7720; 7.0429 17.8212; 7.0515 17.8705; 7.0602 17.9197; 7.0689 17.9689; 7.0776 18.0182; 7.0863 18.0674; 7.0950 18.1167; 7.1036 18.1659; 7.1123 18.2151; 7.1210 18.2644; 7.1297 18.3136; 7.1384 18.3629; 7.1471 18.4121; 7.1557 18.4613; 7.1644 18.5106; 7.1731 18.5598; 7.1818 18.6091; 7.1905 18.6583; 7.1991 18.7075; 7.2078 18.7568; 7.2165 18.8060; 7.2252 18.8553; 7.2339 18.9045; 7.2426 18.9537; 7.2512 19.0030; 7.2599 19.0522; 7.2686 19.1015; 7.2773 19.1507; 7.2860 19.2000; 7.2947 19.2492; 7.3033 19.2984; 7.3120 19.3477; 7.3207 19.3969; 7.3294 19.4462; 7.3381 19.4954; 7.3467 19.5446; 7.3850 19.5768; 7.3937 19.6260; 7.4024 19.6753; 7.4111 19.7245; 7.4198 19.7737; 7.4285 19.8230; 7.4371 19.8722; 7.4754 19.9044; 7.5137 19.9365; 7.5224 19.9857; 7.5311 20.0350; 7.5694 20.0671; 7.5781 20.1164; 7.5868 20.1656; 7.5955 20.2148; 7.6338 20.2470; 7.6721 20.2791; 7.6807 20.3284; 7.6894 20.3776; 7.6981 20.4268; 7.7364 20.4590; 7.7747 20.4911; 7.7834 20.5404; 7.8217 20.5725; 7.8600 20.6046; 7.8687 20.6539; 7.9070 20.6860; 7.9453 20.7182; 7.9836 20.7503; 7.9923 20.7995; 8.0306 20.8317; 8.0689 20.8638; 8.1072 20.8960; 8.1455 20.9281; 8.1838 20.9602; 8.2221 20.9924; 8.2604 21.0245; 8.2987 21.0566; 8.3370 21.0888; 8.3753 21.1209; 8.4136 21.1531; 8.4519 21.1852; 8.4902 21.2173; 8.5285 21.2495; 8.5668 21.2816; 8.6051 21.3138; 8.6434 21.3459; 8.6817 21.3780; 8.7200 21.4102; 8.7583 21.4423; 8.7966 21.4745; 8.8349 21.5066; 8.8732 21.5387; 8.9115 21.5709; 8.9498 21.6030; 8.9881 21.6352; 9.0264 21.6673; 9.0647 21.6994; 9.1030 21.7316; 9.1413 21.7637; 9.1796 21.7959; 9.2179 21.8280; 9.2563 21.8601; 9.2649 21.9094; 9.2736 21.9586; 9.3119 21.9908; 9.3502 22.0229; 9.3885 22.0550; 9.3972 22.1043; 9.4059 22.1535; 9.4442 22.1856; 9.4529 22.2349; 9.4616 22.2841; 9.4702 22.3334; 9.4789 22.3826; 9.4876 22.4319; 9.4963 22.4811; 9.5050 22.5303; 9.5433 22.5625; 9.5520 22.6117; 9.5606 22.6610; 9.5693 22.7102; 9.5780 22.7594; 9.5867 22.8087; 9.5954 22.8579; 9.6337 22.8901; 9.6423 22.9393; 9.6510 22.9885; 9.6597 23.0378; 9.6684 23.0870; 9.6771 23.1363; 9.7154 23.1684; 9.7241 23.2176
2, -1.3820 -0.0202; -1.3320 0.0664; -1.2820 0.1530; -1.2320 0.2396; -1.1820 0.3262; -1.1320 0.4128; -1.0820 0.4994; -1.0320 0.5860; -0.9820 0.6726; -0.9320 0.7592; -0.8820 0.8458; -0.8320 0.9324; -0.7820 1.0190; -0.7320 1.1056; -0.6820 1.1922; -0.6320 1.2788; -0.5820 1.3654; -0.5320 1.4520; -0.4820 1.5386; -0.4320 1.6252; -0.3820 1.7118; -0.3320 1.7984; -0.2820 1.8851; -0.2320 1.9717; -0.1820 2.0583; -0.1320 2.1449; -0.0820 2.2315; -0.0320 2.3181; 0.0180 2.4047; 0.0680 2.4913; 0.1180 2.5779; 0.1680 2.6645; 0.2180 2.7511; 0.2680 2.8377; 0.3180 2.9243; 0.3680 3.0109; 0.4180 3.0975; 0.4680 3.1841; 0.5180 3.2707; 0.5680 3.3573; 0.6180 3.4439; 0.6680 3.5305; 0.7180 3.6171; 0.7680 3.7037; 0.8180 3.7903; 0.8680 3.8769; 0.9180 3.9635; 0.9680 4.0501; 1.0180 4.1367; 1.0680 4.2233; 1.1180 4.3099; 1.1680 4.3965; 1.2180 4.4831; 1.2680 4.5697; 1.3180 4.6563; 1.3680 4.7429; 1.4180 4.8295; 1.4680 4.9161; 1.5180 5.0027; 1.5680 5.0893; 1.6180 5.1759; 1.6680 5.2626; 1.7180 5.3492; 1.7680 5.4358; 1.8180 5.5224; 1.8680 5.6090; 1.9180 5.6956; 1.9680 5.7822; 2.0180 5.8688; 2.0680 5.9554; 2.1180 6.0420; 2.1680 6.1286; 2.2180 6.2152; 2.2680 6.3018; 2.3180 6.3884; 2.3680 6.4750; 2.4180 6.5616; 2.4680 6.6482; 2.5180 6.7348; 2.5680 6.8214; 2.6180 6.9080; 2.6680 6.9946; 2.7180 7.0812; 2.7680 7.1678; 2.8180 7.2544; 2.8680 7.3410; 2.9180 7.4276; 2.9680 7.5142; 3.0180 7.6008; 3.0680 7.6874; 3.1180 7.7740; 3.1680 7.8606; 3.2180 7.9472; 3.2680 8.0338; 3.3180 8.1204; 3.3680 8.2070; 3.4180 8.2936; 3.4680 8.3802; 3.5180 8.4668; 3.5680 8.5534; 3.6180 8.6401; 3.6680 8.7267; 3.7180 8.8133; 3.7680 8.8999; 3.8180 8.9865; 3.8680 9.0731; 3.9180 9.1597; 3.9680 9.2463; 4.0180 9.3329; 4.0680 9.4195; 4.1180 9.5061; 4.1680 9.5927; 4.2180 9.6793; 4.2680 9.7659; 4.3180 9.8525; 4.3680 9.9391; 4.4180 10.0257; 4.4680 10.1123; 4.5180 10.1989; 4.5680 10.2855; 4.6180 10.3721; 4.6680 10.4587; 4.7180 10.5453; 4.7680 10.6319; 4.8180 10.7185; 4.8680 10.8051; 4.9180 10.8917; 4.9680 10.9783; 5.0180 11.0649; 5.0680 11.1515; 5.1180 11.2381; 5.1680 11.3247; 5.2180 11.4113; 5.2680 11.4979; 5.3180 11.5845; 5.3680 11.6711; 5.4180 11.7577; 5.4680 11.8443; 5.5180 11.9309; 5.5680 12.0175; 5.6180 12.1042; 5.6680 12.1908; 5.7180 12.2774; 5.7680 12.3640; 5.8180 12.4506; 5.8680 12.5372; 5.9180 12.6238; 5.9680 12.7104; 6.0180 12.7970; 6.0680 12.8836; 6.1180 12.9702; 6.1354 13.0687; 6.1528 13.1671; 6.1701 13.2656; 6.1875 13.3641; 6.2049 13.4626; 6.2222 13.5611; 6.2396 13.6595; 6.2570 13.7580; 6.2743 13.8565; 6.2917 13.9550; 6.3090 14.0535; 6.3264 14.1519; 6.3438 14.2504; 6.3611 14.3489; 6.3785 14.4474; 6.3959 14.5459; 6.4132 14.6444; 6.4306 14.7428; 6.4480 14.8413; 6.4653 14.9398; 6.4827 15.0383; 6.5001 15.1368; 6.5174 15.2352; 6.5348 15.3337; 6.5522 15.4322; 6.5695 15.5307; 6.5869 15.6292; 6.5956 15.6784; 6.6042 15.7276; 6.6129 15.7769; 6.6216 15.8261; 6.6303 15.8754; 6.6390 15.9246; 6.6477 15.9738; 6.6563 16.0231; 6.6650 16.0723; 6.6737 16.1216; 6.6824 16.1708; 6.6911 16.2200; 6.6998 16.2693; 6.7084 16.3185; 6.7171 16.3678; 6.7258 16.4170; 6.7345 16.4662; 6.7432 16.5155; 6.7518 16.5647; 6.7605 16.6140; 6.7692 16.6632; 6.7779 16.7124; 6.7866 16.7617; 6.7953 16.8109; 6.8039 16.8602; 6.8126 16.9094; 6.8213 16.9586; 6.8300 17.0079; 6.8387 17.0571; 6.8474 17.1064; 6.8560 17.1556; 6.8647 17.2049; 6.8734 17.2541; 6.8821 17.3033; 6.8908 17.3526; 6.8995 17.4018; 6.9081 17.4511; 6.9168 17.5003; 6.9255 17.5495; 6.9342 17.5988; 6.9429 17.6480; 6.9515 17.6973; 6.9602 17.7465; 6.9689 17.7957; 6.9776 17.8450; 6.9863 17.8942; 6.9950 17.9435; 7.0036 17.9927; 7.0123 18.0419; 7.0210 18.0912; 7.0297 18.1404; 7.0384 18.1897; 7.0471 18.2389; 7.0557 18.2881; 7.0644 18.3374; 7.0731 18.3866; 7.0818 18.4359; 7.0905 18.4851; 7.0991 18.5343; 7.1078 18.5836; 7.1165 18.6328; 7.1252 18.6821; 7.1339 18.7313; 7.1426 18.7805; 7.1512 18.8298; 7.1599 18.8790; 7.1686 18.9283; 7.1773 18.9775; 7.1860 19.0267; 7.1947 19.0760; 7.2033 19.1252; 7.2120 19.1745; 7.2207 19.2237; 7.2294 19.2729; 7.2381 19.3222; 7.2467 19.3714; 7.2554 19.4207; 7.2641 19.4699; 7.2728 19.5191; 7.2815 19.5684; 7.2902 19.6176; 7.2988 19.6669; 7.3075 19.7161; 7.3162 19.7654; 7.3249 19.8146; 7.3336 19.8638; 7.3423 19.9131; 7.3509 19.9623; 7.3596 20.0116; 7.3683 20.0608; 7.3770 20.1100; 7.3857 20.1593; 7.3943 20.2085; 7.4030 20.2578; 7.4117 20.3070; 7.4204 20.3562; 7.4291 20.4055; 7.4378 20.4547; 7.4464 20.5040; 7.4551 20.5532; 7.4638 20.6024; 7.4725 20.6517; 7.4812 20.7009; 7.4899 20.7502; 7.4985 20.7994; 7.5072 20.8486; 7.5159 20.8979; 7.5246 20.9471; 7.5333 20.9964; 7.5716 21.0285; 7.5803 21.0777; 7.5889 21.1270; 7.5976 21.1762; 7.6063 21.2255; 7.6446 21.2576; 7.6533 21.3068; 7.6916 21.3390; 7.7003 21.3882; 7.7386 21.4204; 7.7769 21.4525; 7.8152 21.4846; 7.8535 21.5168; 7.8622 21.5660; 7.9005 21.5982; 7.9388 21.6303; 7.9474 21.6795; 7.9857 21.7117; 7.9944 21.7609; 8.0327 21.7931; 8.0710 21.8252; 8.1093 21.8573; 8.1476 21.8895; 8.1859 21.9216; 8.2242 21.9538; 8.2625 21.9859; 8.3008 22.0180; 8.3392 22.0502; 8.3775 22.0823; 8.4158 22.1145; 8.4541 22.1466; 8.4924 22.1787; 8.5307 22.2109; 8.5690 22.2430; 8.6073 22.2751; 8.6456 22.3073; 8.6839 22.3394; 8.7222 22.3716; 8.7605 22.4037; 8.7988 22.4358; 8.8371 22.4680; 8.8754 22.5001; 8.9137 22.5323; 8.9520 22.5644; 8.9903 22.5965; 9.0286 22.6287; 9.0669 22.6608; 9.1052 22.6930; 9.1435 22.7251; 9.1818 22.7572; 9.2201 22.7894; 9.2584 22.8215; 9.2967 22.8537; 9.3350 22.8858; 9.3733 22.9179; 9.4116 22.9501; 9.4499 22.9822; 9.4882 23.0144; 9.5265 23.0465; 9.5648 23.0786; 9.6031 23.1108; 9.6414 23.1429; 9.6797 23.1751
3, -1.3820 -0.0202; -1.3320 0.0664; -1.2820 0.1530; -1.2320 0.2396; -1.1820 0.3262; -1.1320 0.4128; -1.0820 0.4994; -1.0320 0.5860; -0.9820 0.6726; -0.9320 0.7592; -0.8820 0.8458; -0.8320 0.9324; -0.7820 1.0190; -0.7320 1.1056; -0.6820 1.1922; -0.6320 1.2788; -0.5820 1.3654; -0.5320 1.4520; -0.4820 1.5386; -0.4320 1.6252; -0.3820 1.7118; -0.3320 1.7984; -0.2820 1.8851; -0.2320 1.9717; -0.1820 2.0583; -0.1320 2.1449; -0.0820 2.2315; -0.0320 2.3181; 0.0180 2.4047; 0.0680 2.4913; 0.1180 2.5779; 0.1680 2.6645; 0.2180 2.7511; 0.2680 2.8377; 0.3180 2.9243; 0.3680 3.0109; 0.4180 3.0975; 0.4680 3.1841; 0.5180 3.2707; 0.5680 3.3573; 0.6180 3.4439; 0.6680 3.5305; 0.7180 3.6171; 0.7680 3.7037; 0.8180 3.7903; 0.8680 3.8769; 0.9180 3.9635; 0.9680 4.0501; 1.0180 4.1367; 1.0680 4.2233; 1.1180 4.3099; 1.1680 4.3965; 1.2180 4.4831; 1.2680 4.5697; 1.3180 4.6563; 1.3680 4.7429; 1.4180 4.8295; 1.4680 4.9161; 1.5180 5.0027; 1.5680 5.0893; 1.6180 5.1759; 1.6680 5.2626; 1.7180 5.3492; 1.7680 5.4358; 1.8180 5.5224; 1.8680 5.6090; 1.9180 5.6956; 1.9680 5.7822; 2.0180 5.8688; 2.0680 5.9554; 2.1180 6.0420; 2.1680 6.1286; 2.2180 6.2152; 2.2680 6.3018; 2.3180 6.3884; 2.3680 6.4750; 2.4180 6.5616; 2.4680 6.6482; 2.5180 6.7348; 2.5680 6.8214; 2.6180 6.9080; 2.6680 6.9946; 2.7180 7.0812; 2.7680 7.1678; 2.8180 7.2544; 2.8680 7.3410; 2.9180 7.4276; 2.9680 7.5142; 3.0180 7.6008; 3.0680 7.6874; 3.1180 7.7740; 3.1680 7.8606; 3.2180 7.9472; 3.2680 8.0338; 3.3180 8.1204; 3.3680 8.2070; 3.4180 8.2936; 3.4680 8.3802; 3.5180 8.4668; 3.5680 8.5534; 3.6180 8.6401; 3.6680 8.7267; 3.7180 8.8133; 3.7680 8.8999; 3.8180 8.9865; 3.8680 9.0731; 3.9180 9.1597; 3.9680 9.2463; 4.0180 9.3329; 4.0680 9.4195; 4.1180 9.5061; 4.1680 9.5927; 4.2180 9.6793; 4.2680 9.7659; 4.3180 9.8525; 4.3680 9.9391; 4.4180 10.0257; 4.4680 10.1123; 4.5180 10.1989; 4.5680 10.2855; 4.6180 10.3721; 4.6680 10.4587; 4.7180 10.5453; 4.7680 10.6319; 4.8180 10.7185; 4.8680 10.8051; 4.9180 10.8917; 4.9680 10.9783; 5.0180 11.0649; 5.0680 11.1515; 5.1180 11.2381; 5.1680 11.3247; 5.2180 11.4113; 5.2680 11.4979; 5.3180 11.5845; 5.3680 11.6711; 5.4180 11.7577; 5.4680 11.8443; 5.5180 11.9309; 5.5680 12.0175; 5.6180 12.1042; 5.6680 12.1908; 5.7180 12.2774; 5.7680 12.3640; 5.8180 12.4506; 5.8680 12.5372; 5.9180 12.6238; 5.9680 12.7104; 6.0180 12.7970; 6.0680 12.8836; 6.1180 12.9702; 6.1680 13.0568; 6.2180 13.1434; 6.2354 13.2419; 6.2528 13.3403; 6.2701 13.4388; 6.2875 13.5373; 6.3049 13.6358; 6.3222 13.7343; 6.3396 13.8327; 6.3570 13.9312; 6.3743 14.0297; 6.3917 14.1282; 6.4090 14.2267; 6.4264 14.3252; 6.4438 14.4236; 6.4611 14.5221; 6.4785 14.6206; 6.4959 14.7191; 6.5132 14.8176; 6.5306 14.9160; 6.5480 15.0145; 6.5653 15.1130; 6.5827 15.2115; 6.6001 15.3100; 6.6174 15.4084; 6.6348 15.5069; 6.6522 15.6054; 6.6695 15.7039; 6.6869 15.8024; 6.6956 15.8516; 6.7042 15.9008; 6.7129 15.9501; 6.7216 15.9993; 6.7303 16.0486; 6.7390 16.0978; 6.7477 16.1470; 6.7563 16.1963; 6.7650 16.2455; 6.7737 16.2948; 6.7824 16.3440; 6.7911 16.3932; 6.7998 16.4425; 6.8084 16.4917; 6.8171 16.5410; 6.8258 16.5902; 6.8345 16.6395; 6.8432 16.6887; 6.8519 16.7379; 6.8605 16.7872; 6.8692 16.8364; 6.8779 16.8857; 6.8866 16.9349; 6.8953 16.9841; 6.9039 17.0334; 6.9126 17.0826; 6.9213 17.1319; 6.9300 17.1811; 6.9387 17.2303; 6.9474 17.2796; 6.9560 17.3288; 6.9647 17.3781; 6.9734 17.4273; 6.9821 17.4765; 6.9908 17.5258; 6.9995 17.5750; 7.0081 17.6243; 7.0168 17.6735; 7.0255 17.7227; 7.0342 17.7720; 7.0429 17.8212; 7.0515 17.8705; 7.0602 17.9197; 7.0689 17.9689; 7.0776 18.0182; 7.0863 18.0674; 7.0950 18.1167; 7.1036 18.1659; 7.1123 18.2151; 7.1210 18.2644; 7.1297 18.3136; 7.1384 18.3629; 7.1471 18.4121; 7.1557 18.4613; 7.1644 18.5106; 7.1731 18.5598; 7.1818 18.6091; 7.1905 18.6583; 7.1991 18.7075; 7.2078 18.7568; 7.2165 18.8060; 7.2252 18.8553; 7.2339 18.9045; 7.2426 18.9537; 7.2512 19.0030; 7.2599 19.0522; 7.2686 19.1015; 7.2773 19.1507; 7.2860 19.2000; 7.2947 19.2492; 7.3033 19.2984; 7.3416 19.3306; 7.3503 19.3798; 7.3886 19.4120; 7.3973 19.4612; 7.4356 19.4933; 7.4739 19.5255; 7.4826 19.5747; 7.4913 19.6240; 7.5296 19.6561; 7.5679 19.6882; 7.6062 19.7204; 7.6149 19.7696; 7.6235 19.8188; 7.6322 19.8681; 7.6409 19.9173; 7.6496 19.9666; 7.6879 19.9987; 7.7262 20.0308; 7.7645 20.0630; 7.8028 20.0951; 7.8411 20.1273; 7.8794 20.1594; 7.9177 20.1915; 7.9560 20.2237; 7.9943 20.2558; 8.0326 20.2880; 8.0709 20.3201; 8.1092 20.3522; 8.1475 20.3844; 8.1858 20.4165; 8.2241 20.4487; 8.2624 20.4808; 8.3007 20.5129; 8.3390 20.5451; 8.3773 20.5772; 8.4156 20.6094; 8.4539 20.6415; 8.4922 20.6736; 8.5305 20.7058; 8.5688 20.7379; 8.6071 20.7701; 8.6454 20.8022; 8.6838 20.8343; 8.7221 20.8665; 8.7604 20.8986; 8.7987 20.9308; 8.8370 20.9629; 8.8753 20.9950; 8.9136 21.0272; 8.9519 21.0593; 8.9902 21.0914; 9.0285 21.1236; 9.0668 21.1557; 9.1051 21.1879; 9.1434 21.2200; 9.1817 21.2521; 9.2200 21.2843; 9.2583 21.3164; 9.2966 21.3486; 9.3349 21.3807; 9.3732 21.4128; 9.4115 21.4450; 9.4498 21.4771; 9.4881 21.5093; 9.5264 21.5414; 9.5647 21.5735; 9.6030 21.6057; 9.6413 21.6378; 9.6796 21.6700; 9.7179 21.7021; 9.7562 21.7342; 9.7945 21.7664; 9.8328 21.7985; 9.8711 21.8307; 9.9094 21.8628; 9.9477 21.8949; 9.9860 21.9271; 10.0243 21.9592; 10.0626 21.9914; 10.1009 22.0235; 10.1392 22.0556; 10.1775 22.0878; 10.2158 22.1199; 10.2541 22.1520; 10.2924 22.1842; 10.3307 22.2163; 10.3691 22.2485; 10.3882 22.2645; 10.4074 22.2806; 10.4265 22.2967; 10.4457 22.3127; 10.4648 22.3288; 10.4840 22.3449; 10.5031 22.3610; 10.5223 22.3770; 10.5414 22.3931; 10.5606 22.4092; 10.5797 22.4252; 10.5989 22.4413
