1, -6.6180 -0.0202; -6.5945 -0.0117; -6.5710 -0.0031; -6.5476 0.0054; -6.5241 0.0140; -6.5006 0.0225; -6.4771 0.0311; -6.4536 0.0397; -6.4301 0.0482; -6.4066 0.0568; -6.3831 0.0653; -6.3596 0.0739; -6.3361 0.0824; -6.3126 0.0910; -6.2891 0.0995; -6.2656 0.1081; -6.2422 0.1166; -6.2187 0.1252; -6.1952 0.1337; -6.1717 0.1423; -6.1482 0.1508; -6.1247 0.1594; -6.1012 0.1679; -6.0777 0.1765; -6.0542 0.1850; -6.0307 0.1936; -6.0072 0.2021; -5.9837 0.2107; -5.9602 0.2192; -5.9368 0.2278; -5.9133 0.2363; -5.8898 0.2449; -5.8663 0.2534; -5.8428 0.2620; -5.8193 0.2705; -5.7958 0.2791; -5.7723 0.2876; -5.7488 0.2962; -5.7253 0.3047; -5.7018 0.3133; -5.6783 0.3218; -5.6548 0.3304; -5.6314 0.3389; -5.6079 0.3475; -5.5844 0.3560; -5.5609 0.3646; -5.5374 0.3731; -5.5139 0.3817; -5.4904 0.3902; -5.4669 0.3988; -5.4434 0.4073; -5.4199 0.4159; -5.3964 0.4244; -5.3729 0.4330; -5.3494 0.4415; -5.3260 0.4501; -5.3025 0.4586; -5.2790 0.4672; -5.2555 0.4757; -5.2320 0.4843; -5.2085 0.4928; -5.1850 0.5014; -5.1615 0.5099; -5.1380 0.5185; -5.1145 0.5270; -5.0910 0.5356; -5.0675 0.5441; -5.0440 0.5527; -5.0206 0.5612; -4.9971 0.5698; -4.9736 0.5783; -4.9501 0.5869; -4.9266 0.5954; -4.9031 0.6040; -4.8796 0.6125; -4.8561 0.6211; -4.8326 0.6296; -4.8091 0.6382; -4.7856 0.6467; -4.7621 0.6553; -4.7386 0.6638; -4.7152 0.6724; -4.6917 0.6809; -4.6682 0.6895; -4.6447 0.6980; -4.6212 0.7066; -4.5977 0.7151; -4.5742 0.7237; -4.5507 0.7322; -4.5272 0.7408; -4.5037 0.7493; -4.4802 0.7579; -4.4567 0.7664; -4.4332 0.7750; -4.4098 0.7835; -4.3863 0.7921; -4.3628 0.8006; -4.3393 0.8092; -4.3158 0.8177; -4.2923 0.8263; -4.2688 0.8348; -4.2453 0.8434; -4.2218 0.8519; -4.1983 0.8605; -4.1748 0.8690; -4.1513 0.8776; -4.1278 0.8861; -4.1044 0.8947; -4.0809 0.9033; -4.0574 0.9118; -4.0339 0.9204; -4.0104 0.9289; -3.9869 0.9375; -3.9634 0.9460; -3.9399 0.9546; -3.9164 0.9631; -3.8929 0.9717; -3.8694 0.9802; -3.8459 0.9888; -3.8224 0.9973; -3.7990 1.0059; -3.7755 1.0144; -3.7520 1.0230; -3.7285 1.0315; -3.7050 1.0401; -3.6815 1.0486; -3.6580 1.0572; -3.6345 1.0657; -3.6110 1.0743; -3.5875 1.0828; -3.5640 1.0914; -3.5405 1.0999; -3.5170 1.1085; -3.4936 1.1170; -3.4701 1.1256; -3.4466 1.1341; -3.4231 1.1427; -3.3996 1.1512; -3.3761 1.1598; -3.3526 1.1683; -3.3291 1.1769; -3.3056 1.1854; -3.2821 1.1940; -3.2586 1.2025; -3.2351 1.2111; -3.2116 1.2196; -3.1882 1.2282; -3.1647 1.2367; -3.1412 1.2453; -3.1177 1.2538; -3.0942 1.2624; -3.0707 1.2709; -3.0472 1.2795; -3.0237 1.2880; -3.0002 1.2966; -2.9767 1.3051; -2.9532 1.3137; -2.9297 1.3222; -2.9062 1.3308; -2.8828 1.3393; -2.8593 1.3479; -2.8358 1.3564; -2.8123 1.3650; -2.7888 1.3735; -2.7653 1.3821; -2.7418 1.3906; -2.7183 1.3992; -2.6948 1.4077; -2.6713 1.4163; -2.6478 1.4248; -2.6243 1.4334; -2.6008 1.4419; -2.5774 1.4505; -2.5539 1.4590; -2.5304 1.4676; -2.5069 1.4761; -2.4834 1.4847; -2.4599 1.4932; -2.4364 1.5018; -2.4129 1.5103; -2.3894 1.5189; -2.3659 1.5274; -2.3424 1.5360; -2.3189 1.5445; -2.2954 1.5531; -2.2720 1.5616; -2.2485 1.5702; -2.2250 1.5787; -2.2015 1.5873; -2.1780 1.5958; -2.1545 1.6044; -2.1310 1.6129; -2.1075 1.6215; -2.0840 1.6300; -2.0605 1.6386; -2.0370 1.6471; -2.0135 1.6557; -1.9900 1.6642; -1.9666 1.6728; -1.9431 1.6813; -1.9196 1.6899; -1.8961 1.6984; -1.8726 1.7070; -1.8491 1.7155; -1.8256 1.7241; -1.8021 1.7326; -1.7786 1.7241; -1.7551 1.7155; -1.7316 1.7070; -1.7081 1.6984; -1.6846 1.6899; -1.6612 1.6813; -1.6377 1.6728; -1.6142 1.6642; -1.5907 1.6557; -1.4732 1.6129; -1.4497 1.6044; -1.3323 1.5616; -1.3088 1.5531; -1.1913 1.5103; -1.0738 1.4676; -0.9564 1.4248; -0.9329 1.4163; -0.8154 1.3735; -0.6980 1.3308; -0.6745 1.3222; -0.5570 1.2795; -0.4396 1.2367; -0.3221 1.1940; -0.2046 1.1512; -0.1811 1.1427; -0.0637 1.0999; 0.0538 1.0572; 0.1712 1.0144; 0.2887 0.9717; 0.4062 0.9289; 0.5236 0.8861; 0.6411 0.8434; 0.7586 0.8006; 0.7820 0.7921; 0.8995 0.7493; 0.9230 0.7408; 1.0405 0.6980; 1.1579 0.6553; 1.1814 0.6467; 1.2989 0.6040; 1.4163 0.5612; 1.5338 0.5185; 1.6513 0.4757; 1.7687 0.4330; 1.7922 0.4244; 1.9097 0.3817; 2.0271 0.3389; 2.1446 0.2962; 2.1681 0.2876; 2.1916 0.2791; 2.3090 0.2363; 2.4265 0.1936; 2.5440 0.1508; 2.4265 0.1936; 2.4890 0.3018; 2.6065 0.2591; 2.6690 0.3673; 2.6455 0.3759; 2.7080 0.4841; 2.8254 0.4414; 2.8879 0.5496; 2.8644 0.5582; 2.9269 0.6664; 2.9035 0.6750; 2.9660 0.7832; 2.9425 0.7918; 3.0050 0.9000; 3.0093 0.8754; 3.0718 0.9837; 3.0761 0.9590; 3.1386 1.0673; 3.1430 1.0427; 3.2055 1.1509; 3.2098 1.1263; 3.2723 1.2346; 3.3898 1.1918; 3.2723 1.2346; 3.3348 1.3428; 3.4523 1.3001; 3.5148 1.4083; 3.4913 1.4169; 3.6088 1.3741; 3.6713 1.4824; 3.7887 1.4396; 3.8512 1.5479; 3.8277 1.5564; 3.8902 1.6647; 3.8667 1.6732; 3.9842 1.6305; 4.0467 1.7387; 4.0232 1.7473; 4.0857 1.8555; 4.2032 1.8128; 4.1797 1.8213; 4.2422 1.9296; 4.3596 1.8868; 4.2422 1.9296; 4.3047 2.0378; 4.4221 1.9951; 4.4846 2.1033; 4.6021 2.0606; 4.6646 2.1688; 4.6411 2.1774; 4.7586 2.1346; 4.8211 2.2429; 4.7976 2.2514; 4.8601 2.3597; 4.8644 2.3351; 4.9269 2.4433; 4.9313 2.4187; 5.0487 2.3759; 5.1112 2.4842; 5.0877 2.4927; 5.1502 2.6010; 5.1267 2.6096; 5.1892 2.7178; 5.1657 2.7264; 5.2832 2.6836; 5.3457 2.7919; 5.3222 2.8004; 5.3847 2.9087; 5.3612 2.9172; 5.4237 3.0255; 5.4002 3.0340; 5.4627 3.1423; 5.4392 3.1508; 5.5017 3.2591; 5.4782 3.2676; 5.5957 3.2249; 5.6582 3.3331; 5.6347 3.3417; 5.6972 3.4499; 5.6737 3.4585; 5.7362 3.5667; 5.7127 3.5753; 5.6892 3.5838; 5.5718 3.6266; 5.6343 3.7348; 5.7517 3.6921; 5.8142 3.8003; 5.7907 3.8089; 5.6733 3.8516; 5.7358 3.9599; 5.8532 3.9171
2, -6.6180 -0.0202; -6.5945 -0.0117; -6.5710 -0.0031; -6.5476 0.0054; -6.5241 0.0140; -6.5006 0.0225; -6.4771 0.0311; -6.4536 0.0397; -6.4301 0.0482; -6.4066 0.0568; -6.3831 0.0653; -6.3596 0.0739; -6.3361 0.0824; -6.3126 0.0910; -6.2891 0.0995; -6.2656 0.1081; -6.2422 0.1166; -6.2187 0.1252; -6.1952 0.1337; -6.1717 0.1423; -6.1482 0.1508; -6.1247 0.1594; -6.1012 0.1679; -6.0777 0.1765; -6.0542 0.1850; -6.0307 0.1936; -6.0072 0.2021; -5.9837 0.2107; -5.9602 0.2192; -5.9368 0.2278; -5.9133 0.2363; -5.8898 0.2449; -5.8663 0.2534; -5.8428 0.2620; -5.8193 0.2705; -5.7958 0.2791; -5.7723 0.2876; -5.7488 0.2962; -5.7253 0.3047; -5.7018 0.3133; -5.6783 0.3218; -5.6548 0.3304; -5.6314 0.3389; -5.6079 0.3475; -5.5844 0.3560; -5.5609 0.3646; -5.5374 0.3731; -5.5139 0.3817; -5.4904 0.3902; -5.4669 0.3988; -5.4434 0.4073; -5.4199 0.4159; -5.3964 0.4244; -5.3729 0.4330; -5.3494 0.4415; -5.3260 0.4501; -5.3025 0.4586; -5.2790 0.4672; -5.2555 0.4757; -5.2320 0.4843; -5.2085 0.4928; -5.1850 0.5014; -5.1615 0.5099; -5.1380 0.5185; -5.1145 0.5270; -5.0910 0.5356; -5.0675 0.5441; -5.0440 0.5527; -5.0206 0.5612; -4.9971 0.5698; -4.9736 0.5783; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869; -4.9501 0.5869
3, -6.6180 -0.0202; -6.5945 -0.0117; -6.5710 -0.0031; -6.5476 0.0054; -6.5241 0.0140; -6.5006 0.0225; -6.4771 0.0311; -6.4536 0.0397; -6.4301 0.0482; -6.4066 0.0568; -6.3831 0.0653; -6.3596 0.0739; -6.3361 0.0824; -6.3126 0.0910; -6.2891 0.0995; -6.2656 0.1081; -6.2422 0.1166; -6.2187 0.1252; -6.1952 0.1337; -6.1717 0.1423; -6.1482 0.1508; -6.1247 0.1594; -6.1012 0.1679; -6.0777 0.1765; -6.0542 0.1850; -6.0307 0.1936; -6.0072 0.2021; -5.9837 0.2107; -5.9602 0.2192; -5.9368 0.2278; -5.9133 0.2363; -5.8898 0.2449; -5.8663 0.2534; -5.8428 0.2620; -5.8193 0.2705; -5.7958 0.2791; -5.7723 0.2876; -5.7488 0.2962; -5.7253 0.3047; -5.7018 0.3133; -5.6783 0.3218; -5.6548 0.3304; -5.6314 0.3389; -5.6079 0.3475; -5.5844 0.3560; -5.5609 0.3646; -5.5374 0.3731; -5.5139 0.3817; -5.4904 0.3902; -5.4669 0.3988; -5.4434 0.4073; -5.4199 0.4159; -5.3964 0.4244; -5.3729 0.4330; -5.3494 0.4415; -5.3260 0.4501; -5.3025 0.4586; -5.2790 0.4672; -5.2555 0.4757; -5.2320 0.4843; -5.2085 0.4928; -5.1850 0.5014; -5.1615 0.5099; -5.1380 0.5185; -5.1145 0.5270; -5.0910 0.5356; -5.0675 0.5441; -5.0440 0.5527; -5.0206 0.5612; -4.9971 0.5698; -4.9736 0.5783; -4.9501 0.5869; -4.9266 0.5954; -4.9031 0.6040; -4.8796 0.6125; -4.8561 0.6211; -4.8326 0.6296; -4.8091 0.6382; -4.7856 0.6467; -4.7621 0.6553; -4.7386 0.6638; -4.7152 0.6724; -4.6917 0.6809; -4.6682 0.6895; -4.6447 0.6980; -4.6212 0.7066; -4.5977 0.7151; -4.5742 0.7237; -4.5507 0.7322; -4.5272 0.7408; -4.5037 0.7493; -4.4802 0.7579; -4.4567 0.7664; -4.4332 0.7750; -4.4098 0.7835; -4.3863 0.7921; -4.3628 0.8006; -4.3393 0.8092; -4.3158 0.8177; -4.2923 0.8263; -4.2688 0.8348; -4.2453 0.8434; -4.2218 0.8519; -4.1983 0.8605; -4.1748 0.8690; -4.1513 0.8776; -4.1278 0.8861; -4.1044 0.8947; -4.0809 0.9033; -4.0574 0.9118; -4.0339 0.9204; -4.0104 0.9289; -3.9869 0.9375; -3.9634 0.9460; -3.9399 0.9546; -3.9164 0.9631; -3.8929 0.9717; -3.8694 0.9802; -3.8459 0.9888; -3.8224 0.9973; -3.7990 1.0059; -3.7755 1.0144; -3.7520 1.0230; -3.7285 1.0315; -3.7050 1.0401; -3.6815 1.0486; -3.6580 1.0572; -3.6345 1.0657; -3.6110 1.0743; -3.5875 1.0828; -3.5640 1.0914; -3.5405 1.0999; -3.5170 1.1085; -3.4936 1.1170; -3.4701 1.1256; -3.4466 1.1341; -3.4231 1.1427; -3.3996 1.1512; -3.3761 1.1598; -3.3526 1.1683; -3.3291 1.1769; -3.3056 1.1854; -3.2821 1.1940; -3.2586 1.2025; -3.2351 1.2111; -3.2116 1.2196; -3.1882 1.2282; -3.1647 1.2367; -3.1412 1.2453; -3.1177 1.2538; -3.0942 1.2624; -3.0707 1.2709; -3.0472 1.2795; -3.0237 1.2880; -3.0002 1.2966; -2.9767 1.3051; -2.9532 1.3137; -2.9297 1.3222; -2.9062 1.3308; -2.8828 1.3393; -2.8593 1.3479; -2.8358 1.3564; -2.8123 1.3650; -2.7888 1.3735; -2.7653 1.3821; -2.7418 1.3906; -2.7183 1.3992; -2.6948 1.4077; -2.6713 1.4163; -2.6478 1.4248; -2.6243 1.4334; -2.6008 1.4419; -2.5774 1.4505; -2.5539 1.4590; -2.5304 1.4676; -2.5069 1.4761; -2.4834 1.4847; -2.4599 1.4932; -2.4364 1.5018; -2.4129 1.5103; -2.3894 1.5189; -2.3659 1.5274; -2.3424 1.5360; -2.3189 1.5445; -2.2954 1.5531; -2.2720 1.5616; -2.2485 1.5702; -2.2250 1.5787; -2.2015 1.5873; -2.1780 1.5958; -2.1545 1.6044; -2.1310 1.6129; -2.1075 1.6215; -2.0840 1.6300; -2.0605 1.6386; -2.0370 1.6471; -2.0135 1.6557; -1.9900 1.6642; -1.9666 1.6557; -1.9431 1.6471; -1.9196 1.6386; -1.8961 1.6300; -1.8726 1.6215; -1.8491 1.6129; -1.8256 1.6044; -1.8021 1.5958; -1.7786 1.5873; -1.6612 1.5445; -1.6377 1.5360; -1.6142 1.5274; -1.4967 1.4847; -1.4732 1.4761; -1.3558 1.4334; -1.3323 1.4248; -1.2148 1.3821; -1.0973 1.3393; -0.9799 1.2966; -0.9564 1.2880; -0.8389 1.2453; -0.8154 1.2367; -0.6980 1.1940; -0.5805 1.1512; -0.4630 1.1085; -0.3456 1.0657; -0.3221 1.0572; -0.2046 1.0144; -0.0872 0.9717; 0.0303 0.9289; 0.1478 0.8861; 0.2652 0.8434; 0.3827 0.8006; 0.4062 0.7921; 0.5236 0.7493; 0.6411 0.7066; 0.7586 0.6638; 0.8760 0.6211; 0.8995 0.6125; 1.0170 0.5698; 1.1344 0.5270; 1.2519 0.4843; 1.2754 0.4757; 1.3928 0.4330; 1.5103 0.3902; 1.6278 0.3475; 1.7452 0.3047; 1.8627 0.2620; 1.9802 0.2192; 2.0976 0.1765; 2.1211 0.1679; 2.2386 0.1252; 2.3560 0.0824; 2.4735 0.0397; 2.5910 -0.0031; 2.7084 -0.0459; 2.7128 -0.0705; 2.7753 0.0378; 2.8927 -0.0050; 2.9427 0.0816; 2.9927 0.1682; 3.0052 0.1466; 3.0677 0.2548; 3.0802 0.2332; 3.1427 0.3414; 3.1552 0.3198; 3.2052 0.4064; 3.2677 0.5146; 3.2802 0.4930; 3.2927 0.4713; 3.3427 0.5579; 3.3552 0.5363; 3.4052 0.6229; 3.4177 0.6445; 3.4802 0.7528; 3.4927 0.7311; 3.5052 0.7095; 3.5177 0.6878; 3.5677 0.7744; 3.5802 0.7528; 3.6302 0.8394; 3.6927 0.9477; 3.7052 0.9260; 3.7177 0.9044; 3.7052 0.9260; 3.7677 1.0343; 3.7721 1.0096; 3.7764 0.9850; 3.8389 1.0933; 3.8432 1.0686; 3.9057 1.1769; 3.9101 1.1523; 4.0275 1.1095; 4.0400 1.0879; 4.0900 1.1745; 4.1525 1.2827; 4.1650 1.2611; 4.1775 1.2394; 4.2275 1.3260; 4.2400 1.3044; 4.2525 1.2827; 4.3025 1.3693; 4.3150 1.3477; 4.3650 1.4343; 4.3775 1.4126; 4.3650 1.4343; 4.4275 1.5425; 4.4400 1.5209; 4.4525 1.4992; 4.4650 1.5209; 4.5275 1.6291; 4.5319 1.6045; 4.5444 1.5829; 4.6069 1.6911; 4.6112 1.6665; 4.6237 1.6449; 4.6362 1.6665; 4.6987 1.7748; 4.7031 1.7501; 4.7156 1.7285; 4.7281 1.7068; 4.7906 1.8151; 4.7949 1.7905; 4.8074 1.7688; 4.8699 1.8771; 4.8743 1.8525; 4.8868 1.8308; 4.9493 1.9391; 4.9536 1.9144; 4.9661 1.8928; 5.0286 2.0010; 5.0329 1.9764; 5.0373 1.9518; 5.0998 2.0601; 5.1041 2.0354; 5.1085 2.0108; 5.2259 1.9681; 5.2384 1.9464; 5.3009 2.0547; 5.3134 2.0330; 5.3259 2.0114; 5.3134 2.0330; 5.3759 2.1413; 5.3803 2.1166; 5.3928 2.0950; 5.4053 2.0733; 5.4678 2.1816; 5.4803 2.1599; 5.4928 2.1383; 5.5053 2.1166; 5.5678 2.2249; 5.5803 2.2032
