1, -1.3820 -3.8244; -1.3585 -3.8159; -1.3350 -3.8073; -1.3115 -3.7988; -1.2880 -3.7902; -1.2645 -3.7817; -1.2410 -3.7731; -1.2175 -3.7646; -1.1940 -3.7560; -1.1705 -3.7475; -1.1470 -3.7389; -1.1236 -3.7304; -1.1001 -3.7218; -1.0766 -3.7133; -1.0531 -3.7047; -1.0296 -3.6962; -1.0061 -3.6876; -0.9826 -3.6791; -0.9591 -3.6705; -0.9356 -3.6620; -0.9121 -3.6534; -0.8886 -3.6449; -0.8651 -3.6363; -0.8416 -3.6278; -0.8182 -3.6192; -0.7947 -3.6107; -0.7712 -3.6021; -0.7477 -3.5936; -0.7242 -3.5850; -0.7007 -3.5765; -0.6772 -3.5679; -0.6537 -3.5594; -0.6302 -3.5508; -0.6067 -3.5423; -0.5832 -3.5337; -0.5597 -3.5252; -0.5362 -3.5166; -0.5128 -3.5081; -0.4893 -3.4995; -0.4658 -3.4910; -0.4423 -3.4824; -0.4188 -3.4739; -0.3953 -3.4653; -0.3718 -3.4568; -0.3483 -3.4482; -0.3248 -3.4397; -0.3013 -3.4311; -0.2778 -3.4226; -0.2543 -3.4140; -0.2308 -3.4055; -0.2074 -3.3969; -0.1839 -3.3884; -0.1604 -3.3798; -0.1369 -3.3713; -0.1134 -3.3627; -0.0899 -3.3542; -0.0664 -3.3456; -0.0429 -3.3371; -0.0194 -3.3285; 0.0041 -3.3199; 0.0276 -3.3114; 0.0511 -3.3028; 0.0746 -3.2943; 0.0980 -3.2857; 0.1215 -3.2772; 0.1450 -3.2686; 0.1685 -3.2601; 0.1920 -3.2515; 0.2155 -3.2430; 0.2390 -3.2344; 0.2625 -3.2259; 0.2860 -3.2173; 0.3095 -3.2088; 0.3330 -3.2002; 0.3565 -3.1917; 0.3800 -3.1831; 0.4034 -3.1746; 0.4269 -3.1660; 0.4504 -3.1575; 0.4739 -3.1489; 0.4974 -3.1404; 0.5209 -3.1318; 0.5444 -3.1233; 0.5679 -3.1147; 0.5914 -3.1062; 0.6149 -3.0976; 0.6384 -3.0891; 0.6619 -3.0805; 0.6854 -3.0720; 0.7089 -3.0634; 0.7323 -3.0549; 0.7558 -3.0463; 0.7793 -3.0378; 0.8028 -3.0292; 0.8263 -3.0207; 0.8498 -3.0121; 0.8733 -3.0036; 0.8968 -2.9950; 0.9203 -2.9865; 0.9438 -2.9779; 0.9673 -2.9694; 0.9908 -2.9608; 1.0143 -2.9523; 1.0377 -2.9437; 1.0612 -2.9352; 1.0847 -2.9266; 1.1082 -2.9181; 1.1317 -2.9095; 1.1552 -2.9010; 1.1787 -2.8924; 1.2022 -2.8839; 1.2257 -2.8753; 1.2492 -2.8668; 1.2727 -2.8582; 1.2962 -2.8497; 1.3197 -2.8411; 1.3431 -2.8326; 1.3666 -2.8240; 1.3901 -2.8155; 1.4136 -2.8069; 1.4371 -2.7984; 1.4606 -2.7898; 1.4841 -2.7813; 1.5076 -2.7727; 1.5311 -2.7642; 1.5546 -2.7556; 1.5781 -2.7471; 1.6016 -2.7385; 1.6251 -2.7300; 1.6485 -2.7214; 1.6720 -2.7129; 1.6955 -2.7043; 1.7190 -2.6958; 1.7425 -2.6872; 1.7660 -2.6787; 1.7895 -2.6701; 1.8130 -2.6616; 1.8365 -2.6530; 1.8600 -2.6445; 1.8835 -2.6359; 1.9070 -2.6274; 1.9305 -2.6188; 1.9539 -2.6103; 1.9774 -2.6017; 2.0009 -2.5932; 2.0244 -2.5846; 2.0479 -2.5932; 2.0714 -2.6017; 2.0949 -2.6103; 2.1184 -2.6188; 2.1419 -2.6274; 2.1654 -2.6359; 2.1889 -2.6445; 2.2124 -2.6530; 2.2359 -2.6616; 2.2593 -2.6701; 2.2828 -2.6787; 2.4003 -2.7214; 2.4238 -2.7300; 2.5413 -2.7727; 2.6587 -2.8155; 2.6822 -2.8240; 2.7997 -2.8668; 2.9171 -2.9095; 3.0346 -2.9523; 3.0581 -2.9608; 3.1755 -3.0036; 3.1990 -3.0121; 3.3165 -3.0549; 3.4340 -3.0976; 3.4575 -3.1062; 3.5749 -3.1489; 3.6924 -3.1917; 3.7159 -3.2002; 3.8333 -3.2430; 3.9508 -3.2857; 3.9743 -3.2943; 4.0917 -3.3371; 4.1152 -3.3456; 4.2327 -3.3884; 4.2370 -3.4130; 4.3545 -3.4557; 4.3762 -3.5788; 4.4937 -3.6216; 4.5154 -3.7447; 4.5779 -3.6364; 4.6953 -3.6792; 4.6328 -3.5709; 4.7503 -3.6137; 4.6878 -3.5054; 4.8053 -3.5482; 4.7428 -3.4399; 4.8602 -3.4827; 4.7977 -3.3744; 4.9152 -3.4172; 4.8527 -3.3089; 4.9701 -3.3517; 4.9076 -3.2434; 5.0251 -3.2862; 4.9626 -3.1779; 5.0801 -3.2207; 5.0176 -3.1124; 5.1350 -3.1552; 5.1975 -3.0469; 5.2192 -3.1700; 5.2817 -3.0618; 5.3442 -2.9535; 5.4067 -3.0618; 5.4692 -2.9535; 5.4067 -2.8453; 5.3442 -2.7370; 5.4617 -2.7798; 5.3992 -2.6715; 5.5167 -2.7143; 5.4542 -2.6060; 5.5716 -2.6488; 5.5091 -2.5405; 5.6266 -2.5833; 5.6891 -2.4750; 5.6266 -2.3668; 5.7440 -2.4095; 5.6815 -2.3013; 5.7990 -2.3440; 5.7365 -2.2358; 5.8540 -2.2785; 5.7915 -2.1703; 5.9089 -2.2130; 5.9714 -2.1048; 6.0889 -2.1475; 6.1514 -2.0393; 6.2139 -2.1475; 6.2764 -2.0393; 6.3389 -1.9310; 6.3514 -1.9526; 6.4139 -1.8444; 6.4764 -1.9526; 6.5389 -1.8444; 6.6014 -1.7361; 6.6139 -1.7578; 6.5514 -1.6495; 6.4889 -1.5413; 6.6063 -1.5840; 6.5438 -1.4758; 6.6613 -1.5185; 6.5988 -1.4103; 6.7163 -1.4530; 6.7788 -1.3448; 6.8413 -1.2365; 6.8630 -1.3596; 6.9255 -1.2514; 6.9880 -1.1431; 7.0005 -1.1648; 6.9380 -1.0565; 7.0554 -1.0993; 6.9929 -0.9910; 7.1104 -1.0338; 7.1729 -0.9255; 7.0554 -0.8828; 7.1179 -0.7745; 7.2354 -0.8173; 7.2979 -0.7090; 7.1804 -0.6663; 7.2979 -0.7090; 7.3604 -0.6008; 7.4229 -0.4925; 7.5404 -0.5353; 7.5169 -0.5267; 7.5794 -0.4185; 7.4619 -0.3757; 7.5244 -0.2675; 7.6419 -0.3102; 7.5794 -0.2020; 7.6968 -0.2447; 7.7593 -0.1365; 7.6968 -0.0282; 7.8143 -0.0710; 7.7518 0.0373; 7.8693 -0.0054; 7.8068 0.1028; 7.9242 0.0601; 7.9867 0.1683; 8.0492 0.2766; 8.0257 0.2851; 8.0882 0.3934; 8.0926 0.3687; 8.0301 0.4770; 8.1475 0.4342; 8.2650 0.3915; 8.3275 0.4997; 8.4450 0.4570; 8.3275 0.4997; 8.3900 0.6080; 8.5075 0.5652; 8.5700 0.6735; 8.6874 0.6307; 8.5700 0.6735; 8.6325 0.7817; 8.7499 0.7390; 8.8124 0.8472; 8.9299 0.8045; 8.9064 0.8130; 8.9689 0.9213; 9.0314 1.0296; 9.0079 1.0381; 9.1254 0.9954; 9.0629 1.1036; 9.1803 1.0609; 9.2428 1.1691; 9.3603 1.1264; 9.3368 1.1349; 9.3993 1.2432; 9.4618 1.3514; 9.4661 1.3268; 9.3487 1.3695; 9.4661 1.3268; 9.5286 1.4350; 9.6461 1.3923; 9.5286 1.4350; 9.5911 1.5433; 9.7086 1.5005; 9.7711 1.6088; 9.8336 1.7171; 9.8101 1.7256; 9.8726 1.8339; 9.8769 1.8092; 9.7595 1.8520; 9.8769 1.8092; 9.9394 1.9175; 10.0019 2.0257; 9.8845 2.0685; 10.0019 2.0257; 10.0644 2.1340; 10.1269 2.2422; 10.1034 2.2508; 10.1659 2.3591; 10.1424 2.3676; 10.2049 2.4759; 10.1815 2.4844; 10.2440 2.5927; 10.2205 2.6012; 10.1030 2.6440; 10.2205 2.6012; 10.1030 2.6440; 10.1655 2.7522; 10.2830 2.7095; 10.3455 2.8177; 10.3220 2.8263; 10.3845 2.9345; 10.3610 2.9431; 10.2435 2.9858
2, -1.3820 -3.8244; -1.3628 -3.8084; -1.3437 -3.7923; -1.3202 -3.7837; -1.2967 -3.7752; -1.2732 -3.7666; -1.2497 -3.7581; -1.2262 -3.7495; -1.2027 -3.7410; -1.1792 -3.7324; -1.1557 -3.7239; -1.1322 -3.7153; -1.1087 -3.7068; -1.0852 -3.6982; -1.0618 -3.6897; -1.0383 -3.6811; -1.0148 -3.6726; -0.9913 -3.6640; -0.9678 -3.6555; -0.9443 -3.6469; -0.9208 -3.6384; -0.8973 -3.6298; -0.8738 -3.6213; -0.8503 -3.6127; -0.8268 -3.6042; -0.8033 -3.5956; -0.7798 -3.5871; -0.7564 -3.5785; -0.7329 -3.5700; -0.7094 -3.5614; -0.6859 -3.5529; -0.6624 -3.5443; -0.6389 -3.5358; -0.6154 -3.5272; -0.5919 -3.5187; -0.5684 -3.5101; -0.5449 -3.5016; -0.5214 -3.4930; -0.4979 -3.4845; -0.4744 -3.4759; -0.4510 -3.4674; -0.4275 -3.4588; -0.4040 -3.4503; -0.3805 -3.4417; -0.3570 -3.4332; -0.3335 -3.4246; -0.3100 -3.4161; -0.2865 -3.4075; -0.2630 -3.3990; -0.2395 -3.3904; -0.2160 -3.3819; -0.1925 -3.3733; -0.1690 -3.3648; -0.1456 -3.3562; -0.1221 -3.3477; -0.0986 -3.3391; -0.0751 -3.3306; -0.0516 -3.3220; -0.0281 -3.3135; -0.0046 -3.3049; 0.0189 -3.2964; 0.0424 -3.2878; 0.0659 -3.2793; 0.0894 -3.2707; 0.1129 -3.2622; 0.1364 -3.2536; 0.1598 -3.2451; 0.1833 -3.2365; 0.2068 -3.2280; 0.2303 -3.2194; 0.2538 -3.2109; 0.2773 -3.2023; 0.3008 -3.1938; 0.3243 -3.1852; 0.3478 -3.1767; 0.3713 -3.1681; 0.3948 -3.1596; 0.4183 -3.1510; 0.4418 -3.1425; 0.4652 -3.1339; 0.4887 -3.1254; 0.5122 -3.1168; 0.5357 -3.1082; 0.5592 -3.0997; 0.5827 -3.0911; 0.6062 -3.0826; 0.6297 -3.0740; 0.6532 -3.0655; 0.6767 -3.0569; 0.7002 -3.0484; 0.7237 -3.0398; 0.7472 -3.0313; 0.7706 -3.0227; 0.7941 -3.0142; 0.8176 -3.0056; 0.8411 -2.9971; 0.8646 -2.9885; 0.8881 -2.9800; 0.9116 -2.9714; 0.9351 -2.9629; 0.9586 -2.9543; 0.9821 -2.9458; 1.0056 -2.9372; 1.0291 -2.9287; 1.0526 -2.9201; 1.0760 -2.9116; 1.0995 -2.9030; 1.1230 -2.8945; 1.1465 -2.8859; 1.1700 -2.8774; 1.1935 -2.8688; 1.2170 -2.8603; 1.2405 -2.8517; 1.2640 -2.8432; 1.2875 -2.8346; 1.3110 -2.8261; 1.3345 -2.8175; 1.3580 -2.8090; 1.3814 -2.8004; 1.4049 -2.7919; 1.4284 -2.7833; 1.4519 -2.7748; 1.4754 -2.7662; 1.4989 -2.7577; 1.5224 -2.7491; 1.5459 -2.7406; 1.5694 -2.7320; 1.5929 -2.7235; 1.6164 -2.7149; 1.6399 -2.7064; 1.6634 -2.6978; 1.6868 -2.6893; 1.7103 -2.6807; 1.7338 -2.6722; 1.7573 -2.6636; 1.7808 -2.6551; 1.8043 -2.6465; 1.8278 -2.6380; 1.8513 -2.6294; 1.8748 -2.6209; 1.8983 -2.6123; 1.9218 -2.6038; 1.9453 -2.5952; 1.9688 -2.5867; 1.9922 -2.5781; 2.0157 -2.5696; 2.0392 -2.5610; 2.0627 -2.5525; 2.0862 -2.5439; 2.1097 -2.5354; 2.1332 -2.5268; 2.1567 -2.5183; 2.1802 -2.5097; 2.2037 -2.5012; 2.2272 -2.5097; 2.2507 -2.5183; 2.2742 -2.5268; 2.2976 -2.5354; 2.3211 -2.5439; 2.3446 -2.5525; 2.3681 -2.5610; 2.3916 -2.5696; 2.4151 -2.5781; 2.5326 -2.6209; 2.6500 -2.6636; 2.6735 -2.6722; 2.7910 -2.7149; 2.9084 -2.7577; 2.9319 -2.7662; 3.0494 -2.8090; 3.1669 -2.8517; 3.1904 -2.8603; 3.3078 -2.9030; 3.3313 -2.9116; 3.4488 -2.9543; 3.4723 -2.9629; 3.5897 -3.0056; 3.7072 -3.0484; 3.7307 -3.0569; 3.8481 -3.0997; 3.8716 -3.1082; 3.9891 -3.1510; 4.0126 -3.1596; 4.1300 -3.2023; 4.1535 -3.2109; 4.2710 -3.2536; 4.2945 -3.2622; 4.4120 -3.3049; 4.4354 -3.3135; 4.5529 -3.3562; 4.5572 -3.3808; 4.6747 -3.4236; 4.6964 -3.5467; 4.7589 -3.4384; 4.8764 -3.3957; 4.8889 -3.4173; 4.8264 -3.3091; 4.8481 -3.4322; 4.9106 -3.3239; 4.9731 -3.2157; 4.9774 -3.2403; 5.0399 -3.3485; 5.1024 -3.2403; 5.0399 -3.1320; 5.0616 -3.2551; 5.1241 -3.1469; 5.1866 -3.0386; 5.1991 -3.0603; 5.2616 -2.9520; 5.2741 -2.9737; 5.2116 -2.8654; 5.2333 -2.9885; 5.2958 -2.8803; 5.3583 -2.7720; 5.3708 -2.7937; 5.4333 -2.9019; 5.4958 -2.7937; 5.5583 -2.6854; 5.5708 -2.7071; 5.6333 -2.5988; 5.6458 -2.6205; 5.7083 -2.5122; 5.7208 -2.5339; 5.6583 -2.4256; 5.5958 -2.3174; 5.6583 -2.4256; 5.7208 -2.3174; 5.7833 -2.2091; 5.7958 -2.2308; 5.7333 -2.1225; 5.7958 -2.2308; 5.8583 -2.1225; 5.9208 -2.0143; 5.9833 -2.1225; 6.0458 -2.0143; 6.1083 -1.9060; 6.1208 -1.9277; 6.1833 -1.8194; 6.1958 -1.8410; 6.2583 -1.7328; 6.2708 -1.7544; 6.3333 -1.6462; 6.3208 -1.6245; 6.3833 -1.5163; 6.3958 -1.5379; 6.3833 -1.5163; 6.4458 -1.4080; 6.4583 -1.4297; 6.5208 -1.3214; 6.5333 -1.3431; 6.5958 -1.2348; 6.5833 -1.2132; 6.6458 -1.1049; 6.6583 -1.1266; 6.6458 -1.1049; 6.7083 -0.9967; 6.7208 -0.9750; 6.7833 -0.8668; 6.7958 -0.8884; 6.8083 -0.8668; 6.8583 -0.7802; 6.9208 -0.6719; 6.9333 -0.6936; 6.9458 -0.6719; 6.9958 -0.5853; 7.0458 -0.4987; 7.0583 -0.4771; 7.1083 -0.3905; 7.1208 -0.3688; 7.1708 -0.2822; 7.1833 -0.3039; 7.1958 -0.2822; 7.2458 -0.1956; 7.2583 -0.1739; 7.3083 -0.0873; 7.3208 -0.0657; 7.3708 0.0209; 7.3833 -0.0007; 7.3958 0.0209; 7.4458 0.1075; 7.4583 0.1292; 7.4708 0.1508; 7.4833 0.1725; 7.5333 0.2591; 7.5458 0.2807; 7.5583 0.3024; 7.6083 0.3890; 7.6208 0.3673; 7.6333 0.3890; 7.6833 0.4756; 7.7333 0.5622; 7.7458 0.5838; 7.7958 0.6704; 7.8083 0.6488; 7.8208 0.6704; 7.8708 0.7570; 7.8517 0.7731; 7.8642 0.7947; 7.9142 0.8814; 7.9267 0.8597; 7.9392 0.8814; 7.9892 0.9680; 8.0017 0.9896; 8.0517 1.0762; 8.0642 1.0546; 8.0767 1.0762; 8.1267 1.1628; 8.1392 1.1845; 8.2017 1.2927; 8.2142 1.2711; 8.2267 1.2494; 8.2392 1.2711; 8.2892 1.3577; 8.3017 1.3360; 8.2825 1.3521; 8.2950 1.3737; 8.3575 1.4820; 8.3700 1.4603; 8.3825 1.4387; 8.3950 1.4603; 8.4575 1.5686; 8.4700 1.5469; 8.4825 1.5253; 8.4950 1.5469; 8.5575 1.6552; 8.5700 1.6335; 8.5825 1.6119; 8.5950 1.6335; 8.6075 1.6552; 8.6700 1.7634; 8.6825 1.7418; 8.6950 1.7201; 8.7075 1.7418; 8.7700 1.8500; 8.7825 1.8284; 8.7950 1.8067; 8.8075 1.8284; 8.8700 1.9367; 8.8825 1.9150; 8.8950 1.8933; 8.9075 1.8717; 8.9200 1.8933; 8.9825 2.0016; 8.9950 1.9800; 9.0075 1.9583; 9.0200 1.9800; 9.0825 2.0882; 9.0950 2.0666; 9.1075 2.0449; 9.1200 2.0666
3, -1.3820 -3.8244; -1.3628 -3.8084; -1.3437 -3.7923; -1.3245 -3.7762; -1.3054 -3.7602; -1.2862 -3.7441; -1.2671 -3.7280; -1.2479 -3.7119; -1.2244 -3.7034; -1.2009 -3.6948; -1.1774 -3.6863; -1.1539 -3.6777; -1.1304 -3.6692; -1.1070 -3.6606; -1.0835 -3.6521; -1.0600 -3.6435; -1.0365 -3.6350; -1.0130 -3.6264; -0.9895 -3.6179; -0.9660 -3.6093; -0.9425 -3.6008; -0.9190 -3.5922; -0.8955 -3.5837; -0.8720 -3.5751; -0.8485 -3.5666; -0.8250 -3.5580; -0.8016 -3.5495; -0.7781 -3.5409; -0.7546 -3.5324; -0.7311 -3.5238; -0.7076 -3.5153; -0.6841 -3.5067; -0.6606 -3.4982; -0.6371 -3.4896; -0.6136 -3.4811; -0.5901 -3.4725; -0.5666 -3.4640; -0.5431 -3.4554; -0.5196 -3.4469; -0.4962 -3.4383; -0.4727 -3.4298; -0.4492 -3.4212; -0.4257 -3.4127; -0.4022 -3.4041; -0.3787 -3.3956; -0.3552 -3.3870; -0.3317 -3.3785; -0.3082 -3.3699; -0.2847 -3.3614; -0.2612 -3.3528; -0.2377 -3.3443; -0.2142 -3.3357; -0.1908 -3.3272; -0.1673 -3.3186; -0.1438 -3.3101; -0.1203 -3.3015; -0.0968 -3.2930; -0.0733 -3.2844; -0.0498 -3.2759; -0.0263 -3.2673; -0.0028 -3.2588; 0.0207 -3.2502; 0.0442 -3.2417; 0.0677 -3.2331; 0.0912 -3.2246; 0.1146 -3.2160; 0.1381 -3.2075; 0.1616 -3.1989; 0.1851 -3.1904; 0.2086 -3.1818; 0.2321 -3.1733; 0.2556 -3.1647; 0.2791 -3.1562; 0.3026 -3.1476; 0.3261 -3.1391; 0.3496 -3.1305; 0.3731 -3.1220; 0.3966 -3.1134; 0.4200 -3.1049; 0.4435 -3.0963; 0.4670 -3.0878; 0.4905 -3.0792; 0.5140 -3.0707; 0.5375 -3.0621; 0.5610 -3.0536; 0.5845 -3.0450; 0.6080 -3.0365; 0.6315 -3.0279; 0.6550 -3.0194; 0.6785 -3.0108; 0.7020 -3.0022; 0.7254 -2.9937; 0.7489 -2.9851; 0.7724 -2.9766; 0.7959 -2.9680; 0.8194 -2.9595; 0.8429 -2.9509; 0.8664 -2.9424; 0.8899 -2.9338; 0.9134 -2.9253; 0.9369 -2.9167; 0.9604 -2.9082; 0.9839 -2.8996; 1.0074 -2.8911; 1.0308 -2.8825; 1.0543 -2.8740; 1.0778 -2.8654; 1.1013 -2.8569; 1.1248 -2.8483; 1.1483 -2.8398; 1.1718 -2.8312; 1.1953 -2.8227; 1.2188 -2.8141; 1.2423 -2.8056; 1.2658 -2.7970; 1.2893 -2.7885; 1.3128 -2.7799; 1.3362 -2.7714; 1.3597 -2.7628; 1.3832 -2.7543; 1.4067 -2.7457; 1.4302 -2.7372; 1.4537 -2.7286; 1.4772 -2.7201; 1.5007 -2.7115; 1.5242 -2.7030; 1.5477 -2.6944; 1.5712 -2.6859; 1.5947 -2.6773; 1.6182 -2.6688; 1.6416 -2.6602; 1.6651 -2.6517; 1.6886 -2.6431; 1.7121 -2.6346; 1.7356 -2.6260; 1.7591 -2.6175; 1.7826 -2.6089; 1.8061 -2.6004; 1.8296 -2.5918; 1.8531 -2.5833; 1.8766 -2.5747; 1.9001 -2.5662; 1.9236 -2.5576; 1.9470 -2.5491; 1.9705 -2.5405; 1.9940 -2.5320; 2.0175 -2.5234; 2.0410 -2.5149; 2.0645 -2.5063; 2.0880 -2.4978; 2.1115 -2.4892; 2.1350 -2.4978; 2.1585 -2.5063; 2.1820 -2.5149; 2.2994 -2.5576; 2.4169 -2.6004; 2.5344 -2.6431; 2.5578 -2.6517; 2.6753 -2.6944; 2.7928 -2.7372; 2.8163 -2.7457; 2.9337 -2.7885; 3.0512 -2.8312; 3.0747 -2.8398; 3.1921 -2.8825; 3.3096 -2.9253; 3.3331 -2.9338; 3.4506 -2.9766; 3.5680 -3.0194; 3.5915 -3.0279; 3.7090 -3.0707; 3.8264 -3.1134; 3.9439 -3.1562; 3.9674 -3.1647; 4.0848 -3.2075; 4.2023 -3.2502; 4.3198 -3.2930; 4.3433 -3.3015; 4.4607 -3.3443; 4.5782 -3.3870; 4.6017 -3.3956; 4.7191 -3.4383; 4.8366 -3.4811; 4.8409 -3.5057; 4.9584 -3.4629; 4.9819 -3.4544; 5.0994 -3.4116; 5.1119 -3.4333; 5.1244 -3.4549; 5.1869 -3.5632; 5.2494 -3.4549; 5.3119 -3.5632; 5.3619 -3.4766; 5.4576 -3.3962; 5.4701 -3.4179; 5.5326 -3.3096; 5.5451 -3.3313; 5.5576 -3.3529; 5.6076 -3.2663; 5.7034 -3.1860; 5.7159 -3.2076; 5.7284 -3.1860; 5.7110 -3.0875; 5.7235 -3.1092; 5.7860 -3.0009; 5.7985 -3.0226; 5.8610 -2.9143; 5.8735 -2.9360; 5.8860 -2.9576; 5.9360 -2.8710; 5.9485 -2.8927; 5.9985 -2.8061; 6.0110 -2.8277; 6.0735 -2.7195; 6.0860 -2.7411; 6.0985 -2.7628; 6.1485 -2.6762; 6.1985 -2.5895; 6.2110 -2.6112; 6.2235 -2.6328; 6.2735 -2.5462; 6.3501 -2.4820; 6.4001 -2.3954; 6.4126 -2.4170; 6.4751 -2.3088; 6.4876 -2.3304; 6.5501 -2.2222; 6.5626 -2.2438; 6.6251 -2.1356; 6.6376 -2.1572; 6.7001 -2.0490; 6.7126 -2.0706; 6.7751 -1.9624; 6.7876 -1.9840; 6.8501 -1.8758; 6.8626 -1.8974; 6.9251 -1.7891; 6.9376 -1.8108; 7.0001 -1.7025; 7.0126 -1.7242; 7.0751 -1.8324; 7.1251 -1.7458; 7.2017 -1.6816; 7.2517 -1.5950; 7.3142 -1.4867; 7.3267 -1.5084; 7.3892 -1.4001; 7.4017 -1.4218; 7.4642 -1.3135; 7.4767 -1.3352; 7.5392 -1.2269; 7.5517 -1.2486; 7.6142 -1.1403; 7.6267 -1.1620; 7.6892 -1.0537; 7.7017 -1.0754; 7.7642 -0.9671; 7.7767 -0.9887; 7.8392 -0.8805; 7.9017 -0.9887; 7.9642 -0.8805; 8.0267 -0.7722; 8.0392 -0.7939; 8.1017 -0.6856; 8.1642 -0.5774; 8.1767 -0.5990; 8.1892 -0.6207; 8.2517 -0.5124; 8.2642 -0.5341; 8.2767 -0.5124; 8.3392 -0.4042; 8.3517 -0.4258; 8.3642 -0.4475; 8.4267 -0.3392; 8.4392 -0.3609; 8.4517 -0.3825; 8.5142 -0.2743; 8.5267 -0.2959; 8.5892 -0.1877; 8.6017 -0.2093; 8.6142 -0.1877; 8.6767 -0.0794; 8.6892 -0.1011; 8.7017 -0.1227; 8.7142 -0.1011; 8.7767 0.0072; 8.7892 -0.0145; 8.8017 -0.0361; 8.8642 0.0721; 8.8767 0.0505; 8.8892 0.0288; 8.9517 0.1371; 8.9642 0.1154; 8.9767 0.1371; 9.0392 0.2453; 9.0517 0.2237; 9.0642 0.2020; 9.1267 0.3103; 9.1392 0.2886; 9.1517 0.2670; 9.2142 0.3752; 9.2267 0.3536; 9.2392 0.3319; 9.3017 0.4402; 9.3142 0.4185; 9.3267 0.3969; 9.3892 0.5051; 9.4017 0.4835; 9.4142 0.4618; 9.4767 0.5701; 9.4892 0.5484; 9.5017 0.5268; 9.5142 0.5484; 9.5767 0.6567; 9.5892 0.6350; 9.6017 0.6134; 9.6142 0.5917; 9.6767 0.7000; 9.6892 0.6784; 9.7017 0.6567; 9.7642 0.7650; 9.7767 0.7433; 9.7892 0.7217; 9.8017 0.7433; 9.8642 0.8516; 9.8767 0.8299; 9.8892 0.8083; 9.9017 0.7866; 9.9642 0.8949; 9.9767 0.8732; 9.9892 0.8516; 10.0517 0.9598; 10.0642 0.9382; 10.0767 0.9165; 10.0892 0.8949; 10.1017 0.9165; 10.1642 1.0248; 10.1767 1.0031; 10.1892 0.9815; 10.2017 0.9598; 10.2142 0.9382; 10.2767 1.0464; 10.2892 1.0248; 10.3017 1.0031; 10.3142 1.0248; 10.3767 1.1330; 10.3892 1.1114; 10.4017 1.0897; 10.4142 1.0681; 10.4767 1.1763
