1, -1.3820 -3.8244; -1.3320 -3.7378; -1.2820 -3.6512; -1.2320 -3.5646; -1.1820 -3.4780; -1.1320 -3.3914; -1.0820 -3.3048; -1.0320 -3.2182; -0.9820 -3.1316; -0.9320 -3.0450; -0.8820 -2.9584; -0.8320 -2.8718; -0.7820 -2.7852; -0.7320 -2.6986; -0.6820 -2.6120; -0.6320 -2.5254; -0.5820 -2.4388; -0.5320 -2.3522; -0.4820 -2.2656; -0.4320 -2.1790; -0.3820 -2.0924; -0.3320 -2.0058; -0.2820 -1.9192; -0.2320 -1.8326; -0.1820 -1.7460; -0.1320 -1.6594; -0.0820 -1.5728; -0.0320 -1.4862; 0.0180 -1.3996; 0.0680 -1.3130; 0.1180 -1.2264; 0.1680 -1.1398; 0.2180 -1.0531; 0.2680 -0.9665; 0.3180 -0.8799; 0.3680 -0.7933; 0.4180 -0.7067; 0.4680 -0.6201; 0.5180 -0.5335; 0.5680 -0.4469; 0.6180 -0.3603; 0.6680 -0.2737; 0.7180 -0.1871; 0.7680 -0.1005; 0.8180 -0.0139; 0.8680 0.0727; 0.9180 0.1593; 0.9680 0.2459; 1.0180 0.3325; 1.0680 0.4191; 1.1180 0.5057; 1.1680 0.5923; 1.2180 0.6789; 1.2680 0.7655; 1.3180 0.8521; 1.3680 0.9387; 1.4180 1.0253; 1.4680 1.1119; 1.5180 1.1985; 1.5680 1.2851; 1.6180 1.3717; 1.6680 1.4583; 1.7180 1.5449; 1.7680 1.6315; 1.8180 1.7181; 1.8680 1.8047; 1.9180 1.8913; 1.9680 1.9779; 2.0180 2.0645; 2.0680 2.1511; 2.1180 2.2377; 2.1680 2.3244; 2.2180 2.4110; 2.2680 2.4976; 2.3180 2.5842; 2.3680 2.6708; 2.4180 2.7574; 2.4680 2.8440; 2.5180 2.9306; 2.5680 3.0172; 2.6180 3.1038; 2.6680 3.1904; 2.7180 3.2770; 2.7680 3.3636; 2.8180 3.4502; 2.8680 3.5368; 2.9180 3.6234; 2.9680 3.7100; 3.0180 3.7966; 3.0680 3.8832; 3.1180 3.9698; 3.1680 4.0564; 3.2180 4.1430; 3.2680 4.2296; 3.3180 4.3162; 3.3680 4.4028; 3.4180 4.4894; 3.4680 4.5760; 3.5180 4.6626; 3.5680 4.7492; 3.6180 4.8358; 3.6680 4.9224; 3.7180 5.0090; 3.7680 5.0956; 3.8180 5.1822; 3.8680 5.2688; 3.9180 5.3554; 3.9680 5.4420; 4.0180 5.5286; 4.0680 5.6152; 4.1180 5.7018; 4.1680 5.7885; 4.2180 5.8751; 4.2680 5.9617; 4.3180 6.0483; 4.3680 6.1349; 4.4180 6.2215; 4.4680 6.3081; 4.5180 6.3947; 4.5680 6.4813; 4.6180 6.5679; 4.6680 6.6545; 4.7180 6.7411; 4.7680 6.8277; 4.8180 6.9143; 4.8680 7.0009; 4.9180 7.0875; 4.9680 7.1741; 5.0180 7.2607; 5.0680 7.3473; 5.1180 7.4339; 5.1680 7.5205; 5.2180 7.6071; 5.2680 7.6937; 5.3180 7.7803; 5.3680 7.8669; 5.4180 7.9535; 5.4680 8.0401; 5.5180 8.1267; 5.5680 8.2133; 5.6180 8.2999; 5.6680 8.3865; 5.7180 8.4731; 5.7680 8.5597; 5.8180 8.6463; 5.8680 8.7329; 5.9180 8.8195; 5.9680 8.9061; 6.0180 8.9927; 6.0680 9.0793; 6.1180 9.1660; 6.1680 9.2526; 6.2180 9.3392; 6.2680 9.4258; 6.3180 9.5124; 6.3680 9.5990; 6.4180 9.6856; 6.4680 9.7722; 6.5180 9.8588; 6.5680 9.9454; 6.6180 10.0320; 6.6680 10.1186; 6.7180 10.2052; 6.7680 10.2918; 6.8180 10.3784; 6.8680 10.4650; 6.9180 10.5516; 6.9680 10.6382; 7.0180 10.7248; 7.0680 10.8114; 7.1180 10.8980; 7.1680 10.9846; 7.2180 11.0712; 7.2680 11.1578; 7.3180 11.2444; 7.3680 11.3310; 7.4180 11.4176; 7.4680 11.5042; 7.5180 11.5908; 7.5680 11.6774; 7.6180 11.7640; 7.6680 11.8506; 7.7180 11.9372; 7.7680 12.0238; 7.8180 12.1104; 7.8680 12.1970; 7.9180 12.2836; 7.9680 12.3702; 8.0180 12.4568; 8.0680 12.5435; 8.1180 12.6301; 8.1680 12.7167; 8.2180 12.8033; 8.2680 12.8899; 8.3180 12.9765; 8.3680 13.0631; 8.4180 13.1497; 8.4680 13.2363; 8.5180 13.3229; 8.5680 13.4095; 8.6180 13.4961; 8.6680 13.5827; 8.7180 13.6693; 8.7680 13.7559; 8.8180 13.8425; 8.8680 13.9291; 8.9180 14.0157; 8.9680 14.1023; 9.0180 14.1889; 9.0680 14.2755; 9.1180 14.3621; 9.1680 14.4487; 9.2180 14.5353; 9.2680 14.6219; 9.3180 14.7085; 9.3680 14.7951; 9.4180 14.8817; 9.4680 14.9683; 9.5180 15.0549; 9.5680 15.1415; 9.6180 15.2281; 9.6680 15.3147; 9.7180 15.4013; 9.7680 15.4879; 9.8180 15.5745; 9.8680 15.6611; 9.9180 15.7477; 9.9680 15.8343; 10.0180 15.9209; 10.0680 16.0076; 10.1180 16.0942; 10.1680 16.1808; 10.2180 16.2674; 10.2680 16.3540; 10.3180 16.4406; 10.3680 16.5272; 10.4180 16.6138; 10.4680 16.7004; 10.5180 16.7870; 10.5680 16.8736; 10.6180 16.9602; 10.6680 17.0468; 10.7180 17.1334; 10.7680 17.2200; 10.8180 17.3066; 10.8680 17.3932; 10.9180 17.4798; 10.9680 17.5664; 11.0180 17.6530; 11.0680 17.7396; 11.1180 17.8262; 11.1680 17.9128; 11.2180 17.9994; 11.2680 18.0860; 11.3180 18.1726; 11.3680 18.2592; 11.4180 18.3458; 11.4680 18.4324; 11.5180 18.5190; 11.5680 18.6056; 11.6180 18.6922; 11.6680 18.7788; 11.7180 18.8654; 11.7680 18.9520; 11.8180 19.0386; 11.8680 19.1252; 11.9180 19.2118; 11.9680 19.2984; 12.0180 19.3851; 12.0680 19.4717; 12.1180 19.5583; 12.1680 19.6449; 12.2180 19.7315; 12.2680 19.8181; 12.3180 19.9047; 12.3680 19.9913; 12.4180 20.0779; 12.4680 20.1645; 12.5180 20.2511; 12.5680 20.3377; 12.6180 20.4243; 12.6680 20.5109; 12.7180 20.5975; 12.7680 20.6841; 12.8180 20.7707; 12.8680 20.8573; 12.9180 20.9439; 12.9680 21.0305; 13.0180 21.1171; 13.0680 21.2037; 13.1180 21.2903; 13.1354 21.3888; 13.1528 21.4873; 13.1701 21.5857; 13.1875 21.6842; 13.2049 21.7827; 13.2222 21.8812; 13.2396 21.9797; 13.2570 22.0782; 13.2743 22.1766; 13.2917 22.2751; 13.3090 22.3736; 13.3264 22.4721; 13.3438 22.5706; 13.3611 22.6690; 13.3785 22.7675; 13.3959 22.8660; 13.4046 22.9152; 13.4132 22.9645; 13.4219 23.0137; 13.4306 23.0630; 13.4393 23.1122; 13.4480 23.1614; 13.4566 23.2107; 13.4653 23.2599; 13.4740 23.3092; 13.4827 23.3584; 13.4914 23.4076; 13.5001 23.4569; 13.5087 23.5061; 13.5174 23.5554; 13.5261 23.6046; 13.5348 23.6538; 13.5435 23.7031; 13.5522 23.7523; 13.5608 23.8016; 13.5695 23.8508; 13.5782 23.9000; 13.5869 23.9493; 13.5956 23.9985; 13.6042 24.0478; 13.6129 24.0970; 13.6216 24.1462; 13.6303 24.1955; 13.6390 24.2447; 13.6477 24.2940; 13.6563 24.3432; 13.6650 24.3925; 13.6737 24.4417; 13.6824 24.4909; 13.6911 24.5402; 13.6998 24.5894; 13.7084 24.6387; 13.7171 24.6879; 13.7258 24.7371; 13.7345 24.7864; 13.7432 24.8356; 13.7519 24.8849; 13.7605 24.9341; 13.7692 24.9833
2, -1.3820 -3.8244; -1.3320 -3.7378; -1.2820 -3.6512; -1.2320 -3.5646; -1.1820 -3.4780; -1.1320 -3.3914; -1.0820 -3.3048; -1.0320 -3.2182; -0.9820 -3.1316; -0.9320 -3.0450; -0.8820 -2.9584; -0.8320 -2.8718; -0.7820 -2.7852; -0.7320 -2.6986; -0.6820 -2.6120; -0.6320 -2.5254; -0.5820 -2.4388; -0.5320 -2.3522; -0.4820 -2.2656; -0.4320 -2.1790; -0.3820 -2.0924; -0.3320 -2.0058; -0.2820 -1.9192; -0.2320 -1.8326; -0.1820 -1.7460; -0.1320 -1.6594; -0.0820 -1.5728; -0.0320 -1.4862; 0.0180 -1.3996; 0.0680 -1.3130; 0.1180 -1.2264; 0.1680 -1.1398; 0.2180 -1.0531; 0.2680 -0.9665; 0.3180 -0.8799; 0.3680 -0.7933; 0.4180 -0.7067; 0.4680 -0.6201; 0.5180 -0.5335; 0.5680 -0.4469; 0.6180 -0.3603; 0.6680 -0.2737; 0.7180 -0.1871; 0.7680 -0.1005; 0.8180 -0.0139; 0.8680 0.0727; 0.9180 0.1593; 0.9680 0.2459; 1.0180 0.3325; 1.0680 0.4191; 1.1180 0.5057; 1.1680 0.5923; 1.2180 0.6789; 1.2680 0.7655; 1.3180 0.8521; 1.3680 0.9387; 1.4180 1.0253; 1.4680 1.1119; 1.5180 1.1985; 1.5680 1.2851; 1.6180 1.3717; 1.6680 1.4583; 1.7180 1.5449; 1.7680 1.6315; 1.8180 1.7181; 1.8680 1.8047; 1.9180 1.8913; 1.9680 1.9779; 2.0180 2.0645; 2.0680 2.1511; 2.1180 2.2377; 2.1680 2.3244; 2.2180 2.4110; 2.2680 2.4976; 2.3180 2.5842; 2.3680 2.6708; 2.4180 2.7574; 2.4680 2.8440; 2.5180 2.9306; 2.5680 3.0172; 2.6180 3.1038; 2.6680 3.1904; 2.7180 3.2770; 2.7680 3.3636; 2.8180 3.4502; 2.8680 3.5368; 2.9180 3.6234; 2.9680 3.7100; 3.0180 3.7966; 3.0680 3.8832; 3.1180 3.9698; 3.1680 4.0564; 3.2180 4.1430; 3.2680 4.2296; 3.3180 4.3162; 3.3680 4.4028; 3.4180 4.4894; 3.4680 4.5760; 3.5180 4.6626; 3.5680 4.7492; 3.6180 4.8358; 3.6680 4.9224; 3.7180 5.0090; 3.7680 5.0956; 3.8180 5.1822; 3.8680 5.2688; 3.9180 5.3554; 3.9680 5.4420; 4.0180 5.5286; 4.0680 5.6152; 4.1180 5.7018; 4.1680 5.7885; 4.2180 5.8751; 4.2680 5.9617; 4.3180 6.0483; 4.3680 6.1349; 4.4180 6.2215; 4.4680 6.3081; 4.5180 6.3947; 4.5680 6.4813; 4.6180 6.5679; 4.6680 6.6545; 4.7180 6.7411; 4.7680 6.8277; 4.8180 6.9143; 4.8680 7.0009; 4.9180 7.0875; 4.9680 7.1741; 5.0180 7.2607; 5.0680 7.3473; 5.1180 7.4339; 5.1680 7.5205; 5.2180 7.6071; 5.2680 7.6937; 5.3180 7.7803; 5.3680 7.8669; 5.4180 7.9535; 5.4680 8.0401; 5.5180 8.1267; 5.5680 8.2133; 5.6180 8.2999; 5.6680 8.3865; 5.7180 8.4731; 5.7680 8.5597; 5.8180 8.6463; 5.8680 8.7329; 5.9180 8.8195; 5.9680 8.9061; 6.0180 8.9927; 6.0680 9.0793; 6.1180 9.1660; 6.1680 9.2526; 6.2180 9.3392; 6.2680 9.4258; 6.3180 9.5124; 6.3680 9.5990; 6.4180 9.6856; 6.4680 9.7722; 6.5180 9.8588; 6.5680 9.9454; 6.6180 10.0320; 6.6680 10.1186; 6.7180 10.2052; 6.7680 10.2918; 6.8180 10.3784; 6.8680 10.4650; 6.9180 10.5516; 6.9680 10.6382; 7.0180 10.7248; 7.0680 10.8114; 7.1180 10.8980; 7.1680 10.9846; 7.2180 11.0712; 7.2680 11.1578; 7.3180 11.2444; 7.3680 11.3310; 7.4180 11.4176; 7.4680 11.5042; 7.5180 11.5908; 7.5680 11.6774; 7.6180 11.7640; 7.6680 11.8506; 7.7180 11.9372; 7.7680 12.0238; 7.8180 12.1104; 7.8680 12.1970; 7.9180 12.2836; 7.9680 12.3702; 8.0180 12.4568; 8.0680 12.5435; 8.1180 12.6301; 8.1680 12.7167; 8.2180 12.8033; 8.2680 12.8899; 8.3180 12.9765; 8.3680 13.0631; 8.4180 13.1497; 8.4680 13.2363; 8.5180 13.3229; 8.5680 13.4095; 8.6180 13.4961; 8.6680 13.5827; 8.7180 13.6693; 8.7680 13.7559; 8.8180 13.8425; 8.8680 13.9291; 8.9180 14.0157; 8.9680 14.1023; 9.0180 14.1889; 9.0680 14.2755; 9.1180 14.3621; 9.1680 14.4487; 9.2180 14.5353; 9.2680 14.6219; 9.3180 14.7085; 9.3680 14.7951; 9.4180 14.8817; 9.4680 14.9683; 9.5180 15.0549; 9.5680 15.1415; 9.6180 15.2281; 9.6680 15.3147; 9.7180 15.4013; 9.7680 15.4879; 9.8180 15.5745; 9.8680 15.6611; 9.9180 15.7477; 9.9680 15.8343; 10.0180 15.9209; 10.0680 16.0076; 10.1180 16.0942; 10.1680 16.1808; 10.2180 16.2674; 10.2680 16.3540; 10.3180 16.4406; 10.3680 16.5272; 10.4180 16.6138; 10.4680 16.7004; 10.5180 16.7870; 10.5680 16.8736; 10.6180 16.9602; 10.6680 17.0468; 10.7180 17.1334; 10.7680 17.2200; 10.8180 17.3066; 10.8680 17.3932; 10.9180 17.4798; 10.9680 17.5664; 11.0180 17.6530; 11.0680 17.7396; 11.1180 17.8262; 11.1680 17.9128; 11.2180 17.9994; 11.2680 18.0860; 11.3180 18.1726; 11.3680 18.2592; 11.4180 18.3458; 11.4680 18.4324; 11.5180 18.5190; 11.5680 18.6056; 11.6180 18.6922; 11.6680 18.7788; 11.7180 18.8654; 11.7680 18.9520; 11.8180 19.0386; 11.8680 19.1252; 11.9180 19.2118; 11.9680 19.2984; 12.0180 19.3851; 12.0680 19.4717; 12.1180 19.5583; 12.1680 19.6449; 12.2180 19.7315; 12.2680 19.8181; 12.3180 19.9047; 12.3680 19.9913; 12.4180 20.0779; 12.4680 20.1645; 12.5180 20.2511; 12.5680 20.3377; 12.6180 20.4243; 12.6680 20.5109; 12.6854 20.6094; 12.7028 20.7078; 12.7201 20.8063; 12.7375 20.9048; 12.7549 21.0033; 12.7722 21.1018; 12.7896 21.2003; 12.8070 21.2987; 12.8243 21.3972; 12.8417 21.4957; 12.8590 21.5942; 12.8764 21.6927; 12.8938 21.7911; 12.9111 21.8896; 12.9285 21.9881; 12.9459 22.0866; 12.9632 22.1851; 12.9806 22.2835; 12.9980 22.3820; 13.0153 22.4805; 13.0327 22.5790; 13.0501 22.6775; 13.0674 22.7759; 13.0761 22.8252; 13.0848 22.8744; 13.0935 22.9237; 13.1022 22.9729; 13.1108 23.0221; 13.1195 23.0714; 13.1282 23.1206; 13.1369 23.1699; 13.1456 23.2191; 13.1542 23.2683; 13.1629 23.3176; 13.1716 23.3668; 13.1803 23.4161; 13.1890 23.4653; 13.1977 23.5145; 13.2063 23.5638; 13.2150 23.6130; 13.2237 23.6623; 13.2324 23.7115; 13.2411 23.7607; 13.2498 23.8100; 13.2584 23.8592; 13.2671 23.9085; 13.2758 23.9577; 13.2845 24.0070; 13.2932 24.0562; 13.3018 24.1054; 13.3105 24.1547; 13.3192 24.2039; 13.3279 24.2532; 13.3366 24.3024; 13.3453 24.3516; 13.3539 24.4009; 13.3626 24.4501; 13.3713 24.4994; 13.3800 24.5486; 13.3887 24.5978; 13.3974 24.6471; 13.4060 24.6963; 13.4443 24.7285; 13.4826 24.7606; 13.5209 24.7927; 13.5592 24.8249; 13.5975 24.8570; 13.6359 24.8892
3, -1.3820 -3.8244; -1.3320 -3.7378; -1.2820 -3.6512; -1.2320 -3.5646; -1.1820 -3.4780; -1.1320 -3.3914; -1.0820 -3.3048; -1.0320 -3.2182; -0.9820 -3.1316; -0.9320 -3.0450; -0.8820 -2.9584; -0.8320 -2.8718; -0.7820 -2.7852; -0.7320 -2.6986; -0.6820 -2.6120; -0.6320 -2.5254; -0.5820 -2.4388; -0.5320 -2.3522; -0.4820 -2.2656; -0.4320 -2.1790; -0.3820 -2.0924; -0.3320 -2.0058; -0.2820 -1.9192; -0.2320 -1.8326; -0.1820 -1.7460; -0.1320 -1.6594; -0.0820 -1.5728; -0.0320 -1.4862; 0.0180 -1.3996; 0.0680 -1.3130; 0.1180 -1.2264; 0.1680 -1.1398; 0.2180 -1.0531; 0.2680 -0.9665; 0.3180 -0.8799; 0.3680 -0.7933; 0.4180 -0.7067; 0.4680 -0.6201; 0.5180 -0.5335; 0.5680 -0.4469; 0.6180 -0.3603; 0.6680 -0.2737; 0.7180 -0.1871; 0.7680 -0.1005; 0.8180 -0.0139; 0.8680 0.0727; 0.9180 0.1593; 0.9680 0.2459; 1.0180 0.3325; 1.0680 0.4191; 1.1180 0.5057; 1.1680 0.5923; 1.2180 0.6789; 1.2680 0.7655; 1.3180 0.8521; 1.3680 0.9387; 1.4180 1.0253; 1.4680 1.1119; 1.5180 1.1985; 1.5680 1.2851; 1.6180 1.3717; 1.6680 1.4583; 1.7180 1.5449; 1.7680 1.6315; 1.8180 1.7181; 1.8680 1.8047; 1.9180 1.8913; 1.9680 1.9779; 2.0180 2.0645; 2.0680 2.1511; 2.1180 2.2377; 2.1680 2.3244; 2.2180 2.4110; 2.2680 2.4976; 2.3180 2.5842; 2.3680 2.6708; 2.4180 2.7574; 2.4680 2.8440; 2.5180 2.9306; 2.5680 3.0172; 2.6180 3.1038; 2.6680 3.1904; 2.7180 3.2770; 2.7680 3.3636; 2.8180 3.4502; 2.8680 3.5368; 2.9180 3.6234; 2.9680 3.7100; 3.0180 3.7966; 3.0680 3.8832; 3.1180 3.9698; 3.1680 4.0564; 3.2180 4.1430; 3.2680 4.2296; 3.3180 4.3162; 3.3680 4.4028; 3.4180 4.4894; 3.4680 4.5760; 3.5180 4.6626; 3.5680 4.7492; 3.6180 4.8358; 3.6680 4.9224; 3.7180 5.0090; 3.7680 5.0956; 3.8180 5.1822; 3.8680 5.2688; 3.9180 5.3554; 3.9680 5.4420; 4.0180 5.5286; 4.0680 5.6152; 4.1180 5.7018; 4.1680 5.7885; 4.2180 5.8751; 4.2680 5.9617; 4.3180 6.0483; 4.3680 6.1349; 4.4180 6.2215; 4.4680 6.3081; 4.5180 6.3947; 4.5680 6.4813; 4.6180 6.5679; 4.6680 6.6545; 4.7180 6.7411; 4.7680 6.8277; 4.8180 6.9143; 4.8680 7.0009; 4.9180 7.0875; 4.9680 7.1741; 5.0180 7.2607; 5.0680 7.3473; 5.1180 7.4339; 5.1680 7.5205; 5.2180 7.6071; 5.2680 7.6937; 5.3180 7.7803; 5.3680 7.8669; 5.4180 7.9535; 5.4680 8.0401; 5.5180 8.1267; 5.5680 8.2133; 5.6180 8.2999; 5.6680 8.3865; 5.7180 8.4731; 5.7680 8.5597; 5.8180 8.6463; 5.8680 8.7329; 5.9180 8.8195; 5.9680 8.9061; 6.0180 8.9927; 6.0680 9.0793; 6.1180 9.1660; 6.1680 9.2526; 6.2180 9.3392; 6.2680 9.4258; 6.3180 9.5124; 6.3680 9.5990; 6.4180 9.6856; 6.4680 9.7722; 6.5180 9.8588; 6.5680 9.9454; 6.6180 10.0320; 6.6680 10.1186; 6.7180 10.2052; 6.7680 10.2918; 6.8180 10.3784; 6.8680 10.4650; 6.9180 10.5516; 6.9680 10.6382; 7.0180 10.7248; 7.0680 10.8114; 7.1180 10.8980; 7.1680 10.9846; 7.2180 11.0712; 7.2680 11.1578; 7.3180 11.2444; 7.3680 11.3310; 7.4180 11.4176; 7.4680 11.5042; 7.5180 11.5908; 7.5680 11.6774; 7.6180 11.7640; 7.6680 11.8506; 7.7180 11.9372; 7.7680 12.0238; 7.8180 12.1104; 7.8680 12.1970; 7.9180 12.2836; 7.9680 12.3702; 8.0180 12.4568; 8.0680 12.5435; 8.1180 12.6301; 8.1680 12.7167; 8.2180 12.8033; 8.2680 12.8899; 8.3180 12.9765; 8.3680 13.0631; 8.4180 13.1497; 8.4680 13.2363; 8.5180 13.3229; 8.5680 13.4095; 8.6180 13.4961; 8.6680 13.5827; 8.7180 13.6693; 8.7680 13.7559; 8.8180 13.8425; 8.8680 13.9291; 8.9180 14.0157; 8.9680 14.1023; 9.0180 14.1889; 9.0680 14.2755; 9.1180 14.3621; 9.1680 14.4487; 9.2180 14.5353; 9.2680 14.6219; 9.3180 14.7085; 9.3680 14.7951; 9.4180 14.8817; 9.4680 14.9683; 9.5180 15.0549; 9.5680 15.1415; 9.6180 15.2281; 9.6680 15.3147; 9.7180 15.4013; 9.7680 15.4879; 9.8180 15.5745; 9.8680 15.6611; 9.9180 15.7477; 9.9680 15.8343; 10.0180 15.9209; 10.0680 16.0076; 10.1180 16.0942; 10.1680 16.1808; 10.2180 16.2674; 10.2680 16.3540; 10.3180 16.4406; 10.3680 16.5272; 10.4180 16.6138; 10.4680 16.7004; 10.5180 16.7870; 10.5680 16.8736; 10.6180 16.9602; 10.6680 17.0468; 10.7180 17.1334; 10.7680 17.2200; 10.8180 17.3066; 10.8680 17.3932; 10.9180 17.4798; 10.9680 17.5664; 11.0180 17.6530; 11.0680 17.7396; 11.1180 17.8262; 11.1680 17.9128; 11.2180 17.9994; 11.2680 18.0860; 11.3180 18.1726; 11.3680 18.2592; 11.4180 18.3458; 11.4680 18.4324; 11.5180 18.5190; 11.5680 18.6056; 11.6180 18.6922; 11.6680 18.7788; 11.7180 18.8654; 11.7680 18.9520; 11.8180 19.0386; 11.8680 19.1252; 11.9180 19.2118; 11.9680 19.2984; 12.0180 19.3851; 12.0680 19.4717; 12.1180 19.5583; 12.1680 19.6449; 12.2180 19.7315; 12.2680 19.8181; 12.3180 19.9047; 12.3680 19.9913; 12.4180 20.0779; 12.4680 20.1645; 12.5180 20.2511; 12.5680 20.3377; 12.6180 20.4243; 12.6680 20.5109; 12.7180 20.5975; 12.7680 20.6841; 12.8180 20.7707; 12.8354 20.8692; 12.8528 20.9677; 12.8701 21.0661; 12.8875 21.1646; 12.9049 21.2631; 12.9222 21.3616; 12.9396 21.4601; 12.9570 21.5585; 12.9743 21.6570; 12.9917 21.7555; 13.0090 21.8540; 13.0264 21.9525; 13.0438 22.0509; 13.0525 22.1002; 13.0611 22.1494; 13.0698 22.1987; 13.0785 22.2479; 13.0872 22.2971; 13.0959 22.3464; 13.1046 22.3956; 13.1132 22.4449; 13.1219 22.4941; 13.1306 22.5433; 13.1393 22.5926; 13.1480 22.6418; 13.1566 22.6911; 13.1653 22.7403; 13.1740 22.7895; 13.1827 22.8388; 13.1914 22.8880; 13.2001 22.9373; 13.2087 22.9865; 13.2174 23.0357; 13.2261 23.0850; 13.2348 23.1342; 13.2435 23.1835; 13.2522 23.2327; 13.2905 23.2649; 13.3288 23.2970; 13.3671 23.3291; 13.4054 23.3613; 13.4437 23.3934; 13.4820 23.4255; 13.5203 23.4577; 13.5586 23.4898; 13.5969 23.5220; 13.6352 23.5541; 13.6735 23.5862; 13.7118 23.6184; 13.7501 23.6505; 13.7884 23.6827; 13.8267 23.7148; 13.8650 23.7469; 13.9033 23.7791; 13.9416 23.8112; 13.9799 23.8434; 14.0182 23.8755; 14.0565 23.9076; 14.0948 23.9398; 14.1331 23.9719; 14.1714 24.0041; 14.2097 24.0362; 14.2480 24.0683; 14.2863 24.1005; 14.3246 24.1326
