# agents=10, pattern=S
1, -7.2361 -1.9223; -7.1111 -1.9223; -7.0153 -1.8420; -6.9196 -1.7616; -6.8238 -1.6813; -6.7280 -1.6009; -6.6323 -1.5206; -6.5365 -1.4402; -6.4408 -1.3599; -6.3450 -1.2795; -6.2493 -1.1992; -6.1535 -1.1188; -6.0578 -1.0385; -5.9620 -0.9581; -5.8662 -0.8778; -5.7705 -0.7974; -5.6747 -0.7171; -5.5790 -0.6367; -5.4832 -0.5564; -5.3875 -0.4760; -5.2917 -0.3957; -5.1960 -0.3153; -5.1002 -0.2350; -5.0044 -0.1547; -4.9087 -0.0743; -4.8129 0.0060; -4.7172 0.0864; -4.6547 -0.0219; -4.5922 -0.1301; -4.5297 -0.2384; -4.4672 -0.3466; -4.4047 -0.4549; -4.3422 -0.5631; -4.2797 -0.6714; -4.2172 -0.7796; -4.1547 -0.8879; -4.0922 -0.9961; -4.0297 -1.1044; -3.9672 -1.2126; -3.9047 -1.3209; -3.8422 -1.4291; -3.7797 -1.5374; -3.7172 -1.6457; -3.6547 -1.7539; -3.5922 -1.8622; -3.5297 -1.9704; -3.4672 -2.0787; -3.4047 -2.1869; -3.3422 -2.2952; -3.2797 -2.4034; -3.2172 -2.5117; -3.1547 -2.6199; -3.0922 -2.7282; -3.0297 -2.8364; -2.9672 -2.9447; -2.9047 -3.0529; -2.8922 -3.0746; -2.8797 -3.0962; -2.8672 -3.1179; -2.8547 -3.1395; -2.8422 -3.1612; -2.8297 -3.1829; -2.8172 -3.2045; -2.8047 -3.2262; -2.7922 -3.2478; -2.7797 -3.2695; -2.7672 -3.2911; -2.7547 -3.3128; -2.7422 -3.3344; -2.7297 -3.3561; -2.7172 -3.3777; -2.7047 -3.3994; -2.6922 -3.4210; -2.6797 -3.4427; -2.6672 -3.4643; -2.6547 -3.4860; -2.6422 -3.5076; -2.6297 -3.5293; -2.6172 -3.5509; -2.6047 -3.5726; -2.5922 -3.5942; -2.5797 -3.6159; -2.5672 -3.6375; -2.5547 -3.6592; -2.5422 -3.6808; -2.5297 -3.7025; -2.4922 -3.7674; -2.4547 -3.8324; -2.4172 -3.8973; -2.3797 -3.9623; -2.3422 -4.0272; -2.3047 -4.0922; -2.2672 -4.1571; -2.2297 -4.2221; -2.1922 -4.2870; -2.1547 -4.3520; -2.1172 -4.4169; -2.0797 -4.4819; -2.0422 -4.5468; -2.0047 -4.6118; -1.9672 -4.6767; -1.9297 -4.7417; -1.8922 -4.8066; -1.8547 -4.8716; -1.8172 -4.9366; -1.7797 -5.0015; -1.7422 -5.0665; -1.7047 -5.1314; -1.6672 -5.1964; -1.6297 -5.2613; -1.5922 -5.3263; -1.5547 -5.3912; -1.5172 -5.4562; -1.4797 -5.5211; -1.4422 -5.5861; -1.4047 -5.6510; -1.3672 -5.7160; -1.3297 -5.7809; -1.2922 -5.8459; -1.2547 -5.9108; -1.2172 -5.9758; -1.1797 -6.0407; -1.1422 -6.1057; -1.1047 -6.1706; -1.0672 -6.2356; -1.0297 -6.3005; -0.9922 -6.3655; -0.9547 -6.4304; -0.9172 -6.4954; -0.8797 -6.5603; -0.8422 -6.6253; -0.8047 -6.6903; -0.7672 -6.7552; -0.7297 -6.8202; -0.6922 -6.8851; -0.6547 -6.9501; -0.6172 -7.0150; -0.5797 -7.0800; -0.5422 -7.1449; -0.5047 -7.2099; -0.4672 -7.2748; -0.4297 -7.3398; -0.3922 -7.4047; -0.3547 -7.4697; -0.3172 -7.5346; -0.2797 -7.5996; -0.2422 -7.6645; -0.2047 -7.7295; -0.1672 -7.7944; -0.1297 -7.8594; -0.0922 -7.9243; -0.0547 -7.9893; -0.0172 -8.0542; 0.0203 -8.1192; 0.0578 -8.1841; 0.0953 -8.2491; 0.1328 -8.3141; 0.1703 -8.3790; 0.2078 -8.4440; 0.2453 -8.5089; 0.2828 -8.5739; 0.3203 -8.6388; 0.3578 -8.7038; 0.3953 -8.7687; 0.4328 -8.8337; 0.4703 -8.8986; 0.5078 -8.9636; 0.5453 -9.0285; 0.5828 -9.0935; 0.6203 -9.1584; 0.6578 -9.2234; 0.6953 -9.2883; 0.7328 -9.3533; 0.7703 -9.4182; 0.8078 -9.4832; 0.8453 -9.5481; 0.8828 -9.6131; 0.9203 -9.6780; 0.9578 -9.7430; 0.9708 -9.6691; 1.0083 -9.7341; 1.0458 -9.7990; 1.0589 -9.7252; 1.0719 -9.6513; 1.1094 -9.7163; 1.1469 -9.7812; 1.1844 -9.8462; 1.1974 -9.7723; 1.2104 -9.6985; 1.2479 -9.7634; 1.2854 -9.8284; 1.3229 -9.8933; 1.3360 -9.8194; 1.3490 -9.7456; 1.3620 -9.6717; 1.3995 -9.7367; 1.4370 -9.8016; 1.4745 -9.8666; 1.5120 -9.9315; 1.5495 -9.9965; 1.5870 -10.0614; 1.6245 -10.1264; 1.6375 -10.0525; 1.6506 -9.9787; 1.6636 -9.9048; 1.6766 -9.8309; 1.7141 -9.8959; 1.7516 -9.9608; 1.7891 -10.0258; 1.8266 -10.0908; 1.8641 -10.1557; 1.8771 -10.0818; 1.8902 -10.0080; 1.9032 -9.9341; 1.9162 -9.8603; 1.9537 -9.9252; 1.9667 -9.8514; 2.0042 -9.9163; 2.0172 -9.8424; 2.0547 -9.9074; 2.0678 -9.8335; 2.1053 -9.8985; 2.1183 -9.8246; 2.1558 -9.8896; 2.1688 -9.8157; 2.2063 -9.8807; 2.2193 -9.8068; 2.2568 -9.8718; 2.2699 -9.7979; 2.3074 -9.8629; 2.3204 -9.7890; 2.3579 -9.8539; 2.3709 -9.7801; 2.4084 -9.8450; 2.3379 -9.8194; 2.3754 -9.8843; 2.3050 -9.8587; 2.3425 -9.9236; 2.3555 -9.8498; 2.3930 -9.9147; 2.3225 -9.8891; 2.3600 -9.9540; 2.2895 -9.9284; 2.3270 -9.9933; 2.3401 -9.9195; 2.3776 -9.9844; 2.3071 -9.9588; 2.2366 -9.9331; 2.2741 -9.9981; 2.2036 -9.9724; 2.2411 -10.0374; 2.1706 -10.0117; 2.2081 -10.0767; 2.2212 -10.0028; 2.2587 -10.0678; 2.1882 -10.0421; 2.2257 -10.1071; 2.2387 -10.0332; 2.2762 -10.0982; 2.2057 -10.0725; 2.2432 -10.1375; 2.1728 -10.1118; 2.2103 -10.1768; 2.2233 -10.1029; 2.2608 -10.1678; 2.2738 -10.0940; 2.3113 -10.1589; 2.2408 -10.1333; 2.2783 -10.1982; 2.2914 -10.1244; 2.3289 -10.1893; 2.2584 -10.1637; 2.2959 -10.2286; 2.2254 -10.2030; 2.2629 -10.2679; 2.2759 -10.1941; 2.3134 -10.2590; 2.3264 -10.1852; 2.3639 -10.2501; 2.2935 -10.2245; 2.2230 -10.1988; 2.2605 -10.2638; 2.2735 -10.1899; 2.3110 -10.2549; 2.2405 -10.2292; 2.2780 -10.2942; 2.2911 -10.2203; 2.3286 -10.2852; 2.3416 -10.2114; 2.3791 -10.2763; 2.3086 -10.2507; 2.2381 -10.2250; 2.1677 -10.1994; 2.2052 -10.2643; 2.2182 -10.1905; 2.2557 -10.2554; 2.1852 -10.2298; 2.2227 -10.2947; 2.1522 -10.2691; 2.1897 -10.3340; 2.2027 -10.2602; 2.2402 -10.3251; 2.1698 -10.2995; 2.2073 -10.3644; 2.1368 -10.3388; 2.1743 -10.4037; 2.1038 -10.3781; 2.1413 -10.4430; 2.0708 -10.4174; 2.1083 -10.4823; 2.0379 -10.4567; 2.0754 -10.5216; 2.0884 -10.4478; 2.1259 -10.5127; 2.0554 -10.4871; 2.0929 -10.5520; 2.0224 -10.5264; 2.0599 -10.5913; 1.9895 -10.5657; 2.0270 -10.6306; 1.9565 -10.6050; 1.9940 -10.6699; 1.9235 -10.6443; 1.9610 -10.7092; 1.9740 -10.6354; 2.0115 -10.7003; 1.9410 -10.6747; 1.9785 -10.7396; 1.9081 -10.7140; 1.9456 -10.7789; 1.8751 -10.7533; 1.9126 -10.8182; 1.8421 -10.7926; 1.8796 -10.8575; 1.8926 -10.7836; 1.9301 -10.8486; 1.8597 -10.8229; 1.8972 -10.8879; 1.8267 -10.8622; 1.8642 -10.9272; 1.9017 -10.9921; 1.8312 -10.9665; 1.8687 -11.0314; 1.9062 -11.0964; 1.9437 -11.1614; 1.9812 -11.2263; 2.0187 -11.2913; 1.9482 -11.2656; 1.9857 -11.3306; 1.9153 -11.3049
2, -7.2361 -1.9223; -7.1111 -1.9223; -7.0153 -1.8420; -6.9196 -1.7616; -6.8238 -1.6813; -6.7280 -1.6009; -6.6323 -1.5206; -6.5365 -1.4402; -6.4408 -1.3599; -6.3450 -1.2795; -6.2493 -1.1992; -6.1535 -1.1188; -6.0578 -1.0385; -5.9620 -0.9581; -5.8662 -0.8778; -5.7705 -0.7974; -5.6747 -0.7171; -5.5790 -0.6367; -5.4832 -0.5564; -5.3875 -0.4760; -5.2917 -0.3957; -5.2292 -0.5039; -5.1667 -0.6122; -5.1042 -0.7205; -5.0417 -0.8287; -4.9792 -0.9370; -4.9167 -1.0452; -4.8542 -1.1535; -4.7917 -1.2617; -4.7292 -1.3700; -4.6667 -1.4782; -4.6042 -1.5865; -4.5417 -1.6947; -4.4792 -1.8030; -4.4167 -1.9112; -4.3542 -2.0195; -4.2917 -2.1277; -4.2292 -2.2360; -4.1667 -2.3443; -4.1042 -2.4525; -4.0417 -2.5608; -3.9792 -2.6690; -3.9167 -2.7773; -3.8542 -2.8855; -3.7917 -2.9938; -3.7292 -3.1020; -3.6667 -3.2103; -3.6042 -3.3185; -3.5417 -3.4268; -3.4792 -3.5350; -3.4167 -3.6433; -3.4042 -3.6649; -3.3851 -3.6489; -3.3659 -3.6328; -3.3468 -3.6167; -3.3276 -3.6007; -3.3085 -3.5846; -3.2960 -3.6062; -3.2768 -3.5902; -3.2643 -3.6118; -3.2452 -3.5958; -3.2327 -3.6174; -3.2202 -3.6391; -3.2077 -3.6607; -3.1885 -3.6446; -3.1760 -3.6663; -3.1635 -3.6879; -3.1510 -3.7096; -3.1385 -3.7312; -3.1260 -3.7529; -3.1135 -3.7745; -3.1010 -3.7962; -3.0885 -3.8178; -3.0760 -3.8395; -3.0635 -3.8611; -3.0510 -3.8828; -3.0385 -3.9044; -3.0260 -3.9261; -3.0135 -3.9477; -3.0010 -3.9694; -2.9885 -3.9910; -2.9760 -4.0127; -2.9635 -4.0343; -2.9510 -4.0560; -2.9385 -4.0777; -2.9260 -4.0993; -2.9135 -4.1210; -2.9010 -4.1426; -2.8885 -4.1643; -2.8760 -4.1859; -2.8635 -4.2076; -2.8510 -4.2292; -2.8135 -4.2942; -2.7760 -4.3591; -2.7385 -4.4241; -2.7010 -4.4890; -2.6635 -4.5540; -2.6260 -4.6189; -2.5885 -4.6839; -2.5510 -4.7488; -2.5135 -4.8138; -2.4760 -4.8787; -2.4385 -4.9437; -2.4010 -5.0086; -2.3635 -5.0736; -2.3260 -5.1385; -2.2885 -5.2035; -2.2510 -5.2684; -2.2135 -5.3334; -2.1760 -5.3983; -2.1385 -5.4633; -2.1010 -5.5282; -2.0635 -5.5932; -2.0260 -5.6581; -1.9885 -5.7231; -1.9510 -5.7881; -1.9135 -5.8530; -1.8760 -5.9180; -1.8385 -5.9829; -1.8010 -6.0479; -1.7635 -6.1128; -1.7260 -6.1778; -1.6885 -6.2427; -1.6510 -6.3077; -1.6135 -6.3726; -1.5760 -6.4376; -1.5385 -6.5025; -1.5010 -6.5675; -1.4635 -6.6324; -1.4260 -6.6974; -1.3885 -6.7623; -1.3510 -6.8273; -1.3135 -6.8922; -1.2760 -6.9572; -1.2385 -7.0221; -1.2010 -7.0871; -1.1635 -7.1520; -1.1260 -7.2170; -1.0885 -7.2819; -1.0510 -7.3469; -1.0135 -7.4118; -0.9760 -7.4768; -0.9385 -7.5418; -0.9255 -7.4679; -0.9829 -7.4197; -1.0404 -7.3715; -1.0978 -7.3233; -1.1553 -7.2751; -1.2127 -7.2268; -1.2702 -7.1786; -1.3277 -7.1304; -1.3851 -7.0822; -1.4426 -7.0340; -1.5000 -6.9858; -1.5575 -6.9376; -1.6149 -6.8894; -1.6724 -6.8412; -1.7298 -6.7930; -1.7873 -6.7448; -1.8447 -6.6965; -1.9022 -6.6483; -1.9596 -6.6001; -2.0171 -6.5519; -2.0745 -6.5037; -2.1320 -6.4555; -2.1895 -6.4073; -2.2469 -6.3591; -2.3044 -6.3109; -2.3618 -6.2627; -2.4193 -6.2145; -2.4767 -6.1662; -2.5342 -6.1180; -2.4967 -6.1830; -2.4592 -6.2479; -2.4217 -6.3129; -2.3842 -6.3778; -2.3467 -6.4428; -2.3092 -6.5077; -2.2717 -6.5727; -2.2342 -6.6377; -2.1967 -6.7026; -2.1592 -6.7676; -2.1217 -6.8325; -2.0842 -6.8975; -2.0467 -6.9624; -2.0092 -7.0274; -1.9717 -7.0923; -1.9342 -7.1573; -1.8967 -7.2222; -1.8592 -7.2872; -1.8217 -7.3521; -1.7842 -7.4171; -1.7467 -7.4820; -1.7092 -7.5470; -1.6717 -7.6119; -1.6342 -7.6769; -1.5967 -7.7418; -1.5592 -7.8068; -1.5217 -7.8717; -1.4842 -7.9367; -1.4467 -8.0016; -1.4092 -8.0666; -1.3717 -8.1315; -1.3342 -8.1965; -1.2967 -8.2614; -1.2592 -8.3264; -1.2217 -8.3914; -1.1842 -8.4563; -1.1467 -8.5213; -1.1092 -8.5862; -1.0717 -8.6512; -1.0342 -8.7161; -0.9967 -8.7811; -0.9592 -8.8460; -0.9217 -8.9110; -0.8842 -8.9759; -0.8467 -9.0409; -0.8092 -9.1058; -0.7717 -9.1708; -0.7586 -9.0969; -0.8161 -9.0487; -0.8736 -9.0005; -0.9310 -8.9523; -0.9885 -8.9041; -1.0459 -8.8559; -1.1034 -8.8077; -1.1608 -8.7595; -1.2183 -8.7112; -1.2757 -8.6630; -1.3332 -8.6148; -1.3906 -8.5666; -1.4481 -8.5184; -1.5055 -8.4702; -1.5630 -8.4220; -1.6204 -8.3738; -1.6779 -8.3256; -1.7354 -8.2774; -1.7928 -8.2292; -1.8503 -8.1809; -1.9077 -8.1327; -1.9652 -8.0845; -2.0226 -8.0363; -2.0801 -7.9881; -2.1375 -7.9399; -2.1950 -7.8917; -2.2524 -7.8435; -2.3099 -7.7953; -2.3673 -7.7471; -2.4248 -7.6989; -2.4822 -7.6506; -2.5397 -7.6024; -2.5972 -7.5542; -2.6546 -7.5060; -2.7121 -7.4578; -2.7695 -7.4096; -2.8270 -7.3614; -2.8844 -7.3132; -2.9419 -7.2650; -2.9993 -7.2168; -3.0568 -7.1686; -3.1142 -7.1203; -3.1717 -7.0721; -3.2291 -7.0239; -3.2866 -6.9757; -3.3440 -6.9275; -3.4015 -6.8793; -3.4590 -6.8311; -3.5164 -6.7829; -3.6122 -6.7025; -3.5497 -6.8108; -3.5122 -6.8757; -3.4747 -6.9407; -3.4372 -7.0056; -3.3997 -7.0706; -3.3622 -7.1355; -3.3247 -7.2005; -3.2872 -7.2654; -3.2497 -7.3304; -3.2122 -7.3954; -3.2696 -7.3471; -3.3271 -7.2989; -3.3845 -7.2507; -3.4420 -7.2025; -3.4994 -7.1543; -3.5569 -7.1061; -3.6143 -7.0579; -3.6718 -7.0097; -3.7675 -6.9293; -3.8633 -6.8490; -3.9591 -6.7686; -4.0548 -6.6883; -4.1506 -6.6079; -4.2463 -6.5276; -4.3421 -6.4472; -4.4378 -6.3669; -4.5336 -6.2865; -4.4711 -6.3948; -4.4086 -6.5031; -4.3461 -6.6113; -4.2836 -6.7196; -4.2211 -6.8278; -4.1586 -6.9361; -4.0961 -7.0443; -4.0336 -7.1526; -4.1293 -7.0722; -4.2251 -6.9919; -4.3209 -6.9115; -4.4166 -6.8312; -4.5124 -6.7508; -4.6081 -6.6705; -4.7039 -6.5901; -4.7996 -6.5098; -4.8954 -6.4294; -4.8329 -6.5377; -4.7704 -6.6459; -4.7079 -6.7542; -4.6454 -6.8624; -4.5829 -6.9707; -4.5204 -7.0790; -4.4579 -7.1872; -4.5536 -7.1069; -4.6494 -7.0265; -4.7452 -6.9462; -4.8409 -6.8658; -4.9367 -6.7855; -5.0324 -6.7051; -5.1282 -6.6248; -5.2239 -6.5444; -5.1614 -6.6527; -5.0989 -6.7609; -5.0364 -6.8692; -4.9739 -6.9774; -4.9114 -7.0857; -4.8489 -7.1939; -4.7864 -7.3022; -4.7239 -7.4104; -4.8197 -7.3301; -4.9154 -7.2497; -5.0112 -7.1694; -5.1070 -7.0890; -5.2027 -7.0087; -5.2985 -6.9284; -5.2360 -7.0366; -5.1735 -7.1449; -5.1110 -7.2531; -5.0485 -7.3614; -4.9860 -7.4696; -4.9235 -7.5779; -4.8610 -7.6861; -4.7985 -7.7944
3, -7.2361 -1.9223; -7.1111 -1.9223; -6.9861 -1.9223; -6.8611 -1.9223; -6.7361 -1.9223; -6.6111 -1.9223; -6.4861 -1.9223; -6.3611 -1.9223; -6.2436 -1.9651; -6.1186 -1.9651; -6.0011 -2.0078; -5.9054 -1.9275; -5.7879 -1.9702; -5.6922 -1.8899; -5.5747 -1.9326; -5.4572 -1.9754; -5.3398 -2.0181; -5.2223 -2.0609; -5.1049 -2.1036; -4.9874 -2.1464; -4.8699 -2.1891; -4.7525 -2.2319; -4.6350 -2.2746; -4.5176 -2.3174; -4.4001 -2.3602; -4.2826 -2.4029; -4.1652 -2.4457; -4.0477 -2.4884; -3.9302 -2.5312; -3.8128 -2.5739; -3.6953 -2.6167; -3.5779 -2.6594; -3.4604 -2.7022; -3.3429 -2.7449; -3.2255 -2.7877; -3.1080 -2.8304; -2.9906 -2.8732; -2.8731 -2.9159; -2.7556 -2.9587; -2.6382 -3.0014; -2.5207 -3.0442; -2.4032 -3.0869; -2.2858 -3.1297; -2.1683 -3.1725; -2.0509 -3.2152; -1.9334 -3.2580; -1.8159 -3.3007; -1.6985 -3.3435; -1.5810 -3.3862; -1.4636 -3.4290; -1.3461 -3.4717; -1.2286 -3.5145; -1.3244 -3.4341; -1.4201 -3.3538; -1.5159 -3.2734; -1.6117 -3.1931; -1.7074 -3.1127; -1.8032 -3.0324; -1.8989 -2.9520; -1.7815 -2.9948; -1.6640 -3.0375; -1.5465 -3.0803; -1.4291 -3.1230; -1.3116 -3.1658; -1.1942 -3.2085; -1.2899 -3.1282; -1.3857 -3.0479; -1.4814 -2.9675; -1.5772 -2.8872; -1.6729 -2.8068; -1.7687 -2.7265; -1.8644 -2.6461; -1.9602 -2.5658; -1.8427 -2.6085; -1.7253 -2.6513; -1.6078 -2.6940; -1.5453 -2.8023; -1.4278 -2.8450; -1.5236 -2.7647; -1.6194 -2.6843; -1.7151 -2.6040; -1.8109 -2.5236; -1.9066 -2.4433; -1.7892 -2.4860; -1.7267 -2.5943; -1.6642 -2.7025; -1.6017 -2.8108; -1.5392 -2.9190; -1.4767 -3.0273; -1.4142 -3.1356; -1.3517 -3.2438; -1.4474 -3.1635; -1.5432 -3.0831; -1.6389 -3.0028; -1.7347 -2.9224; -1.8304 -2.8421; -1.7130 -2.8848; -1.6505 -2.9931; -1.5880 -3.1013; -1.5255 -3.2096; -1.4630 -3.3178; -1.4005 -3.4261; -1.3380 -3.5343; -1.2755 -3.6426; -1.2130 -3.7508; -1.3087 -3.6705; -1.4045 -3.5901; -1.5002 -3.5098; -1.5960 -3.4294; -1.6918 -3.3491; -1.7875 -3.2688; -1.8833 -3.1884; -1.7658 -3.2312; -1.7033 -3.3394; -1.6408 -3.4477; -1.5783 -3.5559; -1.5158 -3.6642; -1.4533 -3.7724; -1.3908 -3.8807; -1.3283 -3.9889; -1.4241 -3.9086; -1.5198 -3.8282; -1.6156 -3.7479; -1.7113 -3.6675; -1.8071 -3.5872; -1.9028 -3.5068; -1.9986 -3.4265; -1.9361 -3.5347; -1.8736 -3.6430; -1.8111 -3.7512; -1.7486 -3.8595; -1.6861 -3.9678; -1.6236 -4.0760; -1.5611 -4.1843; -1.4986 -4.2925; -1.4611 -4.3575; -1.5186 -4.3093; -1.6143 -4.2289; -1.7101 -4.1486; -1.8058 -4.0682; -1.9016 -3.9879; -1.9973 -3.9075; -2.0931 -3.8272; -2.1888 -3.7468; -2.2846 -3.6665; -2.2221 -3.7747; -2.1596 -3.8830; -2.0971 -3.9912; -2.0346 -4.0995; -1.9721 -4.2077; -1.9096 -4.3160; -1.8471 -4.4242; -1.7846 -4.5325; -1.7471 -4.5974; -1.8045 -4.5492; -1.9003 -4.4689; -1.9961 -4.3885; -2.0918 -4.3082; -2.1876 -4.2278; -2.2833 -4.1475; -2.3791 -4.0671; -2.2616 -4.1099; -2.1991 -4.2182; -2.1366 -4.3264; -2.0741 -4.4347; -2.0116 -4.5429; -1.9491 -4.6512; -2.0066 -4.6030; -2.1023 -4.5226; -2.1981 -4.4423; -2.0806 -4.4850; -2.0431 -4.5500; -2.1056 -4.4417; -2.2014 -4.3614; -2.2971 -4.2810; -2.3929 -4.2007; -2.4886 -4.1203; -2.5844 -4.0400; -2.6802 -3.9596; -2.6177 -4.0679; -2.5552 -4.1761; -2.4927 -4.2844; -2.4302 -4.3926; -2.3677 -4.5009; -2.3052 -4.6091; -2.2677 -4.6741; -2.2302 -4.7390; -2.2876 -4.6908; -2.1701 -4.7336; -2.1326 -4.7985; -2.1901 -4.7503; -2.2859 -4.6700; -2.3816 -4.5896; -2.4774 -4.5093; -2.5731 -4.4289; -2.6689 -4.3486; -2.7646 -4.2682; -2.7021 -4.3765; -2.6396 -4.4847; -2.5771 -4.5930; -2.5146 -4.7013; -2.4521 -4.8095; -2.3896 -4.9178; -2.3521 -4.9827; -2.3146 -5.0477; -2.2771 -5.1126; -2.2396 -5.1776; -2.2971 -5.1294; -2.3545 -5.0811; -2.4120 -5.0329; -2.4694 -4.9847; -2.5269 -4.9365; -2.5844 -4.8883; -2.6801 -4.8080; -2.7759 -4.7276; -2.8716 -4.6473; -2.9674 -4.5669; -3.0631 -4.4866; -3.1589 -4.4062; -3.2546 -4.3259; -3.3504 -4.2455; -3.4462 -4.1652; -3.3837 -4.2734; -3.3212 -4.3817; -3.2587 -4.4899; -3.1962 -4.5982; -3.1337 -4.7064; -3.0712 -4.8147; -3.0087 -4.9229; -2.9462 -5.0312; -2.8837 -5.1395; -2.9028 -5.1234; -2.9986 -5.0430; -3.0943 -4.9627; -3.1901 -4.8823; -3.2858 -4.8020; -3.3816 -4.7216; -3.4773 -4.6413; -3.5731 -4.5609; -3.6689 -4.4806; -3.7646 -4.4002; -3.8604 -4.3199; -3.9561 -4.2396; -4.0519 -4.1592; -4.1476 -4.0789; -4.2434 -3.9985; -4.3391 -3.9182; -4.2766 -4.0264; -4.2141 -4.1347; -4.1516 -4.2429; -4.0891 -4.3512; -4.0266 -4.4594; -3.9641 -4.5677; -3.9016 -4.6759; -3.8391 -4.7842; -3.9349 -4.7038; -4.0307 -4.6235; -4.1264 -4.5431; -4.2222 -4.4628; -4.3179 -4.3824; -4.4137 -4.3021; -4.5094 -4.2217; -4.6052 -4.1414; -4.7009 -4.0610; -4.7967 -3.9807; -4.8925 -3.9003; -4.9882 -3.8200; -5.0840 -3.7397; -5.1797 -3.6593; -5.2755 -3.5790; -5.3712 -3.4986; -5.2755 -3.4183; -5.3712 -3.3379; -5.4670 -3.2576; -5.4045 -3.3658; -5.3420 -3.4741; -5.2795 -3.5823; -5.2170 -3.6906; -5.1545 -3.7988; -5.0920 -3.9071; -5.0295 -4.0153; -4.9670 -4.1236; -4.9045 -4.2318; -4.8420 -4.3401; -4.7795 -4.4483; -4.7170 -4.5566; -4.6545 -4.6649; -4.5370 -4.7076; -4.4745 -4.8159; -4.3571 -4.8586; -4.2396 -4.9014; -4.1221 -4.9441; -4.0047 -4.9869; -3.8872 -5.0296; -3.7698 -5.0724; -3.6523 -5.1151; -3.5348 -5.1579; -3.4174 -5.2006; -3.2999 -5.2434; -3.1824 -5.2861; -3.2782 -5.2058; -3.1607 -5.2485; -3.2565 -5.1682; -3.1390 -5.2109; -3.2348 -5.1306; -3.3305 -5.0502; -3.2131 -5.0930; -3.3088 -5.0127; -3.4046 -4.9323; -3.2871 -4.9751; -3.3829 -4.8947; -3.4786 -4.8144; -3.5744 -4.7340; -3.4569 -4.7768; -3.3944 -4.8850; -3.4902 -4.8047; -3.5859 -4.7243; -3.6817 -4.6440; -3.5642 -4.6867; -3.5017 -4.7950; -3.4392 -4.9032; -3.3767 -5.0115; -3.4725 -4.9311; -3.5683 -4.8508; -3.6640 -4.7704; -3.7598 -4.6901; -3.6423 -4.6473; -3.5248 -4.6046; -3.4074 -4.5618; -3.2899 -4.5191; -3.1725 -4.4763; -3.0550 -4.4336; -2.9375 -4.3908; -2.8201 -4.3481; -2.7026 -4.3053; -2.5851 -4.2626; -2.4677 -4.2198; -2.3502 -4.1771; -2.2328 -4.1343; -2.1153 -4.0916; -2.0683 -4.0745; -2.0213 -4.0574; -1.9743 -4.0403; -1.9274 -4.0231; -1.8804 -4.0060; -1.8334 -3.9889; -1.7864 -3.9718; -1.7394 -3.9547; -1.6924 -3.9376; -1.6455 -3.9205
