# agents=10, pattern=S
1, -1.3820 -3.8244; -1.4524 -3.8501; -1.4399 -3.8284; -1.4274 -3.8068; -1.4149 -3.7851; -1.4024 -3.7635; -1.3899 -3.7418; -1.3774 -3.7202; -1.3649 -3.6985; -1.3524 -3.6769; -1.3399 -3.6552; -1.3274 -3.6336; -1.3149 -3.6119; -1.3024 -3.5903; -1.2899 -3.5686; -1.2774 -3.5470; -1.3009 -3.5384; -1.3244 -3.5299; -1.3479 -3.5213; -1.3714 -3.5128; -1.3949 -3.5042; -1.4184 -3.4957; -1.4419 -3.4871; -1.4654 -3.4786; -1.4889 -3.4700; -1.5124 -3.4615; -1.5359 -3.4529; -1.5594 -3.4444; -1.5828 -3.4358; -1.6063 -3.4273; -1.6298 -3.4187; -1.6533 -3.4102; -1.6768 -3.4016; -1.7003 -3.3931; -1.7238 -3.3845; -1.7473 -3.3760; -1.7708 -3.3674; -1.7943 -3.3589; -1.8178 -3.3503; -1.8413 -3.3418; -1.8648 -3.3332; -1.8882 -3.3247; -1.9117 -3.3161; -1.9352 -3.3076; -1.9587 -3.2990; -1.9822 -3.2905; -2.0057 -3.2819; -2.0292 -3.2734; -2.0527 -3.2648; -2.0762 -3.2563; -2.0997 -3.2477; -2.1232 -3.2392; -2.1467 -3.2306; -2.1702 -3.2221; -2.1936 -3.2135; -2.2171 -3.2050; -2.2406 -3.1964; -2.2641 -3.1879; -2.2876 -3.1793; -2.3111 -3.1707; -2.3346 -3.1622; -2.3581 -3.1536; -2.3816 -3.1451; -2.4051 -3.1365; -2.4286 -3.1280; -2.4521 -3.1194; -2.4756 -3.1109; -2.4990 -3.1023; -2.5225 -3.0938; -2.5460 -3.0852; -2.5695 -3.0767; -2.5930 -3.0681; -2.6165 -3.0596; -2.6400 -3.0510; -2.6635 -3.0425; -2.6870 -3.0339; -2.7105 -3.0254; -2.7340 -3.0168; -2.7575 -3.0083; -2.7810 -2.9997; -2.8044 -2.9912; -2.8279 -2.9826; -2.8514 -2.9741; -2.8749 -2.9655; -2.8984 -2.9570; -2.9219 -2.9484; -2.9454 -2.9399; -2.9689 -2.9313; -2.9924 -2.9228; -3.0159 -2.9142; -3.0394 -2.9057; -3.0629 -2.8971; -3.0864 -2.8886; -3.1098 -2.8800; -3.1333 -2.8715; -3.1568 -2.8629; -3.1803 -2.8544; -3.2038 -2.8458; -3.2273 -2.8373; -3.2508 -2.8287; -3.2743 -2.8202; -3.2978 -2.8116; -3.3213 -2.8031; -3.3448 -2.7945; -3.3683 -2.7860; -3.3918 -2.7774; -3.4152 -2.7689; -3.4387 -2.7603; -3.4622 -2.7518; -3.4857 -2.7432; -3.5092 -2.7347; -3.5327 -2.7261; -3.5562 -2.7176; -3.5797 -2.7090; -3.6032 -2.7005; -3.6267 -2.6919; -3.6502 -2.6834; -3.6737 -2.6748; -3.6972 -2.6663; -3.7206 -2.6577; -3.7441 -2.6492; -3.7676 -2.6406; -3.7911 -2.6321; -3.8146 -2.6235; -3.8381 -2.6150; -3.8616 -2.6064; -3.8851 -2.5979; -3.9086 -2.5893; -3.9321 -2.5808; -3.9556 -2.5722; -3.9791 -2.5637; -4.0026 -2.5551; -4.0260 -2.5466; -4.0495 -2.5380; -4.0730 -2.5295; -4.0965 -2.5209; -4.1200 -2.5124; -4.1435 -2.5038; -4.1670 -2.4953; -4.1905 -2.4867; -4.2140 -2.4782; -4.2375 -2.4696; -4.2610 -2.4611; -4.2845 -2.4525; -4.3080 -2.4440; -4.3314 -2.4354; -4.3549 -2.4269; -4.3784 -2.4183; -4.4019 -2.4098; -4.4254 -2.4012; -4.4489 -2.3927; -4.4724 -2.3841; -4.4959 -2.3756; -4.5194 -2.3670; -4.5429 -2.3585; -4.5664 -2.3499; -4.5899 -2.3414; -4.6134 -2.3328; -4.6368 -2.3243; -4.6603 -2.3157; -4.6838 -2.3071; -4.7073 -2.2986; -4.7308 -2.2900; -4.7073 -2.2815; -4.7308 -2.2729; -4.7543 -2.2644; -4.7308 -2.2558; -4.7543 -2.2473; -4.7308 -2.2387; -4.7543 -2.2302; -4.7778 -2.2216; -4.8013 -2.2131; -4.7778 -2.2045; -4.8013 -2.1960; -4.7778 -2.1874; -4.8013 -2.1789; -4.7778 -2.1703; -4.7543 -2.1618; -4.7308 -2.1532; -4.7543 -2.1447; -4.7308 -2.1361; -4.7543 -2.1276; -4.7308 -2.1190; -4.7543 -2.1105; -4.7778 -2.1019; -4.7543 -2.0934; -4.7778 -2.0848; -4.8013 -2.0763; -4.7778 -2.0677; -4.8013 -2.0592; -4.7778 -2.0506; -4.7543 -2.0421; -4.7778 -2.0335; -4.7543 -2.0250; -4.7308 -2.0164; -4.7073 -2.0079; -4.7308 -1.9993; -4.7073 -1.9908; -4.7308 -1.9822; -4.7073 -1.9737; -4.6838 -1.9651; -4.6603 -1.9566; -4.6838 -1.9480; -4.6603 -1.9395; -4.6368 -1.9309; -4.6603 -1.9224; -4.6368 -1.9138; -4.6603 -1.9053; -4.6838 -1.8967; -4.6603 -1.8882; -4.6838 -1.8796; -4.6603 -1.8711; -4.6838 -1.8625; -4.6603 -1.8540; -4.6838 -1.8454; -4.6603 -1.8369; -4.6838 -1.8283; -4.7073 -1.8198; -4.7308 -1.8112; -4.7073 -1.8027; -4.7308 -1.7941; -4.7073 -1.7856; -4.7308 -1.7770; -4.7073 -1.7685; -4.6838 -1.7599; -4.6603 -1.7514; -4.6838 -1.7428; -4.6603 -1.7343; -4.6838 -1.7257; -4.6603 -1.7172; -4.6838 -1.7086; -4.7073 -1.7001; -4.6838 -1.6915; -4.7073 -1.6830; -4.6838 -1.6744; -4.7073 -1.6659; -4.7308 -1.6573; -4.7543 -1.6488; -4.7778 -1.6402; -4.8013 -1.6317; -4.7778 -1.6231; -4.8013 -1.6146; -4.8248 -1.6060; -4.8483 -1.5975; -4.8718 -1.5889; -4.8953 -1.5804; -4.9188 -1.5718; -4.9422 -1.5633; -4.9188 -1.5547; -4.9422 -1.5462; -4.9657 -1.5376; -4.9422 -1.5291; -4.9657 -1.5205; -4.9892 -1.5120; -5.0127 -1.5034; -5.0362 -1.4949; -5.0127 -1.4863; -5.0362 -1.4778; -5.0127 -1.4692; -5.0362 -1.4606; -5.0127 -1.4521; -5.0362 -1.4435; -5.0127 -1.4350; -5.0362 -1.4264; -5.0127 -1.4179; -5.0362 -1.4093; -5.0487 -1.3877; -5.0612 -1.3660; -5.0737 -1.3444; -5.0862 -1.3227; -5.0987 -1.3011; -5.1112 -1.2794; -5.1237 -1.2578; -5.1362 -1.2361; -5.1487 -1.2145; -5.1612 -1.1928; -5.1737 -1.1712; -5.1862 -1.1495; -5.1987 -1.1279; -5.2112 -1.1062; -5.2237 -1.0846; -5.2362 -1.0629; -5.2487 -1.0413; -5.2612 -1.0196; -5.2737 -0.9980; -5.2862 -0.9763; -5.2987 -0.9547; -5.3112 -0.9330; -5.3237 -0.9114; -5.3362 -0.8897; -5.3487 -0.8681; -5.3612 -0.8464; -5.3737 -0.8248; -5.3862 -0.8031; -5.3987 -0.7815; -5.4112 -0.7598; -5.4237 -0.7382; -5.4362 -0.7165; -5.4487 -0.6949; -5.4612 -0.6732; -5.4737 -0.6516; -5.4862 -0.6299; -5.4987 -0.6083; -5.5112 -0.5866; -5.5237 -0.5650; -5.5362 -0.5433; -5.5487 -0.5217; -5.5612 -0.5000; -5.5737 -0.4784; -5.5862 -0.4567; -5.5987 -0.4351; -5.6112 -0.4134; -5.6237 -0.3918; -5.6362 -0.3701; -5.6487 -0.3485; -5.6612 -0.3268; -5.6737 -0.3052; -5.6862 -0.2835; -5.6987 -0.2619; -5.7112 -0.2402; -5.7237 -0.2186; -5.7362 -0.1969; -5.7487 -0.1753; -5.7612 -0.1536; -5.7737 -0.1320; -5.7862 -0.1103; -5.7987 -0.0887; -5.8112 -0.0670; -5.8237 -0.0454; -5.8362 -0.0237; -5.8487 -0.0021; -5.8612 0.0196; -5.8737 0.0412; -5.8862 0.0629; -5.8987 0.0845; -5.9112 0.1062; -5.9237 0.1278; -5.9362 0.1495; -5.9487 0.1712; -5.9612 0.1928; -5.9737 0.2145; -5.9862 0.2361; -5.9987 0.2578; -6.0112 0.2794; -6.0237 0.3011; -6.0362 0.3227; -6.0487 0.3444; -6.0612 0.3660; -6.0737 0.3877; -6.0862 0.4093
2, -1.3820 -3.8244; -1.4524 -3.8501; -1.4399 -3.8284; -1.4274 -3.8068; -1.4149 -3.7851; -1.4024 -3.7635; -1.3899 -3.7418; -1.3774 -3.7202; -1.3649 -3.6985; -1.3884 -3.6900; -1.4119 -3.6814; -1.4354 -3.6729; -1.4589 -3.6643; -1.4824 -3.6558; -1.5059 -3.6472; -1.5294 -3.6387; -1.5529 -3.6301; -1.5764 -3.6216; -1.5999 -3.6130; -1.6234 -3.6045; -1.6469 -3.5959; -1.6703 -3.5874; -1.6938 -3.5788; -1.7173 -3.5703; -1.7408 -3.5617; -1.7643 -3.5532; -1.7878 -3.5446; -1.8113 -3.5361; -1.8348 -3.5275; -1.8583 -3.5190; -1.8818 -3.5104; -1.9053 -3.5019; -1.9288 -3.4933; -1.9523 -3.4848; -1.9757 -3.4762; -1.9992 -3.4677; -2.0227 -3.4591; -2.0462 -3.4506; -2.0697 -3.4420; -2.0932 -3.4335; -2.1167 -3.4249; -2.1402 -3.4164; -2.1637 -3.4078; -2.1872 -3.3993; -2.2107 -3.3907; -2.2342 -3.3822; -2.2577 -3.3736; -2.2811 -3.3651; -2.3046 -3.3565; -2.3281 -3.3480; -2.3516 -3.3394; -2.3751 -3.3309; -2.3986 -3.3223; -2.4221 -3.3138; -2.4456 -3.3052; -2.4691 -3.2967; -2.4926 -3.2881; -2.5161 -3.2796; -2.5396 -3.2710; -2.5631 -3.2625; -2.5865 -3.2539; -2.6100 -3.2453; -2.6335 -3.2368; -2.6570 -3.2282; -2.6805 -3.2197; -2.7040 -3.2111; -2.7275 -3.2026; -2.7510 -3.1940; -2.7745 -3.1855; -2.7980 -3.1769; -2.8215 -3.1684; -2.8450 -3.1598; -2.8685 -3.1513; -2.8919 -3.1427; -2.9154 -3.1342; -2.9389 -3.1256; -2.9624 -3.1171; -2.9859 -3.1085; -3.0094 -3.1000; -3.0329 -3.0914; -3.0564 -3.0829; -3.0799 -3.0743; -3.1034 -3.0658; -3.1269 -3.0572; -3.1504 -3.0487; -3.1739 -3.0401; -3.1973 -3.0316; -3.2208 -3.0230; -3.2443 -3.0145; -3.2678 -3.0059; -3.2913 -2.9974; -3.3148 -2.9888; -3.3383 -2.9803; -3.3618 -2.9717; -3.3853 -2.9632; -3.4088 -2.9546; -3.4323 -2.9461; -3.4558 -2.9375; -3.4793 -2.9290; -3.5027 -2.9204; -3.5262 -2.9119; -3.5497 -2.9033; -3.5732 -2.8948; -3.5967 -2.8862; -3.6202 -2.8777; -3.6437 -2.8691; -3.6672 -2.8606; -3.6907 -2.8520; -3.7142 -2.8435; -3.7377 -2.8349; -3.7142 -2.8264; -3.7377 -2.8178; -3.7142 -2.8093; -3.7377 -2.8007; -3.7142 -2.7922; -3.7377 -2.7836; -3.7142 -2.7751; -3.7377 -2.7665; -3.7142 -2.7580; -3.7377 -2.7494; -3.7142 -2.7409; -3.7377 -2.7323; -3.7142 -2.7238; -3.7377 -2.7152; -3.7142 -2.7067; -3.7377 -2.6981; -3.7142 -2.6896; -3.7377 -2.6810; -3.7142 -2.6725; -3.7377 -2.6639; -3.7142 -2.6554; -3.7377 -2.6468; -3.7142 -2.6383; -3.7377 -2.6297; -3.7612 -2.6212; -3.7847 -2.6126; -3.7612 -2.6041; -3.7847 -2.5955; -3.8081 -2.5870; -3.7847 -2.5784; -3.8081 -2.5699; -3.8316 -2.5613; -3.8551 -2.5528; -3.8786 -2.5442; -3.8551 -2.5357; -3.8786 -2.5271; -3.8551 -2.5186; -3.8786 -2.5100; -3.8551 -2.5015; -3.8786 -2.4929; -3.9021 -2.4844; -3.9256 -2.4758; -3.9491 -2.4673; -3.9256 -2.4587; -3.9491 -2.4502; -3.9256 -2.4416; -3.9491 -2.4331; -3.9726 -2.4245; -3.9961 -2.4160; -4.0196 -2.4074; -3.9961 -2.3988; -4.0196 -2.3903; -4.0431 -2.3817; -4.0196 -2.3732; -4.0431 -2.3646; -4.0196 -2.3561; -4.0431 -2.3475; -4.0196 -2.3390; -4.0431 -2.3304; -4.0666 -2.3219; -4.0431 -2.3133; -4.0666 -2.3048; -4.0901 -2.2962; -4.1135 -2.2877; -4.0901 -2.2791; -4.1135 -2.2706; -4.0901 -2.2620; -4.1135 -2.2535; -4.0901 -2.2449; -4.1135 -2.2364; -4.0901 -2.2278; -4.1135 -2.2193; -4.0901 -2.2107; -4.1135 -2.2022; -4.0901 -2.1936; -4.0666 -2.1851; -4.0901 -2.1765; -4.0666 -2.1680; -4.0901 -2.1594; -4.0666 -2.1509; -4.0901 -2.1423; -4.1135 -2.1338; -4.1370 -2.1252; -4.1605 -2.1167; -4.1370 -2.1081; -4.1605 -2.0996; -4.1370 -2.0910; -4.1605 -2.0825; -4.1370 -2.0739; -4.1605 -2.0654; -4.1370 -2.0568; -4.1605 -2.0483; -4.1840 -2.0397; -4.2075 -2.0312; -4.2310 -2.0226; -4.2075 -2.0141; -4.2310 -2.0055; -4.2075 -1.9970; -4.2310 -1.9884; -4.2075 -1.9799; -4.2310 -1.9713; -4.2075 -1.9628; -4.2310 -1.9542; -4.2075 -1.9457; -4.2310 -1.9371; -4.2075 -1.9286; -4.2310 -1.9200; -4.2075 -1.9115; -4.2310 -1.9029; -4.2075 -1.8944; -4.2310 -1.8858; -4.2075 -1.8773; -4.2310 -1.8687; -4.2075 -1.8602; -4.2310 -1.8516; -4.2545 -1.8431; -4.2310 -1.8345; -4.2545 -1.8260; -4.2780 -1.8174; -4.3015 -1.8089; -4.3250 -1.8003; -4.3015 -1.7918; -4.3250 -1.7832; -4.3485 -1.7747; -4.3250 -1.7661; -4.3485 -1.7576; -4.3720 -1.7490; -4.3955 -1.7405; -4.4189 -1.7319; -4.4424 -1.7234; -4.4659 -1.7148; -4.4894 -1.7063; -4.5129 -1.6977; -4.5364 -1.6892; -4.5599 -1.6806; -4.5834 -1.6721; -4.6069 -1.6635; -4.6304 -1.6550; -4.6539 -1.6464; -4.6774 -1.6379; -4.7009 -1.6293; -4.7243 -1.6208; -4.7478 -1.6122; -4.7713 -1.6037; -4.7948 -1.5951; -4.8183 -1.5866; -4.8418 -1.5780; -4.8653 -1.5695; -4.8888 -1.5609; -4.9123 -1.5524; -4.9358 -1.5438; -4.9593 -1.5352; -4.9828 -1.5267; -5.0063 -1.5181; -5.0297 -1.5096; -5.0532 -1.5010; -5.0767 -1.4925; -5.1002 -1.4839; -5.1237 -1.4754; -5.1472 -1.4668; -5.1707 -1.4583; -5.1942 -1.4497; -5.2177 -1.4412; -5.2412 -1.4326; -5.2647 -1.4241; -5.2882 -1.4155; -5.3117 -1.4070; -5.3351 -1.3984; -5.3586 -1.3899; -5.3821 -1.3813; -5.4056 -1.3728; -5.4291 -1.3642; -5.4526 -1.3557; -5.4761 -1.3471; -5.4996 -1.3386; -5.5231 -1.3300; -5.5466 -1.3215; -5.5701 -1.3129; -5.5936 -1.3044; -5.6171 -1.2958; -5.6405 -1.2873; -5.6640 -1.2787; -5.6875 -1.2702; -5.7110 -1.2616; -5.7345 -1.2531; -5.7580 -1.2445; -5.7815 -1.2360; -5.8050 -1.2274; -5.8285 -1.2189; -5.8520 -1.2103; -5.8755 -1.2018; -5.8990 -1.1932; -5.9225 -1.1847; -5.9459 -1.1761; -5.9694 -1.1676; -5.9929 -1.1590; -6.0164 -1.1505; -6.0399 -1.1419; -6.0634 -1.1334; -6.0869 -1.1248; -6.1104 -1.1163; -6.1339 -1.1077; -6.1574 -1.0992; -6.1809 -1.0906; -6.2044 -1.0821; -6.1919 -1.0604; -6.1794 -1.0388; -6.1669 -1.0171; -6.1544 -0.9955; -6.1419 -0.9738; -6.1294 -0.9522; -6.1169 -0.9305; -6.1044 -0.9089; -6.0919 -0.8872; -6.0794 -0.8656; -6.0669 -0.8439; -6.0544 -0.8223; -6.0419 -0.8006; -6.0294 -0.7790; -6.0169 -0.7573; -6.0044 -0.7357; -5.9919 -0.7140; -5.9794 -0.6924; -5.9669 -0.6707; -5.9544 -0.6491; -5.9419 -0.6274; -5.9294 -0.6058; -5.9169 -0.5841; -5.9044 -0.5625; -5.8919 -0.5408; -5.8794 -0.5192; -5.8669 -0.4975; -5.8544 -0.4759; -5.8419 -0.4542; -5.8294 -0.4326; -5.8169 -0.4109; -5.8044 -0.3893; -5.7919 -0.3676; -5.7794 -0.3460; -5.7669 -0.3243
3, -1.3820 -3.8244; -1.3350 -3.8073; -1.3225 -3.7857; -1.3100 -3.7640; -1.2975 -3.7424; -1.2850 -3.7207; -1.2725 -3.6991; -1.2960 -3.6905; -1.3195 -3.6820; -1.3430 -3.6734; -1.3665 -3.6649; -1.3899 -3.6563; -1.4134 -3.6478; -1.4369 -3.6392; -1.4604 -3.6307; -1.4839 -3.6221; -1.5074 -3.6136; -1.5309 -3.6050; -1.5544 -3.5965; -1.5779 -3.5879; -1.6014 -3.5794; -1.6249 -3.5708; -1.6484 -3.5623; -1.6719 -3.5537; -1.6953 -3.5452; -1.7188 -3.5366; -1.7423 -3.5281; -1.7658 -3.5195; -1.7893 -3.5110; -1.8128 -3.5024; -1.8363 -3.4939; -1.8598 -3.4853; -1.8833 -3.4768; -1.9068 -3.4682; -1.9303 -3.4597; -1.9538 -3.4511; -1.9773 -3.4426; -2.0007 -3.4340; -2.0242 -3.4255; -2.0477 -3.4169; -2.0712 -3.4084; -2.0947 -3.3998; -2.1182 -3.3913; -2.1417 -3.3827; -2.1652 -3.3742; -2.1417 -3.3656; -2.1182 -3.3571; -2.0947 -3.3485; -2.0712 -3.3400; -2.0477 -3.3314; -2.0242 -3.3229; -2.0007 -3.3143; -1.9773 -3.3058; -1.9538 -3.2972; -1.9303 -3.2887; -1.9068 -3.2801; -1.8833 -3.2716; -1.8598 -3.2630; -1.8363 -3.2544; -1.8128 -3.2459; -1.7893 -3.2373; -1.7658 -3.2288; -1.7423 -3.2202; -1.7188 -3.2117; -1.6953 -3.2031; -1.6719 -3.1946; -1.6484 -3.1860; -1.6249 -3.1775; -1.6014 -3.1689; -1.6249 -3.1604; -1.6484 -3.1518; -1.6249 -3.1433; -1.6014 -3.1347; -1.5779 -3.1262; -1.5544 -3.1176; -1.5309 -3.1091; -1.5074 -3.1005; -1.4839 -3.0920; -1.4604 -3.0834; -1.4369 -3.0749; -1.4604 -3.0663; -1.4839 -3.0578; -1.4604 -3.0492; -1.4369 -3.0407; -1.4134 -3.0321; -1.4369 -3.0236; -1.4134 -3.0150; -1.3899 -3.0065; -1.3665 -2.9979; -1.3430 -2.9894; -1.3195 -2.9808; -1.3430 -2.9723; -1.3195 -2.9637; -1.2960 -2.9552; -1.3195 -2.9466; -1.3430 -2.9381; -1.3665 -2.9295; -1.3430 -2.9210; -1.3195 -2.9124; -1.2960 -2.9039; -1.2725 -2.8953; -1.2490 -2.8868; -1.2255 -2.8782; -1.2020 -2.8697; -1.1785 -2.8611; -1.1550 -2.8526; -1.1785 -2.8440; -1.2020 -2.8355; -1.2255 -2.8269; -1.2490 -2.8184; -1.2725 -2.8098; -1.2960 -2.8013; -1.3195 -2.7927; -1.3430 -2.7842; -1.3665 -2.7756; -1.3899 -2.7671; -1.3665 -2.7585; -1.3430 -2.7500; -1.3195 -2.7414; -1.2960 -2.7329; -1.2725 -2.7243; -1.2960 -2.7158; -1.3195 -2.7072; -1.3430 -2.6987; -1.3195 -2.6901; -1.2960 -2.6816; -1.2725 -2.6730; -1.2960 -2.6645; -1.3195 -2.6559; -1.2960 -2.6474; -1.3195 -2.6388; -1.3430 -2.6303; -1.3195 -2.6217; -1.2960 -2.6132; -1.2725 -2.6046; -1.2960 -2.5961; -1.3195 -2.5875; -1.3430 -2.5790; -1.3665 -2.5704; -1.3899 -2.5619; -1.4134 -2.5533; -1.4369 -2.5448; -1.4604 -2.5362; -1.4839 -2.5277; -1.5074 -2.5191; -1.5309 -2.5106; -1.5544 -2.5020; -1.5779 -2.4935; -1.6014 -2.4849; -1.6249 -2.4764; -1.6014 -2.4678; -1.5779 -2.4593; -1.5544 -2.4507; -1.5779 -2.4422; -1.5544 -2.4336; -1.5309 -2.4251; -1.5544 -2.4165; -1.5779 -2.4079; -1.6014 -2.3994; -1.6249 -2.3908; -1.6484 -2.3823; -1.6719 -2.3737; -1.6953 -2.3652; -1.7188 -2.3566; -1.7423 -2.3481; -1.7658 -2.3395; -1.7893 -2.3310; -1.7658 -2.3224; -1.7423 -2.3139; -1.7188 -2.3053; -1.7423 -2.2968; -1.7658 -2.2882; -1.7423 -2.2797; -1.7188 -2.2711; -1.7423 -2.2626; -1.7658 -2.2540; -1.7893 -2.2455; -1.8128 -2.2369; -1.8363 -2.2284; -1.8598 -2.2198; -1.8833 -2.2113; -1.8598 -2.2027; -1.8363 -2.1942; -1.8128 -2.1856; -1.7893 -2.1771; -1.7658 -2.1685; -1.7423 -2.1600; -1.7188 -2.1514; -1.6953 -2.1429; -1.6719 -2.1343; -1.6484 -2.1258; -1.6719 -2.1172; -1.6953 -2.1087; -1.7188 -2.1001; -1.6953 -2.0916; -1.7188 -2.0830; -1.7423 -2.0745; -1.7188 -2.0659; -1.6953 -2.0574; -1.6719 -2.0488; -1.6484 -2.0403; -1.6249 -2.0317; -1.6484 -2.0232; -1.6719 -2.0146; -1.6484 -2.0061; -1.6249 -1.9975; -1.6014 -1.9890; -1.5779 -1.9804; -1.5544 -1.9719; -1.5309 -1.9633; -1.5074 -1.9548; -1.5309 -1.9462; -1.5544 -1.9377; -1.5779 -1.9291; -1.6014 -1.9206; -1.6249 -1.9120; -1.6484 -1.9035; -1.6719 -1.8949; -1.6953 -1.8864; -1.7188 -1.8778; -1.7423 -1.8693; -1.7658 -1.8607; -1.7893 -1.8522; -1.7658 -1.8436; -1.7893 -1.8351; -1.8128 -1.8265; -1.7893 -1.8180; -1.7658 -1.8094; -1.7893 -1.8009; -1.8128 -1.7923; -1.8363 -1.7838; -1.8598 -1.7752; -1.8833 -1.7667; -1.9068 -1.7581; -1.9303 -1.7496; -1.9538 -1.7410; -1.9773 -1.7325; -2.0007 -1.7239; -2.0242 -1.7154; -2.0477 -1.7068; -2.0712 -1.6983; -2.0947 -1.6897; -2.1182 -1.6812; -2.1417 -1.6726; -2.1652 -1.6641; -2.1887 -1.6555; -2.2122 -1.6470; -2.2357 -1.6384; -2.2592 -1.6299; -2.2827 -1.6213; -2.3061 -1.6128; -2.3296 -1.6042; -2.3531 -1.5957; -2.3766 -1.5871; -2.4001 -1.5786; -2.4236 -1.5700; -2.4471 -1.5614; -2.4706 -1.5529; -2.4941 -1.5443; -2.5176 -1.5358; -2.5411 -1.5272; -2.5646 -1.5187; -2.5881 -1.5101; -2.6115 -1.5016; -2.6350 -1.4930; -2.6585 -1.4845; -2.6820 -1.4759; -2.7055 -1.4674; -2.7290 -1.4588; -2.7525 -1.4503; -2.7760 -1.4417; -2.7995 -1.4332; -2.8230 -1.4246; -2.8465 -1.4161; -2.8700 -1.4075; -2.8935 -1.3990; -2.9169 -1.3904; -2.9404 -1.3819; -2.9639 -1.3733; -2.9874 -1.3648; -3.0109 -1.3562; -3.0344 -1.3477; -3.0579 -1.3391; -3.0814 -1.3306; -3.1049 -1.3220; -3.1284 -1.3135; -3.1519 -1.3049; -3.1754 -1.2964; -3.1989 -1.2878; -3.2223 -1.2793; -3.2458 -1.2707; -3.2693 -1.2622; -3.2928 -1.2536; -3.3163 -1.2451; -3.3398 -1.2365; -3.3633 -1.2280; -3.3868 -1.2194; -3.4103 -1.2109; -3.4338 -1.2023; -3.4573 -1.1938; -3.4808 -1.1852; -3.5043 -1.1767; -3.5277 -1.1681; -3.5512 -1.1596; -3.5747 -1.1510; -3.5982 -1.1425; -3.6217 -1.1339; -3.6452 -1.1254; -3.6687 -1.1168; -3.6922 -1.1083; -3.7157 -1.0997; -3.7392 -1.0912; -3.7627 -1.0826; -3.7862 -1.0741; -3.8097 -1.0655; -3.8331 -1.0570; -3.8566 -1.0484; -3.8801 -1.0399; -3.9036 -1.0313; -3.9271 -1.0228; -3.9506 -1.0142; -3.9741 -1.0057; -3.9976 -0.9971; -4.0211 -0.9886; -4.0446 -0.9800; -4.0681 -0.9715; -4.0916 -0.9629; -4.1151 -0.9544; -4.1385 -0.9458; -4.1620 -0.9373; -4.1855 -0.9287; -4.2090 -0.9202; -4.2325 -0.9116; -4.2560 -0.9031; -4.2795 -0.8945; -4.3030 -0.8860; -4.3265 -0.8774; -4.3500 -0.8689; -4.3735 -0.8603; -4.3970 -0.8518; -4.4205 -0.8432; -4.4439 -0.8347; -4.4674 -0.8261; -4.4909 -0.8176; -4.5034 -0.7959; -4.5159 -0.7743; -4.5394 -0.7657; -4.5629 -0.7572; -4.5864 -0.7486; -4.6099 -0.7401
