episode,step,env_id,agent_id,reward_env,info_type,reward_mode,r_avoid_raw,r_formation_raw,r_nav_raw,r_goal_raw,r_bonus_raw,c_formation,c_avoid,c_nav,c_goal,reward_shaped,nd_terminal_tr,nd_tr_applied,goal_entered_from_outside,goal_flag,shared_team,reward_final
0,1,0,6,11.011933067515807,Nothing,static_nd,0.0,-0.9394398079339829,0.5505966533757903,0.0,-1.0,-0.0,0.0,11.011933067515807,0.0,11.011933067515807,8.0,0.0,0.0,0.0,,11.011933067515807
0,1,0,7,5.701535390824994,Nothing,static_nd,0.0,-0.9394398079339829,0.2850767695412497,0.0,-1.0,-0.0,0.0,5.701535390824994,0.0,5.701535390824994,8.0,0.0,0.0,0.0,,5.701535390824994
0,1,0,8,10.006294394815999,Nothing,static_nd,0.0,-0.9394398079339829,0.5003147197408,0.0,0.0,-0.0,0.0,10.006294394815999,0.0,10.006294394815999,8.0,0.0,0.0,0.0,,10.006294394815999
0,1,0,9,11.25093027364189,Nothing,static_nd,0.0,-0.9394398079339829,0.5625465136820945,0.0,-1.0,-0.0,0.0,11.25093027364189,0.0,11.25093027364189,8.0,0.0,0.0,0.0,,11.25093027364189
0,2,0,0,7.806332096878555,Nothing,static_nd,0.0,-0.9384052256959288,0.3903166048439278,0.0,0.0,-0.0,0.0,7.806332096878555,0.0,7.806332096878555,8.0,0.0,0.0,0.0,,7.806332096878555
0,2,0,1,-2.8981637563394096,Nothing,static_nd,0.0,-0.9384052256959288,-0.14490818781697049,0.0,-1.0,-0.0,0.0,-2.8981637563394096,0.0,-2.8981637563394096,8.0,0.0,0.0,0.0,,-2.8981637563394096
0,2,0,2,-1.5540264251760632,Nothing,static_nd,0.0,-0.9384052256959288,-0.07770132125880316,0.0,-1.0,-0.0,0.0,-1.5540264251760632,0.0,-1.5540264251760632,8.0,0.0,0.0,0.0,,-1.5540264251760632
0,2,0,3,3.6532092880754314,Nothing,static_nd,0.0,-0.9384052256959288,0.18266046440377157,0.0,-1.0,-0.0,0.0,3.6532092880754314,0.0,3.6532092880754314,8.0,0.0,0.0,0.0,,3.6532092880754314
0,2,0,4,14.12694249100336,Nothing,static_nd,0.0,-0.9384052256959288,0.706347124550168,0.0,-1.0,-0.0,0.0,14.12694249100336,0.0,14.12694249100336,8.0,0.0,0.0,0.0,,14.12694249100336
0,2,0,5,-7.740801795259344,Nothing,static_nd,0.0,-0.9384052256959288,-0.3870400897629672,0.0,-1.0,-0.0,0.0,-7.740801795259344,0.0,-7.740801795259344,8.0,0.0,0.0,0.0,,-7.740801795259344
0,2,0,6,-8.276559448999954,Nothing,static_nd,0.0,-0.9384052256959288,-0.4138279724499977,0.0,-1.0,-0.0,0.0,-8.276559448999954,0.0,-8.276559448999954,8.0,0.0,0.0,0.0,,-8.276559448999954
0,2,0,7,5.866819978002754,Nothing,static_nd,0.0,-0.9384052256959288,0.2933409989001377,0.0,-1.0,-0.0,0.0,5.866819978002754,0.0,5.866819978002754,8.0,0.0,0.0,0.0,,5.866819978002754
0,2,0,8,8.645128708039689,Nothing,static_nd,0.0,-0.9384052256959288,0.43225643540198444,0.0,-1.0,-0.0,0.0,8.645128708039689,0.0,8.645128708039689,8.0,0.0,0.0,0.0,,8.645128708039689
0,2,0,9,6.565850400845193,Nothing,static_nd,0.0,-0.9384052256959288,0.3282925200422596,0.0,-1.0,-0.0,0.0,6.565850400845193,0.0,6.565850400845193,8.0,0.0,0.0,0.0,,6.565850400845193
0,3,0,0,-8.001989388248308,Nothing,static_nd,0.0,-0.938266526291594,-0.4000994694124154,0.0,-1.0,-0.0,0.0,-8.001989388248308,0.0,-8.001989388248308,8.0,0.0,0.0,0.0,,-8.001989388248308
0,3,0,1,11.48310977783164,Nothing,static_nd,0.0,-0.938266526291594,0.574155488891582,0.0,-1.0,-0.0,0.0,11.48310977783164,0.0,11.48310977783164,8.0,0.0,0.0,0.0,,11.48310977783164
0,3,0,2,17.451835698666645,Nothing,static_nd,0.0,-0.938266526291594,0.8725917849333322,0.0,-1.0,-0.0,0.0,17.451835698666645,0.0,17.451835698666645,8.0,0.0,0.0,0.0,,17.451835698666645
0,3,0,3,10.610519993111026,Nothing,static_nd,0.0,-0.938266526291594,0.5305259996555514,0.0,0.0,-0.0,0.0,10.610519993111026,0.0,10.610519993111026,8.0,0.0,0.0,0.0,,10.610519993111026
0,3,0,4,-3.340756754825817,Nothing,static_nd,0.0,-0.938266526291594,-0.16703783774129083,0.0,-1.0,-0.0,0.0,-3.340756754825817,0.0,-3.340756754825817,8.0,0.0,0.0,0.0,,-3.340756754825817
0,3,0,5,5.601855660610582,Nothing,static_nd,0.0,-0.938266526291594,0.2800927830305291,0.0,-1.0,-0.0,0.0,5.601855660610582,0.0,5.601855660610582,8.0,0.0,0.0,0.0,,5.601855660610582
0,3,0,6,-3.122103964111134,Nothing,static_nd,0.0,-0.938266526291594,-0.1561051982055567,0.0,-1.0,-0.0,0.0,-3.122103964111134,0.0,-3.122103964111134,8.0,0.0,0.0,0.0,,-3.122103964111134
0,3,0,7,8.090811418945766,Nothing,static_nd,0.0,-0.938266526291594,0.40454057094728824,0.0,-1.0,-0.0,0.0,8.090811418945766,0.0,8.090811418945766,8.0,0.0,0.0,0.0,,8.090811418945766
0,3,0,8,9.40202614013465,Nothing,static_nd,0.0,-0.938266526291594,0.4701013070067325,0.0,0.0,-0.0,0.0,9.40202614013465,0.0,9.40202614013465,8.0,0.0,0.0,0.0,,9.40202614013465
0,3,0,9,2.552432201956279,Nothing,static_nd,0.0,-0.938266526291594,0.12762161009781395,0.0,-1.0,-0.0,0.0,2.552432201956279,0.0,2.552432201956279,8.0,0.0,0.0,0.0,,2.552432201956279
0,4,0,0,-2.074594072270848,Nothing,static_nd,0.0,-0.9348863823326956,-0.10372970361354239,0.0,-1.0,-0.0,0.0,-2.074594072270848,0.0,-2.074594072270848,8.0,0.0,0.0,0.0,,-2.074594072270848
0,4,0,1,-0.1489300625327579,Nothing,static_nd,0.0,-0.9348863823326956,-0.007446503126637895,0.0,-1.0,-0.0,0.0,-0.1489300625327579,0.0,-0.1489300625327579,8.0,0.0,0.0,0.0,,-0.1489300625327579
0,4,0,2,-12.083568764209003,Nothing,static_nd,0.0,-0.9348863823326956,-0.6041784382104501,0.0,-1.0,-0.0,0.0,-12.083568764209003,0.0,-12.083568764209003,8.0,0.0,0.0,0.0,,-12.083568764209003
0,4,0,3,-6.010385160257698,Nothing,static_nd,0.0,-0.9348863823326956,-0.3005192580128849,0.0,-1.0,-0.0,0.0,-6.010385160257698,0.0,-6.010385160257698,8.0,0.0,0.0,0.0,,-6.010385160257698
0,4,0,4,10.212385836421475,Nothing,static_nd,0.0,-0.9348863823326956,0.5106192918210738,0.0,-1.0,-0.0,0.0,10.212385836421475,0.0,10.212385836421475,8.0,0.0,0.0,0.0,,10.212385836421475
0,4,0,5,4.610060744819776,Nothing,static_nd,0.0,-0.9348863823326956,0.23050303724098883,0.0,0.0,-0.0,0.0,4.610060744819776,0.0,4.610060744819776,8.0,0.0,0.0,0.0,,4.610060744819776
0,4,0,6,22.003388144369616,Nothing,static_nd,0.0,-0.9348863823326956,1.1001694072184809,0.0,-1.0,-0.0,0.0,22.003388144369616,0.0,22.003388144369616,8.0,0.0,0.0,0.0,,22.003388144369616
0,4,0,7,-9.494367953031313,Nothing,static_nd,0.0,-0.9348863823326956,-0.47471839765156565,0.0,-1.0,-0.0,0.0,-9.494367953031313,0.0,-9.494367953031313,8.0,0.0,0.0,0.0,,-9.494367953031313
0,4,0,8,6.924503378981754,Nothing,static_nd,0.0,-0.9348863823326956,0.3462251689490877,0.0,0.0,-0.0,0.0,6.924503378981754,0.0,6.924503378981754,8.0,0.0,0.0,0.0,,6.924503378981754
0,4,0,9,11.809538328175584,Nothing,static_nd,0.0,-0.9348863823326956,0.5904769164087792,0.0,-1.0,-0.0,0.0,11.809538328175584,0.0,11.809538328175584,8.0,0.0,0.0,0.0,,11.809538328175584
0,5,0,0,-1.7511669416093163,Nothing,static_nd,0.0,-0.935151753392055,-0.08755834708046581,0.0,-1.0,-0.0,0.0,-1.7511669416093163,0.0,-1.7511669416093163,8.0,0.0,0.0,0.0,,-1.7511669416093163
0,5,0,1,-4.430727796555003,Nothing,static_nd,0.0,-0.935151753392055,-0.22153638982775017,0.0,0.0,-0.0,0.0,-4.430727796555003,0.0,-4.430727796555003,8.0,0.0,0.0,0.0,,-4.430727796555003
0,5,0,2,11.369954298906437,Nothing,static_nd,0.0,-0.935151753392055,0.5684977149453219,0.0,-1.0,-0.0,0.0,11.369954298906437,0.0,11.369954298906437,8.0,0.0,0.0,0.0,,11.369954298906437
0,5,0,3,2.7208094205966322,Nothing,static_nd,0.0,-0.935151753392055,0.1360404710298316,0.0,0.0,-0.0,0.0,2.7208094205966322,0.0,2.7208094205966322,8.0,0.0,0.0,0.0,,2.7208094205966322
0,5,0,4,1.105581860666112,Nothing,static_nd,0.0,-0.935151753392055,0.05527909303330561,0.0,-1.0,-0.0,0.0,1.105581860666112,0.0,1.105581860666112,8.0,0.0,0.0,0.0,,1.105581860666112
0,5,0,5,-1.192461096251911,Nothing,static_nd,0.0,-0.935151753392055,-0.059623054812595555,0.0,-1.0,-0.0,0.0,-1.192461096251911,0.0,-1.192461096251911,8.0,0.0,0.0,0.0,,-1.192461096251911
0,5,0,6,-0.1134852726626312,Nothing,static_nd,0.0,-0.935151753392055,-0.00567426363313156,0.0,-1.0,-0.0,0.0,-0.1134852726626312,0.0,-0.1134852726626312,8.0,0.0,0.0,0.0,,-0.1134852726626312
0,5,0,7,-6.647106418965288,Nothing,static_nd,0.0,-0.935151753392055,-0.3323553209482644,0.0,-1.0,-0.0,0.0,-6.647106418965288,0.0,-6.647106418965288,8.0,0.0,0.0,0.0,,-6.647106418965288
0,5,0,8,5.786182684969912,Nothing,static_nd,0.0,-0.935151753392055,0.2893091342484956,0.0,-1.0,-0.0,0.0,5.786182684969912,0.0,5.786182684969912,8.0,0.0,0.0,0.0,,5.786182684969912
0,5,0,9,-5.60540273483489,Nothing,static_nd,0.0,-0.935151753392055,-0.2802701367417445,0.0,-1.0,-0.0,0.0,-5.60540273483489,0.0,-5.60540273483489,8.0,0.0,0.0,0.0,,-5.60540273483489
0,6,0,0,-3.532831909077437,Nothing,static_nd,0.0,-0.935553065704424,-0.17664159545387187,0.0,-1.0,-0.0,0.0,-3.532831909077437,0.0,-3.532831909077437,8.0,0.0,0.0,0.0,,-3.532831909077437
0,6,0,1,-2.8992204040420573,Nothing,static_nd,0.0,-0.935553065704424,-0.14496102020210286,0.0,-1.0,-0.0,0.0,-2.8992204040420573,0.0,-2.8992204040420573,8.0,0.0,0.0,0.0,,-2.8992204040420573
0,6,0,2,-5.612672915936983,Nothing,static_nd,0.0,-0.935553065704424,-0.28063364579684913,0.0,-1.0,-0.0,0.0,-5.612672915936983,0.0,-5.612672915936983,8.0,0.0,0.0,0.0,,-5.612672915936983
0,6,0,3,10.874594196308514,Nothing,static_nd,0.0,-0.935553065704424,0.5437297098154257,0.0,0.0,-0.0,0.0,10.874594196308514,0.0,10.874594196308514,8.0,0.0,0.0,0.0,,10.874594196308514
0,6,0,4,-0.29697244533938544,Nothing,static_nd,0.0,-0.935553065704424,-0.014848622266969272,0.0,-1.0,-0.0,0.0,-0.29697244533938544,0.0,-0.29697244533938544,8.0,0.0,0.0,0.0,,-0.29697244533938544
0,6,0,5,4.35415340619344,Nothing,static_nd,0.0,-0.935553065704424,0.217707670309672,0.0,-1.0,-0.0,0.0,4.35415340619344,0.0,4.35415340619344,8.0,0.0,0.0,0.0,,4.35415340619344
0,6,0,6,2.3927277552726456,Nothing,static_nd,0.0,-0.935553065704424,0.11963638776363228,0.0,0.0,-0.0,0.0,2.3927277552726456,0.0,2.3927277552726456,8.0,0.0,0.0,0.0,,2.3927277552726456
0,6,0,7,1.2819052350304492,Nothing,static_nd,0.0,-0.935553065704424,0.06409526175152246,0.0,-1.0,-0.0,0.0,1.2819052350304492,0.0,1.2819052350304492,8.0,0.0,0.0,0.0,,1.2819052350304492
0,6,0,8,-6.681173280616857,Nothing,static_nd,0.0,-0.935553065704424,-0.33405866403084283,0.0,-1.0,-0.0,0.0,-6.681173280616857,0.0,-6.681173280616857,8.0,0.0,0.0,0.0,,-6.681173280616857
0,6,0,9,3.583882492810655,Nothing,static_nd,0.0,-0.935553065704424,0.17919412464053275,0.0,0.0,-0.0,0.0,3.583882492810655,0.0,3.583882492810655,8.0,0.0,0.0,0.0,,3.583882492810655
0,7,0,0,17.484564118923313,Nothing,static_nd,0.0,-0.9371206164206548,0.8742282059461656,0.0,-1.0,-0.0,0.0,17.484564118923313,0.0,17.484564118923313,8.0,0.0,0.0,0.0,,17.484564118923313
0,7,0,1,12.362059091954482,Nothing,static_nd,0.0,-0.9371206164206548,0.6181029545977241,0.0,-1.0,-0.0,0.0,12.362059091954482,0.0,12.362059091954482,8.0,0.0,0.0,0.0,,12.362059091954482
0,7,0,2,4.401066452267223,Nothing,static_nd,0.0,-0.9371206164206548,0.22005332261336114,0.0,-1.0,-0.0,0.0,4.401066452267223,0.0,4.401066452267223,8.0,0.0,0.0,0.0,,4.401066452267223
0,7,0,3,2.5390898854189183,Nothing,static_nd,0.0,-0.9371206164206548,0.1269544942709459,0.0,-1.0,-0.0,0.0,2.5390898854189183,0.0,2.5390898854189183,8.0,0.0,0.0,0.0,,2.5390898854189183
0,7,0,4,7.413747224418174,Nothing,static_nd,0.0,-0.9371206164206548,0.3706873612209087,0.0,-1.0,-0.0,0.0,7.413747224418174,0.0,7.413747224418174,8.0,0.0,0.0,0.0,,7.413747224418174
0,7,0,5,19.23147107064264,Nothing,static_nd,0.0,-0.9371206164206548,0.961573553532132,0.0,-1.0,-0.0,0.0,19.23147107064264,0.0,19.23147107064264,8.0,0.0,0.0,0.0,,19.23147107064264
0,7,0,6,-0.009135503739143291,Nothing,static_nd,0.0,-0.9371206164206548,-0.00045677518695716457,0.0,-1.0,-0.0,0.0,-0.009135503739143291,0.0,-0.009135503739143291,8.0,0.0,0.0,0.0,,-0.009135503739143291
0,7,0,7,16.167792302255034,Nothing,static_nd,0.0,-0.9371206164206548,0.8083896151127516,0.0,-1.0,-0.0,0.0,16.167792302255034,0.0,16.167792302255034,8.0,0.0,0.0,0.0,,16.167792302255034
0,7,0,8,3.4038823956844104,Nothing,static_nd,0.0,-0.9371206164206548,0.17019411978422053,0.0,-1.0,-0.0,0.0,3.4038823956844104,0.0,3.4038823956844104,8.0,0.0,0.0,0.0,,3.4038823956844104
0,7,0,9,17.508108043576776,Nothing,static_nd,0.0,-0.9371206164206548,0.8754054021788388,0.0,-1.0,-0.0,0.0,17.508108043576776,0.0,17.508108043576776,8.0,0.0,0.0,0.0,,17.508108043576776
0,8,0,0,5.137181225176526,Nothing,static_nd,0.0,-0.9376477065103963,0.2568590612588263,0.0,0.0,-0.0,0.0,5.137181225176526,0.0,5.137181225176526,8.0,0.0,0.0,0.0,,5.137181225176526
0,8,0,1,-4.55882114254866,Nothing,static_nd,0.0,-0.9376477065103963,-0.227941057127433,0.0,-1.0,-0.0,0.0,-4.55882114254866,0.0,-4.55882114254866,8.0,0.0,0.0,0.0,,-4.55882114254866
0,8,0,2,-3.0094077608347436,Nothing,static_nd,0.0,-0.9376477065103963,-0.15047038804173718,0.0,-1.0,-0.0,0.0,-3.0094077608347436,0.0,-3.0094077608347436,8.0,0.0,0.0,0.0,,-3.0094077608347436
0,8,0,3,3.384281085102598,Nothing,static_nd,0.0,-0.9376477065103963,0.1692140542551299,0.0,-1.0,-0.0,0.0,3.384281085102598,0.0,3.384281085102598,8.0,0.0,0.0,0.0,,3.384281085102598
0,8,0,4,-8.143340860772089,Nothing,static_nd,0.0,-0.9376477065103963,-0.4071670430386044,0.0,-1.0,-0.0,0.0,-8.143340860772089,0.0,-8.143340860772089,8.0,0.0,0.0,0.0,,-8.143340860772089
0,8,0,5,-4.380095382460103,Nothing,static_nd,0.0,-0.9376477065103963,-0.21900476912300515,0.0,-1.0,-0.0,0.0,-4.380095382460103,0.0,-4.380095382460103,8.0,0.0,0.0,0.0,,-4.380095382460103
0,8,0,6,18.19343698260179,Nothing,static_nd,0.0,-0.9376477065103963,0.9096718491300895,0.0,-1.0,-0.0,0.0,18.19343698260179,0.0,18.19343698260179,8.0,0.0,0.0,0.0,,18.19343698260179
0,8,0,7,19.560928966889875,Nothing,static_nd,0.0,-0.9376477065103963,0.9780464483444937,0.0,0.0,-0.0,0.0,19.560928966889875,0.0,19.560928966889875,8.0,0.0,0.0,0.0,,19.560928966889875
0,8,0,8,13.482986370626822,Nothing,static_nd,0.0,-0.9376477065103963,0.6741493185313411,0.0,-1.0,-0.0,0.0,13.482986370626822,0.0,13.482986370626822,8.0,0.0,0.0,0.0,,13.482986370626822
0,8,0,9,4.903453961688417,Nothing,static_nd,0.0,-0.9376477065103963,0.24517269808442083,0.0,0.0,-0.0,0.0,4.903453961688417,0.0,4.903453961688417,8.0,0.0,0.0,0.0,,4.903453961688417
0,9,0,0,-13.912105808874596,Nothing,static_nd,0.0,-0.9363446789587677,-0.6956052904437298,0.0,-1.0,-0.0,0.0,-13.912105808874596,0.0,-13.912105808874596,8.0,0.0,0.0,0.0,,-13.912105808874596
0,9,0,1,-11.233093233433118,Nothing,static_nd,0.0,-0.9363446789587677,-0.5616546616716559,0.0,0.0,-0.0,0.0,-11.233093233433118,0.0,-11.233093233433118,8.0,0.0,0.0,0.0,,-11.233093233433118
0,9,0,2,0.3393454664615963,Nothing,static_nd,0.0,-0.9363446789587677,0.016967273323079814,0.0,0.0,-0.0,0.0,0.3393454664615963,0.0,0.3393454664615963,8.0,0.0,0.0,0.0,,0.3393454664615963
0,9,0,3,-1.815559459727461,Nothing,static_nd,0.0,-0.9363446789587677,-0.09077797298637305,0.0,-1.0,-0.0,0.0,-1.815559459727461,0.0,-1.815559459727461,8.0,0.0,0.0,0.0,,-1.815559459727461
0,9,0,4,-4.607942120783772,Nothing,static_nd,0.0,-0.9363446789587677,-0.2303971060391886,0.0,-1.0,-0.0,0.0,-4.607942120783772,0.0,-4.607942120783772,8.0,0.0,0.0,0.0,,-4.607942120783772
0,9,0,5,-1.2441737682501062,Nothing,static_nd,0.0,-0.9363446789587677,-0.062208688412505306,0.0,-1.0,-0.0,0.0,-1.2441737682501062,0.0,-1.2441737682501062,8.0,0.0,0.0,0.0,,-1.2441737682501062
0,9,0,6,3.797617215309505,Nothing,static_nd,0.0,-0.9363446789587677,0.18988086076547525,0.0,-1.0,-0.0,0.0,3.797617215309505,0.0,3.797617215309505,8.0,0.0,0.0,0.0,,3.797617215309505
0,9,0,7,11.276644805051,Nothing,static_nd,0.0,-0.9363446789587677,0.56383224025255,0.0,-1.0,-0.0,0.0,11.276644805051,0.0,11.276644805051,8.0,0.0,0.0,0.0,,11.276644805051
0,9,0,8,-9.686592455160316,Nothing,static_nd,0.0,-0.9363446789587677,-0.4843296227580158,0.0,-1.0,-0.0,0.0,-9.686592455160316,0.0,-9.686592455160316,8.0,0.0,0.0,0.0,,-9.686592455160316
0,9,0,9,-6.916691076270821,Nothing,static_nd,0.0,-0.9363446789587677,-0.34583455381354106,0.0,-1.0,-0.0,0.0,-6.916691076270821,0.0,-6.916691076270821,8.0,0.0,0.0,0.0,,-6.916691076270821
0,10,0,0,7.679940139380006,Nothing,static_nd,0.0,-0.933973651836253,0.3839970069690003,0.0,-1.0,-0.0,0.0,7.679940139380006,0.0,7.679940139380006,8.0,0.0,0.0,0.0,,7.679940139380006
0,10,0,1,0.03951621527540736,Nothing,static_nd,0.0,-0.933973651836253,0.001975810763770368,0.0,-1.0,-0.0,0.0,0.03951621527540736,0.0,0.03951621527540736,8.0,0.0,0.0,0.0,,0.03951621527540736
0,10,0,2,0.7133737670315131,Nothing,static_nd,0.0,-0.933973651836253,0.035668688351575654,0.0,-1.0,-0.0,0.0,0.7133737670315131,0.0,0.7133737670315131,8.0,0.0,0.0,0.0,,0.7133737670315131
0,10,0,3,-7.275088298636394,Nothing,static_nd,0.0,-0.933973651836253,-0.3637544149318197,0.0,0.0,-0.0,0.0,-7.275088298636394,0.0,-7.275088298636394,8.0,0.0,0.0,0.0,,-7.275088298636394
0,10,0,4,-2.6672643157222393,Nothing,static_nd,0.0,-0.933973651836253,-0.13336321578611196,0.0,-1.0,-0.0,0.0,-2.6672643157222393,0.0,-2.6672643157222393,8.0,0.0,0.0,0.0,,-2.6672643157222393
0,10,0,5,-1.2012207557005294,Nothing,static_nd,0.0,-0.933973651836253,-0.06006103778502647,0.0,-1.0,-0.0,0.0,-1.2012207557005294,0.0,-1.2012207557005294,8.0,0.0,0.0,0.0,,-1.2012207557005294
0,10,0,6,12.64464229648706,Nothing,static_nd,0.0,-0.933973651836253,0.632232114824353,0.0,0.0,-0.0,0.0,12.64464229648706,0.0,12.64464229648706,8.0,0.0,0.0,0.0,,12.64464229648706
0,10,0,7,-3.9195828702387194,Nothing,static_nd,0.0,-0.933973651836253,-0.19597914351193596,0.0,-1.0,-0.0,0.0,-3.9195828702387194,0.0,-3.9195828702387194,8.0,0.0,0.0,0.0,,-3.9195828702387194
0,10,0,8,17.929855769564817,Nothing,static_nd,0.0,-0.933973651836253,0.8964927884782409,0.0,-1.0,-0.0,0.0,17.929855769564817,0.0,17.929855769564817,8.0,0.0,0.0,0.0,,17.929855769564817
0,10,0,9,-6.974961530617474,Nothing,static_nd,0.0,-0.933973651836253,-0.3487480765308737,0.0,-1.0,-0.0,0.0,-6.974961530617474,0.0,-6.974961530617474,8.0,0.0,0.0,0.0,,-6.974961530617474
0,11,0,0,-6.761207454924687,Nothing,static_nd,0.0,-0.9329918119086786,-0.33806037274623435,0.0,-1.0,-0.0,0.0,-6.761207454924687,0.0,-6.761207454924687,8.0,0.0,0.0,0.0,,-6.761207454924687
0,11,0,1,-6.685695928974828,Nothing,static_nd,0.0,-0.9329918119086786,-0.3342847964487414,0.0,-1.0,-0.0,0.0,-6.685695928974828,0.0,-6.685695928974828,8.0,0.0,0.0,0.0,,-6.685695928974828
0,11,0,2,-7.528029889577084,Nothing,static_nd,0.0,-0.9329918119086786,-0.3764014944788542,0.0,-1.0,-0.0,0.0,-7.528029889577084,0.0,-7.528029889577084,8.0,0.0,0.0,0.0,,-7.528029889577084
0,11,0,3,-7.799831891074217,Nothing,static_nd,0.0,-0.9329918119086786,-0.38999159455371085,0.0,-1.0,-0.0,0.0,-7.799831891074217,0.0,-7.799831891074217,8.0,0.0,0.0,0.0,,-7.799831891074217
0,11,0,4,-9.094712147208938,Nothing,static_nd,0.0,-0.9329918119086786,-0.4547356073604469,0.0,0.0,-0.0,0.0,-9.094712147208938,0.0,-9.094712147208938,8.0,0.0,0.0,0.0,,-9.094712147208938
0,11,0,5,-1.1782872074771378,Nothing,static_nd,0.0,-0.9329918119086786,-0.05891436037385689,0.0,0.0,-0.0,0.0,-1.1782872074771378,0.0,-1.1782872074771378,8.0,0.0,0.0,0.0,,-1.1782872074771378
0,11,0,6,-11.124064207956755,Nothing,static_nd,0.0,-0.9329918119086786,-0.5562032103978377,0.0,-1.0,-0.0,0.0,-11.124064207956755,0.0,-11.124064207956755,8.0,0.0,0.0,0.0,,-11.124064207956755
0,11,0,7,-4.951919179913906,Nothing,static_nd,0.0,-0.9329918119086786,-0.2475959589956953,0.0,0.0,-0.0,0.0,-4.951919179913906,0.0,-4.951919179913906,8.0,0.0,0.0,0.0,,-4.951919179913906
0,11,0,8,-7.631817466999715,Nothing,static_nd,0.0,-0.9329918119086786,-0.38159087334998576,0.0,-1.0,-0.0,0.0,-7.631817466999715,0.0,-7.631817466999715,8.0,0.0,0.0,0.0,,-7.631817466999715
