# agents=10, pattern=U
1, -5.0000 -5.0000; -5.0217 -4.8769; -5.0434 -5.0000; -5.0651 -5.1231; -5.0868 -5.2462; -5.1085 -5.3693; -5.1302 -5.4924; -5.1519 -5.6155; -5.1736 -5.7386; -5.1954 -5.8617; -5.2171 -5.9848; -5.2388 -6.1079; -5.2605 -6.2310; -5.2822 -6.3541; -5.3039 -6.4772; -5.3256 -6.6003; -5.3473 -6.7234; -5.3690 -6.8465; -5.3907 -6.9696; -5.4124 -7.0927; -5.4341 -7.2158; -5.4558 -7.3389; -5.4775 -7.4620; -5.4992 -7.5851; -5.5209 -7.7082; -5.5427 -7.8313; -5.5644 -7.9544; -5.5861 -8.0775; -5.6078 -8.2006; -5.6295 -8.3237; -5.6512 -8.4468; -5.6729 -8.5699; -5.6946 -8.6930; -5.7163 -8.8161; -5.7380 -8.9392; -5.7597 -9.0623; -5.7814 -9.1854; -5.8031 -9.3085; -5.8248 -9.4316; -5.8465 -9.5547; -5.8682 -9.6778; -5.8899 -9.8009; -5.9117 -9.9240; -5.9334 -10.0471; -5.9551 -10.1702; -5.9768 -10.2933; -5.9985 -10.4164; -6.0202 -10.5395; -6.0419 -10.6626; -6.0636 -10.7857; -6.0853 -10.9088; -6.1070 -11.0319; -6.1287 -11.1550; -6.1504 -11.2781; -6.1721 -11.4013; -6.1938 -11.5244; -6.2155 -11.6475; -6.2372 -11.7706; -6.2589 -11.8937; -6.2807 -12.0168; -6.3024 -12.1399; -6.3241 -12.2630; -6.3458 -12.3861; -6.3675 -12.5092; -6.3892 -12.6323; -6.4109 -12.7554; -6.4326 -12.8785; -6.4543 -13.0016; -6.4760 -13.1247; -6.4977 -13.2478; -6.5194 -13.3709; -6.5411 -13.4940; -6.5628 -13.6171; -6.5845 -13.7402; -6.6062 -13.8633; -6.6280 -13.9864; -6.6497 -14.1095; -6.6714 -14.2326; -6.6931 -14.3557; -6.7148 -14.4788; -6.7365 -14.6019; -6.7582 -14.7250; -6.7799 -14.8481; -6.8016 -14.9712; -6.8233 -15.0943; -6.8450 -15.2174; -6.8667 -15.3405; -6.8884 -15.4636; -6.9101 -15.5867; -6.9318 -15.7098; -6.9535 -15.8329; -6.9752 -15.9560; -6.9970 -16.0791; -7.0187 -16.2022; -7.0404 -16.3253; -7.0621 -16.4484; -7.0838 -16.5715; -7.1055 -16.6946; -7.1272 -16.8177; -7.1489 -16.9408; -7.1706 -17.0639; -7.1923 -17.1870; -7.2140 -17.3101; -7.2357 -17.4332; -7.2574 -17.5563; -7.2791 -17.6794; -7.3008 -17.8025; -7.3225 -17.9256; -7.3443 -18.0487; -7.3660 -18.1718; -7.3877 -18.2949; -7.4094 -18.4180; -7.4311 -18.5411; -7.4528 -18.6642; -7.4745 -18.7873; -7.4962 -18.9104; -7.5179 -19.0335; -7.5396 -19.1566; -7.5613 -19.2797; -7.5830 -19.4028; -7.6047 -19.5259; -7.6264 -19.6490; -7.6481 -19.7721; -7.6698 -19.8952; -7.6915 -20.0183; -7.7133 -20.1414; -7.7350 -20.2645; -7.7567 -20.3876; -7.7784 -20.5107; -7.8001 -20.6338; -7.8218 -20.7569; -7.8435 -20.8800; -7.8652 -21.0031; -7.8869 -21.1262; -7.9086 -21.2493; -7.9303 -21.3724; -7.9520 -21.4955; -7.9737 -21.6186; -7.9954 -21.7417; -8.0171 -21.8648; -8.0388 -21.9879; -8.0605 -22.1110; -8.0823 -22.2341; -8.1040 -22.3572; -8.1257 -22.4803; -8.1474 -22.6034; -8.1691 -22.7265; -8.1908 -22.8496; -8.2125 -22.9727; -8.2342 -23.0958; -8.2559 -23.2189; -8.2776 -23.3420; -8.2993 -23.4651; -8.3210 -23.5882; -8.3427 -23.7113; -8.3644 -23.8344; -8.3861 -23.9576; -8.4078 -24.0807; -8.4296 -24.2038; -8.4513 -24.3269; -8.4730 -24.4500; -8.4947 -24.5731; -8.5164 -24.6962; -8.5381 -24.8193; -8.5598 -24.9424; -8.5815 -25.0655; -8.6032 -25.1886; -8.6249 -25.3117; -8.6466 -25.4348; -8.6683 -25.5579; -8.6900 -25.6810; -8.7117 -25.8041; -8.7334 -25.9272; -8.7551 -26.0503; -8.7768 -26.1734; -8.7986 -26.2965; -8.8203 -26.4196; -8.8420 -26.5427; -8.8637 -26.6658; -8.8854 -26.7889; -8.9071 -26.9120; -8.9288 -27.0351; -8.9505 -27.1582; -8.9722 -27.2813; -8.9939 -27.4044; -9.0156 -27.5275; -9.0373 -27.6506; -9.0590 -27.7737; -9.0807 -27.8968; -9.1024 -28.0199; -9.1241 -28.1430; -9.1459 -28.2661; -9.1676 -28.3892; -9.1893 -28.5123; -9.2110 -28.6354; -9.2327 -28.7585; -9.2544 -28.8816; -9.2761 -29.0047; -9.2978 -29.1278; -9.3195 -29.2509; -9.3412 -29.3740; -9.3629 -29.4971; -9.3846 -29.6202; -9.4063 -29.7433; -9.4280 -29.8664; -9.4497 -29.9895; -9.4714 -30.1126; -9.4931 -30.2357; -9.5149 -30.3588; -9.5366 -30.4819; -9.5583 -30.6050; -9.5800 -30.7281; -9.6017 -30.8512; -9.6234 -30.9743; -9.6451 -31.0974; -9.6668 -31.2205; -9.6885 -31.3436; -9.7102 -31.4667; -9.7319 -31.5898; -9.7536 -31.7129; -9.7753 -31.8360; -9.7970 -31.9591; -9.8187 -32.0822; -9.8404 -32.2053; -9.8621 -32.3284; -9.8839 -32.4515; -9.9056 -32.5746; -9.9273 -32.6977; -9.9490 -32.8208; -9.9707 -32.9439; -9.9924 -33.0670; -10.0141 -33.1901; -10.0358 -33.3132; -10.0575 -33.4363; -10.0792 -33.5594; -10.1009 -33.6825; -10.1226 -33.8056; -10.1443 -33.9287; -10.1660 -34.0518; -10.1877 -34.1749; -10.2094 -34.2980; -10.2312 -34.4211; -10.2529 -34.5442; -10.2746 -34.6673; -10.2963 -34.7904; -10.3180 -34.9135; -10.3397 -35.0366; -10.3614 -35.1597; -10.3831 -35.2828; -10.4048 -35.4059; -10.4265 -35.5290; -10.4482 -35.6521; -10.4699 -35.7752; -10.4916 -35.8983; -10.5133 -36.0214; -10.5350 -36.1445; -10.5567 -36.2676; -10.5784 -36.3907; -10.6002 -36.5138; -10.6219 -36.6369; -10.6436 -36.7601; -10.6653 -36.8832; -10.6870 -37.0063; -10.7087 -37.1294; -10.7304 -37.2525; -10.7521 -37.3756; -10.7738 -37.4987; -10.7955 -37.6218; -10.8172 -37.7449; -10.8389 -37.8680; -10.8606 -37.9911; -10.8823 -38.1142; -10.9040 -38.2373; -10.9257 -38.3604; -10.9474 -38.4835; -10.9692 -38.6066; -10.9909 -38.7297; -11.0126 -38.8528; -11.0343 -38.9759; -11.0560 -39.0990; -11.0777 -39.2221; -11.0994 -39.3452; -11.1211 -39.4683; -11.1428 -39.5914; -11.1645 -39.7145; -11.1862 -39.8376; -11.2079 -39.9607; -11.2296 -40.0838; -11.2513 -40.2069; -11.2730 -40.3300; -11.2947 -40.4531; -11.3165 -40.5762; -11.3382 -40.6993; -11.3599 -40.8224; -11.3816 -40.9455; -11.4033 -41.0686; -11.4250 -41.1917; -11.4467 -41.3148; -11.4684 -41.4379; -11.4901 -41.5610; -11.5118 -41.6841; -11.5335 -41.8072; -11.5552 -41.9303; -11.5769 -42.0534; -11.5986 -42.1765; -11.6203 -42.2996; -11.6420 -42.4227; -11.6637 -42.5458; -11.6855 -42.6689; -11.7072 -42.7920; -11.7289 -42.9151; -11.7506 -43.0382; -11.7723 -43.1613; -11.7940 -43.2844; -11.8157 -43.4075; -11.8374 -43.5306; -11.8591 -43.6537; -11.8808 -43.7768; -11.9025 -43.8999; -11.9242 -44.0230; -11.9459 -44.1461; -11.9676 -44.2692; -11.9893 -44.3923; -12.0110 -44.5154; -12.0328 -44.6385; -12.0545 -44.7616; -12.0762 -44.8847; -12.0979 -45.0078; -12.1196 -45.1309; -12.1413 -45.2540; -12.1630 -45.3771; -12.1847 -45.5002; -12.2064 -45.6233; -12.2281 -45.7464; -12.2498 -45.8695; -12.2715 -45.9926; -12.2932 -46.1157; -12.3149 -46.2388; -12.3366 -46.3619; -12.3583 -46.4850; -12.3800 -46.6081; -12.4018 -46.7312; -12.4235 -46.8543; -12.4452 -46.9774; -12.4669 -47.1005; -12.4886 -47.2236; -12.5103 -47.3467; -12.5320 -47.4698; -12.5537 -47.5929; -12.5754 -47.7160
2, -5.0000 -5.0000; -5.0500 -5.0866; -5.0717 -5.2097; -5.0934 -5.3328; -5.1151 -5.4559; -5.1368 -5.5790; -5.1585 -5.7021; -5.1802 -5.8252; -5.2019 -5.9483; -5.2236 -6.0714; -5.2454 -6.1945; -5.2671 -6.3176; -5.2888 -6.4407; -5.3105 -6.5638; -5.3322 -6.6869; -5.3539 -6.8100; -5.3756 -6.9331; -5.3973 -7.0562; -5.4190 -7.1793; -5.4407 -7.3024; -5.4624 -7.4255; -5.4841 -7.5486; -5.5058 -7.6717; -5.5275 -7.7948; -5.5492 -7.9179; -5.5709 -8.0410; -5.5927 -8.1641; -5.6144 -8.2872; -5.6361 -8.4103; -5.6578 -8.5334; -5.6795 -8.6565; -5.7012 -8.7796; -5.7229 -8.9027; -5.7446 -9.0258; -5.7663 -9.1489; -5.7880 -9.2720; -5.8097 -9.3951; -5.8314 -9.5182; -5.8531 -9.6413; -5.8748 -9.7644; -5.8965 -9.8875; -5.9182 -10.0106; -5.9399 -10.1337; -5.9617 -10.2568; -5.9834 -10.3799; -6.0051 -10.5030; -6.0268 -10.6261; -6.0485 -10.7492; -6.0702 -10.8723; -6.0919 -10.9954; -6.1136 -11.1186; -6.1353 -11.2417; -6.1570 -11.3648; -6.1787 -11.4879; -6.2004 -11.6110; -6.2221 -11.7341; -6.2438 -11.8572; -6.2655 -11.9803; -6.2872 -12.1034; -6.3089 -12.2265; -6.3307 -12.3496; -6.3524 -12.4727; -6.3741 -12.5958; -6.3958 -12.7189; -6.4175 -12.8420; -6.4392 -12.9651; -6.4609 -13.0882; -6.4826 -13.2113; -6.5043 -13.3344; -6.5260 -13.4575; -6.5477 -13.5806; -6.5694 -13.7037; -6.5911 -13.8268; -6.6128 -13.9499; -6.6345 -14.0730; -6.6562 -14.1961; -6.6780 -14.3192; -6.6997 -14.4423; -6.7214 -14.5654; -6.7431 -14.6885; -6.7648 -14.8116; -6.7865 -14.9347; -6.8082 -15.0578; -6.8299 -15.1809; -6.8516 -15.3040; -6.8733 -15.4271; -6.8950 -15.5502; -6.9167 -15.6733; -6.9384 -15.7964; -6.9601 -15.9195; -6.9818 -16.0426; -7.0035 -16.1657; -7.0252 -16.2888; -7.0470 -16.4119; -7.0687 -16.5350; -7.0904 -16.6581; -7.1121 -16.7812; -7.1338 -16.9043; -7.1555 -17.0274; -7.1772 -17.1505; -7.1989 -17.2736; -7.2206 -17.3967; -7.2423 -17.5198; -7.2640 -17.6429; -7.2857 -17.7660; -7.3074 -17.8891; -7.3291 -18.0122; -7.3508 -18.1353; -7.3725 -18.2584; -7.3943 -18.3815; -7.4160 -18.5046; -7.4377 -18.6277; -7.4594 -18.7508; -7.4811 -18.8739; -7.5028 -18.9970; -7.5245 -19.1201; -7.5462 -19.2432; -7.5679 -19.3663; -7.5896 -19.4894; -7.6113 -19.6125; -7.6330 -19.7356; -7.6547 -19.8587; -7.6764 -19.9818; -7.6981 -20.1049; -7.7198 -20.2280; -7.7415 -20.3511; -7.7633 -20.4742; -7.7850 -20.5973; -7.8067 -20.7204; -7.8284 -20.8435; -7.8501 -20.9666; -7.8718 -21.0897; -7.8935 -21.2128; -7.9152 -21.3359; -7.9369 -21.4590; -7.9586 -21.5821; -7.9803 -21.7052; -8.0020 -21.8283; -8.0237 -21.9514; -8.0454 -22.0745; -8.0671 -22.1976; -8.0888 -22.3207; -8.1105 -22.4438; -8.1323 -22.5669; -8.1540 -22.6900; -8.1757 -22.8131; -8.1974 -22.9362; -8.2191 -23.0593; -8.2408 -23.1824; -8.2625 -23.3055; -8.2842 -23.4286; -8.3059 -23.5517; -8.3276 -23.6748; -8.3493 -23.7980; -8.3710 -23.9211; -8.3927 -24.0442; -8.4144 -24.1673; -8.4361 -24.2904; -8.4578 -24.4135; -8.4796 -24.5366; -8.5013 -24.6597; -8.5230 -24.7828; -8.5447 -24.9059; -8.5664 -25.0290; -8.5881 -25.1521; -8.6098 -25.2752; -8.6315 -25.3983; -8.6532 -25.5214; -8.6749 -25.6445; -8.6966 -25.7676; -8.7183 -25.8907; -8.7400 -26.0138; -8.7617 -26.1369; -8.7834 -26.2600; -8.8051 -26.3831; -8.8268 -26.5062; -8.8486 -26.6293; -8.8703 -26.7524; -8.8920 -26.8755; -8.9137 -26.9986; -8.9354 -27.1217; -8.9571 -27.2448; -8.9788 -27.3679; -9.0005 -27.4910; -9.0222 -27.6141; -9.0439 -27.7372; -9.0656 -27.8603; -9.0873 -27.9834; -9.1090 -28.1065; -9.1307 -28.2296; -9.1524 -28.3527; -9.1741 -28.4758; -9.1959 -28.5989; -9.2176 -28.7220; -9.2393 -28.8451; -9.2610 -28.9682; -9.2827 -29.0913; -9.3044 -29.2144; -9.3261 -29.3375; -9.3478 -29.4606; -9.3695 -29.5837; -9.3912 -29.7068; -9.4129 -29.8299; -9.4346 -29.9530; -9.4563 -30.0761; -9.4780 -30.1992; -9.4997 -30.3223; -9.5214 -30.4454; -9.5431 -30.5685; -9.5649 -30.6916; -9.5866 -30.8147; -9.6083 -30.9378; -9.6300 -31.0609; -9.6517 -31.1840; -9.6734 -31.3071; -9.6951 -31.4302; -9.7168 -31.5533; -9.7385 -31.6764; -9.7602 -31.7995; -9.7819 -31.9226; -9.8036 -32.0457; -9.8253 -32.1688; -9.8470 -32.2919; -9.8687 -32.4150; -9.8904 -32.5381; -9.9121 -32.6612; -9.9339 -32.7843; -9.9556 -32.9074; -9.9773 -33.0305; -9.9990 -33.1536; -10.0207 -33.2767; -10.0424 -33.3998; -10.0641 -33.5229; -10.0858 -33.6460; -10.1075 -33.7691; -10.1292 -33.8922; -10.1509 -34.0153; -10.1726 -34.1384; -10.1943 -34.2615; -10.2160 -34.3846; -10.2377 -34.5077; -10.2594 -34.6308; -10.2812 -34.7539; -10.3029 -34.8770; -10.3246 -35.0001; -10.3463 -35.1232; -10.3680 -35.2463; -10.3897 -35.3694; -10.4114 -35.4925; -10.4331 -35.6156; -10.4548 -35.7387; -10.4765 -35.8618; -10.4982 -35.9849; -10.5199 -36.1080; -10.5416 -36.2311; -10.5633 -36.3542; -10.5850 -36.4773; -10.6067 -36.6005; -10.6284 -36.7236; -10.6502 -36.8467; -10.6719 -36.9698; -10.6936 -37.0929; -10.7153 -37.2160; -10.7370 -37.3391; -10.7587 -37.4622; -10.7804 -37.5853; -10.8021 -37.7084; -10.8238 -37.8315; -10.8455 -37.9546; -10.8672 -38.0777; -10.8889 -38.2008; -10.9106 -38.3239; -10.9323 -38.4470; -10.9540 -38.5701; -10.9757 -38.6932; -10.9974 -38.8163; -11.0192 -38.9394; -11.0409 -39.0625; -11.0626 -39.1856; -11.0843 -39.3087; -11.1060 -39.4318; -11.1277 -39.5549; -11.1494 -39.6780; -11.1711 -39.8011; -11.1928 -39.9242; -11.2145 -40.0473; -11.2362 -40.1704; -11.2579 -40.2935; -11.2796 -40.4166; -11.3013 -40.5397; -11.3230 -40.6628; -11.3447 -40.7859; -11.3665 -40.9090; -11.3882 -41.0321; -11.4099 -41.1552; -11.4316 -41.2783; -11.4533 -41.4014; -11.4750 -41.5245; -11.4967 -41.6476; -11.5184 -41.7707; -11.5401 -41.8938; -11.5618 -42.0169; -11.5835 -42.1400; -11.6052 -42.2631; -11.6269 -42.3862; -11.6486 -42.5093; -11.6703 -42.6324; -11.6920 -42.7555; -11.7137 -42.8786; -11.7355 -43.0017; -11.7572 -43.1248; -11.7789 -43.2479; -11.8006 -43.3710; -11.8223 -43.4941; -11.8440 -43.6172; -11.8657 -43.7403; -11.8874 -43.8634; -11.9091 -43.9865; -11.9308 -44.1096; -11.9525 -44.2327; -11.9742 -44.3558; -11.9959 -44.4789; -12.0176 -44.6020; -12.0393 -44.7251; -12.0610 -44.8482; -12.0828 -44.9713; -12.1045 -45.0944; -12.1262 -45.2175; -12.1479 -45.3406; -12.1696 -45.4637; -12.1913 -45.5868; -12.2130 -45.7099; -12.2347 -45.8330; -12.2564 -45.9561; -12.2781 -46.0792; -12.2998 -46.2023; -12.3215 -46.3254; -12.3432 -46.4485; -12.3649 -46.5716; -12.3866 -46.6947; -12.4083 -46.8178; -12.4300 -46.9409; -12.4518 -47.0640; -12.4735 -47.1871; -12.4952 -47.3102; -12.5169 -47.4333; -12.5386 -47.5564; -12.5603 -47.6795; -12.5820 -47.8026; -12.6037 -47.9257
3, -5.0000 -5.0000; -4.9000 -5.0000; -4.9217 -5.1231; -4.9434 -5.2462; -4.9651 -5.3693; -4.9868 -5.4924; -5.0085 -5.6155; -5.0302 -5.7386; -5.0519 -5.8617; -5.0736 -5.9848; -5.0954 -6.1079; -5.1171 -6.2310; -5.1388 -6.3541; -5.1605 -6.4772; -5.1822 -6.6003; -5.2039 -6.7234; -5.2256 -6.8465; -5.2473 -6.9696; -5.2690 -7.0927; -5.2907 -7.2158; -5.3124 -7.3389; -5.3341 -7.4620; -5.3558 -7.5851; -5.3775 -7.7082; -5.3992 -7.8313; -5.4209 -7.9544; -5.4427 -8.0775; -5.4644 -8.2006; -5.4861 -8.3237; -5.5078 -8.4468; -5.5295 -8.5699; -5.5512 -8.6930; -5.5729 -8.8161; -5.5946 -8.9392; -5.6163 -9.0623; -5.6380 -9.1854; -5.6597 -9.3085; -5.6814 -9.4316; -5.7031 -9.5547; -5.7248 -9.6778; -5.7465 -9.8009; -5.7682 -9.9240; -5.7899 -10.0471; -5.8117 -10.1702; -5.8334 -10.2933; -5.8551 -10.4164; -5.8768 -10.5395; -5.8985 -10.6626; -5.9202 -10.7857; -5.9419 -10.9088; -5.9636 -11.0319; -5.9853 -11.1550; -6.0070 -11.2781; -6.0287 -11.4013; -6.0504 -11.5244; -6.0721 -11.6475; -6.0938 -11.7706; -6.1155 -11.8937; -6.1372 -12.0168; -6.1589 -12.1399; -6.1807 -12.2630; -6.2024 -12.3861; -6.2241 -12.5092; -6.2458 -12.6323; -6.2675 -12.7554; -6.2892 -12.8785; -6.3109 -13.0016; -6.3326 -13.1247; -6.3543 -13.2478; -6.3760 -13.3709; -6.3977 -13.4940; -6.4194 -13.6171; -6.4411 -13.7402; -6.4628 -13.8633; -6.4845 -13.9864; -6.5062 -14.1095; -6.5280 -14.2326; -6.5497 -14.3557; -6.5714 -14.4788; -6.5931 -14.6019; -6.6148 -14.7250; -6.6365 -14.8481; -6.6582 -14.9712; -6.6799 -15.0943; -6.7016 -15.2174; -6.7233 -15.3405; -6.7450 -15.4636; -6.7667 -15.5867; -6.7884 -15.7098; -6.8101 -15.8329; -6.8318 -15.9560; -6.8535 -16.0791; -6.8752 -16.2022; -6.8970 -16.3253; -6.9187 -16.4484; -6.9404 -16.5715; -6.9621 -16.6946; -6.9838 -16.8177; -7.0055 -16.9408; -7.0272 -17.0639; -7.0489 -17.1870; -7.0706 -17.3101; -7.0923 -17.4332; -7.1140 -17.5563; -7.1357 -17.6794; -7.1574 -17.8025; -7.1791 -17.9256; -7.2008 -18.0487; -7.2225 -18.1718; -7.2443 -18.2949; -7.2660 -18.4180; -7.2877 -18.5411; -7.3094 -18.6642; -7.3311 -18.7873; -7.3528 -18.9104; -7.3745 -19.0335; -7.3962 -19.1566; -7.4179 -19.2797; -7.4396 -19.4028; -7.4613 -19.5259; -7.4830 -19.6490; -7.5047 -19.7721; -7.5264 -19.8952; -7.5481 -20.0183; -7.5698 -20.1414; -7.5915 -20.2645; -7.6133 -20.3876; -7.6350 -20.5107; -7.6567 -20.6338; -7.6784 -20.7569; -7.7001 -20.8800; -7.7218 -21.0031; -7.7435 -21.1262; -7.7652 -21.2493; -7.7869 -21.3724; -7.8086 -21.4955; -7.8303 -21.6186; -7.8520 -21.7417; -7.8737 -21.8648; -7.8954 -21.9879; -7.9171 -22.1110; -7.9388 -22.2341; -7.9605 -22.3572; -7.9823 -22.4803; -8.0040 -22.6034; -8.0257 -22.7265; -8.0474 -22.8496; -8.0691 -22.9727; -8.0908 -23.0958; -8.1125 -23.2189; -8.1342 -23.3420; -8.1559 -23.4651; -8.1776 -23.5882; -8.1993 -23.7113; -8.2210 -23.8344; -8.2427 -23.9576; -8.2644 -24.0807; -8.2861 -24.2038; -8.3078 -24.3269; -8.3296 -24.4500; -8.3513 -24.5731; -8.3730 -24.6962; -8.3947 -24.8193; -8.4164 -24.9424; -8.4381 -25.0655; -8.4598 -25.1886; -8.4815 -25.3117; -8.5032 -25.4348; -8.5249 -25.5579; -8.5466 -25.6810; -8.5683 -25.8041; -8.5900 -25.9272; -8.6117 -26.0503; -8.6334 -26.1734; -8.6551 -26.2965; -8.6768 -26.4196; -8.6986 -26.5427; -8.7203 -26.6658; -8.7420 -26.7889; -8.7637 -26.9120; -8.7854 -27.0351; -8.8071 -27.1582; -8.8288 -27.2813; -8.8505 -27.4044; -8.8722 -27.5275; -8.8939 -27.6506; -8.9156 -27.7737; -8.9373 -27.8968; -8.9590 -28.0199; -8.9807 -28.1430; -9.0024 -28.2661; -9.0241 -28.3892; -9.0458 -28.5123; -9.0676 -28.6354; -9.0893 -28.7585; -9.1110 -28.8816; -9.1327 -29.0047; -9.1544 -29.1278; -9.1761 -29.2509; -9.1978 -29.3740; -9.2195 -29.4971; -9.2412 -29.6202; -9.2629 -29.7433; -9.2846 -29.8664; -9.3063 -29.9895; -9.3280 -30.1126; -9.3497 -30.2357; -9.3714 -30.3588; -9.3931 -30.4819; -9.4149 -30.6050; -9.4366 -30.7281; -9.4583 -30.8512; -9.4800 -30.9743; -9.5017 -31.0974; -9.5234 -31.2205; -9.5451 -31.3436; -9.5668 -31.4667; -9.5885 -31.5898; -9.6102 -31.7129; -9.6319 -31.8360; -9.6536 -31.9591; -9.6753 -32.0822; -9.6970 -32.2053; -9.7187 -32.3284; -9.7404 -32.4515; -9.7621 -32.5746; -9.7839 -32.6977; -9.8056 -32.8208; -9.8273 -32.9439; -9.8490 -33.0670; -9.8707 -33.1901; -9.8924 -33.3132; -9.9141 -33.4363; -9.9358 -33.5594; -9.9575 -33.6825; -9.9792 -33.8056; -10.0009 -33.9287; -10.0226 -34.0518; -10.0443 -34.1749; -10.0660 -34.2980; -10.0877 -34.4211; -10.1094 -34.5442; -10.1312 -34.6673; -10.1529 -34.7904; -10.1746 -34.9135; -10.1963 -35.0366; -10.2180 -35.1597; -10.2397 -35.2828; -10.2614 -35.4059; -10.2831 -35.5290; -10.3048 -35.6521; -10.3265 -35.7752; -10.3482 -35.8983; -10.3699 -36.0214; -10.3916 -36.1445; -10.4133 -36.2676; -10.4350 -36.3907; -10.4567 -36.5138; -10.4784 -36.6369; -10.5002 -36.7601; -10.5219 -36.8832; -10.5436 -37.0063; -10.5653 -37.1294; -10.5870 -37.2525; -10.6087 -37.3756; -10.6304 -37.4987; -10.6521 -37.6218; -10.6738 -37.7449; -10.6955 -37.8680; -10.7172 -37.9911; -10.7389 -38.1142; -10.7606 -38.2373; -10.7823 -38.3604; -10.8040 -38.4835; -10.8257 -38.6066; -10.8475 -38.7297; -10.8692 -38.8528; -10.8909 -38.9759; -10.9126 -39.0990; -10.9343 -39.2221; -10.9560 -39.3452; -10.9777 -39.4683; -10.9994 -39.5914; -11.0211 -39.7145; -11.0428 -39.8376; -11.0645 -39.9607; -11.0862 -40.0838; -11.1079 -40.2069; -11.1296 -40.3300; -11.1513 -40.4531; -11.1730 -40.5762; -11.1947 -40.6993; -11.2165 -40.8224; -11.2382 -40.9455; -11.2599 -41.0686; -11.2816 -41.1917; -11.3033 -41.3148; -11.3250 -41.4379; -11.3467 -41.5610; -11.3684 -41.6841; -11.3901 -41.8072; -11.4118 -41.9303; -11.4335 -42.0534; -11.4552 -42.1765; -11.4769 -42.2996; -11.4986 -42.4227; -11.5203 -42.5458; -11.5420 -42.6689; -11.5637 -42.7920; -11.5855 -42.9151; -11.6072 -43.0382; -11.6289 -43.1613; -11.6506 -43.2844; -11.6723 -43.4075; -11.6940 -43.5306; -11.7157 -43.6537; -11.7374 -43.7768; -11.7591 -43.8999; -11.7808 -44.0230; -11.8025 -44.1461; -11.8242 -44.2692; -11.8459 -44.3923; -11.8676 -44.5154; -11.8893 -44.6385; -11.9110 -44.7616; -11.9328 -44.8847; -11.9545 -45.0078; -11.9762 -45.1309; -11.9979 -45.2540; -12.0196 -45.3771; -12.0413 -45.5002; -12.0630 -45.6233; -12.0847 -45.7464; -12.1064 -45.8695; -12.1281 -45.9926; -12.1498 -46.1157; -12.1715 -46.2388; -12.1932 -46.3619; -12.2149 -46.4850; -12.2366 -46.6081; -12.2583 -46.7312; -12.2800 -46.8543; -12.3018 -46.9774; -12.3235 -47.1005; -12.3452 -47.2236; -12.3669 -47.3467; -12.3886 -47.4698; -12.4103 -47.5929; -12.4320 -47.7160; -12.4537 -47.8391
