# agents=10, pattern=U
1, -1.3820 -0.0202; -1.4195 0.0447; -1.4820 0.1530; -1.5445 0.2613; -1.6070 0.3695; -1.6695 0.4778; -1.7320 0.5860; -1.7945 0.6943; -1.8570 0.8025; -1.9195 0.9108; -1.9820 1.0190; -2.0445 1.1273; -2.1070 1.2355; -2.1695 1.3438; -2.2070 1.4087; -2.2445 1.4737; -2.2820 1.5386; -2.3195 1.6036; -2.3570 1.6685; -2.3945 1.7335; -2.4320 1.7984; -2.4695 1.8634; -2.5070 1.9284; -2.5445 1.9933; -2.5820 2.0583; -2.6195 2.1232; -2.6570 2.1882; -2.7195 2.2964; -2.7820 2.4047; -2.8445 2.5129; -2.9070 2.6212; -2.9695 2.7294; -3.0320 2.8377; -3.0945 2.9459; -3.1570 3.0542; -3.2195 3.1624; -3.2820 3.2707; -3.3445 3.3789; -3.4070 3.4872; -3.4695 3.5955; -3.5320 3.7037; -3.5945 3.8120; -3.6570 3.9202; -3.7195 4.0285; -3.7820 4.1367; -3.8445 4.2450; -3.9070 4.3532; -3.9695 4.4615; -4.0320 4.5697; -4.0945 4.6780; -4.1570 4.7862; -4.1787 4.6631; -4.2004 4.5400; -4.2221 4.4169; -4.2438 4.2938; -4.2655 4.1707; -4.2872 4.0476; -4.3089 3.9245; -4.3306 3.8014; -4.3523 3.6783; -4.4148 3.7866; -4.4773 3.8948; -4.4990 3.7717; -4.5207 3.6486; -4.5424 3.5255; -4.5641 3.4024; -4.5859 3.2793; -4.6076 3.1562; -4.6293 3.0331; -4.6510 2.9100; -4.6727 2.7869; -4.6944 2.6638; -4.7569 2.7721; -4.7786 2.6490; -4.8003 2.5259; -4.8220 2.4028; -4.8437 2.2797; -4.9062 2.3879; -4.9687 2.4962; -4.9904 2.3731; -5.0121 2.2500; -5.0338 2.1269; -5.0555 2.0038; -5.0772 1.8807; -5.0989 1.7576; -5.1206 1.6345; -5.1424 1.5114; -5.1641 1.3883; -5.1858 1.2652; -5.2483 1.3734; -5.3108 1.4817; -5.3325 1.3586; -5.3542 1.2355; -5.3759 1.1124; -5.3976 0.9893; -5.4193 0.8662; -5.4410 0.7431; -5.4627 0.6200; -5.4844 0.4969; -5.5061 0.3738; -5.5686 0.4820; -5.6311 0.5903; -5.6528 0.4672; -5.6745 0.3441; -5.6962 0.2210; -5.7179 0.0979; -5.7396 -0.0252; -5.7614 -0.1483; -5.7831 -0.2714; -5.8456 -0.1632; -5.9081 -0.0549; -5.9298 -0.1780; -5.9515 -0.3011; -5.9732 -0.4242; -5.9949 -0.5473; -5.8774 -0.5901; -5.7600 -0.6328; -5.8225 -0.5246; -5.8850 -0.4163; -5.9475 -0.3081; -5.9692 -0.4312; -5.9909 -0.5543; -6.0126 -0.6774; -5.8951 -0.7201; -5.7777 -0.7629; -5.6602 -0.8056; -5.7227 -0.6974; -5.7852 -0.5891; -5.8477 -0.4809; -5.9102 -0.3726; -5.7927 -0.4154; -5.8144 -0.5385; -5.6970 -0.5812; -5.5795 -0.6240; -5.6420 -0.5157; -5.7045 -0.4075; -5.7670 -0.2992; -5.8295 -0.1910; -5.8512 -0.3141; -5.8729 -0.4372; -5.8946 -0.5603; -5.9163 -0.6834; -5.7989 -0.7261; -5.6814 -0.7689; -5.5640 -0.8116; -5.4465 -0.8544; -5.5090 -0.7461; -5.5715 -0.6379; -5.6340 -0.5296; -5.5165 -0.5724; -5.3991 -0.6151; -5.2816 -0.6579; -5.3441 -0.5496; -5.4066 -0.4414; -5.4691 -0.3331; -5.3516 -0.3759; -5.2342 -0.4186; -5.1167 -0.4614; -5.1792 -0.3531; -5.2417 -0.2449; -5.3042 -0.1366; -5.3667 -0.0284; -5.3884 -0.1515; -5.4101 -0.2746; -5.4318 -0.3977; -5.4535 -0.5208; -5.3361 -0.5635; -5.2186 -0.6063; -5.1012 -0.6490; -4.9837 -0.6918; -5.0462 -0.5835; -5.1087 -0.4753; -5.1712 -0.3670; -5.0537 -0.4098; -4.9363 -0.4525; -4.8188 -0.4953; -4.8813 -0.3870; -4.9438 -0.2788; -5.0063 -0.1705; -5.0688 -0.0623; -4.9514 -0.1050; -4.9731 -0.2281; -4.8556 -0.2709; -4.7381 -0.3136; -4.8006 -0.2054; -4.8631 -0.0971; -4.9256 0.0111; -4.8082 -0.0316; -4.8299 -0.1547; -4.7124 -0.1975; -4.7749 -0.0892; -4.8374 0.0190; -4.8999 0.1273; -4.9216 0.0042; -4.9433 -0.1189; -4.9650 -0.2420; -4.8476 -0.2848; -4.7301 -0.3275; -4.6127 -0.3703; -4.6752 -0.2620; -4.7377 -0.1538; -4.8002 -0.0455; -4.8627 0.0627; -4.7452 0.0200; -4.7669 -0.1031; -4.6494 -0.1459; -4.7119 -0.0376; -4.7744 0.0706; -4.8369 0.1789; -4.8586 0.0558; -4.8804 -0.0673; -4.9021 -0.1904; -4.7846 -0.2332; -4.6671 -0.2759; -4.7296 -0.1677; -4.7921 -0.0594; -4.8546 0.0488; -4.7372 0.0061; -4.7589 -0.1170; -4.6414 -0.1598; -4.5240 -0.2025; -4.4065 -0.2453; -4.4690 -0.1370; -4.5315 -0.0288; -4.5940 0.0795; -4.4765 0.0367; -4.4982 -0.0864; -4.3808 -0.1291; -4.2633 -0.1719; -4.1459 -0.2146; -4.2084 -0.1064; -4.2709 0.0019; -4.3334 0.1101; -4.2159 0.0674; -4.2376 -0.0557; -4.1201 -0.0985; -4.0027 -0.1412; -4.0652 -0.0330; -4.1277 0.0753; -4.1902 0.1835; -4.2119 0.0604; -4.2336 -0.0627; -4.2553 -0.1858; -4.1378 -0.2285; -4.0204 -0.2713; -3.9029 -0.3140; -3.9654 -0.2058; -4.0279 -0.0975; -3.9104 -0.1403; -3.7930 -0.1830; -3.8555 -0.0748; -3.9180 0.0335; -3.9805 0.1417; -3.8630 0.0990; -3.8847 -0.0241; -3.7673 -0.0669; -3.6498 -0.1096; -3.7123 -0.0014; -3.7748 0.1069; -3.8373 0.2151; -3.7198 0.1724; -3.7415 0.0493; -3.6241 0.0065; -3.6866 0.1148; -3.7491 0.2230; -3.6316 0.1803; -3.6533 0.0572; -3.5359 0.0144; -3.5984 0.1227; -3.6609 0.2309; -3.5434 0.1882; -3.5651 0.0651; -3.4477 0.0223; -3.5102 0.1306; -3.5727 0.2388; -3.4552 0.1961; -3.4769 0.0730; -3.3594 0.0302; -3.2420 -0.0125; -3.1245 -0.0553; -3.1870 0.0530; -3.2495 0.1612; -3.1321 0.1185; -3.1538 -0.0046; -3.0363 -0.0474; -2.9188 -0.0901; -2.9813 0.0181; -3.0438 0.1264; -2.9264 0.0836; -2.8089 0.0409; -2.8714 0.1491; -2.9339 0.2574; -2.8165 0.2146; -2.8790 0.3229; -2.7615 0.2801; -2.8240 0.3884; -2.8865 0.4966; -2.7690 0.4539; -2.7907 0.3308; -2.6733 0.2880; -2.5558 0.2453; -2.6183 0.3535; -2.6808 0.4618; -2.5633 0.4190; -2.5851 0.2959; -2.6476 0.4042; -2.7101 0.5124; -2.5926 0.4697; -2.6143 0.3466; -2.4968 0.3038; -2.5593 0.4121; -2.6218 0.5203; -2.5044 0.4776; -2.5261 0.3545; -2.4086 0.3117; -2.4711 0.4200; -2.5336 0.5282; -2.4162 0.4855; -2.4379 0.3624; -2.3204 0.3196; -2.3829 0.4279; -2.4454 0.5361; -2.3279 0.4934; -2.3496 0.3703; -2.2322 0.3275; -2.2947 0.4358; -2.3572 0.5440; -2.2397 0.5013; -2.2614 0.3782; -2.1440 0.3354; -2.2065 0.4437; -2.2690 0.5519; -2.1515 0.5092; -2.1732 0.3861; -2.2357 0.4943; -2.1183 0.4516; -2.1400 0.3285; -2.0225 0.2857; -2.0850 0.3940; -2.1475 0.5022; -2.0300 0.4595; -2.0517 0.3364; -1.9343 0.2936; -1.9968 0.4019; -2.0593 0.5101; -1.9418 0.4674; -1.9635 0.3443; -1.8461 0.3015; -1.9086 0.4098; -1.9711 0.5180
2, -1.3820 -0.0202; -1.4195 0.0447; -1.4820 0.1530; -1.5445 0.2613; -1.6070 0.3695; -1.6695 0.4778; -1.7320 0.5860; -1.7945 0.6943; -1.8570 0.8025; -1.9195 0.9108; -1.9820 1.0190; -2.0195 1.0840; -2.0570 1.1489; -2.0945 1.2139; -2.1320 1.2788; -2.1695 1.3438; -2.2070 1.4087; -2.2445 1.4737; -2.2820 1.5386; -2.3195 1.6036; -2.3570 1.6685; -2.3945 1.7335; -2.4320 1.7984; -2.4695 1.8634; -2.5070 1.9284; -2.5445 1.9933; -2.5820 2.0583; -2.6195 2.1232; -2.6570 2.1882; -2.6945 2.2531; -2.7320 2.3181; -2.7945 2.4263; -2.8570 2.5346; -2.9195 2.6428; -2.9820 2.7511; -3.0445 2.8593; -3.1070 2.9676; -3.1695 3.0758; -3.2320 3.1841; -3.2945 3.2923; -3.3570 3.4006; -3.4195 3.5089; -3.4820 3.6171; -3.5445 3.7254; -3.6070 3.8336; -3.6695 3.9419; -3.7320 4.0501; -3.7945 4.1584; -3.8570 4.2666; -3.9195 4.3749; -3.9820 4.4831; -4.0445 4.5914; -4.1070 4.6996; -4.1695 4.8079; -4.1912 4.6848; -4.2129 4.5617; -4.2346 4.4386; -4.2563 4.3155; -4.2780 4.1924; -4.3405 4.3006; -4.4030 4.4089; -4.4247 4.2858; -4.4464 4.1627; -4.4681 4.0396; -4.4898 3.9165; -4.5115 3.7934; -4.5332 3.6703; -4.5549 3.5472; -4.5766 3.4241; -4.5984 3.3010; -4.6609 3.4092; -4.7234 3.5175; -4.7451 3.3944; -4.7668 3.2713; -4.7885 3.1482; -4.8102 3.0251; -4.8319 2.9020; -4.8536 2.7789; -4.8753 2.6558; -4.9378 2.7640; -5.0003 2.8723; -5.0220 2.7492; -5.0437 2.6261; -5.0654 2.5030; -5.0871 2.3799; -5.1088 2.2568; -5.1305 2.1337; -5.1522 2.0106; -5.1739 1.8875; -5.2364 1.9957; -5.2989 2.1040; -5.3206 1.9809; -5.3424 1.8578; -5.3641 1.7347; -5.3858 1.6116; -5.4075 1.4885; -5.4292 1.3654; -5.4509 1.2423; -5.5134 1.3505; -5.5759 1.4588; -5.5976 1.3357; -5.6193 1.2126; -5.6410 1.0895; -5.6627 0.9664; -5.6844 0.8433; -5.7469 0.9515; -5.8094 1.0598; -5.8311 0.9367; -5.8528 0.8136; -5.8745 0.6905; -5.8962 0.5674; -5.9587 0.6756; -6.0212 0.7839; -6.0837 0.8921; -6.1462 1.0004; -6.0288 0.9576; -6.0505 0.8345; -6.0722 0.7114; -6.0939 0.5883; -6.1156 0.4652; -5.9981 0.4225; -5.8807 0.3797; -5.9432 0.4880; -6.0057 0.5962; -6.0682 0.7045; -6.1307 0.8127; -6.1932 0.9210; -6.0757 0.8782; -6.0974 0.7551; -6.1191 0.6320; -6.1408 0.5089; -6.0234 0.4662; -6.0451 0.3431; -5.9276 0.3003; -5.8102 0.2576; -5.6927 0.2148; -5.7552 0.3231; -5.8177 0.4313; -5.8802 0.5396; -5.9427 0.6478; -6.0052 0.7561; -5.8877 0.7133; -5.9094 0.5902; -5.7920 0.5475; -5.8137 0.4244; -5.6962 0.3816; -5.5788 0.3389; -5.4613 0.2961; -5.3438 0.2534; -5.2264 0.2106; -5.2889 0.3189; -5.3514 0.4271; -5.2339 0.3844; -5.1165 0.3416; -4.9990 0.2989; -4.8815 0.2561; -4.9440 0.3644; -4.8266 0.3216; -4.7091 0.2789; -4.7716 0.3871; -4.6541 0.3444; -4.5367 0.3016; -4.4192 0.2589; -4.4817 0.3671; -4.5442 0.4754; -4.4268 0.4326; -4.3093 0.3899; -4.1918 0.3471; -4.2543 0.4554; -4.1369 0.4126; -4.0194 0.3699; -4.0819 0.4781; -4.1444 0.5864; -4.0269 0.5436; -3.9095 0.5009; -3.7920 0.4581; -3.8545 0.5664; -3.9170 0.6746; -3.7996 0.6319; -3.6821 0.5891; -3.5646 0.5464; -3.4472 0.5036; -3.5097 0.6119; -3.5722 0.7201; -3.4547 0.6774; -3.3373 0.6346; -3.2198 0.5919; -3.2823 0.7001; -3.3448 0.8084; -3.2273 0.7656; -3.1099 0.7229; -2.9924 0.6801; -3.0549 0.7884; -3.1174 0.8966; -2.9999 0.8539; -2.8825 0.8111; -2.9450 0.9194; -3.0075 1.0276; -2.8900 0.9849; -2.7726 0.9421; -2.6551 0.8994; -2.7176 1.0076; -2.7801 1.1159; -2.6626 1.0731; -2.5452 1.0304; -2.6077 1.1386; -2.4902 1.0959; -2.3728 1.0531; -2.4353 1.1614; -2.4978 1.2696; -2.3803 1.2269; -2.2628 1.1841; -2.3253 1.2924; -2.2079 1.2496; -2.0904 1.2069; -2.1529 1.3151; -2.2154 1.4234; -2.0979 1.3806; -1.9805 1.3379; -2.0430 1.4461; -2.1055 1.5544; -1.9880 1.5116; -1.8706 1.4689; -1.9331 1.5771; -1.9956 1.6854; -1.8781 1.6426; -1.9406 1.7509; -2.0031 1.8591; -1.8856 1.8164; -1.7682 1.7736; -1.6507 1.7309; -1.7132 1.8391; -1.7757 1.9474; -1.6583 1.9046; -1.5408 1.8619; -1.6033 1.9701; -1.6658 2.0784; -1.5483 2.0356; -1.4309 1.9929; -1.3134 1.9501; -1.3759 2.0584; -1.2584 2.0156; -1.1410 1.9729; -1.2035 2.0811; -1.2660 2.1894; -1.1485 2.1466; -1.0311 2.1039; -1.0936 2.2121; -1.1561 2.3204; -1.0386 2.2776; -0.9211 2.2349; -0.8037 2.1921; -0.8662 2.3004; -0.9287 2.4086; -0.8112 2.3659; -0.6938 2.3231; -0.5763 2.2804; -0.6388 2.3886; -0.7013 2.4969; -0.5838 2.4541; -0.4664 2.4114; -0.3489 2.3686; -0.4114 2.4769; -0.2939 2.4341; -0.1765 2.3914; -0.2390 2.4996; -0.3015 2.6079; -0.1840 2.5651; -0.0666 2.5224; -0.1291 2.6306; -0.0116 2.5879; -0.0741 2.6961; 0.0434 2.6534; 0.1608 2.6106; 0.0983 2.7189; 0.0358 2.8271; 0.1533 2.7844; 0.2707 2.7416; 0.3882 2.6989; 0.3257 2.8071; 0.2632 2.9154; 0.3807 2.8726; 0.4981 2.8299; 0.4356 2.9381; 0.3731 3.0464; 0.4906 3.0036; 0.4689 2.8805; 0.5863 2.8378; 0.7038 2.7950; 0.6413 2.9033; 0.5788 3.0115; 0.6963 2.9688; 0.8137 2.9260; 0.7512 3.0343; 0.6887 3.1425; 0.6262 3.0343; 0.6045 2.9112; 0.7220 2.8684; 0.8394 2.8257; 0.9569 2.7829; 0.8944 2.8912; 0.8319 2.9994; 0.7694 2.8912; 0.8869 2.8484; 1.0043 2.8056; 0.9418 2.9139; 0.8793 3.0222; 0.8168 2.9139; 0.9343 2.8712; 1.0518 2.8284; 1.1692 2.7856; 1.1067 2.8939; 1.0442 3.0022; 0.9817 2.8939; 1.0992 2.8511; 1.2166 2.8084; 1.1541 2.9166; 1.0916 3.0249; 1.0291 2.9166; 0.9666 2.8084; 1.0841 2.7656; 1.2016 2.7229; 1.3190 2.6801; 1.2565 2.7884; 1.1940 2.8966; 1.1315 3.0049; 1.0690 2.8966; 1.0065 2.7884; 1.1240 2.7456; 1.2414 2.7029; 1.3589 2.6601; 1.4764 2.6174; 1.4139 2.7256; 1.3514 2.8339; 1.2889 2.9421; 1.2264 2.8339; 1.1639 2.7256; 1.2813 2.6829; 1.3988 2.6401; 1.5163 2.5974; 1.4538 2.7056; 1.3913 2.8139; 1.3288 2.9221; 1.2663 2.8139; 1.2038 2.7056; 1.3212 2.6629; 1.4387 2.6201; 1.5561 2.5774; 1.6736 2.5346; 1.6111 2.6429
3, -1.3820 -0.0202; -1.4195 0.0447; -1.4820 0.1530; -1.5445 0.2613; -1.6070 0.3695; -1.6695 0.4778; -1.7320 0.5860; -1.7945 0.6943; -1.8570 0.8025; -1.8945 0.8675; -1.9320 0.9324; -1.9695 0.9974; -2.0070 1.0623; -2.0445 1.1273; -2.0820 1.1922; -2.1195 1.2572; -2.1570 1.3221; -2.1945 1.3871; -2.2320 1.4520; -2.2695 1.5170; -2.3070 1.5819; -2.3445 1.6469; -2.3820 1.7118; -2.4195 1.7768; -2.4570 1.8418; -2.4945 1.9067; -2.5320 1.9717; -2.5695 2.0366; -2.6070 2.1016; -2.6695 2.2098; -2.7320 2.3181; -2.7945 2.4263; -2.8570 2.5346; -2.9195 2.6428; -2.9820 2.7511; -3.0445 2.8593; -3.1070 2.9676; -3.1695 3.0758; -3.2320 3.1841; -3.2945 3.2923; -3.3570 3.4006; -3.4195 3.5089; -3.4820 3.6171; -3.5445 3.7254; -3.6070 3.8336; -3.6695 3.9419; -3.7320 4.0501; -3.7945 4.1584; -3.8162 4.0353; -3.8379 3.9122; -3.8596 3.7891; -3.8813 3.6660; -3.9030 3.5429; -3.9655 3.6511; -3.9872 3.5280; -4.0089 3.4049; -4.0306 3.2818; -4.0523 3.1587; -4.1148 3.2670; -4.1365 3.1439; -4.1582 3.0208; -4.1799 2.8977; -4.2016 2.7746; -4.2641 2.8828; -4.2859 2.7597; -4.3076 2.6366; -4.3293 2.5135; -4.3510 2.3904; -4.3727 2.2673; -4.3944 2.1442; -4.4161 2.0211; -4.4378 1.8980; -4.5003 2.0063; -4.5220 1.8832; -4.5437 1.7601; -4.5654 1.6370; -4.5871 1.5139; -4.6088 1.3908; -4.6305 1.2677; -4.5131 1.2249; -4.5756 1.3332; -4.4581 1.2904; -4.5206 1.3987; -4.4031 1.3559; -4.4248 1.2328; -4.3074 1.1901; -4.3699 1.2983; -4.2524 1.2556; -4.3149 1.3638; -4.1975 1.3211; -4.2192 1.1980; -4.1017 1.1552; -4.1642 1.2635; -4.0467 1.2207; -3.9293 1.1779; -3.9918 1.2862; -3.8743 1.2434; -3.9368 1.3517; -3.8194 1.3089; -3.7019 1.2662; -3.7644 1.3744; -3.6469 1.3317; -3.5295 1.2889; -3.5920 1.3972; -3.4745 1.3544; -3.5370 1.4627; -3.4196 1.4199; -3.4821 1.5282; -3.5446 1.6365; -3.4271 1.5937; -3.4896 1.7020; -3.3721 1.6592; -3.2547 1.6164; -3.3172 1.7247; -3.3797 1.8330; -3.2622 1.7902; -3.2839 1.6671; -3.1665 1.6243; -3.2290 1.7326; -3.1115 1.6898; -3.1740 1.7981; -3.0565 1.7553; -2.9391 1.7126; -3.0016 1.8208; -2.8841 1.7781; -2.9466 1.8864; -2.8291 1.8436; -2.8916 1.9519; -2.9541 2.0601; -2.8367 2.0174; -2.8992 2.1256; -2.7817 2.0829; -2.8442 2.1911; -2.7268 2.1484; -2.7893 2.2566; -2.6718 2.2139; -2.7343 2.3221; -2.7968 2.4304; -2.6793 2.3876; -2.7010 2.2645; -2.7635 2.3728; -2.6461 2.3300; -2.6678 2.2069; -2.5503 2.1642; -2.6128 2.2724; -2.4954 2.2297; -2.5579 2.3379; -2.4404 2.2952; -2.5029 2.4034; -2.3854 2.3607; -2.2680 2.3179; -2.1505 2.2752; -2.2130 2.3834; -2.2755 2.4917; -2.1581 2.4489; -2.2206 2.5572; -2.1031 2.5144; -2.1656 2.6227; -2.2281 2.7309; -2.1106 2.6882; -2.1731 2.7964; -2.0557 2.7537; -2.0774 2.6306; -2.1399 2.7388; -2.2024 2.8471; -2.2649 2.9553; -2.2866 2.8322; -2.3083 2.7091; -2.3300 2.5860; -2.2125 2.5433; -2.0951 2.5005; -2.1576 2.6088; -2.2201 2.7170; -2.1026 2.6743; -2.1651 2.7825; -2.0477 2.7398; -2.1102 2.8480; -1.9927 2.8053; -2.0552 2.9135; -1.9377 2.8708; -2.0002 2.9790; -2.0627 3.0873; -1.9453 3.0445; -1.9670 2.9214; -2.0295 3.0297; -2.0920 3.1379; -2.1137 3.0148; -2.1354 2.8917; -2.1571 2.7686; -2.2196 2.8769; -2.1021 2.8341; -2.1238 2.7110; -2.0064 2.6683; -2.0689 2.7765; -1.9514 2.7338; -1.8339 2.6910; -1.8964 2.7993; -1.7790 2.7565; -1.6615 2.7138; -1.7240 2.8220; -1.7865 2.9303; -1.6691 2.8875; -1.7316 2.9958; -1.6141 2.9530; -1.6766 3.0613; -1.5591 3.0185; -1.6216 3.1268; -1.5042 3.0840; -1.5667 3.1923; -1.4492 3.1495; -1.5117 3.2578; -1.3943 3.2150; -1.4160 3.0919; -1.4785 3.2002; -1.3610 3.1574; -1.4235 3.2657; -1.3060 3.2229; -1.3277 3.0998; -1.2103 3.0571; -1.2728 3.1653; -1.1553 3.1226; -1.2178 3.2308; -1.1004 3.1881; -1.1221 3.0650; -1.0046 3.0222; -0.8871 2.9795; -0.9496 3.0877; -0.8322 3.0450; -0.7147 3.0022; -0.7772 3.1105; -0.8397 3.2187; -0.7223 3.1760; -0.6048 3.1332; -0.6673 3.2415; -0.5498 3.1987; -0.6123 3.3070; -0.4949 3.2642; -0.5574 3.3725; -0.4399 3.3297; -0.5024 3.4380; -0.3850 3.3952; -0.4475 3.5035; -0.3300 3.4607; -0.3517 3.3376; -0.2342 3.2949; -0.2967 3.4031; -0.1793 3.3604; -0.2418 3.4686; -0.1243 3.4259; -0.1868 3.5341; -0.0693 3.4914; -0.1318 3.5996; -0.0144 3.5569; -0.0361 3.4338; 0.0814 3.3910; 0.0189 3.4993; 0.1363 3.4565; 0.2538 3.4138; 0.1913 3.5220; 0.3088 3.4793; 0.2463 3.5875; 0.3637 3.5448; 0.4812 3.5020; 0.4187 3.6103; 0.5361 3.5675; 0.6536 3.5248; 0.5911 3.6330; 0.5286 3.7413; 0.6536 3.7413; 0.7786 3.7413; 0.7161 3.8495; 0.8411 3.8495; 0.7786 3.9578; 0.9036 3.9578; 0.8411 4.0660; 0.9661 4.0660; 0.9036 4.1743; 1.0286 4.1743; 0.9661 4.2825; 0.9444 4.1594; 0.9227 4.0363; 0.9010 3.9132; 0.8793 3.7901; 0.9967 3.7474; 1.1142 3.7046; 1.0517 3.8129; 0.9892 3.9211; 1.1142 3.9211; 1.0517 4.0294; 1.1767 4.0294; 1.1142 4.1376; 1.2392 4.1376; 1.3642 4.1376; 1.3017 4.2459; 1.4267 4.2459; 1.5517 4.2459; 1.4892 4.3541; 1.6142 4.3541; 1.7392 4.3541; 1.6767 4.4624; 1.6550 4.3393; 1.6333 4.2162; 1.6116 4.0931; 1.5899 3.9700; 1.7149 3.9700; 1.8399 3.9700; 1.7774 4.0782; 1.9024 4.0782; 2.0274 4.0782; 1.9649 4.1865; 2.0899 4.1865; 2.0274 4.2947; 2.1524 4.2947; 2.0899 4.4030; 2.2149 4.4030; 2.1524 4.5113; 2.2774 4.5113; 2.2149 4.6195; 2.1932 4.4964; 2.1715 4.3733; 2.1498 4.2502; 2.1280 4.1271; 2.0655 4.0189; 2.0030 3.9106; 2.1280 3.9106; 2.0655 4.0189; 2.1905 4.0189; 2.1280 4.1271; 2.2530 4.1271; 2.1905 4.2354; 2.3155 4.2354; 2.4405 4.2354; 2.3780 4.3436; 2.5030 4.3436; 2.6280 4.3436; 2.5655 4.4519; 2.6905 4.4519; 2.8155 4.4519; 2.7530 4.5601; 2.8780 4.5601; 3.0030 4.5601; 2.9405 4.6684; 3.0655 4.6684; 3.1905 4.6684; 3.1280 4.7766; 3.2530 4.7766; 3.3780 4.7766; 3.3155 4.8849; 3.2938 4.7618; 3.2721 4.6387
