# agents=10, pattern=U
1, -0.7639 -1.9223; -0.7404 -1.9138; -0.6230 -1.8710; -0.5055 -1.8283; -0.3881 -1.7855; -0.2706 -1.7428; -0.1531 -1.7000; -0.0357 -1.6573; 0.0818 -1.6145; 0.1993 -1.5717; 0.3167 -1.5290; 0.4342 -1.4862; 0.5516 -1.4435; 0.6691 -1.4007; 0.7866 -1.3580; 0.9040 -1.3152; 1.0215 -1.2725; 1.1389 -1.2297; 1.2564 -1.1870; 1.3739 -1.1442; 1.4913 -1.1015; 1.6088 -1.0587; 1.7263 -1.0160; 1.8437 -0.9732; 1.8907 -0.9561; 1.9377 -0.9390; 1.9847 -0.9219; 2.0317 -0.9048; 2.0786 -0.8877; 2.1256 -0.8706; 2.1726 -0.8535; 2.2196 -0.8364; 2.2666 -0.8193; 2.3136 -0.8022; 2.3605 -0.7851; 2.4075 -0.7680; 2.4545 -0.7509; 2.5015 -0.7338; 2.5485 -0.7167; 2.5955 -0.6996; 2.6425 -0.6825; 2.6894 -0.6654; 2.7364 -0.6483; 2.7834 -0.6312; 2.8304 -0.6141; 2.8774 -0.5970; 2.9244 -0.5799; 2.9713 -0.5628; 3.0183 -0.5457; 3.0653 -0.5286; 3.1123 -0.5115; 3.1593 -0.4944; 3.2063 -0.4773; 3.2533 -0.4602; 3.3002 -0.4431; 3.3472 -0.4260; 3.3942 -0.4089; 3.4412 -0.3918; 3.4882 -0.3747; 3.5352 -0.3576; 3.5821 -0.3405; 3.6291 -0.3234; 3.6761 -0.3063; 3.7231 -0.2892; 3.7701 -0.2721; 3.8171 -0.2550; 3.8641 -0.2379; 3.9110 -0.2208; 3.9580 -0.2037; 4.0050 -0.1866; 4.0520 -0.1695; 4.0990 -0.1524; 4.1460 -0.1353; 4.1929 -0.1182; 4.2399 -0.1011; 4.2869 -0.0840; 4.3339 -0.0669; 4.3809 -0.0498; 4.4279 -0.0327; 4.4749 -0.0156; 4.5218 0.0015; 4.5688 0.0186; 4.6158 0.0357; 4.6628 0.0528; 4.7098 0.0700; 4.7568 0.0871; 4.8037 0.1042; 4.8507 0.1213; 4.8977 0.1384; 4.9447 0.1555; 4.9917 0.1726; 5.0387 0.1897; 5.0857 0.2068; 5.1326 0.2239; 5.1796 0.2410; 5.2266 0.2581; 5.2179 0.3073; 5.2649 0.3244; 5.2562 0.3736; 5.2475 0.4229; 5.2389 0.4721; 5.2302 0.5214; 5.2215 0.5706; 5.2128 0.6198; 5.2041 0.6691; 5.1955 0.7183; 5.1868 0.7676; 5.1781 0.8168; 5.1694 0.8660; 5.1607 0.9153; 5.1520 0.9645; 5.1434 1.0138; 5.1347 1.0630; 5.1260 1.1122; 5.1173 1.1615; 5.1086 1.2107; 5.0999 1.2600; 5.0913 1.3092; 5.0826 1.3585; 5.0739 1.4077; 5.0652 1.4569; 5.0565 1.5062; 5.0479 1.5554; 5.0392 1.6047; 5.0305 1.6539; 5.0218 1.7031; 5.0131 1.7524; 5.0044 1.8016; 4.9958 1.8509; 4.9871 1.9001; 4.9784 1.9493; 4.9697 1.9986; 4.9610 2.0478; 4.9523 2.0971; 4.9437 2.1463; 4.9350 2.1955; 4.9263 2.2448; 4.9176 2.2940; 4.9089 2.3433; 4.9002 2.3925; 4.8916 2.4417; 4.8829 2.4910; 4.8742 2.5402; 4.8655 2.5895; 4.8568 2.6387; 4.8482 2.6879; 4.8395 2.7372; 4.8308 2.7864; 4.8221 2.8357; 4.8004 2.9588; 4.7787 3.0819; 4.7570 3.2050; 4.7353 3.3281; 4.7136 3.4512; 4.6919 3.5743; 4.6702 3.6974; 4.6485 3.8205; 4.6268 3.9436; 4.6050 4.0667; 4.5833 4.1898; 4.5208 4.2980; 4.4583 4.4063; 4.3958 4.5145; 4.3333 4.6228; 4.2708 4.7310; 4.2083 4.8393; 4.1458 4.9475; 4.0833 5.0558; 4.0208 5.1641; 3.9583 5.2723; 3.8958 5.3806; 3.8333 5.4888; 3.7708 5.5971; 3.7083 5.7053; 3.6458 5.8136; 3.5833 5.9218; 3.5208 6.0301; 3.4583 6.1383; 3.3958 6.2466; 3.3333 6.3548; 3.2708 6.4631; 3.2083 6.5713; 3.1458 6.6796; 3.0833 6.7878; 3.0208 6.8961; 2.9583 7.0044; 2.8958 7.1126; 2.8333 7.2209; 2.7708 7.3291; 2.7083 7.4374; 2.6458 7.5456; 2.5833 7.6539; 2.5208 7.7621; 2.4583 7.8704; 2.3958 7.9786; 2.3333 8.0869; 2.2708 8.1951; 2.2083 8.3034; 2.1458 8.4116; 2.0833 8.5199; 2.0208 8.6282; 1.9583 8.7364; 1.8958 8.8447; 1.8333 8.9529; 1.7708 9.0612; 1.7083 9.1694; 1.6458 9.2777; 1.5833 9.3859; 1.5208 9.4942; 1.4583 9.6024; 1.3958 9.7107; 1.3333 9.8189; 1.2708 9.9272; 1.2083 10.0354; 1.1458 10.1437; 1.0833 10.2520; 1.0208 10.3602; 0.9583 10.4685; 0.8958 10.5767; 0.8333 10.6850; 0.7708 10.7932; 0.7083 10.9015; 0.6458 11.0097; 0.5833 11.1180; 0.5208 11.2262; 0.4583 11.3345; 0.3958 11.4427; 0.3333 11.5510; 0.2708 11.6592; 0.2083 11.7675; 0.1458 11.8757; 0.0833 11.9840; 0.0208 12.0923; -0.0417 12.2005; -0.0634 12.0774; -0.0851 11.9543; -0.1068 11.8312; -0.1285 11.7081; -0.1502 11.5850; -0.1719 11.4619; -0.2344 11.5702; -0.2561 11.4471; -0.2778 11.3240; -0.2995 11.2009; -0.3212 11.0778; -0.3429 10.9547; -0.4054 11.0629; -0.4271 10.9398; -0.4488 10.8167; -0.4705 10.6936; -0.4922 10.5705; -0.5547 10.6788; -0.6172 10.7870; -0.6390 10.6639; -0.6607 10.5408; -0.6824 10.4177; -0.7041 10.2946; -0.7258 10.1715; -0.7475 10.0484; -0.7692 9.9253; -0.8317 10.0336; -0.8942 10.1418; -0.9159 10.0187; -0.9376 9.8956; -0.9593 9.7725; -0.9810 9.6494; -1.0027 9.5263; -1.0244 9.4032; -1.0461 9.2801; -1.1086 9.3884; -1.1711 9.4966; -1.1928 9.3735; -1.2145 9.2504; -1.2363 9.1273; -1.2580 9.0042; -1.2797 8.8811; -1.3014 8.7580; -1.3231 8.6349; -1.3448 8.5118; -1.3665 8.3887; -1.3882 8.2656; -1.4099 8.1425; -1.4316 8.0194; -1.4533 7.8963; -1.4750 7.7732; -1.4967 7.6501; -1.5592 7.7583; -1.6217 7.8666; -1.6434 7.7435; -1.6651 7.6204; -1.6868 7.4973; -1.7085 7.3742; -1.7303 7.2511; -1.7520 7.1280; -1.8145 7.2362; -1.8770 7.3445; -1.8987 7.2214; -1.9204 7.0983; -1.9421 6.9752; -1.9638 6.8521; -1.9855 6.7290; -2.0072 6.6059; -2.0289 6.4828; -2.0506 6.3597; -2.1131 6.4679; -2.1348 6.3448; -2.1565 6.2217; -2.1782 6.0986; -2.1999 5.9755; -2.2624 6.0838; -2.3249 6.1920; -2.3466 6.0689; -2.3683 5.9458; -2.3900 5.8227; -2.4118 5.6996; -2.4335 5.5765; -2.4552 5.4534; -2.4769 5.3303; -2.4986 5.2072; -2.5611 5.3155; -2.5828 5.1924; -2.6045 5.0693; -2.6262 4.9462; -2.6887 5.0544; -2.7512 5.1627; -2.7729 5.0396; -2.7946 4.9165; -2.8163 4.7934; -2.8380 4.6703; -2.8597 4.5472; -2.8814 4.4241; -2.9031 4.3010; -2.9656 4.4092; -2.9873 4.2861; -3.0091 4.1630; -3.0308 4.0399; -3.0525 3.9168; -3.1150 4.0251; -3.1367 3.9020; -3.1584 3.7789; -3.1801 3.6558; -3.2018 3.5327; -3.2235 3.4096; -3.2860 3.5178; -3.3485 3.6261; -3.3702 3.5030; -3.3919 3.3799; -3.4136 3.2568; -3.4353 3.1337; -3.4570 3.0106
2, -0.7639 -1.9223; -0.6700 -1.8881; -0.5525 -1.8454; -0.4350 -1.8026; -0.3176 -1.7599; -0.2001 -1.7171; -0.0827 -1.6744; 0.0348 -1.6316; 0.1523 -1.5888; 0.2697 -1.5461; 0.3872 -1.5033; 0.5047 -1.4606; 0.6221 -1.4178; 0.7396 -1.3751; 0.8570 -1.3323; 0.9745 -1.2896; 1.0920 -1.2468; 1.2094 -1.2041; 1.3269 -1.1613; 1.4443 -1.1186; 1.5618 -1.0758; 1.6793 -1.0331; 1.7967 -0.9903; 1.8437 -0.9732; 1.8907 -0.9561; 1.9377 -0.9390; 1.9847 -0.9219; 2.0317 -0.9048; 2.0786 -0.8877; 2.1256 -0.8706; 2.1726 -0.8535; 2.2196 -0.8364; 2.2666 -0.8193; 2.3136 -0.8022; 2.3605 -0.7851; 2.4075 -0.7680; 2.4545 -0.7509; 2.5015 -0.7338; 2.5485 -0.7167; 2.5955 -0.6996; 2.6425 -0.6825; 2.6894 -0.6654; 2.7364 -0.6483; 2.7834 -0.6312; 2.8304 -0.6141; 2.8774 -0.5970; 2.9244 -0.5799; 2.9713 -0.5628; 3.0183 -0.5457; 3.0653 -0.5286; 3.1123 -0.5115; 3.1593 -0.4944; 3.2063 -0.4773; 3.2533 -0.4602; 3.3002 -0.4431; 3.3472 -0.4260; 3.3942 -0.4089; 3.4412 -0.3918; 3.4882 -0.3747; 3.5352 -0.3576; 3.5821 -0.3405; 3.6291 -0.3234; 3.6761 -0.3063; 3.7231 -0.2892; 3.7701 -0.2721; 3.8171 -0.2550; 3.8641 -0.2379; 3.9110 -0.2208; 3.9580 -0.2037; 4.0050 -0.1866; 4.0520 -0.1695; 4.0990 -0.1524; 4.1460 -0.1353; 4.1929 -0.1182; 4.2399 -0.1011; 4.2869 -0.0840; 4.3339 -0.0669; 4.3809 -0.0498; 4.4279 -0.0327; 4.4749 -0.0156; 4.5218 0.0015; 4.5688 0.0186; 4.6158 0.0357; 4.6628 0.0528; 4.7098 0.0700; 4.7568 0.0871; 4.8037 0.1042; 4.8507 0.1213; 4.8977 0.1384; 4.9447 0.1555; 4.9917 0.1726; 5.0387 0.1897; 5.0857 0.2068; 5.1326 0.2239; 5.1796 0.2410; 5.2266 0.2581; 5.2736 0.2752; 5.3206 0.2923; 5.3676 0.3094; 5.4145 0.3265; 5.4059 0.3757; 5.3972 0.4249; 5.3885 0.4742; 5.3798 0.5234; 5.3711 0.5727; 5.3625 0.6219; 5.3538 0.6711; 5.3451 0.7204; 5.3364 0.7696; 5.3277 0.8189; 5.3190 0.8681; 5.3104 0.9174; 5.3017 0.9666; 5.2930 1.0158; 5.2843 1.0651; 5.2756 1.1143; 5.2669 1.1636; 5.2583 1.2128; 5.2496 1.2620; 5.2409 1.3113; 5.2322 1.3605; 5.2235 1.4098; 5.2149 1.4590; 5.2062 1.5082; 5.1975 1.5575; 5.1888 1.6067; 5.1801 1.6560; 5.1714 1.7052; 5.1628 1.7544; 5.1541 1.8037; 5.1454 1.8529; 5.1367 1.9022; 5.1280 1.9514; 5.1193 2.0006; 5.1107 2.0499; 5.1020 2.0991; 5.0933 2.1484; 5.0846 2.1976; 5.0759 2.2468; 5.0673 2.2961; 5.0586 2.3453; 5.0499 2.3946; 5.0412 2.4438; 5.0325 2.4930; 5.0238 2.5423; 5.0152 2.5915; 5.0065 2.6408; 4.9978 2.6900; 4.9891 2.7392; 4.9674 2.8623; 4.9457 2.9854; 4.9240 3.1085; 4.9023 3.2316; 4.8806 3.3547; 4.8589 3.4779; 4.8372 3.6010; 4.8155 3.7241; 4.7938 3.8472; 4.7720 3.9703; 4.7095 4.0785; 4.6470 4.1868; 4.5845 4.2950; 4.5220 4.4033; 4.4595 4.5115; 4.3970 4.6198; 4.3345 4.7280; 4.2720 4.8363; 4.2095 4.9445; 4.1470 5.0528; 4.0845 5.1610; 4.0220 5.2693; 3.9595 5.3775; 3.8970 5.4858; 3.8345 5.5941; 3.7720 5.7023; 3.7095 5.8106; 3.6470 5.9188; 3.5845 6.0271; 3.5220 6.1353; 3.4595 6.2436; 3.3970 6.3518; 3.3345 6.4601; 3.2720 6.5683; 3.2095 6.6766; 3.1470 6.7848; 3.0845 6.8931; 3.0220 7.0013; 2.9595 7.1096; 2.8970 7.2178; 2.8345 7.3261; 2.7720 7.4344; 2.7095 7.5426; 2.6470 7.6509; 2.5845 7.7591; 2.5220 7.8674; 2.4595 7.9756; 2.3970 8.0839; 2.3345 8.1921; 2.2720 8.3004; 2.2095 8.4086; 2.1470 8.5169; 2.0845 8.6251; 2.0220 8.7334; 1.9595 8.8416; 1.8970 8.9499; 1.8345 9.0582; 1.7720 9.1664; 1.7095 9.2747; 1.6470 9.3829; 1.5845 9.4912; 1.5220 9.5994; 1.4595 9.7077; 1.3970 9.8159; 1.3345 9.9242; 1.2720 10.0324; 1.2095 10.1407; 1.1470 10.2489; 1.0845 10.3572; 1.0220 10.4654; 0.9595 10.5737; 0.8970 10.6820; 0.8345 10.7902; 0.7720 10.8985; 0.7095 11.0067; 0.6470 11.1150; 0.5845 11.2232; 0.5220 11.3315; 0.5003 11.2084; 0.4786 11.0853; 0.4569 10.9622; 0.4352 10.8391; 0.4135 10.7160; 0.3918 10.5929; 0.3293 10.7011; 0.3076 10.5780; 0.2859 10.4549; 0.2642 10.3318; 0.2425 10.2087; 0.2208 10.0856; 0.1991 9.9625; 0.1774 9.8394; 0.1557 9.7163; 0.1340 9.5932; 0.1123 9.4701; 0.0905 9.3470; 0.0280 9.4553; -0.0345 9.5635; -0.0562 9.4404; -0.0779 9.3173; -0.0996 9.1942; -0.1213 9.0711; -0.1430 8.9480; -0.1647 8.8249; -0.1864 8.7018; -0.2081 8.5787; -0.2298 8.4556; -0.2515 8.3325; -0.2732 8.2094; -0.2949 8.0863; -0.3166 7.9632; -0.3383 7.8401; -0.3600 7.7170; -0.3818 7.5939; -0.4035 7.4708; -0.4660 7.5791; -0.4877 7.4559; -0.5094 7.3328; -0.5311 7.2097; -0.5528 7.0866; -0.5745 6.9635; -0.5962 6.8404; -0.6587 6.9487; -0.6804 6.8256; -0.7021 6.7025; -0.7238 6.5794; -0.7455 6.4563; -0.7672 6.3332; -0.7889 6.2101; -0.8106 6.0870; -0.8323 5.9639; -0.8948 6.0721; -0.9165 5.9490; -0.9383 5.8259; -0.9600 5.7028; -0.9817 5.5797; -1.0442 5.6880; -1.0659 5.5649; -1.0876 5.4418; -1.1093 5.3187; -1.1310 5.1956; -1.1527 5.0725; -1.1744 4.9494; -1.2369 5.0576; -1.2994 5.1659; -1.3211 5.0428; -1.3428 4.9197; -1.3645 4.7966; -1.3862 4.6735; -1.4079 4.5504; -1.4296 4.4273; -1.4513 4.3042; -1.4730 4.1811; -1.4948 4.0580; -1.5573 4.1662; -1.4398 4.1235; -1.4615 4.0004; -1.5240 4.1086; -1.4065 4.0659; -1.4282 3.9428; -1.3108 3.9000; -1.3733 4.0083; -1.4358 4.1165; -1.3183 4.0738; -1.3400 3.9507; -1.4025 4.0589; -1.2851 4.0162; -1.3476 4.1244; -1.2301 4.0817; -1.2926 4.1899; -1.1751 4.1472; -1.1968 4.0241; -1.0794 3.9813; -1.1419 4.0896; -1.2044 4.1978; -1.0869 4.1551; -1.1494 4.2633; -1.0320 4.2206; -1.0945 4.3288; -0.9770 4.2861; -0.9987 4.1630; -0.8812 4.1202; -0.9437 4.2285; -1.0062 4.3367; -0.8888 4.2940; -0.9513 4.4022; -0.8338 4.3595; -0.8963 4.4677; -0.7789 4.4250; -0.8006 4.3019; -0.8631 4.4101; -0.7456 4.3674; -0.8081 4.4756; -0.6906 4.4329; -0.7531 4.5411; -0.6357 4.4984; -0.6982 4.6066; -0.5807 4.5639; -0.6024 4.4408; -0.6649 4.5490; -0.5475 4.5063
3, -0.7639 -1.9223; -0.6700 -1.8881; -0.5525 -1.8454; -0.4350 -1.8026; -0.3176 -1.7599; -0.2001 -1.7171; -0.0827 -1.6744; 0.0348 -1.6316; 0.1523 -1.5888; 0.2697 -1.5461; 0.3872 -1.5033; 0.5047 -1.4606; 0.6221 -1.4178; 0.7396 -1.3751; 0.8570 -1.3323; 0.9745 -1.2896; 1.0920 -1.2468; 1.2094 -1.2041; 1.3269 -1.1613; 1.4443 -1.1186; 1.5618 -1.0758; 1.6793 -1.0331; 1.7967 -0.9903; 1.9142 -0.9476; 1.9612 -0.9305; 2.0082 -0.9134; 2.0551 -0.8963; 2.1021 -0.8792; 2.1491 -0.8621; 2.1961 -0.8450; 2.2431 -0.8279; 2.2901 -0.8108; 2.3371 -0.7936; 2.3840 -0.7765; 2.4310 -0.7594; 2.4780 -0.7423; 2.5250 -0.7252; 2.5720 -0.7081; 2.6190 -0.6910; 2.6659 -0.6739; 2.7129 -0.6568; 2.7599 -0.6397; 2.8069 -0.6226; 2.8539 -0.6055; 2.9009 -0.5884; 2.9479 -0.5713; 2.9948 -0.5542; 3.0418 -0.5371; 3.0888 -0.5200; 3.1358 -0.5029; 3.1828 -0.4858; 3.2298 -0.4687; 3.2767 -0.4516; 3.3237 -0.4345; 3.3707 -0.4174; 3.4177 -0.4003; 3.4647 -0.3832; 3.5117 -0.3661; 3.5587 -0.3490; 3.6056 -0.3319; 3.6526 -0.3148; 3.6996 -0.2977; 3.7466 -0.2806; 3.7936 -0.2635; 3.8406 -0.2464; 3.8875 -0.2293; 3.9345 -0.2122; 3.9815 -0.1951; 4.0285 -0.1780; 4.0755 -0.1609; 4.1225 -0.1438; 4.1695 -0.1267; 4.2164 -0.1096; 4.2634 -0.0925; 4.3104 -0.0754; 4.3574 -0.0583; 4.4044 -0.0412; 4.4514 -0.0241; 4.4983 -0.0070; 4.5453 0.0101; 4.5923 0.0272; 4.6393 0.0443; 4.6863 0.0614; 4.7333 0.0785; 4.7803 0.0956; 4.8272 0.1127; 4.8742 0.1298; 4.9212 0.1469; 4.9682 0.1640; 5.0152 0.1811; 5.0622 0.1982; 5.1091 0.2153; 5.1561 0.2324; 5.2031 0.2495; 5.2501 0.2666; 5.2971 0.2837; 5.3441 0.3008; 5.3911 0.3179; 5.4380 0.3350; 5.4850 0.3521; 5.5320 0.3692; 5.5790 0.3863; 5.6260 0.4034; 5.6730 0.4205; 5.7199 0.4376; 5.7669 0.4547; 5.8139 0.4718; 5.8609 0.4889; 5.9079 0.5060; 5.9549 0.5231; 5.9462 0.5724; 5.9932 0.5895; 5.9845 0.6387; 5.9758 0.6879; 5.9671 0.7372; 5.9584 0.7864; 5.9498 0.8357; 5.9411 0.8849; 5.9324 0.9342; 5.9237 0.9834; 5.9150 1.0326; 5.9063 1.0819; 5.8977 1.1311; 5.8890 1.1804; 5.8803 1.2296; 5.8716 1.2788; 5.8629 1.3281; 5.8543 1.3773; 5.8456 1.4266; 5.8369 1.4758; 5.8282 1.5250; 5.8195 1.5743; 5.8108 1.6235; 5.8022 1.6728; 5.7935 1.7220; 5.7848 1.7712; 5.7761 1.8205; 5.7674 1.8697; 5.7587 1.9190; 5.7501 1.9682; 5.7414 2.0174; 5.7327 2.0667; 5.7240 2.1159; 5.7153 2.1652; 5.7067 2.2144; 5.6980 2.2636; 5.6893 2.3129; 5.6806 2.3621; 5.6719 2.4114; 5.6632 2.4606; 5.6546 2.5098; 5.6329 2.6329; 5.6111 2.7560; 5.5894 2.8791; 5.5677 3.0022; 5.5460 3.1253; 5.5243 3.2484; 5.5026 3.3716; 5.4809 3.4947; 5.4592 3.6178; 5.4375 3.7409; 5.4158 3.8640; 5.3533 3.9722; 5.2908 4.0805; 5.2283 4.1887; 5.1658 4.2970; 5.1033 4.4052; 5.0408 4.5135; 4.9783 4.6217; 4.9158 4.7300; 4.8533 4.8382; 4.7908 4.9465; 4.7283 5.0547; 4.6658 5.1630; 4.6033 5.2712; 4.5408 5.3795; 4.4783 5.4878; 4.4158 5.5960; 4.3533 5.7043; 4.2908 5.8125; 4.2283 5.9208; 4.1658 6.0290; 4.1033 6.1373; 4.0408 6.2455; 3.9783 6.3538; 3.9158 6.4620; 3.8533 6.5703; 3.7908 6.6785; 3.7283 6.7868; 3.6658 6.8950; 3.6033 7.0033; 3.5408 7.1115; 3.4783 7.2198; 3.4158 7.3281; 3.3533 7.4363; 3.2908 7.5446; 3.2283 7.6528; 3.1658 7.7611; 3.1033 7.8693; 3.0408 7.9776; 2.9783 8.0858; 2.9158 8.1941; 2.8533 8.3023; 2.7908 8.4106; 2.7283 8.5188; 2.6658 8.6271; 2.6033 8.7353; 2.5408 8.8436; 2.4783 8.9519; 2.4158 9.0601; 2.3533 9.1684; 2.2908 9.2766; 2.2283 9.3849; 2.1658 9.4931; 2.1033 9.6014; 2.0408 9.7096; 1.9783 9.8179; 1.9158 9.9261; 1.8533 10.0344; 1.7908 10.1426; 1.7283 10.2509; 1.6658 10.3591; 1.6033 10.4674; 1.5408 10.5757; 1.4783 10.6839; 1.4158 10.7922; 1.3533 10.9004; 1.2908 11.0087; 1.2283 11.1169; 1.1658 11.2252; 1.1033 11.3334; 1.0408 11.4417; 1.0191 11.3186; 0.9974 11.1955; 0.9757 11.0724; 0.9540 10.9493; 0.9323 10.8262; 0.9106 10.7031; 0.8889 10.5800; 0.8264 10.6882; 0.8046 10.5651; 0.7829 10.4420; 0.7612 10.3189; 0.7395 10.1958; 0.7178 10.0727; 0.6961 9.9496; 0.6336 10.0579; 0.6119 9.9348; 0.5902 9.8117; 0.5685 9.6886; 0.5468 9.5655; 0.5251 9.4424; 0.4626 9.5506; 0.4409 9.4275; 0.4192 9.3044; 0.3975 9.1813; 0.3758 9.0582; 0.3541 8.9351; 0.3323 8.8120; 0.3106 8.6889; 0.2889 8.5658; 0.2672 8.4427; 0.2455 8.3196; 0.2238 8.1965; 0.2021 8.0734; 0.1804 7.9503; 0.1587 7.8272; 0.1370 7.7041; 0.0745 7.8124; 0.0528 7.6893; 0.0311 7.5662; 0.0094 7.4431; -0.0123 7.3200; -0.0340 7.1969; -0.0965 7.3051; -0.1182 7.1820; -0.1399 7.0589; -0.1617 6.9358; -0.1834 6.8127; -0.2459 6.9210; -0.3084 7.0292; -0.3301 6.9061; -0.3518 6.7830; -0.3735 6.6599; -0.3952 6.5368; -0.4169 6.4137; -0.4386 6.2906; -0.4603 6.1675; -0.5228 6.2758; -0.5445 6.1527; -0.5662 6.0296; -0.5879 5.9065; -0.6096 5.7834; -0.6313 5.6603; -0.6530 5.5371; -0.6747 5.4140; -0.6965 5.2909; -0.7590 5.3992; -0.7807 5.2761; -0.8024 5.1530; -0.8241 5.0299; -0.8458 4.9068; -0.8675 4.7837; -0.8892 4.6606; -0.9109 4.5375; -0.7934 4.4947; -0.8151 4.3716; -0.6977 4.3289; -0.7602 4.4371; -0.8227 4.5454; -0.7052 4.5026; -0.5878 4.4599; -0.6503 4.5681; -0.7128 4.6764; -0.5953 4.6336; -0.6170 4.5105; -0.6795 4.6188; -0.5620 4.5760; -0.6245 4.6843; -0.5071 4.6415; -0.5696 4.7498; -0.4521 4.7070; -0.5146 4.8153; -0.3972 4.7725; -0.4597 4.8808; -0.3422 4.8380; -0.4047 4.9463; -0.2872 4.9035; -0.3089 4.7804; -0.3714 4.8887; -0.2540 4.8459; -0.1365 4.8032; -0.1990 4.9114; -0.0815 4.8687; 0.0359 4.8259; -0.0266 4.9342; 0.0909 4.8914; 0.0284 4.9997; 0.1458 4.9569; 0.2633 4.9142; 0.2008 5.0224; 0.3183 4.9797; 0.2558 5.0879; 0.3732 5.0452; 0.4907 5.0024; 0.4282 5.1107; 0.5456 5.0679; 0.6631 5.0252; 0.6006 5.1334; 0.5381 5.2417
